role,niche_id,quality,apex_height,release_time,landing_position
best_quality,12,0.2006505460827046,12.426288965425044,1.4611111111111112,34.571847779990435
lowest_apex,80,0.9675169073509178,2.573525487432877,6.661111111111111,4.515641607348943
highest_apex,18,0.6080745089467493,49.72166275850156,1.1777777777777778,34.43670956896931
earliest_release,0,0.5727028508271222,5.547195994270286,0.7611111111111112,22.732826519040913
