niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_precision_train,descriptor_sharpness_train,descriptor_precision_validation,descriptor_sharpness_validation,visit_count,selection_feasible,retained_niche,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index
1,1,0,0.44293851248313143,0.5408705043206975,0.37037037037037035,0.1500199507499917,0.2857142857142857,0.18030935722709912,6,1,0,34,17,8,3,0.8391485357597166,0.6347964689619441,2.8831492700722103,1
2,2,0,0.4625793319198694,0.5147270909037818,0.4117647058823529,0.131910640958678,0.25,0.16678519972427033,1,1,0,84,16,10,2,0.9101392250639679,0.5328749053685149,3.1028437265355384,1
0,0,0,0.46641915317103083,0.5236240979764106,0.29411764705882354,0.14927076096717892,0.3076923076923077,0.17491113376662548,5,1,1,37,17,9,3,0.9321336889313337,0.593746073317157,2.9848782258279245,1
4,0,1,0.514058143639226,0.5266405449419783,0.26666666666666666,0.20761041122192334,0.3103448275862069,0.20043946822101025,13,1,0,131,21,29,15,0.6699119462124866,0.7397444262141257,3.3722733841016406,1
