objective,psll_db,peak_deg,hpbw_deg,minimum_spacing_lambda,constraint_spacing,positions_lambda,phase_codes,attenuator_codes
-31.68551399963869,-31.68551399963869,0,9.176941455109366,0.3337153067923899,-0.08371530679238992,"-3.753562595515539;-3.252149422614351;-2.7445964077534497;-2.2423932209265156;-1.742308959863057;-1.2561078188661514;-0.7375798184287787;-0.24320731614868246;0.2353754244897346;0.7493778908075088;1.25013085146921;1.746155421036609;2.25963789999595;2.74813325582546;3.08184856261785;3.7312229330084254","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","31;31;25;16;10;5;0;0;0;2;5;9;14;25;31;31"
