angle_deg,level_db
-37.73425690008095,-34.840016714369625
-37.69804193378918,-34.85243607389869
-37.6618446493336,-34.8633917257277
-37.62566500641411,-34.87286239624264
-37.58950296485686,-34.880829250424654
-37.55335848461365,-34.887275972919795
-37.51723152576138,-34.89218883889834
-37.481122048501426,-34.895556774050036
-37.44503001315913,-34.89737140314872
-37.40895538018326,-34.897627086731816
-37.37289811014538,-34.89632094554024
-37.33685816373934,-34.89345287248542
-37.30083550178074,-34.889025532026814
-37.264830085206334,-34.883044346966344
-37.22884187507355,-34.87551747278441
-37.19287083255987,-34.866455759764136
-37.15691691896235,-34.855872703262236
-37.120980095697085,-34.84378438259748
-37.08506032429864,-34.830209389125876
-37.049157566419545,-34.81516874416616
-37.01327178382976,-34.79868580752128
-36.97740293841616,-34.780786177410945
-36.94155099218202,-34.761497582690374
-36.90571590724648,-34.740849768275055
-36.86989764584402,-34.71887437472611
-36.834096170323996,-34.69560481296724
-36.798311443150084,-34.67107613511572
-36.7625434268998,-34.64532490240285
-36.72679208426398,-34.618389051142834
-36.691057378046295,-34.59030775768311
-36.65533927116277,-34.56112130323254
-36.6196377266412,-34.5308709394186
-36.583952707620796,-34.499598755374265
-36.54828417735158,-34.467347547095045
-36.512632099193986,-34.434160689745646
-36.476996436618286,-34.400082013531076
-36.44137715320416,-34.36515568367469
-36.40577421264027,-34.32942608498224
-36.37018757872364,-34.29293771139552
-36.33461721535936,-34.255735060876844
-36.299063086559954,-34.2178625358944
-36.26352515644502,-34.1793643497182
-36.22800338924073,-34.14028443867245
-36.19249774927937,-34.10066638043595
-36.15700820099884,-34.0605533184273
-36.12153470894227,-34.01998789226349
-36.08607723775751,-33.979012174236296
-36.05063575219671,-33.93766761171195
-36.015210217115836,-33.89599497532332
-35.97980059747423,-33.854034312795285
-35.944406858334204,-33.81182490821634
-35.90902896486057,-33.76940524654947
-35.87366688232016,-33.726812983155476
-35.83832057608144,-33.684084918092225
-35.802990011614085,-33.64125697493773
-35.7676751544885,-33.598364183883206
-35.73237597037542,-33.55544066883282
-35.69709242504544,-33.5125196382525
-35.66182448436864,-33.46963337950273
-35.626572114314165,-33.42681325640048
-35.59133528094973,-33.38408970975645
-35.55611395044128,-33.341492260640194
-35.520908089052526,-33.29904951613541
-35.48571766314456,-33.256789177353824
-35.450542639175424,-33.21473804948755
-35.41538298369967,-33.17292205368835
-35.38023866336804,-33.13136624057382
-35.34510964492698,-33.09009480517081
-35.30999589521824,-33.04913110311803
-35.274897381178505,-33.008497667959745
-35.239814069839,-32.968216229374406
-35.20474592832505,-32.92830773219295
-35.16969292385574,-32.88879235607097
-35.13465502374344,-32.8496895356911
-35.09963219539351,-32.81101798137949
-35.06462440630386,-32.7727957000328
-35.02963162406454,-32.73504001625857
-34.994653816357406,-32.69776759364219
-34.95969095095571,-32.66099445606152
-34.924742995723726,-32.624736008978054
-34.88980991861636,-32.58900706064077
-34.85489168767876,-32.55382184314606
-34.819988271046014,-32.51919403330324
-34.785099636942675,-32.485136773261026
-34.750225753682464,-32.45166269085722
-34.71536658966785,-32.41878391965697
-34.680522113389756,-32.38651211865115
-34.64569229342709,-32.354858491591024
-34.610877098446466,-32.323833805937674
-34.57607649720181,-32.29344841141153
-34.541290458534,-32.26371225812593
-34.50651895137052,-32.23463491429742
-34.471761944725095,-32.206225583523135
-34.437019407697306,-32.178493121621244
-34.402291309472304,-32.15144605303191
-34.367577619320436,-32.125092586777846
-34.33287830659685,-32.09944063198509
-34.29819334074117,-32.074497812967955
-34.26352269127722,-32.050271483880806
-34.22886632781258,-32.02676874294368
-34.19422422003831,-32.00399644624663
-34.15959633772856,-31.981961221141688
-34.12498265074029,-31.96066947922953
-34.09038312901291,-31.940127428951
-34.05579774256791,-31.920341087791776
-34.021226461508554,-31.90131629411181
-33.98666925601959,-31.883058718608183
-33.952126096366854,-31.865573875424236
-33.917596952896965,-31.84886713291462
-33.883081796037004,-31.83294372407802
-33.84858059629421,-31.81780875666947
-33.81409332425562,-31.80346722300303
-33.77961995058778,-31.789924009457053
-33.74516044603635,-31.777183905693633
-33.710714781425935,-31.76525161360377
-33.67628292765961,-31.754131755989295
-33.6418648557187,-31.74382888499439
-33.60746053666242,-31.734347490296845
-33.57306994162762,-31.725692007071157
-33.53869304182842,-31.71786682373414
-33.50432980855591,-31.710876289485
-33.469980213177834,-31.704724721649463
-33.43564422713836,-31.699416412840577
-33.40132182195768,-31.694955637944826
-33.36701296923175,-31.691346660945918
-33.33271764063199,-31.688593741595298
-33.29843580790497,-31.686701141940347
-33.264167442872164,-31.685673132720225
-33.22991251742956,-31.68551399963869
-33.195671003547425,-31.686228049524914
-33.161442873270026,-31.687819616390644
-33.127228098715314,-31.690293067394094
-33.09302665207462,-31.69365280872041
-33.05883850561238,-31.697903291386062
-33.02466363166585,-31.70304901697961
-32.99050200264485,-31.709094543344808
-32.956353591031395,-31.716044490217325
-32.92221836937947,-31.72390354482342
-32.888096310314786,-31.732676467449373
-32.85398738653441,-31.74236809699093
-32.819891570806554,-31.752983356492038
-32.78580883597024,-31.764527258681063
-32.751739154935095,-31.7770049115143
-32.71768250068103,-31.790421523735468
-32.68363884625795,-31.804782410460078
-32.649608164785505,-31.8200929987942
-32.61559042945285,-31.83635883349677
-32.581585613518314,-31.8535855826946
-32.54759369030918,-31.871779043659988
-32.513614633221366,-31.890945148659814
-32.479648415719225,-31.911089970886906
-32.44569501133523,-31.932219730483048
-32.41175439366974,-31.95434080066374
-32.3778265363907,-31.977459713955657
-32.34391141323342,-32.00158316855707
-32.310008998000306,-32.02671803483277
-32.276119264560585,-32.05287136195424
-32.24224218685005,-32.08005038469708
-32.20837773887084,-32.108262530408005
-32.174525894691136,-32.13751542615354
-32.140686628444925,-32.16781690606354
-32.106859914331764,-32.19917501888293
-32.07304572661652,-32.23159803574623
-32.039244039629104,-32.26509445818786
-32.00545482776425,-32.29967302640602
-31.971678065481232,-32.33534272779329
-31.93791372730365,-32.37211280575248
-31.90416178781918,-32.40999276881401
-31.870422221679323,-32.44899240007364
-31.83669500359915,-32.4891217669696
-31.802980108357072,-32.53039123141855
-31.769277510794613,-32.57281146033228
-31.73558718581616,-32.61639343653699
-31.701909108388715,-32.66114847011821
-31.66824325354165,-32.70708821021678
-31.63458959636651,-32.75422465730117
-31.60094811201676,-32.80257017594369
-31.567318775707513,-32.85213750813067
-31.533701562715358,-32.90293978713525
-31.50009644837809,-32.95499055198792
-31.466503408094507,-33.0083037625769
-31.432922417324136,-33.06289381541627
-31.399353451587043,-33.11877556012047
-31.3657964864636,-33.17596431662594
-31.332251497594267,-33.23447589320359
-31.298718460679325,-33.294326605309564
-31.265197351478694,-33.35553329532217
-31.231688145811695,-33.41811335321883
-31.198190819556842,-33.48208473824913
-31.1647053486516,-33.54746600166295
-31.13123170909215,-33.6142763105579
-31.09776987693323,-33.68253547291424
-31.064319828287875,-33.752263963889526
-31.030881539327186,-33.82348295345102
-30.997454986280143,-33.89621433542786
-30.96404014543338,-33.970480758073116
-30.930636993130985,-34.04630565622913
-30.897245505774258,-34.12371328519906
-30.863865659821517,-34.202728756431966
-30.830497431787894,-34.28337807514011
-30.797140798245117,-34.36568817997088
-30.763795735821287,-34.449686984870944
-30.730462221200682,-34.535403423282666
-30.69714023112357,-34.622867494831596
-30.663829742385975,-34.71211031466755
-30.630530731839475,-34.80316416564074
-30.597243176390986,-34.8960625535036
-30.56396705300262,-34.99084026534479
-30.530702338691416,-35.08753343147899
-30.497449010529145,-35.18617959103104
-30.46420704564213,-35.28681776147215
-30.430976421211067,-35.389488512386265
-30.39775711447079,-35.494234043766255
-30.36454910271005,-35.601098269161476
-30.33135236327139,-35.71012690402482
-30.2981668735509,-35.82136755963406
-30.26499261099804,-35.9348698429904
-30.23182955311542,-36.05068546313111
-30.198677677458626,-36.16886834432205
-30.16553696163604,-36.28947474663861
-30.132407383308635,-36.4125633944752
-30.09928892018976,-36.538195613569876
-30.066181550044995,-36.66643547717216
-30.03308525069193,-36.79734996202707
-30.000000000000004,-36.931009114899986
-29.966925775890267,-37.06748623041382
-29.933862556335253,-37.20685804102493
-29.900810319358758,-37.34920492001532
-29.867769043035672,-37.49461109843206
-29.83473870549178,-37.64316489695725
-29.80171928490358,-37.79495897373788
-29.76871075949813,-37.95009058925099
-29.73571310755282,-38.10866188931158
-29.702726307395228,-38.270780207349375
-29.669750337402906,-38.43655838708704
-29.63678517600325,-38.60611512672027
-29.60383080167327,-38.77957534564524
-29.570887192939445,-38.957070574656456
-29.537954328377523,-39.13873937036685
-29.505032186612382,-39.324727754320314
-29.472120746317795,-39.515189676878904
-29.439219986216322,-39.71028750540719
-29.406329885079092,-39.91019253550742
-29.373450421725636,-40.115085523004225
-29.34058157502373,-40.325157232951845
-29.307723323889217,-40.54060900000926
-29.274875647285814,-40.76165329195738
-29.242038524224995,-40.988514264688035
-29.209211933765747,-41.221428292416746
-29.176395855014487,-41.46064445077337
-29.14359026712481,-41.70642492233314
-29.11079514929739,-41.959045283390665
-29.078010480779767,-42.218794616502336
-29.045236240866217,-42.485975374332455
-29.012472408897537,-42.76090289512372
-28.979718964260964,-43.043904436550385
-28.946975886389914,-43.33531755009947
-28.914243154763895,-43.63548755874464
-28.881520748908294,-43.944763821760404
-28.848808648394265,-44.263494365693475
-28.816106832838503,-44.592018321670096
-28.783415281903167,-44.930655426033674
-28.750733975295635,-45.27969160123015
-28.71806289276841,-45.63935932232182
-28.685402014118925,-46.00981107647695
-28.652751319189413,-46.391083726095246
-28.62011078786671,-46.783050989439076
-28.58748040008216,-47.18536057993081
-28.55486013581139,-47.597351874405746
-28.522249975074217,-48.017949491295575
-28.48964989793445,-48.44552821197627
-28.45705988449976,-48.87774592671094
-28.424479914921513,-49.311344816974305
-28.391909969394654,-49.74192841198783
-28.359350028157476,-50.163735490664834
-28.326800071491583,-50.569452715224905
-28.294260079721624,-50.95013579776789
-28.261730033215233,-51.29533757111106
-28.229209912382817,-51.59355432597938
-28.19669969767747,-51.833072635988074
-28.164199369594748,-52.00320205041659
-28.13170890867261,-52.09571765645369
-28.099228295491184,-52.106171773408896
-28.0667575106727,-52.034675253501504
-28.034296534881282,-51.88587736971844
-28.001845348822847,-51.66815154775382
-27.96940393324493,-51.39226827526953
-27.936972268936582,-51.069955864441056
-27.90455033672816,-50.71268348013387
-27.872138117491268,-50.33083398721685
-27.839735592138535,-49.93327498470231
-27.807342741623547,-49.52724304611035
-27.774959546940636,-49.11842970494075
-27.742585989124816,-48.71117198736058
-27.710222049251563,-48.30867910854398
-27.677867708436757,-47.91325461382621
-27.645522947836465,-47.52649378654859
-27.61318774864688,-47.1494491529063
-27.58086209210412,-46.782764112133385
-27.548545959484134,-46.42677811058944
-27.51623933210254,-46.08160794935219
-27.483942191314522,-45.74720982963609
-27.451654518514644,-45.4234262361351
-27.419376295136775,-45.11002108443786
-27.387107502653908,-44.8067058883483
-27.35484812257806,-44.51315911063826
-27.32259813646011,-44.229040368898296
-27.2903575258897,-43.954000774526946
-27.258126272495073,-43.68769037509017
-27.22590435794297,-43.42976343321112
-27.193691763938464,-43.17988209433396
-27.161488472224885,-42.93771885868432
-27.129294464583616,-42.70295816931962
-27.09710972283405,-42.47529735029187
-27.064934228833376,-42.254447070370716
-27.032767964476538,-42.040131463747635
-27.00061091169602,-41.83208800604415
-26.968463052461793,-41.63006721905628
-26.936324368781143,-41.43383225894014
-26.904194842698576,-41.24315842845289
-26.872074456295664,-41.05783264324994
-26.839963191690945,-40.87765287425051
-26.807861031039774,-40.70242758207307
-26.77576795653425,-40.531975155022195
-26.743683950403007,-40.36612335871281
-26.71160899491118,-40.204708802879274
-26.679543072360232,-40.047576429017475
-26.64748616508785,-39.89457902110404
-26.61543825546781,-39.74557674059184
-26.58339932590988,-39.60043668612991
-26.551369358859667,-39.45903247790231
-26.519348336798537,-39.321243866095756
-26.487336242243458,-39.18695636273603
-26.455333057746916,-39.05606089595957
-26.42333876589676,-38.92845348567056
-26.39135334931612,-38.80403493947911
-26.35937679066326,-38.682710567785705
-26.327409072631493,-38.564389916887436
-26.29545017794902,-38.44898651899524
-26.26350008937888,-38.33641765809005
-26.231558789718747,-38.22660415058852
-26.19962626180091,-38.11947013983705
-26.16770248849207,-38.01494290350314
-26.135787452693307,-37.91295267298994
-26.103881137339897,-37.813432464048596
-26.071983525401254,-37.716317917818515
-26.04009459988077,-37.621547151572486
-26.008214343815748,-37.529060618497056
-25.976342740277243,-37.438800975879175
-25.94447977237001,-37.350712961118376
-25.912625423232324,-37.2647432750212
-25.880779676035914,-37.18084047187742
-25.848942513985868,-37.09895485584896
-25.817113920320462,-37.01903838324053
-25.78529387831112,-36.94104457025019
-25.753482371262244,-36.86492840582689
-25.721679382511166,-36.79064626929187
-25.689884895427976,-36.718155852402894
-25.65809889341548,-36.64741608556661
-25.62632135990903,-36.578387067924005
-25.594552278376472,-36.511030001055005
-25.562791632318,-36.44530712606817
-25.531039405266085,-36.38118166385573
-25.49929558078532,-36.31861775831417
-25.467560142472372,-36.257580422342755
-25.43583307395584,-36.198035486447424
-25.404114358896177,-36.139949549790565
-25.372403980985542,-36.08328993353871
-25.340701923947755,-36.02802463637238
-25.30900817153814,-35.974122292030614
-25.277322707543476,-35.921552128776256
-25.245645515781835,-35.87028393067283
-25.213976580102543,-35.82028800057629
-25.182315884386014,-35.771535124749605
-25.150663412543715,-35.72399653901834
-25.119019148518007,-35.67764389639163
-25.087383076282087,-35.632449236078
-25.055755179839856,-35.58838495383424
-25.02413544322586,-35.5454237735901
-24.992523850505133,-35.50353872029741
-24.960920385773164,-35.46270309395719
-24.929325033155745,-35.42289044478422
-24.897737776808903,-35.38407454947201
-24.866158600918784,-35.346229388527874
-24.834587489701583,-35.3093291246485
-24.803024427403415,-35.273348082114765
-24.77146939830024,-35.23826072718546
-24.739922386697753,-35.204041649473524
-24.708383376931312,-35.170665544293975
-24.676852353365803,-35.138107195974094
-24.64532930039559,-35.10634146211999
-24.61381420244438,-35.07534325883724
-24.58230704396517,-35.04508754690608
-24.550807809440094,-35.015549318913685
-24.519316483380415,-34.98670358734993
-24.487833050326337,-34.95852537367267
-24.45635749484699,-34.93098969835474
-24.424889801540278,-34.90407157192304
-24.393429955032843,-34.87774598700462
-24.36197793997992,-34.8519879113938
-24.330533741065288,-34.82677228215836
-24.29909734300114,-34.802074000802214
-24.26766873052804,-34.777867929502634
-24.236247888414777,-34.754128888442715
-24.20483480145833,-34.73083165425797
-24.17342945448372,-34.70795095961722
-24.142031832343992,-34.685461493957405
-24.110641919920052,-34.66333790539232
-24.07925970212063,-34.64155480381256
-24.047885163882164,-34.62008676519528
-24.016518290168737,-34.59890833713839
-23.985159065971942,-34.5779940456342
-23.95380747631087,-34.55731840309439
-23.922463506231946,-34.53685591763486
-23.891127140808894,-34.51658110362725
-23.85979836514261,-34.496468493520695
-23.828477164361125,-34.47649265093263
-23.79716352361947,-34.45662818500334
-23.765857428099633,-34.436849766007114
-23.734558863010427,-34.41713214220386
-23.70326781358746,-34.397450157913624
-23.671984265092988,-34.37777877278849
-23.640708202815905,-34.35809308225248
-23.609439612071576,-34.33836833907214
-23.578178478201835,-34.31857997601602
-23.54692478657482,-34.29870362955295
-23.51567852258498,-34.278715164534134
-23.4844396716529,-34.25859069979592
-23.453208219225296,-34.238306634614005
-23.421984150774872,-34.21783967593217
-23.390767451800293,-34.197166866283546
-23.35955810782605,-34.17626561231351
-23.32835610440243,-34.15511371380834
-23.297161427105383,-34.13368939312719
-23.265974061536504,-34.111971324928724
-23.23479399332287,-34.08993866607866
-23.20362120811705,-34.06757108561913
-23.17245569159695,-34.04484879467651
-23.1412974294658,-34.02175257618031
-23.110146407451996,-33.99826381426293
-23.079002611309107,-33.97436452320712
-23.047866026815722,-33.950037375807185
-23.01673663977543,-33.9252657310078
-22.98561443601669,-33.90003366068681
-22.95449940139281,-33.87432597544674
-22.9233915217818,-33.84812824928417
-22.892290783086374,-33.82142684300732
-22.861197171233798,-33.79420892627822
-22.83011067217587,-33.7664624981589
-22.799031271888808,-33.73817640604796
-22.767958956373203,-33.70934036290108
-22.736893711653902,-33.67994496263699
-22.70583552377998,-33.649981693637564
-22.67478437882463,-33.61944295026209
-22.643740262885103,-33.588322042304746
-22.612703162082624,-33.55661320233622
-22.58167306256234,-33.524311590879485
-22.55064995049321,-33.49141329938469
-22.519633812067962,-33.45791535097762
-22.488624633502994,-33.42381569896903
-22.457622401038336,-33.389113223125904
-22.426627100937527,-33.353807723716336
-22.3956387194876,-33.317899913352925
-22.364657242998945,-33.281391406671204
-22.3336826578053,-33.244284707891936
-22.302714950263628,-33.20658319632633
-22.27175410675408,-33.16829110989419
-22.240800113679892,-33.12941352673683
-22.20985295746736,-33.08995634501157
-22.1789126245657,-33.04992626096845
-22.147979101447053,-33.009330745412996
-22.11705237460635,-32.96817801866852
-22.08613243056129,-32.926477024155425
-22.055219255852233,-32.884237400710326
-22.024312837042164,-32.84146945377238
-21.99341316071658,-32.79818412556571
-21.962520213483465,-32.75439296440953
-21.9316339819732,-32.71010809328798
-21.900754452838477,-32.66534217781201
-21.86988161275428,-32.62010839370423
-21.839015448417747,-32.57442039393575
-21.808155946548183,-32.52829227564237
-21.777303093886907,-32.48173854694217
-21.74645687719725,-32.43477409377449
-21.715617283264454,-32.38741414687464
-21.68478429889562,-32.33967424899243
-21.653957910919623,-32.2915702224598
-21.623138106187074,-32.24311813720284
-21.592324871570213,-32.19433427929066
-21.561518193962893,-32.14523512010449
-21.530718060280456,-32.095837286204315
-21.49992445745972,-32.046157529963665
-21.469137372458874,-31.996212701035766
-21.43835679225745,-31.946019718706843
-21.407582703856207,-31.89559554518641
-21.376815094277124,-31.844957159876344
-21.34605395056328,-31.794121534654813
-21.315299259778843,-31.743105610203955
-21.284551009008943,-31.691926273404313
-21.25380918535969,-31.640600335812543
-21.22307377595801,-31.58914451323409
-21.192344767951674,-31.537575406395927
-21.161622148509178,-31.48590948272065
-21.1309059048197,-31.434163059197285
-21.10019602409302,-31.382352286340527
-21.069492493559498,-31.33049313322623
-21.038795300469946,-31.278601373586575
-21.008104432095646,-31.22669257294538
-20.9774198757282,-31.174782076771812
-20.946741618679543,-31.1228849996264
-20.91606964828183,-31.07101621527256
-20.88540395188742,-31.019190347724344
-20.854744516868752,-30.967421763198686
-20.824091330618366,-30.915724562940575
-20.793444380548753,-30.864112576886463
-20.76280365409237,-30.812599358132534
-20.73216913870152,-30.761198178171934
-20.701540821848347,-30.709922022865733
-20.67091869102472,-30.658783589111962
-20.640302733742228,-30.607795282176788
-20.609692937532063,-30.556969213652483
-20.579089289945017,-30.50631720000668
-20.548491778551366,-30.455850761688406
-20.51790039094087,-30.405581122756114
-20.487315114722662,-30.355519210994903
-20.456735937525227,-30.30567565848928
-20.426162846996306,-30.256060802620276
-20.395595830802883,-30.206684687455464
-20.36503487663108,-30.15755706550192
-20.334479972186138,-30.10868739979329
-20.303931105192333,-30.060084866282736
-20.27338826339294,-30.011758356515294
-20.242851434550136,-29.96371648055352
-20.212320606445,-29.915967570132125
-20.18179576687741,-29.86851968201778
-20.151276903666,-29.82138060155224
-20.120764004648112,-29.774557846356693
-20.090257057679725,-29.728058670178207
-20.05975605063541,-29.681890066858273
-20.029260971408274,-29.636058774406095
-19.99877180790988,-29.590571279159214
-19.968288548070234,-29.545433820015823
-19.937811179837688,-29.500652392723513
-19.90733969117892,-29.45623275421066
-19.876874070078827,-29.41218042694723
-19.846414304540556,-29.36850070332282
-19.81596038258534,-29.32519865003045
-19.785512292252545,-29.282279112445707
-19.755070021599536,-29.239746718991263
-19.724633558701687,-29.197605885478186
-19.694202891652264,-29.15586081941495
-19.66377800856244,-29.114515524277248
-19.633358897561163,-29.07357380373125
-19.60294554679518,-29.03303926580385
-19.572537944428923,-28.99291532699422
-19.5421360786445,-28.953205216321475
-19.511739937641593,-28.91391197930333
-19.481349509637457,-28.875038481861814
-19.450964782866837,-28.836587414152053
-19.420585745581917,-28.79856129431069
-19.390212386052273,-28.760962472120948
-19.359844692564828,-28.72379313259151
-19.329482653423767,-28.687055299447493
-19.299126256950547,-28.650750838530655
-19.268775491483765,-28.614881461107796
-19.238430345379186,-28.579448727085808
-19.208090807009626,-28.544454048132053
-19.177756864764948,-28.509898690699206
-19.147428507051973,-28.475783778953975
-19.11710572229446,-28.442110297609236
-19.086788498933036,-28.40887909465875
-19.05647682542516,-28.37609088401525
-19.026170690245046,-28.34374624805082
-18.99587008188365,-28.311845640040715
-18.965574988848573,-28.280389386509988
-18.93528539966408,-28.249377689484167
-18.905001302870964,-28.21881062864361
-18.87472268702657,-28.188688163383013
-18.84444954070469,-28.159010134775833
-18.814181852495565,-28.12977626744511
-18.783919611005782,-28.10098617134117
-18.75366280485828,-28.07263934342687
-18.723411422692244,-28.044735169271853
-18.693165453163115,-28.017272924556202
-18.662924884942473,-27.990251776484925
-18.632689706718075,-27.96367078511392
-18.602459907193712,-27.937528904588987
-18.572235475089236,-27.911824984298356
-18.54201639914047,-27.88655776994044
-18.511802668099172,-27.86172590450748
-18.48159427073299,-27.83732792918647
-18.451391195825426,-27.813362284178467
-18.421193432175745,-27.789827309437328
-18.391000968598984,-27.766721245329308
-18.360813793925857,-27.744042233214273
-18.330631897002743,-27.721788315950157
-18.300455266691618,-27.699957438321437
-18.270283891870015,-27.678547447393168
-18.240117761430977,-27.657556092791324
-18.20995686428301,-27.63698102691113
-18.17980118935004,-27.61681980505405
-18.149650725571355,-27.59706988549499
-18.11950546190158,-27.577728629480735
-18.089365387310597,-27.558793301160698
-18.059230490783555,-27.540261067451468
-18.02910076132075,-27.522128997835942
-17.99897618793765,-27.50439406409859
-17.968856759664796,-27.487053139997684
-17.9387424655478,-27.470103000876268
-17.908633294647263,-27.453540323212202
-17.87852923603876,-27.43736168410942
-17.848430278812753,-27.421563560731013
-17.81833641207462,-27.40614232967557
-17.788247624944514,-27.391094266298296
-17.758163906557414,-27.37641554397768
-17.728085246063,-27.36210223332943
-17.69801163262567,-27.34815030136898
-17.667943055424452,-27.334555610623795
-17.637879503652993,-27.321313918196882
-17.60782096651949,-27.30842087478311
-17.577767433246663,-27.295872023639593
-17.5477188930717,-27.283662799512012
-17.517675335246228,-27.271788527517906
-17.487636749036238,-27.2602444219891
-17.457603123722098,-27.249025585274836
-17.42757444859844,-27.23812700650674
-17.397550712974187,-27.227543560328634
-17.367531906172445,-27.217270005591722
-17.33751801753052,-27.20730098401836
-17.307509036399814,-27.197631018835267
-17.27750495214586,-27.188254513379384
-17.247505754148186,-27.179165749677647
-17.217511431800364,-27.170358887003914
-17.187521974509888,-27.161827960414385
-17.1575373716982,-27.15356687926514
-17.127557612800608,-27.145569425713525
-17.09758268726625,-27.137829253206686
-17.067612584558056,-27.130339884959874
-17.03764729415272,-27.123094712427562
-17.007686805540622,-27.11608699377063
-16.977731108225843,-27.109309852322554
-16.947780191726054,-27.10275627505863
-16.917834045572548,-27.09641911107113
-16.887892659310133,-27.090291070054583
-16.85795602249715,-27.08436472080497
-16.828024124705372,-27.078632489736812
-16.798096955520037,-27.07308665942252
-16.768174504539722,-27.067719367158354
-16.73825676137638,-27.062522603561856
-16.708343715655246,-27.05748821120487
-16.67843535701483,-27.05260788328828
-16.648531675106856,-27.047873162362556
-16.61863265959624,-27.043275439100263
-16.588738300161033,-27.03880595112579
-16.5588485864924,-27.03445578190825
-16.528963508294545,-27.030215859723636
-16.49908305528473,-27.026076956692453
-16.469207217193173,-27.022029687899163
-16.439335983763065,-27.01806451060054
-16.409469344750473,-27.014171723529113
-16.37960728992437,-27.010341466299977
-16.349749809066516,-27.00656371892684
-16.3198968919715,-27.002828301456397
-16.290048528446633,-26.99912487372736
-16.26020470831196,-26.99544293526334
-16.230365421400183,-26.991771825306717
-16.200530657556662,-26.988100723002656
-16.170700406639337,-26.98441864774104
-16.140874658518715,-26.98071445966569
-16.111053403077825,-26.976976860359088
-16.081236630212192,-26.973194393711985
-16.051424329829757,-26.969355446986736
-16.021616491850907,-26.965448252083704
-15.99181310620837,-26.96146088701971
-15.962014162847236,-26.957381277628315
-15.93221965172486,-26.95319719949062
-15.902429562810893,-26.94889628010663
-15.872643886087166,-26.944466001315956
-15.842862611547739,-26.939893701977354
-15.813085729198788,-26.935166580916274
-15.783313229058615,-26.93027170014944
-15.75354510115759,-26.925195988395178
-15.723781335538135,-26.91992624487846
-15.694021922254649,-26.91444914343874
-15.664266851373524,-26.90875123694895
-15.634516112973056,-26.90281896205326
-15.604769697143457,-26.896638644231032
-15.57502759398677,-26.89019650319375
-15.545289793616885,-26.883478658621627
-15.51555628615945,-26.876471136245375
-15.485827061751891,-26.869159874278502
-15.456102110543313,-26.861530730204773
-15.426381422694531,-26.85356948792442
-15.396664988377976,-26.84526186526226
-15.366952797777708,-26.836593521839774
-15.33724484108933,-26.827550067312444
-15.307541108520013,-26.8181170699722
-15.277841590288393,-26.808280065714833
-15.248146276624608,-26.798024567369623
-15.2184551577702,-26.787336074388698
-15.188768223978116,-26.776200082891442
-15.159085465512659,-26.76460209605849
-15.129406872649474,-26.752527634868322
-15.099732435675467,-26.73996224916813
-15.070062144888833,-26.72689152906927
-15.040395990598968,-26.71330111665612
-15.010733963126468,-26.699176717995606
-14.981076052803072,-26.68450411543333
-14.951422249971655,-26.669269180160523
-14.92177254498615,-26.653457885034612
-14.89212692821158,-26.63705631763459
-14.862485390023945,-26.62005069353086
-14.832847920810265,-26.602427369747762
-14.803214510968482,-26.58417285839528
-14.773585150907476,-26.565273840445318
-14.743959831046991,-26.545717179626095
-14.714338541817643,-26.525489936407038
-14.684721273660834,-26.504579382045364
-14.655108017028788,-26.482973012664072
-14.625498762384435,-26.46065856332993
-14.595893500201464,-26.43762402209921
-14.566292220964213,-26.413857643997677
-14.536694915167699,-26.38934796490069
-14.507101573317529,-26.36408381527849
-14.477512185929925,-26.338054333771296
-14.447926743531639,-26.311248980557846
-14.418345236659945,-26.28365755048182
-14.388767655862626,-26.255270185899274
-14.359193991697884,-26.226077389210833
-14.329624234734382,-26.1960700350428
-14.300058375551142,-26.165239382041072
-14.27049640473757,-26.13357708424294
-14.240938312893372,-26.101075201992153
-14.211384090628576,-26.0677262123638
-14.181833728563445,-26.033523019066216
-14.1522872173285,-25.998458961789282
-14.122744547564432,-25.96252782496863
-14.09320570992213,-25.925723845938013
-14.063670695062584,-25.88804172244323
-14.034139493656923,-25.849476619493046
-14.004612096386316,-25.810024175524454
-13.975088493942005,-25.76968050786234
-13.945568677025207,-25.728442217454873
-13.916052636347153,-25.686306392869685
-13.88654036262899,-25.643270613536902
-13.857031846601812,-25.599332952229194
-13.827527079006565,-25.55449197677019
-13.798026050594082,-25.50874675096651
-13.768528752124991,-25.462096834760374
-13.739035174369743,-25.414542283603367
-13.70954530810852,-25.366083647053784
-13.680059144131262,-25.31672196660344
-13.65057667323759,-25.266458772741913
-13.621097886236816,-25.215296081269287
-13.591622773947869,-25.163236388870473
-13.562151327199317,-25.110282667967244
-13.532683536829275,-25.05643836086582
-13.503219393685438,-25.001707373220817
-13.473758888624998,-24.946094066837773
-13.444302012514656,-24.889603251839077
-13.414848756230555,-24.832240178219532
-13.385399110658284,-24.77401052681975
-13.355953066692814,-24.71492039974708
-13.326510615238512,-24.654976310274872
-13.297071747209056,-24.594185172252473
-13.267636453527468,-24.532554289059362
-13.238204725126018,-24.47009134213698
-13.208776552946258,-24.406804379133828
-13.17935192793894,-24.34270180169822
-13.149930841064036,-24.277792352955224
-13.12051328329065,-24.21208510470271
-13.091099245597052,-24.145589444363015
-13.061688718970595,-24.07831506172525
-13.032281694407732,-24.01027193551399
-13.002878162913943,-23.941470319818762
-12.973478115503745,-23.871920730419042
-12.944081543200634,-23.801633931037713
