angle_deg,level_db
-48.33117260109193,-40.791423557299915
-48.28809985284902,-41.03784512655717
-48.245063401811805,-41.29154957445479
-48.202063132152496,-41.55282843511036
-48.15909892861078,-41.82198149134183
-48.11617067648999,-42.09931449431317
-48.0732782616531,-42.38513586580969
-48.03042157051896,-42.67975204732377
-47.98760049005847,-42.983461054602465
-47.94481490779082,-43.29654365871847
-47.902064711779744,-43.61925143650617
-47.85934979062978,-43.95179070458235
-47.81667003348262,-44.29430106209223
-47.77402533001351,-44.64682690977098
-47.73141557042753,-45.00927988559304
-47.68884064545613,-45.38138967469064
-47.646300446353465,-45.762640160147036
-47.60379486489298,-46.15218748884068
-47.56132379336389,-46.54875654544706
-47.51888712456765,-46.95051294252268
-47.4764847518146,-47.35490958568064
-47.43411656892059,-47.758511130736494
-47.3917824702035,-48.15680749981084
-47.34948235048001,-48.544040383084834
-47.3072161050622,-48.91308481998485
-47.264983629754326,-49.25544945396908
-47.22278482084955,-49.56147665902507
-47.18061957512666,-49.82082304531534
-47.138487789846934,-50.02326256165573
-47.09638936275093,-50.15976567685164
-47.054324192055326,-50.22368260514352
-47.012292176449826,-50.21175029088931
-46.970293215094046,-50.12462805735785
-46.928327207614444,-49.96678712537858
-46.88639405410129,-49.74579099346127
-46.84449365510562,-49.471195501914515
-46.80262591163625,-49.15337313613585
-46.76079072515683,-48.80251267880976
-46.718987997582886,-48.427923138968396
-46.67721763127888,-48.03765358348781
-46.6354795290553,-47.63836869437337
-46.59377359416587,-47.23539612481154
-46.55209973030463,-46.832869116157184
-46.510457841603106,-46.433907957902406
-46.468847832627546,-46.04080475972988
-46.427269608376115,-45.655192438151005
-46.38572307427616,-45.27818983338602
-46.344208136181464,-44.91052137845606
-46.302724700369495,-44.552613107742914
-46.26127267353881,-44.2046682108737
-46.21985196280631,-43.86672566575798
-46.1784624757046,-43.538705267939584
-46.13710412017937,-43.22044193112479
-46.09577680458686,-42.9117116373268
-46.05448043769116,-42.61225094761705
-46.01321492866173,-42.32177157967352
-45.97198018707083,-42.03997122403395
-45.930776122891,-41.766541502952364
-45.889602646492555,-41.501173764940916
-45.84845966864116,-41.243563244350526
-45.807347100495264,-40.99341198923796
-45.76626485360372,-40.75043086419419
-45.725212839903406,-40.514340861092705
-45.68419097171674,-40.28487389458333
-45.64319916174932,-40.0617732164535
-45.60223732308759,-39.84479355049952
-45.561305369196475,-39.633701024865985
-45.520403213917064,-39.42827296001712
-45.47953077146425,-39.22829755622542
-45.43868795642448,-39.03357351357306
-45.39787468375353,-38.843909609176364
-45.35709086877416,-38.659124250043725
-45.31633642717391,-38.47904501516175
-45.27561127500289,-38.303508196756994
-45.234915328671576,-38.13235834790226
-45.194248504948625,-37.965447841524174
-45.15361072095868,-37.802636444281625
-45.11300189418023,-37.643790907577866
-45.072421942443505,-37.48878457707237
-45.03187078392833,-37.33749702138421
-44.99134833716202,-37.189813680189545
-44.95085452101727,-37.04562553155028
-44.91038925471014,-36.904828778060036
-44.869952457797986,-36.76732455121047
-44.829544050177375,-36.633018633260775
-44.789163952082085,-36.50182119582408
-44.74881208408114,-36.37364655433596
-44.708488367076775,-36.24841293755701
-44.668192722302436,-36.1260422712649
-44.62792507132087,-36.00645997530025
-44.58768533602213,-35.88959477316228
-44.54747343862172,-35.77537851337336
-44.50728930165855,-35.663746001871466
-44.46713284799315,-35.55463484472327
-44.4270040008057,-35.44798530049004
-44.386902683594236,-35.343740141615704
-44.34682882017269,-35.24184452424503
-44.3067823346691,-35.14224586591655
-44.2667631515238,-35.04489373060946
-44.226771195487544,-34.949739720657774
-44.18680639161973,-34.85673737507846
-44.14686866528658,-34.76584207389008
-44.10695794215942,-34.67701094802542
-44.067074148212846,-34.59020279447184
-44.027217209723,-34.50537799629606
-43.98738705326583,-34.42249844723428
-43.94758360571536,-34.341527480551335
-43.90780679424199,-34.26242980189095
-43.86805654631077,-34.18517142586235
-43.82833278967967,-34.10971961612104
-43.788635452398026,-34.036042828723
-43.74896446280478,-33.96411065854251
-43.7093197495268,-33.89389378856321
-43.66970124147733,-33.82536394185841
-43.630108867854304,-33.75849383609622
-43.59054255813874,-33.693257140410545
-43.55100224209313,-33.629628434493036
-43.51148784975985,-33.5675831697692
-43.47199931145959,-33.507097632531895
-43.432536557789774,-33.44814890891279
