niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_period_train,descriptor_amplitude_train,descriptor_period_validation,descriptor_amplitude_validation,validation_niche_id,same_niche,visit_count,decision_log10_alpha_a,decision_log10_alpha_prime_a,decision_log10_alpha_r,decision_log10_alpha_prime_r,decision_log10_beta_a,decision_log10_beta_r,decision_log10_delta_ma,decision_log10_delta_mr,decision_log10_delta_a,decision_log10_delta_r,decision_log10_gamma_a,decision_log10_gamma_r,decision_log10_gamma_c,decision_log10_theta_a,decision_log10_theta_r
4,4,0,1.9087367643235182,2.6911852501966784,20.59964003223083,579.5,20.41653203135266,578.125,4,1,48,1.4890731417766743,2.7038717568249813,-2.050149873385045,1.795779482008135,1.1989700043360187,0.3827890170720463,0.7610809803498791,-0.38140018707317974,0.18216253808411204,-0.6456812899104309,0.48506051267104877,-0.46096298989130213,0.2045995975349017,1.9447380963513166,2.06771236840246
6,6,0,2.113054731468277,2.855581388826994,25.195899314773754,717.5,26.48051386094731,697.5,6,1,83,1.7017466077872085,2.6152494967881816,-1.9568414536342928,1.8933662034629029,1.1989700043360187,0.30001505345185353,0.6946245584744136,-0.5483423021257325,0.09066134371706176,-0.7529399142200957,0.2352097709865411,-0.4838818229973889,-0.013726741138278327,1.930760581847873,2.159557995793123
26,6,1,2.216992087284045,3.1839519128097407,25.997695142984664,1101.5,25.652002027641856,1073.125,26,1,91,1.3460882733732653,2.6889549447081507,-1.8874803049620754,1.9501613455074809,1.1989700043360187,0.46346704645677617,0.7285056838672432,-0.5607201434844311,0.10691833437887961,-0.7611828844924512,0.4148762283027437,-0.5,-0.010566086903933902,1.8254396370626487,1.9115308208913415
24,4,1,2.2750541435612677,3.0877330732494057,21.284554901508066,1314.5,20.921138349274546,1312.625,24,1,105,1.6249232482315519,2.81644901165326,-2.082089966766761,1.827404481152646,1.1989700043360187,0.5494064424480359,0.746434975286011,-0.5192872680663829,-0.027335190376334743,-0.5019956879122891,0.4563307766809113,-0.21265511107224272,0.1309534747583298,1.9983366044196929,2.0094253660491277
8,8,0,2.275478462244415,2.8850664028989015,31.68552253326327,895,33.32150347309899,918.5,9,0,63,1.439019682022897,2.697984793898606,-1.8264001766301214,1.8794512586086134,1.1989700043360187,0.19897000433601886,0.8502991628817387,-0.7623622266587998,0.02572147752813503,-0.7486069417787683,0.24865894677668732,-0.312139856711907,0.17547376581213717,1.7704219053276085,2.1033225433904295
5,5,0,2.345943246088503,2.520731186795251,24.240497941350927,689.5,23.625357072680664,670.25,5,1,60,1.5855947149247638,2.632932198015052,-2.1096389114696623,1.7978642626395032,1.1989700043360187,0.5381898722653303,0.7544130314108438,-0.5497361328656918,0.11318384518679481,-0.6831803905460618,0.3973058644439856,-0.5,0.09229760701791495,1.9880959575981851,2.092940651216851
2,2,0,2.3486374752508024,3.1398668612480716,14.555344252701659,824,14.803473208007244,817.75,2,1,75,1.7049795854145817,2.77766420724777,-2.0550487254211456,1.887648537653011,1.7824143083036015,0.7428382213261752,1.5,-0.27450011304374894,-0.12481580319058966,-0.387494455040787,0.36184767879466917,-0.01735697040931159,0.15997165590214782,1.72308139776881,2.3972941331096056
3,3,0,2.3980565642411333,3.133025377844802,17.6263248674406,431.5,17.516634709821652,447.375,3,1,66,1.535493345522612,3.010014387677551,-2.5,1.4273541313175973,1.1989700043360187,0.9303967862926129,1.2874160590883483,-0.3508445084808579,0.1153316845770036,-0.46616489707887443,0.3390990859918566,-0.5,0.46854217326366576,1.7618740020843762,1.6986795670631083
27,7,1,2.4313220064815755,2.8308238357757807,27.63733917591574,1377.75,25.935585415860405,1368.75,26,0,76,1.3722132681883619,2.5571351609994815,-2.0249864369770982,2.0686707340305968,1.3034578849219218,0.526444360216098,0.6100342175427013,-0.6248381165257939,0.15238877494523584,-0.7663870332214247,0.5,-0.3911627650839382,0.047192844004941836,1.7745431897795911,2.132692378374989
25,5,1,2.441205614101615,3.2645760781467965,24.74582629929006,1371.25,24.630073081243037,1339.75,25,1,71,1.3263000257616053,2.7195871690130193,-1.829776500928971,1.9648297232137262,1.2322812987182572,0.5042452908380164,0.6827427932596521,-0.5536753239525529,0.12473065742919484,-0.772421596808102,0.4902184246241326,-0.5,-0.11477337868252509,1.8030597789705551,2.0246361033592883
23,3,1,2.515560155339835,2.7294623185883555,17.478002197168674,1218.75,17.632118935120705,1231.5,23,1,81,1.503810544617603,2.7329127615339077,-2.0315206702728306,1.9307197691760036,1.1989700043360187,0.7212308883644865,0.745800066731364,-0.5166921558316355,0.03699396655426431,-0.4990429373975275,0.5,-0.07017279516203451,-0.1319656247021382,1.8454103596583058,2.137512240729785
13,13,0,2.5294362388753138,4.504609625989051,44.74177559372259,602.25,43.154424377759234,628.5,12,0,68,1.5947892334386597,2.8230004186136353,-2.064600538861624,1.646295255447539,1.3905147171627779,0.8382064491548107,1.5,-0.6400659630902584,0.03448892348653454,-0.9611267846177389,0.05764126444133443,-0.09098223067830048,0.34461955511528025,1.1989700043360187,2.2485853583608963
28,8,1,2.6460351129542206,3.5756158543909127,31.86931193498389,1252.5,33.19994520395312,1270.75,28,1,104,1.3560133801617655,2.732380767950169,-1.967922876376814,1.9886874031093498,1.2242788445788653,0.795598300318862,0.8410877934231797,-0.5743322342509518,0.14210478494027132,-0.8039216649795793,0.33707188173458724,-0.5,0.2281867259043578,1.6904079212531442,1.8919027758817855
22,2,1,2.6509693185253784,3.1937091009837735,15.626057328690676,1050,15.434414939809852,1046.375,22,1,68,1.6933356496599317,2.846832803349416,-2.057719364429097,1.8288387913955628,1.770884051347452,0.7223355038779191,1.4421728348751748,-0.31645036201424637,-0.07582177503668958,-0.4447054489106268,0.3968949232533464,0.02295912090601561,0.14942927998284747,1.650012225998463,2.4234884929627123
1,1,0,2.6776998424894276,2.8365089875218494,12.829036588570307,836.75,12.79882163380433,861.375,1,1,66,1.8262376595120386,2.7951057964612467,-2.130961293151277,1.9212138790041084,1.831754086876908,0.9014954016844241,1.5,-0.1854223019842789,-0.11454662503494348,-0.3201119324815828,0.5,0.021977173085967843,0.39567932159548397,1.8649678496283284,2.418391233674051
7,7,0,2.6812534836431814,3.490898350769287,29.45870279140505,773.25,29.21825539415374,760.625,7,1,63,1.3564898369824614,2.4147784601165085,-2.025405389058511,2.0056735905017327,1.204908155778041,0.5222835042674742,0.6551229612316716,-0.6291285661255911,0.12533983395446852,-0.7751959169827406,0.5,-0.3536107933705041,0.10495122402498083,1.7726076631404517,1.9659161062804051
9,9,0,2.701532063937579,4.329666575417784,34.08037907154448,340.75,38.310760949863145,350.875,10,0,44,1.591394623746606,2.627594674219069,-1.9642799546915217,1.404340272137628,1.4886846557230706,0.5210679998704335,1.3818924163737973,-0.4900627331900858,0.11895024195770926,-1.009969820051432,-0.1292928068201753,0.035779271718095314,0.4119251625673253,1.2322846513540278,2.169512845534829
12,12,0,2.7336301034787254,3.7066766726410045,42.43802646690181,547.5,38.707351873961265,617.875,10,0,86,1.7090059447633565,2.837450359468177,-2.0832536249880023,1.8053004232377985,1.3422986065873501,0.8901665597877962,1.5,-0.6954336745409297,0.06046971799999776,-0.8574747998886059,0.1874802198890554,-0.22413895374122939,0.6898084950178225,1.3723140638841578,2.270378255219707
31,11,1,2.8629326421095116,3.6710681609347837,39.31005359868708,1124.5,39.68281444757993,1128.5,31,1,65,1.4424536730168431,2.7263437218409035,-1.9644367490892476,1.6559075558718608,1.1989700043360187,0.520616897738953,0.745507607880273,-0.6042188851156833,0.06290380728351197,-0.9347423990298094,0.192685868664788,-0.4217059070882809,0.1285661778504057,1.8268123582233746,2.047113384451507
11,11,0,2.9009622852520422,4.346503726832553,41.26794041273937,360.5,43.30622558290683,387,12,0,98,1.6680926117472858,2.774724201160723,-2.0669927404462713,1.648723679854479,1.2554680025637635,0.8191443417694939,1.4016898551592778,-0.6113274436348775,0.17901430869688734,-1.0283608804769664,0.3012198318280754,0.026976699155240175,0.5470207721397775,1.3466786686373802,2.3035766605902537
