niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_precision_train,descriptor_sharpness_train,descriptor_precision_validation,descriptor_sharpness_validation,visit_count,retained_niche,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index,selection_feasible
95,15,4,0.43841639475950783,0.429940507392451,0.4620573355817875,0.17573703210060565,0.4826271520987079,0.17412207367090796,29,0,144,22,38,27,0.6398798847354017,0.7260158432195989,2.243354111738654,1,0
96,16,4,0.4385801026856177,0.43196013868919,0.4665523156089194,0.17660450446635056,0.4700892345357592,0.17848431799861636,4,0,229,14,42,64,0.6862904504477383,0.7180973967982789,2.252812389211728,1,0
94,14,4,0.44013338195148216,0.43163970812161195,0.44958677685950416,0.17866759302497362,0.4741682588526862,0.177230759914063,95,0,256,24,40,59,0.6229125958078224,0.6726581145947381,2.3348496888365995,0,1
76,16,3,0.44118311619448963,0.4319355266856574,0.4648370497427101,0.16828154076784718,0.4766730194215416,0.16883422611052146,6,0,224,24,39,64,0.6757016418591735,0.632158044380921,2.380270329857732,1,0
114,14,5,0.4415605678633329,0.43474146988355883,0.4439178515007899,0.18948738393403508,0.4701796963868339,0.18695793674368494,73,0,166,15,62,38,0.6875356396633328,0.6167641052253838,2.385428794754245,0,1
93,13,4,0.44325589403561844,0.43256331703463236,0.4305343511450382,0.18684665377911197,0.4701152571155123,0.18411197703771492,166,0,150,24,55,48,0.590191661845522,0.6055534643515411,2.403092233178267,1,1
75,15,3,0.4433623432263961,0.4334328989498993,0.45166666666666666,0.1698713010713128,0.4766921670116416,0.16917551795443492,29,0,231,18,39,64,0.6906944677424959,0.6226671795706401,2.4466440535922014,1,1
74,14,3,0.44389837508352104,0.4354099616515177,0.44583987441130296,0.16900314084231294,0.4717402503924258,0.16752887991169926,80,0,256,20,40,64,0.6210064017383421,0.5984169737431171,2.5460361482165297,1,1
113,13,5,0.44419114015997396,0.4354274386974104,0.4298642533936652,0.18853713516205264,0.45992771105201385,0.1866708645619261,161,0,178,16,62,41,0.6378872085444576,0.5990334995989364,2.5247579656292536,0,1
115,15,5,0.4458525185793426,0.43446040512829565,0.45151033386327505,0.1880059805745607,0.4674062236492678,0.1866598612964548,8,0,171,22,37,47,0.6390364402003862,0.7860656486884168,2.2483011613269777,0,1
112,12,5,0.4466072227112648,0.4364620112668708,0.41543026706231456,0.1909216708870653,0.4602137418690241,0.1890274546588817,197,0,143,24,50,44,0.5985264963988248,0.6647969982707096,2.4644064733223976,0,1
92,12,4,0.4470978666029284,0.43390782211212225,0.4208955223880597,0.18508557874376633,0.46535808268543866,0.1834978033575618,134,0,139,17,64,27,0.6062353978321771,0.553419925118873,2.621984148359881,0,1
73,13,3,0.44796156400866105,0.4373128123556812,0.43410852713178294,0.16740977968943843,0.4705451550876411,0.1724865978961076,117,0,256,11,1,3,0.5805899636760159,0.6370501026197395,2.6820720097810953,1,1
72,12,3,0.45114698729361696,0.44026682697681946,0.42105263157894735,0.16976826320629626,0.46919900522292457,0.17562125342950402,117,0,168,12,1,4,0.7026946974083148,0.7289177992602416,2.702693508294503,1,1
56,16,2,0.4515402463123464,0.44261938644020155,0.4725085910652921,0.15071603625727922,0.48635279573058715,0.15402818327350692,6,0,254,13,1,4,0.49767403216722716,0.6122815033056265,2.665437259113446,1,0
132,12,6,0.4521597512816521,0.44771885863628064,0.41341463414634144,0.20884901175464415,0.43976606600816226,0.20742536510817092,120,0,168,15,64,37,0.6984540953518749,0.6962808194755402,2.5860648443155263,0,1
111,11,5,0.4533101054492642,0.44019365635089436,0.4065359477124183,0.20204634069335206,0.4515009427104296,0.19945308392901429,158,0,113,16,64,49,0.5755717978213875,0.6193396030514896,2.5923462062705442,0,1
