arm,scenario,feasible,worst_cost,routes,controls
de,nominal,true,1108.75147323793476062,"0:0-1-2-3-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-17-18-19-48|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44-47|6:38-39-40-41-42-43","0.12500000000000000;0.12500000000000000;0.12500000000000000;0.12500000000000000;0.10000000000000001;0.12500000000000000;0.12500000000000000;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.41666666666666663;0.41666666666666663;0.41666666666666663;0.32500000000000001;0.41666666666666663;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.70833333333333326;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.08333333333333333;0.25000000000000000;0.41666666666666669;0.58333333333333337;0.75000000000000000;0.91666666666666663;0.81250000000000000;0.81250000000000000;0.92857142857142860;0.93750000000000000;0.92857142857142860;0.93750000000000000;0.39285714285714285;0.39285714285714285"
de,traffic_x1_3,true,1108.75147323793476062,"0:0-1-2-3-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-17-18-19-48|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44-47|6:38-39-40-41-42-43","0.12500000000000000;0.12500000000000000;0.12500000000000000;0.12500000000000000;0.10000000000000001;0.12500000000000000;0.12500000000000000;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.41666666666666663;0.41666666666666663;0.41666666666666663;0.32500000000000001;0.41666666666666663;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.70833333333333326;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.08333333333333333;0.25000000000000000;0.41666666666666669;0.58333333333333337;0.75000000000000000;0.91666666666666663;0.81250000000000000;0.81250000000000000;0.92857142857142860;0.93750000000000000;0.92857142857142860;0.93750000000000000;0.39285714285714285;0.39285714285714285"
de,cancel_3_tasks,true,1108.75147323793476062,"0:0-1-2-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-18-19-48|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44-47|6:38-39-40-42-43","0.12500000000000000;0.12500000000000000;0.12500000000000000;0.12500000000000000;0.10000000000000001;0.12500000000000000;0.12500000000000000;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.41666666666666663;0.41666666666666663;0.41666666666666663;0.32500000000000001;0.41666666666666663;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.70833333333333326;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.08333333333333333;0.25000000000000000;0.41666666666666669;0.58333333333333337;0.75000000000000000;0.91666666666666663;0.81250000000000000;0.81250000000000000;0.92857142857142860;0.93750000000000000;0.92857142857142860;0.93750000000000000;0.39285714285714285;0.39285714285714285"
de,insert_2_urgent,true,1108.75147323793476062,"0:0-1-2-50-3-4-5-6|1:7-8-9-51-10-11-12-13|2:14-15-16-17-18-19-48|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44-47|6:38-39-40-41-42-43","0.12500000000000000;0.12500000000000000;0.12500000000000000;0.12500000000000000;0.10000000000000001;0.12500000000000000;0.12500000000000000;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.41666666666666663;0.41666666666666663;0.41666666666666663;0.32500000000000001;0.41666666666666663;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.70833333333333326;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.08333333333333333;0.25000000000000000;0.41666666666666669;0.58333333333333337;0.75000000000000000;0.91666666666666663;0.81250000000000000;0.81250000000000000;0.92857142857142860;0.93750000000000000;0.92857142857142860;0.93750000000000000;0.39285714285714285;0.39285714285714285"
de,vehicle_7_unavailable,true,1108.75147323793476062,"0:0-1-2-3-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-17-18-19-48|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44-47|6:38-39-40-41-42-43","0.12500000000000000;0.12500000000000000;0.12500000000000000;0.12500000000000000;0.10000000000000001;0.12500000000000000;0.12500000000000000;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.10000000000000001;0.32500000000000001;0.32500000000000001;0.41666666666666663;0.41666666666666663;0.41666666666666663;0.32500000000000001;0.41666666666666663;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.70833333333333326;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.77500000000000002;0.70833333333333326;0.55000000000000004;0.55000000000000004;0.70833333333333326;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.92857142857142860;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.07142857142857142;0.21428571428571427;0.35714285714285715;0.50000000000000000;0.64285714285714290;0.78571428571428570;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.06250000000000000;0.18750000000000000;0.31250000000000000;0.43750000000000000;0.56250000000000000;0.68750000000000000;0.08333333333333333;0.25000000000000000;0.41666666666666669;0.58333333333333337;0.75000000000000000;0.91666666666666663;0.81250000000000000;0.81250000000000000;0.92857142857142860;0.93750000000000000;0.92857142857142860;0.93750000000000000;0.39285714285714285;0.39285714285714285"
bite,nominal,true,1100.65311968654236807,"0:0-1-2-3-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-17-18-19-48-47|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44|6:38-39-40-41-42-43","0.15429035383824669;0.15353793762903423;0.12500000000000000;0.15359178464846465;0.14092869452036488;0.15641055466555825;0.14696927108718894;0.32500000000000001;0.33484682037893021;0.10000000000000001;0.33809320986457547;0.33258967759705316;0.10152633842731136;0.33240167746974625;0.32500000000000001;0.42036962547463314;0.41928446439617656;0.41666666666666663;0.33021492088284743;0.42480003939736088;0.55497049674570675;0.55000000000000004;0.54290486200126109;0.57794576726689040;0.55000000000000004;0.55175524913040841;0.54996270936347313;0.54846267994868092;0.53784664992039399;0.54418845499913449;0.55757462340140496;0.55000000000000004;0.70354551424269895;0.70909244989082376;0.71068995691298009;0.70833333333333326;0.69751314645715579;0.70833333174631397;0.77500000000000002;0.76499608284322718;0.76086021597560294;0.75135717216097087;0.78293380689169889;0.75159485487719357;0.70094857323643811;0.55033945959556929;0.52789479777171300;0.45692893162841480;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.10656812233772163;0.23246327469819311;0.36700570332327198;0.51148027394374929;0.66493464698985971;0.77493947633746174;0.89319935379787374;0.10605275198509277;0.23275014575577385;0.36298097609789570;0.50707927849797874;0.63546335743574023;0.76645965231036395;0.89306449858898651;0.07142857142857142;0.23476292286168676;0.35714285714285715;0.48021469848017573;0.63308895921567787;0.77042926550521673;0.10377806521316332;0.24273442090618957;0.32438604144105887;0.47480187984632960;0.62785556484687721;0.76587574569850225;0.07301075761818814;0.21531595943589005;0.31633267343988680;0.44398134107341136;0.55160162490795273;0.68340316964626080;0.08138513296139037;0.20506739533314314;0.32731016076676489;0.45161350130231392;0.56250000000000000;0.68875263640784845;0.12311849068079736;0.27485553537257251;0.41666666666666669;0.57743934603194891;0.73753019164670697;0.87635747547079390;0.79330587514380113;0.81250000000000000;0.89498775695166843;0.93750000000000000;0.89558786306579785;0.93750000000000000;0.40396894829005586;0.39285714285714285"
bite,traffic_x1_3,true,1100.65311968654236807,"0:0-1-2-3-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-17-18-19-48-47|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44|6:38-39-40-41-42-43","0.15429035383824669;0.15353793762903423;0.12500000000000000;0.15359178464846465;0.14092869452036488;0.15641055466555825;0.14696927108718894;0.32500000000000001;0.33484682037893021;0.10000000000000001;0.33809320986457547;0.33258967759705316;0.10152633842731136;0.33240167746974625;0.32500000000000001;0.42036962547463314;0.41928446439617656;0.41666666666666663;0.33021492088284743;0.42480003939736088;0.55497049674570675;0.55000000000000004;0.54290486200126109;0.57794576726689040;0.55000000000000004;0.55175524913040841;0.54996270936347313;0.54846267994868092;0.53784664992039399;0.54418845499913449;0.55757462340140496;0.55000000000000004;0.70354551424269895;0.70909244989082376;0.71068995691298009;0.70833333333333326;0.69751314645715579;0.70833333174631397;0.77500000000000002;0.76499608284322718;0.76086021597560294;0.75135717216097087;0.78293380689169889;0.75159485487719357;0.70094857323643811;0.55033945959556929;0.52789479777171300;0.45692893162841480;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.10656812233772163;0.23246327469819311;0.36700570332327198;0.51148027394374929;0.66493464698985971;0.77493947633746174;0.89319935379787374;0.10605275198509277;0.23275014575577385;0.36298097609789570;0.50707927849797874;0.63546335743574023;0.76645965231036395;0.89306449858898651;0.07142857142857142;0.23476292286168676;0.35714285714285715;0.48021469848017573;0.63308895921567787;0.77042926550521673;0.10377806521316332;0.24273442090618957;0.32438604144105887;0.47480187984632960;0.62785556484687721;0.76587574569850225;0.07301075761818814;0.21531595943589005;0.31633267343988680;0.44398134107341136;0.55160162490795273;0.68340316964626080;0.08138513296139037;0.20506739533314314;0.32731016076676489;0.45161350130231392;0.56250000000000000;0.68875263640784845;0.12311849068079736;0.27485553537257251;0.41666666666666669;0.57743934603194891;0.73753019164670697;0.87635747547079390;0.79330587514380113;0.81250000000000000;0.89498775695166843;0.93750000000000000;0.89558786306579785;0.93750000000000000;0.40396894829005586;0.39285714285714285"
bite,cancel_3_tasks,true,1100.65311968654236807,"0:0-1-2-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-18-19-48-47|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44|6:38-39-40-42-43","0.15429035383824669;0.15353793762903423;0.12500000000000000;0.15359178464846465;0.14092869452036488;0.15641055466555825;0.14696927108718894;0.32500000000000001;0.33484682037893021;0.10000000000000001;0.33809320986457547;0.33258967759705316;0.10152633842731136;0.33240167746974625;0.32500000000000001;0.42036962547463314;0.41928446439617656;0.41666666666666663;0.33021492088284743;0.42480003939736088;0.55497049674570675;0.55000000000000004;0.54290486200126109;0.57794576726689040;0.55000000000000004;0.55175524913040841;0.54996270936347313;0.54846267994868092;0.53784664992039399;0.54418845499913449;0.55757462340140496;0.55000000000000004;0.70354551424269895;0.70909244989082376;0.71068995691298009;0.70833333333333326;0.69751314645715579;0.70833333174631397;0.77500000000000002;0.76499608284322718;0.76086021597560294;0.75135717216097087;0.78293380689169889;0.75159485487719357;0.70094857323643811;0.55033945959556929;0.52789479777171300;0.45692893162841480;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.10656812233772163;0.23246327469819311;0.36700570332327198;0.51148027394374929;0.66493464698985971;0.77493947633746174;0.89319935379787374;0.10605275198509277;0.23275014575577385;0.36298097609789570;0.50707927849797874;0.63546335743574023;0.76645965231036395;0.89306449858898651;0.07142857142857142;0.23476292286168676;0.35714285714285715;0.48021469848017573;0.63308895921567787;0.77042926550521673;0.10377806521316332;0.24273442090618957;0.32438604144105887;0.47480187984632960;0.62785556484687721;0.76587574569850225;0.07301075761818814;0.21531595943589005;0.31633267343988680;0.44398134107341136;0.55160162490795273;0.68340316964626080;0.08138513296139037;0.20506739533314314;0.32731016076676489;0.45161350130231392;0.56250000000000000;0.68875263640784845;0.12311849068079736;0.27485553537257251;0.41666666666666669;0.57743934603194891;0.73753019164670697;0.87635747547079390;0.79330587514380113;0.81250000000000000;0.89498775695166843;0.93750000000000000;0.89558786306579785;0.93750000000000000;0.40396894829005586;0.39285714285714285"
bite,insert_2_urgent,true,1100.65311968654236807,"0:0-1-2-50-3-4-5-6|1:7-8-9-51-10-11-12-13|2:14-15-16-17-18-19-48-47|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44|6:38-39-40-41-42-43","0.15429035383824669;0.15353793762903423;0.12500000000000000;0.15359178464846465;0.14092869452036488;0.15641055466555825;0.14696927108718894;0.32500000000000001;0.33484682037893021;0.10000000000000001;0.33809320986457547;0.33258967759705316;0.10152633842731136;0.33240167746974625;0.32500000000000001;0.42036962547463314;0.41928446439617656;0.41666666666666663;0.33021492088284743;0.42480003939736088;0.55497049674570675;0.55000000000000004;0.54290486200126109;0.57794576726689040;0.55000000000000004;0.55175524913040841;0.54996270936347313;0.54846267994868092;0.53784664992039399;0.54418845499913449;0.55757462340140496;0.55000000000000004;0.70354551424269895;0.70909244989082376;0.71068995691298009;0.70833333333333326;0.69751314645715579;0.70833333174631397;0.77500000000000002;0.76499608284322718;0.76086021597560294;0.75135717216097087;0.78293380689169889;0.75159485487719357;0.70094857323643811;0.55033945959556929;0.52789479777171300;0.45692893162841480;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.10656812233772163;0.23246327469819311;0.36700570332327198;0.51148027394374929;0.66493464698985971;0.77493947633746174;0.89319935379787374;0.10605275198509277;0.23275014575577385;0.36298097609789570;0.50707927849797874;0.63546335743574023;0.76645965231036395;0.89306449858898651;0.07142857142857142;0.23476292286168676;0.35714285714285715;0.48021469848017573;0.63308895921567787;0.77042926550521673;0.10377806521316332;0.24273442090618957;0.32438604144105887;0.47480187984632960;0.62785556484687721;0.76587574569850225;0.07301075761818814;0.21531595943589005;0.31633267343988680;0.44398134107341136;0.55160162490795273;0.68340316964626080;0.08138513296139037;0.20506739533314314;0.32731016076676489;0.45161350130231392;0.56250000000000000;0.68875263640784845;0.12311849068079736;0.27485553537257251;0.41666666666666669;0.57743934603194891;0.73753019164670697;0.87635747547079390;0.79330587514380113;0.81250000000000000;0.89498775695166843;0.93750000000000000;0.89558786306579785;0.93750000000000000;0.40396894829005586;0.39285714285714285"
bite,vehicle_7_unavailable,true,1100.65311968654236807,"0:0-1-2-3-4-5-6|1:7-8-9-10-11-12-13|2:14-15-16-17-18-19-48-47|3:20-21-22-23-24-25-46|4:26-27-28-29-30-31-45-49|5:32-33-34-35-36-37-44|6:38-39-40-41-42-43","0.15429035383824669;0.15353793762903423;0.12500000000000000;0.15359178464846465;0.14092869452036488;0.15641055466555825;0.14696927108718894;0.32500000000000001;0.33484682037893021;0.10000000000000001;0.33809320986457547;0.33258967759705316;0.10152633842731136;0.33240167746974625;0.32500000000000001;0.42036962547463314;0.41928446439617656;0.41666666666666663;0.33021492088284743;0.42480003939736088;0.55497049674570675;0.55000000000000004;0.54290486200126109;0.57794576726689040;0.55000000000000004;0.55175524913040841;0.54996270936347313;0.54846267994868092;0.53784664992039399;0.54418845499913449;0.55757462340140496;0.55000000000000004;0.70354551424269895;0.70909244989082376;0.71068995691298009;0.70833333333333326;0.69751314645715579;0.70833333174631397;0.77500000000000002;0.76499608284322718;0.76086021597560294;0.75135717216097087;0.78293380689169889;0.75159485487719357;0.70094857323643811;0.55033945959556929;0.52789479777171300;0.45692893162841480;0.41666666666666663;0.55000000000000004;0.12500000000000000;0.10000000000000001;0.10656812233772163;0.23246327469819311;0.36700570332327198;0.51148027394374929;0.66493464698985971;0.77493947633746174;0.89319935379787374;0.10605275198509277;0.23275014575577385;0.36298097609789570;0.50707927849797874;0.63546335743574023;0.76645965231036395;0.89306449858898651;0.07142857142857142;0.23476292286168676;0.35714285714285715;0.48021469848017573;0.63308895921567787;0.77042926550521673;0.10377806521316332;0.24273442090618957;0.32438604144105887;0.47480187984632960;0.62785556484687721;0.76587574569850225;0.07301075761818814;0.21531595943589005;0.31633267343988680;0.44398134107341136;0.55160162490795273;0.68340316964626080;0.08138513296139037;0.20506739533314314;0.32731016076676489;0.45161350130231392;0.56250000000000000;0.68875263640784845;0.12311849068079736;0.27485553537257251;0.41666666666666669;0.57743934603194891;0.73753019164670697;0.87635747547079390;0.79330587514380113;0.81250000000000000;0.89498775695166843;0.93750000000000000;0.89558786306579785;0.93750000000000000;0.40396894829005586;0.39285714285714285"
