candidate_id,feasible,scalar_fitness,log_loss,brier,pr_auc,roc_auc,ece,recall,precision,predicted_positive_rate,false_positives,false_negatives,mean_model_bytes,mean_structural_cost,estimated_structural_cost,recall_violation,structural_violation,model_fits,trees_fitted,elapsed_seconds,failure,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index
0,1,0.4334021950368119,0.4334021950368119,0.13692830403646666,0.2783272364561837,0.693,0.06315103333333333,0.1,0.36363636363636365,0.04583333333333333,7,36,335583.4,575.8,9792,0,-0.995104,5,320,0.068227038,,64,12,2,4,0.8,0.7,2,0
