accepted_candidates,best_l0,best_l1,l1_promotions,niches,cumulative_worker_seconds
1,111.36648637318564,,0,1,1.21765365
2,111.36648637318564,,0,2,2.603040964
3,111.36648637318564,,0,3,3.800928528
