point_id,selected,quality,exposure,maximum_receptor,fan_power,final_mass_fraction,clearance_time,flow_rate_m2_s,low_velocity_fraction,decision_inlet_y,decision_inlet_width,decision_outlet_y,decision_outlet_width,decision_inlet_velocity,decision_baffle_x,decision_baffle_y,decision_baffle_length,decision_baffle_angle
0,1,1.1206684693932976,0.5665514954960478,0.5056817166628913,0.9214229629834112,0.23398304593824362,1,1.9323186062609041,0.0576036866359447,0.2624119813644679,0.43489900835909123,0.26338928716877574,0.3914347733372533,1.4810477598402265,0.6099844574061106,0.6394449558711917,0.6449705049924965,-0.8515328431697532
1,0,1.123380579597186,0.5758188933271816,0.5056447845265694,0.9575387196498871,0.20646310015348457,1,1.9576347157286578,0.03456221198156682,0.2623992573490125,0.4350299368285906,0.33945025433677967,0.4051307924556442,1.5,0.6099844574061106,0.6394449558711917,0.6449705049924965,-0.804974710220514
2,0,1.1258736321694827,0.5903404178589949,0.5064888438580317,0.7991613856546936,0.24491303050106664,1,1.8431559712627288,0.06912442396313365,0.2623992573490125,0.43503651899216167,0.26338928716877574,0.36474060362376637,1.4122614928456447,0.6099844574061106,0.6394449558711917,0.6449705049924965,-0.8515328431697531
3,0,1.1303481828156772,0.5577218365556912,0.50506943914043,0.9748044169410718,0.25026148660311315,1,1.9929334746350802,0.04176334106728538,0.26410586493865973,0.44287410547446227,0.27522226286559826,0.42347703480372567,1.5,0.5712572311338326,0.6644707122072819,0.65,-0.7691891621346494
4,0,1.1304750648919168,0.5731511583193986,0.5059428929067004,0.9833078830613848,0.21538176701378192,1,2.0103183387032755,0.03480278422273782,0.2758032898026965,0.44673740860072786,0.27279506401263426,0.415965142954969,1.5,0.6335326277507942,0.5975897023400316,0.6203014327347631,-0.9344276262948987
5,0,1.139946283041801,0.5560321116877511,0.5050568482696371,0.9748044169410718,0.27284972766203414,1,1.9929334746350802,0.05092592592592592,0.26410586493865973,0.44287410547446227,0.27522226286559826,0.3448143812766139,1.5,0.5697255037156699,0.6644707122072819,0.65,-0.7583862712871885
6,0,1.1413181865909159,0.5955072939825667,0.506669917217529,0.7567270308277747,0.2822610556680592,1,1.8091447295067136,0.05517241379310345,0.26353103400169875,0.4347505825656155,0.267469438313497,0.38974343889853275,1.3871131341793852,0.6302543217682576,0.6647631838749355,0.5549860752282758,-1.0457605356364188
7,0,1.1442393955359247,0.5811563422247312,0.50879095649117,0.8227240751068368,0.28828552008848213,1,1.8946152537790357,0.050808314087759814,0.29930502215456645,0.4468422919094913,0.2395391033942602,0.3022237123289949,1.4133362695540566,0.6294516612108942,0.6374137856727217,0.6013249944720696,-1.1003778707570904
8,0,1.1453604202946956,0.5824788809789876,0.5076518879000349,0.8938658528116852,0.2605648496067072,1,1.9194686259695604,0.04128440366972477,0.3166605607814895,0.4371547310844528,0.27898026248610863,0.4309682961774184,1.4636073450148275,0.6008583439682624,0.666470085802906,0.5200900234753405,-0.95016356727964
9,0,1.1482664426082938,0.5388649128423175,0.506343749646562,0.9885212800660584,0.3170507978589673,1,2.021089067760269,0.03233256351039261,0.2633929782627682,0.4491433743009766,0.27429954207790375,0.34273340697731514,1.4999583528725,0.6280074741195918,0.6352686197511672,0.6405533430077367,-1.1689644428422454
