variable,value
altitude_km,450.000000000000
inclination_deg,90.144860393499
raan_1_deg,89.244543998699
raan_2_deg,149.271165762913
raan_3_deg,182.764960830568
raan_4_deg,214.156639902877
mean_anomaly_1_deg,230.380853560467
mean_anomaly_2_deg,142.958513218711
mean_anomaly_3_deg,325.429328013654
mean_anomaly_4_deg,75.719619782807
