point_id,selected,quality,exposure,maximum_receptor,fan_power,final_mass_fraction,clearance_time,flow_rate_m2_s,low_velocity_fraction,decision_inlet_y,decision_inlet_width,decision_outlet_y,decision_outlet_width,decision_inlet_velocity,decision_baffle_x,decision_baffle_y,decision_baffle_length,decision_baffle_angle
0,1,1.127893033282871,0.5999752426247404,0.5052318611235393,0.9072225969084768,0.18771468142933095,1,1.9522442895321448,0.03773584905660377,0.27324321721803624,0.44508621289800016,0.29536304916989453,0.4064304018753898,1.4620720158317868,0.750459064408779,0.5932594175402632,0.6499999999999999,-0.05867299344367827
1,0,1.1291158591385664,0.6064407045521596,0.5056166707671167,0.8016682017206022,0.21906635771745575,1,1.8058267658493277,0.04028436018957346,0.26916904030121,0.42122741547542797,0.2915758863722079,0.42928381437115337,1.4290196534423414,0.7442205055260388,0.5879489843892001,0.6337495350179045,-0.047432260426378825
2,0,1.1357764902558505,0.6095975872965578,0.5056546697144434,0.8498557489770595,0.20676083661331804,1,1.9109487236773504,0.04018912529550828,0.27179374699784753,0.44534929778943744,0.2953540113479102,0.40616756495072925,1.430299567225584,0.750459064408779,0.5887603635118965,0.6499999999999999,-0.05940509688487361
3,0,1.1381259911014858,0.6040229091078437,0.5073755353115927,0.9065039613959553,0.1982290441173093,1,1.9524976974156125,0.037825059101654845,0.3013396603414338,0.44534929778943744,0.2953540113479102,0.40616756495072925,1.4613979836405173,0.750459064408779,0.5887603635118965,0.65,-0.05867299344367827
4,0,1.1444918380835771,0.5977367803856023,0.5060146339409888,0.8697568824494012,0.23959272847520025,1,1.8604957407978557,0.032407407407407406,0.2691523030751679,0.4229060641320345,0.2974882998111198,0.42539796148274467,1.4664373475122319,0.6530360562428532,0.6242832206816988,0.5538940733733428,-0.9252945723429229
5,0,1.14475258016486,0.5827446153346323,0.507086768202973,0.9904891304347826,0.22073350928356902,1,2.025,0.04728132387706856,0.3013396603414338,0.44999999999999996,0.2953540113479102,0.40616756495072925,1.5,0.750459064408779,0.572423216662664,0.6499999999999999,-0.05867299344367827
6,0,1.1453250040790361,0.5959474460836289,0.5074891889940127,0.9159704183951558,0.22487775963873913,1,1.9728872779146984,0.04728132387706856,0.3013396603414338,0.45,0.2953540113479102,0.40616756495072925,1.4613979836405173,0.750459064408779,0.572423216662664,0.65,-0.05867299344367827
7,0,1.1508602209639478,0.578289727267634,0.5047731487562028,0.9777941477688891,0.2492501795288689,1,2.0023950952846703,0.04047619047619048,0.2689461865528371,0.44534929778943744,0.2953540113479102,0.39716106611210045,1.4987449965108879,0.7560614857855339,0.5879572126077404,0.6214414441865117,0.014846101131032519
8,0,1.165291897291528,0.6470975804117604,0.5071322043393783,0.6248342726871001,0.2793227203453168,1,1.6823580518997354,0.04047619047619048,0.27309507474428885,0.42903730364536485,0.2915758863722079,0.42928381437115337,1.307079856541911,0.7441668610386667,0.585085295145489,0.6337495350179045,-0.04743226042637884
9,0,1.1711707442133263,0.5897027399640687,0.5048243973528012,0.9776184251595759,0.26706424108188326,1,2.002275135757311,0.037914691943127965,0.2689461865528371,0.44534929778943744,0.2953540113479102,0.39716106611210045,1.4986552096642078,0.750081820374771,0.5879572126077404,0.5428594405102508,0.014846101131032519
10,0,1.196618618251204,0.6499737754216951,0.5070541370147742,0.6587104538433761,0.32275136710689306,1,1.6923346387675018,0.04018912529550828,0.27001154339691724,0.42158186142075005,0.22308165255859533,0.3614552109390836,1.338083057830696,0.7592888485966298,0.6082966577691894,0.6236319670524382,0.10743776410355363
