role,niche_id,quality,apex_height,release_time,landing_position
best_quality,63,0.04476814761842527,10.530477498339385,1.3944444444444446,35.018622314755405
lowest_apex,360,0.9089376204043618,0.760175237890482,7.444444444444445,5.492832637933995
highest_apex,59,0.39820992255788423,58.858473123541444,1.1888888888888889,34.6472913088433
earliest_release,2,0.784723176528045,7.993909902295743,0.3944444444444445,11.382345187109625
latest_release,380,0.9304667400180053,0.7702316333210624,7.633333333333334,5.138229193008407
