niche_id,grid_x,grid_y,quality_train,descriptor_apex_height_train,descriptor_release_time_train,visit_count,decision_arm_length,decision_counterweight_mass,decision_projectile_mass,decision_sling_length,decision_initial_arm_angle,decision_release_angle,decision_joint_damping,decision_pivot_friction
63,3,3,0.04476814761842527,10.530477498339385,1.3944444444444446,2955,2.4038561481003557,23.119666513675956,0.5535221701561736,5.986287932114939,-1.25,0.5343266374143765,0.09978315428287969,0.004442740466011134
64,4,3,0.04590678778783084,12.157683658459515,1.488888888888889,3162,2.615493280008466,20.706279387265074,0.5,6,-1.25,0.4453245006721881,0.042014587853160645,0
65,5,3,0.0502703354744576,16.279197341322565,1.4222222222222223,3206,2.636559230531492,24.10108672400403,0.5067305545313218,5.363406977250387,-1.25,0.55,0.0824985718292017,0
43,3,2,0.055820068535268386,11.810496477157027,1.1777777777777778,2502,2.692662884941501,26.56745894664387,0.5,5.188345041341699,-1.1233920033795146,0.5433283722451508,0.1025850011214412,0.012188213150892677
62,2,3,0.05592339212140869,8.862627546359544,1.3111111111111111,2162,2.499766634276555,27.851527200474123,0.5357592984919259,6,-1.25,0.4766084519228188,0.24386934572165042,0
104,4,5,0.05920553066868326,13.398087942008909,2.0055555555555555,2220,4.065106030205296,20.00470060452551,0.5,6,-1.25,0.5044741374019687,0.010704853977852622,0.008025567947499576
44,4,2,0.05923237385970541,12.889736428498669,1.1944444444444444,1893,2.7335539853376893,26.825579720900365,0.5472027573060744,5.07934494730224,-1.117909125048758,0.55,0.11577364485601468,0
84,4,4,0.05938239159813813,13.247718114950848,1.9333333333333333,3313,4.045542563630304,20,0.5,6,-1.2270413462769056,0.49584356727124784,0.00711042591134086,0
66,6,3,0.059508348475617596,19.858094751507092,1.4166666666666667,2493,2.842921261174612,25.344799047443388,0.5,5.117836867480278,-1.25,0.55,0,0
85,5,4,0.05978933633664003,15.085227572805222,1.9944444444444445,1948,4.0805819626683695,20,0.5,5.983974405165677,-1.2356225424165068,0.55,0.016980976809249423,0
