evaluations,elapsed_seconds,coverage,qd_score,best_quality,invalid_fraction
256,0.026560147,0.0475,19.237163330231393,0.5895474582793601,0.765625
512,0.039016992,0.08,36.61996222607131,0.29550703535042233,0.490234375
768,0.053183486,0.1075,55.721075720157344,0.29550703535042233,0.38671875
1024,0.067038762,0.1375,79.82982962131895,0.2107562840115695,0.337890625
1280,0.081457923,0.1675,106.26627105661674,0.20447441698516353,0.31796875
1536,0.096972637,0.1975,134.1269571259668,0.20447441698516353,0.3001302083333333
1792,0.112989706,0.2125,150.3106928947764,0.20447441698516353,0.2845982142857143
2048,0.128924912,0.22,163.08735821676564,0.18764599986462427,0.26806640625
2304,0.14524953,0.24,179.93972440803145,0.18764599986462427,0.2621527777777778
2560,0.162044041,0.2425,188.35470054361687,0.18764599986462427,0.258203125
2816,0.178731119,0.255,202.76658278682902,0.18263530741855216,0.25248579545454547
3072,0.194200542,0.265,212.46277508223932,0.18263530741855216,0.24446614583333334
3328,0.20986484,0.27,223.85009986810252,0.18263530741855216,0.24128605769230768
3584,0.2259332,0.28,236.04745024454087,0.1813181517959745,0.24190848214285715
3840,0.241809704,0.285,243.51937468438405,0.1813181517959745,0.23697916666666666
4096,0.257619327,0.2875,254.03632229345402,0.1813181517959745,0.232177734375
4352,0.273188392,0.2925,260.3111627750803,0.1813181517959745,0.22954963235294118
4608,0.288531131,0.295,266.29098391747254,0.1813181517959745,0.2269965277777778
4864,0.305151157,0.295,269.9085447801831,0.18006407962766163,0.2265625
5120,0.320868597,0.3,275.5968090681835,0.18006407962766163,0.224609375
5376,0.336674259,0.305,285.84628230921294,0.15889891637775483,0.2230282738095238
5632,0.352178452,0.3075,290.6168074950072,0.15889891637775483,0.22123579545454544
5888,0.367632424,0.31,296.9042364438088,0.15889891637775483,0.2190896739130435
6144,0.38291255,0.3175,304.7038504314637,0.15889891637775483,0.21630859375
6400,0.397992601,0.3175,307.2079166096403,0.15889891637775483,0.2159375
6656,0.414134452,0.3175,310.07357888131577,0.15889891637775483,0.21574519230769232
6912,0.431084028,0.3175,312.0555847862325,0.15889891637775483,0.21643518518518517
7168,0.447102986,0.3175,316.3882170459767,0.15889891637775483,0.21484375
7424,0.463645339,0.32,319.9051336332998,0.15889891637775483,0.21417025862068967
7680,0.478779691,0.325,327.9700987146705,0.15655197189729828,0.213671875
7936,0.495278903,0.325,332.86653877056807,0.15655197189729828,0.21169354838709678
8192,0.512367993,0.33,345.64821580216704,0.15655197189729828,0.2100830078125
