candidate_id,feasible,scalar_fitness,log_loss,brier,pr_auc,roc_auc,ece,recall,precision,predicted_positive_rate,sharpness,error_ratio,false_positives,false_negatives,mean_model_bytes,mean_structural_cost,estimated_structural_cost,recall_violation,structural_violation,model_fits,trees_fitted,elapsed_seconds,failure,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index
0,0,15.815510557964274,0.5106787074551508,0.14198165757886497,0.2016267766202277,0.562625,0.04937941179078015,0,0,0,0.0838885927829618,-1.6127838567197355,0,40,116929.8,282,2961,0.1,-0.9985195,5,235,0.021497749,,47,5,1,4,0.6230769709295297,0.35857551056628467,1.1046294736380367,1
1,1,0.5106538892153474,0.5106538892153474,0.16636382778438372,0.28055594283437424,0.66725,0.17808908045977015,0.275,0.3055555555555556,0.15,0.1322065315160039,-0.062147906748844454,25,29,190452.8,626.2,5104,-0.17500000000000002,-0.997448,5,580,0.031970101,,116,10,4,38,0.4671544863086933,0.3396218754339656,3.34206763502733,1
2,0,15.815510557964274,0.4435797798715121,0.13556921844181896,0.29153915212254256,0.624875,0.07091345737179496,0,0,0,0.07057065470642346,-1.6127838567197355,0,40,121230.8,311.8,3276,0.1,-0.998362,5,260,0.013891865,,52,5,1,2,0.4595964874308557,0.29375746375771306,0.9424279160679035,1
3,1,0.427040091445378,0.427040091445378,0.1332763236169279,0.3137141868663249,0.70525,0.06554874715447158,0.1,0.4444444444444444,0.0375,0.1411437773334864,-0.7900504736833514,5,36,195903.2,365.8,7052,0,-0.996474,5,205,0.046399611,,41,16,2,10,0.9017052295013397,0.6580444828375969,1.9434725465239517,0
4,1,0.5147591915642485,0.5147591915642485,0.13447998333341232,0.2913417436755819,0.6830625,0.053999920833333374,0.1,0.36363636363636365,0.04583333333333333,0.14721062736231458,-0.6651117370750514,7,36,85686.6,196.2,6375,0,-0.9968125,5,125,0.02358368,,25,7,1,17,0.9171447545141875,0.5747904054091466,1.291753125866814,0
5,0,15.565510557964274,0.44197504060426834,0.13825731595795826,0.25922651355713705,0.6515625,0.04320985154320987,0.025,0.14285714285714285,0.029166666666666667,0.13267652882727685,-0.7569619513137056,6,39,229647,480.2,12150,0.07500000000000001,-0.993925,5,270,0.042035789,,54,12,1,2,0.5907789838196414,0.7592511663178848,1.1378482280850077,0
6,0,15.565510557964274,0.4555740011147649,0.14218495959620475,0.2762672088479196,0.657625,0.0905172413793104,0.025,0.3333333333333333,0.0125,0.09618512183480812,-1.1249387366083,2,39,434425.4,1271.8,25781,0.07500000000000001,-0.9871095,5,1015,0.050048307,,203,6,1,20,0.40448422324570066,0.30825648623114726,2.16749841387709,1
7,0,15.315510557964274,0.490498069960393,0.15736225895316805,0.2256752600966215,0.6169375,0.13598484848484846,0.05,0.2857142857142857,0.029166666666666667,0.1114943316780135,-0.8129133566428556,5,38,151546,407.2,3355,0.05,-0.9983225,5,275,0.016128947,,55,18,3,19,0.4866200408213339,0.254915168045762,2.8662341379767593,1
8,1,0.5602312918392588,0.5602312918392588,0.18957754629629625,0.27119499356147014,0.60875,0.17446759259259256,0.4,0.24242424242424243,0.275,0.22758567888536085,0.3096301674258988,50,24,190313.6,631.4,900,-0.30000000000000004,-0.99955,5,900,0.106625367,,180,18,35,14,0.6039525925852424,0.7413245705143342,3.0240867747048243,1
9,0,15.815510557964274,0.46452100500849564,0.14618858057869755,0.23675161294336616,0.633,0.10017076502732242,0,0,0.004166666666666667,0.09666586327613777,-1.3117538610557542,1,40,336669.8,895.8,6710,0.1,-0.996645,5,610,0.032162973,,122,12,3,15,0.43934772424908247,0.26200844740005175,2.3216226789786965,1
10,1,0.4954835372327187,0.4954835372327187,0.16190740740740744,0.24975889978214794,0.6273125,0.12983333333333336,0.25,0.23809523809523808,0.175,0.17755019286853602,0.027152246043614773,32,30,67712.8,225,225,-0.15,-0.9998875,5,375,0.044884486,,75,22,55,30,0.6469659018744128,0.8329356371645933,2.8124539220318328,1
11,0,15.815510557964274,0.43906433330796096,0.13488873499542908,0.28605563798646166,0.6860625,0.05723679627192982,0,0,0,0.09990062660506598,-1.6127838567197355,0,40,254611.6,656.6,5225,0.1,-0.9973875,5,475,0.091931634,,95,14,6,21,0.8741088164661059,0.7118265957977036,0.8097933633217054,0
12,0,15.315510557964274,0.46334465989105206,0.14520166522491346,0.27218705119252523,0.6664375,0.10966094771241829,0.05,0.3333333333333333,0.025,0.10010587068055747,-0.8920946026904805,4,38,414854.8,1250.6,7548,0.05,-0.996226,5,1020,0.047854645,,204,10,4,22,0.4025539220212967,0.2800549844904995,2.4344210767596013,1
13,1,0.4579540591701728,0.4579540591701728,0.1442193930041195,0.2909092932584614,0.653375,0.09282406990740741,0.2,0.42105263157894735,0.07916666666666666,0.14054547554726293,-0.43933269383026263,11,32,62963.6,180,1116,-0.1,-0.999442,5,180,0.015380459,,36,4,2,11,0.5055229802549104,0.45348922715143625,2.8084000314063036,1
14,1,0.45924073822509315,0.45924073822509315,0.14527380952380958,0.2978394165376361,0.696625,0.1176587301587302,0.1,0.2857142857142857,0.058333333333333334,0.12323492401855247,-0.52680903890877,10,36,613021.8,1500.4,18900,0,-0.99055,5,1050,0.119808665,,210,8,2,14,0.4733504584352697,0.5864362067384545,2.7379732836375905,1
15,0,15.815510557964274,0.8858597316957706,0.15416659166696658,0.17588597670250897,0.5363125,0.09659060909090911,0,0,0.008333333333333333,0.12153748503570845,-1.135662602000073,2,40,24556.8,69.2,2101,0.1,-0.9989495,5,55,0.005295272,,11,13,1,9,0.5022373562924557,0.6282570415294985,0.5163451623996109,1
16,0,15.565510557964274,0.5725886996377583,0.15222903185257275,0.21391349614491692,0.5765625,0.09510867481884061,0.025,0.1111111111111111,0.0375,0.13072616084876917,-0.6478174818886375,8,39,119043.2,205,3128,0.07500000000000001,-0.998436,5,115,0.01445478,,23,8,2,3,0.715221917202445,0.333326398475965,2.458320715751182,1
17,1,0.6089578763502429,0.6089578763502429,0.20831434009737604,0.24450529360406514,0.6225,0.22904290429042906,0.525,0.2692307692307692,0.325,0.21559514483035036,0.4623979978989561,57,19,164410.4,606,606,-0.42500000000000004,-0.999697,5,1010,0.068766778,,202,12,64,10,0.7442617342092881,0.38890855548365777,3.7001819836355527,1
18,1,0.5236220261313556,0.5236220261313556,0.17280738437907672,0.2688827455297519,0.6695,0.1856039325842697,0.4,0.32653061224489793,0.20416666666666666,0.1570004422620456,0.13353890837021754,33,24,208362.4,717.8,27946,-0.30000000000000004,-0.986027,5,890,0.049050446,,178,7,1,50,0.4110303424402135,0.5088341469718337,3.590566024321116,1
19,0,15.815510557964274,0.4337855742162578,0.13452187391605966,0.2560647080162665,0.6486875,0.020497311827957,0,0,0,0.07803154457698029,-1.6127838567197355,0,40,479081.6,1028.4,8184,0.1,-0.995908,5,620,0.045715775,,124,12,3,2,0.5254008455770058,0.28445797957794844,1.092783604500178,1
20,0,15.565510557964274,0.4382772119830892,0.13741330516581624,0.26345954985339093,0.6441875,0.04542410714285713,0.025,0.5,0.008333333333333333,0.1025239775542818,-1.3010299956639813,1,39,158114.8,548.2,21840,0.07500000000000001,-0.98908,5,560,0.026244535,,112,21,1,54,0.5115068003333891,0.28952225236637896,1.9890217936963495,1
21,0,15.565510557964274,0.4404485965784665,0.1353373702422269,0.253254886986148,0.615625,0.034068614950980264,0.025,1,0.004166666666666667,0.08453428690476975,-1.6020599913279623,0,39,99532.8,235.6,2584,0.07500000000000001,-0.998708,5,170,0.00926422,,34,6,2,3,0.4001116445746919,0.30539472213793223,1.219804675592188,1
22,1,0.5914529883490739,0.5914529883490739,0.2013613237213718,0.25464788097553115,0.6180625,0.2053852201257862,0.5,0.273972602739726,0.30416666666666664,0.23679863543487625,0.4101744650890493,53,20,94014,318,424,-0.4,-0.999788,5,530,0.05652682,,106,17,41,16,0.6172857437366039,0.7408840550975497,3.28478014653844,1
23,1,0.43700173195481606,0.43700173195481606,0.13861811271147687,0.2983932437022695,0.6955625,0.07600308641975305,0.2,0.42105263157894735,0.07916666666666666,0.15518987163994055,-0.43933269383026263,11,32,851057.6,1843,38880,-0.1,-0.98056,5,1080,0.277109654,,216,19,2,21,0.9451387155122998,0.7948699381356472,2.0322505922623555,0
24,1,0.6965895627488481,0.6965895627488481,0.23772778925619834,0.24285504500896604,0.6191875,0.23825757575757575,0.525,0.25,0.35,0.28117479098489523,0.505149978319906,63,19,204860.8,660,660,-0.42500000000000004,-0.99967,5,1100,0.167528229,,220,15,62,4,0.7128137269791011,0.9894847328823344,3.9813135321438162,0
25,1,0.4789558734833616,0.4789558734833616,0.1607421875001208,0.2496777664891851,0.674625,0.11927095416666668,0.35,0.2641509433962264,0.22083333333333333,0.19849063242118115,0.17069622716897506,39,26,41145.2,73,1008,-0.24999999999999997,-0.999496,5,40,0.006314272,,8,13,3,14,0.9925183531393591,0.3931126725148333,3.8194878953520663,0
26,1,0.49450967434896503,0.49450967434896503,0.16496250092819484,0.26662342344420875,0.65525,0.11896766169154228,0.375,0.3,0.20833333333333334,0.20800854611898326,0.1413291527964693,35,25,199307.4,578,1072,-0.275,-0.999464,5,670,0.17071424,,134,16,37,8,0.9211646334926494,0.9915593609749047,3.116022023076723,1
27,1,0.4366148298560449,0.4366148298560449,0.13727556736569946,0.3023284246278519,0.6865,0.06606638418079097,0.125,0.3333333333333333,0.0625,0.14295299544634557,-0.5149098156090621,10,35,1209282.8,2229.2,90388,-0.024999999999999994,-0.954806,5,1180,0.29922976,,236,24,1,11,0.9998220364771445,0.677124534101651,1.8923390612009932,0
28,1,0.6178898516745408,0.6178898516745408,0.21273286667407384,0.2629101236016969,0.615125,0.2190571049136786,0.525,0.2625,0.3333333333333333,0.23752031986546476,0.47712125471966244,59,19,226335.4,753,753,-0.42500000000000004,-0.9996235,5,1255,0.13259117,,251,24,48,5,0.569476948012394,0.8188621524687782,3.461734426143569,1
29,1,0.46652354113005357,0.46652354113005357,0.13567676534890352,0.30515410185699127,0.711375,0.05129299094827593,0.175,0.30434782608695654,0.09583333333333334,0.17605193448368095,-0.3010299956639812,16,33,100508.6,255.4,5423,-0.07499999999999998,-0.9972885,5,145,0.043642814,,29,23,2,27,0.9771235665050418,0.942932762613941,1.4609520952261104,0
30,0,15.815510557964274,2.3025859263278,0.16666633333433287,0.16666666666666666,0.5,0.16666566666666666,0,0,0,0.000000000000000000002329340604949326,-1.6127838567197355,0,40,97703,186,186,0.1,-0.999907,5,930,0.044463972,,186,24,61,3,0.44012124399856667,0.6055355816289961,2.458400526809508,1
