n_atoms,dimension,parameterization,optimizer,seed,best_energy,target_energy,gap,target_relative_gap,success,within_1_percent,within_5_percent,within_10_percent,population_size,nominal_full_generations_per_restart,restarts,pair_traversals,pair_terms_evaluated,objective_calls,gradient_calls,wall_seconds,measured_pair_seconds,estimated_optimizer_overhead_seconds,overlap_pairs,projected_candidates,reference_structure_audited
13,39,free,crfmnes-retry,14118027044237162458,-3.94584588743953759e1,-4.43268010000000032e1,4.86834212560462731e0,1.09828411159303529e-1,false,false,false,false,16,312,4,20000,1560000,20032,0,0.029592631,0.007230547,0.022362084,463,0,true
13,39,free,crfmnes-retry,14216130040228855828,-3.91125934101910460e1,-4.43268010000000032e1,5.21420758980895727e0,1.17631037480213307e-1,false,false,false,false,16,312,4,20000,1560000,20032,0,0.030954347,0.007588686,0.023365661,392,0,true
13,39,free,crfmnes-retry,15411881175776054229,-3.96873675741610441e1,-4.43268010000000032e1,4.63943342583895912e0,1.04664296118254938e-1,false,false,false,false,16,312,4,20000,1560000,20032,0,0.043898441,0.010535753,0.033362688,396,0,true
13,39,free,crfmnes-retry,17230659570361518906,-4.14445728547089729e1,-4.43268010000000032e1,2.88222814529103033e0,6.50222456903901125e-2,false,false,false,true,16,312,4,20000,1560000,20032,0,0.031675906,0.007818960,0.023856946,402,0,true
13,39,free,de-retry,4570751413759120945,-3.97809947985239134e1,-4.43268010000000032e1,4.54580620147608983e0,1.02552092614941678e-1,false,false,false,false,585,8,4,20000,1560000,20078,0,21.729541581,0.009226259,21.720315322,461,0,true
13,39,free,de-retry,7034108689089008211,-3.66701049250715769e1,-4.43268010000000032e1,7.65669607492842630e0,1.72732881737358540e-1,false,false,false,false,585,8,4,20000,1560000,20133,0,23.764668331,0.017930307,23.746738024,441,0,true
13,39,free,de-retry,7271924302297329655,-3.75581210914553765e1,-4.43268010000000032e1,6.76867990854462676e0,1.52699490056695641e-1,false,false,false,false,585,8,4,20000,1560000,20061,0,22.913205022,0.012247149,22.900957873,1280,0,true
13,39,free,de-retry,8072969983913079348,-3.67631682051333470e1,-4.43268010000000032e1,7.56363279486665618e0,1.70633400656786755e-1,false,false,false,false,585,8,4,20000,1560000,20079,0,20.614089626,0.013709300,20.600380326,582,0,true
13,39,free,de-retry,11652751910907147801,-3.94329486990020683e1,-4.43268010000000032e1,4.89385230099793489e0,1.10403913447260374e-1,false,false,false,false,585,8,4,20000,1560000,20096,0,25.055085356,0.012174453,25.042910903,352,0,true
13,39,free,de-retry,12023397145805715216,-3.57756995824591115e1,-4.43268010000000032e1,8.55110141754089170e0,1.92910411413196536e-1,false,false,false,false,585,8,4,20000,1560000,20087,0,20.863846899,0.013819633,20.850027266,577,0,true
13,39,free,de-retry,14118027044237162458,-3.65205486127405052e1,-4.43268010000000032e1,7.80625238725949799e0,1.76106829528697495e-1,false,false,false,false,585,8,4,20000,1560000,20049,0,25.055953777,0.009470737,25.046483040,230,0,true
13,39,free,de-retry,14216130040228855828,-3.91671209654311241e1,-4.43268010000000032e1,5.15968003456887914e0,1.16400911371178778e-1,false,false,false,false,585,8,4,20000,1560000,20078,0,25.114296300,0.012649597,25.101646703,612,0,true
13,39,free,de-retry,15411881175776054229,-3.88871993229483834e1,-4.43268010000000032e1,5.43960167705161979e0,1.22715863864203051e-1,false,false,false,false,585,8,4,20000,1560000,20123,0,20.322207272,0.014806517,20.307400755,627,0,true
13,39,free,de-retry,17230659570361518906,-3.62302205756299074e1,-4.43268010000000032e1,8.09658042437009584e0,1.82656547319309026e-1,false,false,false,false,585,8,4,20000,1560000,20095,0,23.417648978,0.009457112,23.408191866,1226,0,true
13,39,free,lbfgs-multistart,4570751413759120945,-3.81631298003071038e1,-4.43268010000000032e1,6.16367119969289945e0,1.39050665977292126e-1,false,false,false,false,,,4,12540,978120,12553,23789,0.041446802,0.008089972,0.033356830,142,0,true
13,39,free,lbfgs-multistart,7034108689089008211,-2.85044512929521900e1,-4.43268010000000032e1,1.58223497070478132e1,3.56947700941645019e-1,false,false,false,false,,,4,19988,1559064,19988,38003,0.046457861,0.009042555,0.037415306,216,0,true
13,39,free,lbfgs-multistart,7271924302297329655,-4.43268014195340214e1,-4.43268010000000032e1,-4.19534018192280200e-7,0.00000000000000000e0,true,true,true,true,,,4,9298,725244,9302,17450,0.030472422,0.005593610,0.024878812,332,0,true
13,39,free,lbfgs-multistart,8072969983913079348,-3.87620418972070055e1,-4.43268010000000032e1,5.56475910279299768e0,1.25539379726342021e-1,false,false,false,false,,,4,11998,935844,11998,22755,0.042301022,0.007592180,0.034708842,164,0,true
13,39,free,lbfgs-multistart,11652751910907147801,-3.18449833792801265e1,-4.43268010000000032e1,1.24818176207198768e1,2.81586248931428085e-1,false,false,false,false,,,4,17067,1331226,17079,32221,0.035728534,0.007056090,0.028672444,219,0,true
13,39,free,lbfgs-multistart,12023397145805715216,-3.48499506738087277e1,-4.43268010000000032e1,9.47685032619127554e0,2.13795043007756758e-1,false,false,false,false,,,4,18276,1425528,18276,34932,0.041804626,0.008207366,0.033597260,148,0,true
13,39,free,lbfgs-multistart,14118027044237162458,-4.07585134840368468e1,-4.43268010000000032e1,3.56828751596315641e0,8.04995496057375332e-2,false,false,false,true,,,4,11842,923676,11842,22146,0.027812180,0.005489651,0.022322529,191,0,true
13,39,free,lbfgs-multistart,14216130040228855828,-3.96368701289964278e1,-4.43268010000000032e1,4.68993087100357542e0,1.05803504092334008e-1,false,false,false,false,,,4,9878,770484,9881,18590,0.022665119,0.004457774,0.018207345,186,0,true
13,39,free,lbfgs-multistart,15411881175776054229,-3.48714532788133127e1,-4.43268010000000032e1,9.45534772118669053e0,2.13309950365845019e-1,false,false,false,false,,,4,20000,1560000,20003,38187,0.048611947,0.009484636,0.039127311,207,0,true
13,39,free,lbfgs-multistart,17230659570361518906,-3.97171474179169621e1,-4.43268010000000032e1,4.60965358208304110e0,1.03992471328644739e-1,false,false,false,false,,,4,5060,394680,5065,9480,0.014609533,0.002789751,0.011819782,162,0,true
13,39,free,random,4570751413759120945,-2.03191144134938355e1,-4.43268010000000032e1,2.40076865865061677e1,5.41606568597318039e-1,false,false,false,false,,,,20000,1560000,20000,0,0.028309807,0.011246965,0.017062842,0,0,true
13,39,free,random,7034108689089008211,-1.95246735532224065e1,-4.43268010000000032e1,2.48021274467775967e1,5.59528928035605277e-1,false,false,false,false,,,,20000,1560000,20000,0,0.055224317,0.023127183,0.032097134,0,0,true
13,39,free,random,7271924302297329655,-2.08504559278051929e1,-4.43268010000000032e1,2.34763450721948104e1,5.29619655435879744e-1,false,false,false,false,,,,20000,1560000,20000,0,0.055221837,0.023122559,0.032099278,0,0,true
13,39,free,random,8072969983913079348,-1.99117820235105327e1,-4.43268010000000032e1,2.44150189764894705e1,5.50795871249302849e-1,false,false,false,false,,,,20000,1560000,20000,0,0.028504720,0.011395465,0.017109255,0,0,true
13,39,free,random,11652751910907147801,-1.92555733880675248e1,-4.43268010000000032e1,2.50712276119324784e1,5.65599751083604607e-1,false,false,false,false,,,,20000,1560000,20000,0,0.055468640,0.019569273,0.035899367,0,0,true
13,39,free,random,12023397145805715216,-1.94660805593371080e1,-4.43268010000000032e1,2.48607204406628952e1,5.60850769282062456e-1,false,false,false,false,,,,20000,1560000,20000,0,0.059459398,0.021555021,0.037904377,0,0,true
13,39,free,random,14118027044237162458,-2.02732249705253658e1,-4.43268010000000032e1,2.40535760294746375e1,5.42641821354864606e-1,false,false,false,false,,,,20000,1560000,20000,0,0.055989936,0.020603931,0.035386005,0,0,true
13,39,free,random,14216130040228855828,-1.98542351072102790e1,-4.43268010000000032e1,2.44725658927897243e1,5.52094113283512655e-1,false,false,false,false,,,,20000,1560000,20000,0,0.027239814,0.010602235,0.016637579,0,0,true
13,39,free,random,15411881175776054229,-1.94007027650390214e1,-4.43268010000000032e1,2.49260982349609819e1,5.62325673692558592e-1,false,false,false,false,,,,20000,1560000,20000,0,0.060045865,0.023039211,0.037006654,0,0,true
13,39,free,random,17230659570361518906,-2.04039458124101181e1,-4.43268010000000032e1,2.39228551875898852e1,5.39692796409781184e-1,false,false,false,false,,,,20000,1560000,20000,0,0.019815815,0.006851957,0.012963858,0,0,true
38,108,fixed-frame,basin-hopping,4369550028377192033,-1.66997036989571910e2,-1.73928426999999999e2,6.93139001042808900e0,3.98519674442182406e-2,false,false,true,true,,,5,18127,12743281,18127,34672,0.117586425,0.051016786,0.066569639,3612,0,true
38,108,fixed-frame,basin-hopping,6412464223153242384,-1.66139802049023416e2,-1.73928426999999999e2,7.78862495097658325e0,4.47806323860824862e-2,false,false,true,true,,,5,17780,12499340,17780,34241,0.113394336,0.049342792,0.064051544,1884,0,true
38,108,fixed-frame,basin-hopping,6591294930753127125,-1.64684587640600142e2,-1.73928426999999999e2,9.24383935939985690e0,5.31473751521932478e-2,false,false,false,true,,,5,17772,12493716,17772,34232,0.111702405,0.048617612,0.063084793,1192,0,true
38,108,fixed-frame,basin-hopping,7778866204680747898,-1.62402650044760662e2,-1.73928426999999999e2,1.15257769552393370e1,6.62673557971023147e-2,false,false,false,true,,,5,17766,12489498,17766,34179,0.171214864,0.071082864,0.100132000,2120,0,true
38,108,fixed-frame,basin-hopping,9551546021544654052,-1.68767467578207828e2,-1.73928426999999999e2,5.16095942179217104e0,2.96728919522291253e-2,false,false,true,true,,,5,17851,12549253,17864,34389,0.111403922,0.049217763,0.062186159,1224,0,true
38,108,fixed-frame,basin-hopping,11388942113657625856,-1.29345220924879982e2,-1.73928426999999999e2,4.45832060751200174e1,2.56330761130381612e-1,false,false,false,false,,,5,20000,14060000,20003,38465,0.119790521,0.052012635,0.067777886,3991,0,true
38,108,fixed-frame,basin-hopping,11398140638034715456,-1.69305539112053083e2,-1.73928426999999999e2,4.62288788794691641e0,2.65792542811125188e-2,false,false,true,true,,,5,18144,12755232,18152,34645,0.172391518,0.072374584,0.100016934,1375,0,true
38,108,fixed-frame,basin-hopping,11494354147713574914,-1.64675074705203514e2,-1.73928426999999999e2,9.25335229479648547e0,5.32020696927046066e-2,false,false,false,true,,,5,17822,12528866,17822,34281,0.106999840,0.047031003,0.059968837,1448,0,true
38,108,fixed-frame,basin-hopping,12020210742578376580,-1.69530299861375454e2,-1.73928426999999999e2,4.39812713862454530e0,2.52869942796903786e-2,false,false,true,true,,,5,18000,12654000,18001,34462,0.148710346,0.060982299,0.087728047,18671,0,true
38,108,fixed-frame,basin-hopping,15915993166989309444,-1.19595923502475216e2,-1.73928426999999999e2,5.43325034975247831e1,3.12384263082680469e-1,false,false,false,false,,,5,20000,14060000,20003,38481,0.126300349,0.055172197,0.071128152,1103,0,true
38,108,fixed-frame,bite-retry,4369550028377192033,-5.81440589576069442e1,-1.73928426999999999e2,1.15784368042393055e2,6.65701231474904676e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.120475170,0.063284950,0.057190220,408970,0,true
38,108,fixed-frame,bite-retry,6412464223153242384,-6.13833889265404125e1,-1.73928426999999999e2,1.12545038073459580e2,6.47076731588330789e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.108971383,0.057699632,0.051271751,393347,0,true
38,108,fixed-frame,bite-retry,6591294930753127125,-4.76269242312669903e1,-1.73928426999999999e2,1.26301502768733002e2,7.26169407423738700e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.102850810,0.054190758,0.048660052,388603,0,true
38,108,fixed-frame,bite-retry,7778866204680747898,-5.44411144178822184e1,-1.73928426999999999e2,1.19487312582117781e2,6.86991279361813478e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.150327106,0.078642168,0.071684938,393062,0,true
38,108,fixed-frame,bite-retry,9551546021544654052,-6.11752416713320528e1,-1.73928426999999999e2,1.12753185328667939e2,6.48273472447766896e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.097600358,0.052073886,0.045526472,378237,0,true
38,108,fixed-frame,bite-retry,11388942113657625856,-5.19524631847348530e1,-1.73928426999999999e2,1.21975963815265146e2,7.01299758292329933e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.106367742,0.055265588,0.051102154,403955,0,true
38,108,fixed-frame,bite-retry,11398140638034715456,-4.92378130097763460e1,-1.73928426999999999e2,1.24690613990223653e2,7.16907616201368003e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.180572444,0.083724571,0.096847873,398426,0,true
38,108,fixed-frame,bite-retry,11494354147713574914,-6.29576731529201155e1,-1.73928426999999999e2,1.10970753847079891e2,6.38025397924629645e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.099092805,0.051955997,0.047136808,421446,0,true
38,108,fixed-frame,bite-retry,12020210742578376580,-5.23448840609234125e1,-1.73928426999999999e2,1.21583542939076580e2,6.99043537828790806e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.159062249,0.083194063,0.075868186,416106,0,true
38,108,fixed-frame,bite-retry,15915993166989309444,-5.74445492739421084e1,-1.73928426999999999e2,1.16483877726057898e2,6.69723056404447847e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.107930620,0.056553996,0.051376624,390347,0,true
38,108,fixed-frame,cma-retry,4369550028377192033,-2.19110335115771733e1,-1.73928426999999999e2,1.52017393488422840e2,8.74022700661938656e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.697428096,0.059361185,0.638066911,28111,0,true
38,108,fixed-frame,cma-retry,6412464223153242384,-2.24350942964238094e1,-1.73928426999999999e2,1.51493332703576186e2,8.71009617672079517e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.857635967,0.069823974,0.787811993,31299,0,true
38,108,fixed-frame,cma-retry,6591294930753127125,-2.16675992847292598e1,-1.73928426999999999e2,1.52260827715270750e2,8.75422323662311652e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.592165854,0.051314163,0.540851691,32336,0,true
38,108,fixed-frame,cma-retry,7778866204680747898,-2.37641328773675866e1,-1.73928426999999999e2,1.50164294122632413e2,8.63368321744394374e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,1.136833995,0.081259074,1.055574921,32982,0,true
38,108,fixed-frame,cma-retry,9551546021544654052,-4.08729386211828540e1,-1.73928426999999999e2,1.33055488378817131e2,7.65001389789014330e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.609208358,0.053152247,0.556056111,25525,0,true
38,108,fixed-frame,cma-retry,11388942113657625856,-3.92712855770774212e1,-1.73928426999999999e2,1.34657141422922564e2,7.74210080235605003e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.688718851,0.058374783,0.630344068,26724,0,true
38,108,fixed-frame,cma-retry,11398140638034715456,-4.15510137192725963e1,-1.73928426999999999e2,1.32377413280727410e2,7.61102802825482927e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,1.175610075,0.089704539,1.085905536,25776,0,true
38,108,fixed-frame,cma-retry,11494354147713574914,-2.06523152960302383e1,-1.73928426999999999e2,1.53276111703969775e2,8.81259690251610106e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.587587410,0.050669818,0.536917592,29867,0,true
38,108,fixed-frame,cma-retry,12020210742578376580,-5.24860226667101131e1,-1.73928426999999999e2,1.21442404333289886e2,6.98232062624759342e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,1.162232621,0.084049335,1.078183286,21375,0,true
38,108,fixed-frame,cma-retry,15915993166989309444,-2.76157850400891327e1,-1.73928426999999999e2,1.46312641959910877e2,8.41223280653891514e-1,false,false,false,false,18,277,4,20000,14060000,20088,0,0.921821048,0.070433909,0.851387139,25823,0,true
38,108,fixed-frame,crfmnes-retry,4369550028377192033,-1.30585818937380793e2,-1.73928426999999999e2,4.33426080626192061e1,2.49197953492784730e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.136261847,0.075326226,0.060935621,5384,0,true
38,108,fixed-frame,crfmnes-retry,6412464223153242384,-1.15291189943952958e2,-1.73928426999999999e2,5.86372370560470415e1,3.37134291774208006e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.126925536,0.069980247,0.056945289,5976,0,true
38,108,fixed-frame,crfmnes-retry,6591294930753127125,-1.38330434563245518e2,-1.73928426999999999e2,3.55979924367544811e1,2.04670352344154066e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.095702355,0.054093486,0.041608869,5237,0,true
38,108,fixed-frame,crfmnes-retry,7778866204680747898,-1.28300441443901065e2,-1.73928426999999999e2,4.56279855560989347e1,2.62337711799687179e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.159329122,0.092736951,0.066592171,4984,0,true
38,108,fixed-frame,crfmnes-retry,9551546021544654052,-1.23993700421867615e2,-1.73928426999999999e2,4.99347265781323841e1,2.87099282385463006e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.089679484,0.051339570,0.038339914,5107,0,true
38,108,fixed-frame,crfmnes-retry,11388942113657625856,-1.17467920390643030e2,-1.73928426999999999e2,5.64605066093569690e1,3.24619198731423975e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.126320449,0.069225623,0.057094826,4849,0,true
38,108,fixed-frame,crfmnes-retry,11398140638034715456,-1.14660655280029815e2,-1.73928426999999999e2,5.92677717199701846e1,3.40759545419048626e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.145592300,0.079853618,0.065738682,5071,0,true
38,108,fixed-frame,crfmnes-retry,11494354147713574914,-1.30787411820387860e2,-1.73928426999999999e2,4.31410151796121397e1,2.48038896940131232e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.089418081,0.051532383,0.037885698,4626,0,true
38,108,fixed-frame,crfmnes-retry,12020210742578376580,-1.24560874169766009e2,-1.73928426999999999e2,4.93675528302339899e1,2.83838321784132430e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.174923997,0.096070126,0.078853871,5668,0,true
38,108,fixed-frame,crfmnes-retry,15915993166989309444,-1.16353118060871296e2,-1.73928426999999999e2,5.75753089391287034e1,3.31028745169578864e-1,false,false,false,false,16,312,4,20000,14060000,20032,0,0.134962191,0.074297806,0.060664385,4368,0,true
38,108,fixed-frame,de-retry,4369550028377192033,-1.12368880783655300e2,-1.73928426999999999e2,6.15595462163446996e1,3.53936083239255073e-1,false,false,false,false,1620,3,4,20000,14060000,20128,0,19.655017613,0.081232350,19.573785263,2510,0,true
38,108,fixed-frame,de-retry,6412464223153242384,-1.08263854154064333e2,-1.73928426999999999e2,6.56645728459356661e1,3.77537898654920101e-1,false,false,false,false,1620,3,4,20000,14060000,20103,0,19.533130365,0.082123479,19.451006886,2110,0,true
38,108,fixed-frame,de-retry,6591294930753127125,-1.05893513298872548e2,-1.73928426999999999e2,6.80349137011274507e1,3.91166153081620449e-1,false,false,false,false,1620,3,4,20000,14060000,20121,0,22.859957217,0.094058128,22.765899089,2477,0,true
38,108,fixed-frame,de-retry,7778866204680747898,-1.02417898179945809e2,-1.73928426999999999e2,7.15105288200541906e1,4.11149172412478559e-1,false,false,false,false,1620,3,4,20000,14060000,20153,0,10.975383727,0.142063325,10.833320402,2139,0,true
38,108,fixed-frame,de-retry,9551546021544654052,-1.10855649143981850e2,-1.73928426999999999e2,6.30727778560181491e1,3.62636395579074289e-1,false,false,false,false,1620,3,4,20000,14060000,20048,0,21.036904377,0.147178752,20.889725625,2123,0,true
38,108,fixed-frame,de-retry,11388942113657625856,-1.02018338999869712e2,-1.73928426999999999e2,7.19100880001302869e1,4.13446434493024484e-1,false,false,false,false,1620,3,4,20000,14060000,20094,0,21.100439283,0.104758517,20.995680766,2811,0,true
38,108,fixed-frame,de-retry,11398140638034715456,-1.11403908853363490e2,-1.73928426999999999e2,6.25245181466365096e1,3.59484181080051424e-1,false,false,false,false,1620,3,4,20000,14060000,20035,0,10.945777548,0.165793705,10.779983843,1466,0,true
38,108,fixed-frame,de-retry,11494354147713574914,-1.03724693325339373e2,-1.73928426999999999e2,7.02037336746606258e1,4.03635764926803031e-1,false,false,false,false,1620,3,4,20000,14060000,20095,0,22.362651398,0.081954320,22.280697078,2283,0,true
38,108,fixed-frame,de-retry,12020210742578376580,-1.04904089676116570e2,-1.73928426999999999e2,6.90243373238834295e1,3.96854835718622512e-1,false,false,false,false,1620,3,4,20000,14060000,20097,0,13.582529979,0.162058367,13.420471612,2323,0,true
38,108,fixed-frame,de-retry,15915993166989309444,-1.10528069762377896e2,-1.73928426999999999e2,6.34003572376221030e1,3.64519810425365964e-1,false,false,false,false,1620,3,4,20000,14060000,20082,0,20.529744401,0.169705648,20.360038753,2177,0,true
38,108,fixed-frame,lbfgs-multistart,4369550028377192033,-1.67609705382670938e2,-1.73928426999999999e2,6.31872161732906079e0,3.63294357703186771e-2,false,false,true,true,,,4,12165,8551995,12193,23202,0.109871313,0.046350500,0.063520813,847,0,true
38,108,fixed-frame,lbfgs-multistart,6412464223153242384,-1.67189741692321149e2,-1.73928426999999999e2,6.73868530767884977e0,3.87440134077614018e-2,false,false,true,true,,,4,6950,4885850,6973,13272,0.048549736,0.020997590,0.027552146,990,0,true
38,108,fixed-frame,lbfgs-multistart,6591294930753127125,-1.67866081765850225e2,-1.73928426999999999e2,6.06234523414977389e0,3.48554019530675913e-2,false,false,true,true,,,4,9347,6570941,9359,17767,0.056785624,0.025469412,0.031316212,752,0,true
38,108,fixed-frame,lbfgs-multistart,7778866204680747898,-1.68281742328813351e2,-1.73928426999999999e2,5.64668467118664807e0,3.24655651096450587e-2,false,false,true,true,,,4,11404,8017012,11404,21888,0.112133761,0.046162690,0.065971071,853,0,true
38,108,fixed-frame,lbfgs-multistart,9551546021544654052,-1.67492695021558234e2,-1.73928426999999999e2,6.43573197844176548e0,3.70021858384412677e-2,false,false,true,true,,,4,6894,4846482,6896,13272,0.060061572,0.025800020,0.034261552,831,0,true
38,108,fixed-frame,lbfgs-multistart,11388942113657625856,-1.66908809965153097e2,-1.73928426999999999e2,7.01961703484690247e0,4.03592279647702612e-2,false,false,true,true,,,4,6994,4916782,7007,13293,0.043389665,0.019155825,0.024233840,768,0,true
38,108,fixed-frame,lbfgs-multistart,11398140638034715456,-1.62722905884855322e2,-1.73928426999999999e2,1.12055211151446770e1,6.44260475899358087e-2,false,false,false,true,,,4,10302,7242306,10304,19891,0.096880290,0.041201180,0.055679110,738,0,true
38,108,fixed-frame,lbfgs-multistart,11494354147713574914,-1.68715255623932165e2,-1.73928426999999999e2,5.21317137606783376e0,2.99730841357395451e-2,false,false,true,true,,,4,8515,5986045,8528,16211,0.052170579,0.023156423,0.029014156,861,0,true
38,108,fixed-frame,lbfgs-multistart,12020210742578376580,-1.68051781520717952e2,-1.73928426999999999e2,5.87664547928204684e0,3.37877228044041744e-2,false,false,true,true,,,4,2556,1796868,2561,4806,0.020078028,0.008739322,0.011338706,819,0,true
38,108,fixed-frame,lbfgs-multistart,15915993166989309444,-1.69330058576088220e2,-1.73928426999999999e2,4.59836842391177925e0,2.64382798328405486e-2,false,false,true,true,,,4,7637,5368811,7677,14244,0.056577341,0.025430105,0.031147236,1005,0,true
38,108,fixed-frame,random,4369550028377192033,-2.85102116207483007e1,-1.73928426999999999e2,1.45418215379251706e2,8.36080782696043689e-1,false,false,false,false,,,,20000,14060000,20000,0,0.126806549,0.062587955,0.064218594,0,0,true
38,108,fixed-frame,random,6412464223153242384,-1.98384079804778857e1,-1.73928426999999999e2,1.54090019019522117e2,8.85939243384993746e-1,false,false,false,false,,,,20000,14060000,20000,0,0.248245614,0.133458879,0.114786735,0,0,true
38,108,fixed-frame,random,6591294930753127125,-3.00513597653902984e1,-1.73928426999999999e2,1.43877067234609711e2,8.27219964650227735e-1,false,false,false,false,,,,20000,14060000,20000,0,0.154850573,0.078803542,0.076047031,0,0,true
38,108,fixed-frame,random,7778866204680747898,-3.87058663729695454e1,-1.73928426999999999e2,1.35222560627030447e2,7.77460953102453112e-1,false,false,false,false,,,,20000,14060000,20000,0,0.310940589,0.164841374,0.146099215,0,0,true
38,108,fixed-frame,random,9551546021544654052,-2.36787935306723725e1,-1.73928426999999999e2,1.50249633469327620e2,8.63858979586629716e-1,false,false,false,false,,,,20000,14060000,20000,0,0.218144466,0.100155229,0.117989237,0,0,true
38,108,fixed-frame,random,11388942113657625856,-2.60226363419381066e1,-1.73928426999999999e2,1.47905790658061903e2,8.50383075436322411e-1,false,false,false,false,,,,20000,14060000,20000,0,0.153648508,0.072061684,0.081586824,0,0,true
38,108,fixed-frame,random,11398140638034715456,-4.20965669385340391e1,-1.73928426999999999e2,1.31831860061465960e2,7.57966149268204270e-1,false,false,false,false,,,,20000,14060000,20000,0,0.356926487,0.160600634,0.196325853,0,0,true
38,108,fixed-frame,random,11494354147713574914,-5.64026172381112332e1,-1.73928426999999999e2,1.17525809761888766e2,6.75713635712285043e-1,false,false,false,false,,,,20000,14060000,20000,0,0.119662984,0.057809790,0.061853194,0,0,true
38,108,fixed-frame,random,12020210742578376580,-3.44484814669500636e1,-1.73928426999999999e2,1.39479945533049943e2,8.01938751122321936e-1,false,false,false,false,,,,20000,14060000,20000,0,0.155556351,0.073347698,0.082208653,0,0,true
38,108,fixed-frame,random,15915993166989309444,-3.53872364465462965e1,-1.73928426999999999e2,1.38541190553453703e2,7.96541387414799629e-1,false,false,false,false,,,,20000,14060000,20000,0,0.152231041,0.077812801,0.074418240,0,0,true
38,114,free,basin-hopping,310390961701372380,-1.67632951182151942e2,-1.73928426999999999e2,6.29547581784805743e0,3.61957842454819489e-2,false,false,true,true,,,5,17775,12495825,17778,34026,0.144022189,0.057481669,0.086540520,1713,0,true
38,114,free,basin-hopping,2694942142563917412,-1.66883551511041475e2,-1.73928426999999999e2,7.04487548895852456e0,4.05044512301518389e-2,false,false,true,true,,,5,17759,12484577,17771,34146,0.114119293,0.047391726,0.066727567,3345,0,true
38,114,free,basin-hopping,3516793536562092974,-1.66247830397894006e2,-1.73928426999999999e2,7.68059660210599304e0,4.41595243203458249e-2,false,false,true,true,,,5,17788,12504964,17788,34062,0.174664123,0.068521994,0.106142129,1818,0,true
38,114,free,basin-hopping,5286523174927104938,-1.34971826188202101e2,-1.73928426999999999e2,3.89566008117978981e1,2.23980642404118885e-1,false,false,false,false,,,5,20000,14060000,20003,38520,0.202786828,0.078539665,0.124247163,1833,0,true
38,114,free,basin-hopping,10367236530154959813,-1.63533548737875350e2,-1.73928426999999999e2,1.03948782621246494e1,5.97652634558964238e-2,false,false,false,true,,,5,17644,12403732,17658,33863,0.175121119,0.069218004,0.105903115,1541,0,true
38,114,free,basin-hopping,10800259301335554439,-1.68070745463286357e2,-1.73928426999999999e2,5.85768153671364189e0,3.36786897791793507e-2,false,false,true,true,,,5,17791,12507073,17798,34181,0.116802956,0.048590231,0.068212725,1781,0,true
38,114,free,basin-hopping,12003576510136652524,-1.68089466274808132e2,-1.73928426999999999e2,5.83896072519186760e0,3.35710546338228374e-2,false,false,true,true,,,5,17746,12475438,17746,33971,0.237100506,0.091109711,0.145990795,1513,0,true
38,114,free,basin-hopping,12176091559551906874,-1.69791703473485541e2,-1.73928426999999999e2,4.13672352651445863e0,2.37840564527985916e-2,false,false,true,true,,,5,17971,12633613,17983,34369,0.103203524,0.043029616,0.060173908,1950,0,true
38,114,free,basin-hopping,16302470690849955379,-1.61767812144495167e2,-1.73928426999999999e2,1.21606148555048321e1,6.99173508624029161e-2,false,false,false,true,,,5,17681,12429743,17683,33922,0.142771276,0.055510232,0.087261044,1646,0,true
38,114,free,basin-hopping,18308442171428908393,-1.37784757163560243e2,-1.73928426999999999e2,3.61436698364397557e1,2.07807719875715058e-1,false,false,false,false,,,5,20000,14060000,20003,38492,0.289665671,0.132890734,0.156774937,2003,0,true
38,114,free,bite-retry,310390961701372380,-4.71883373203538952e1,-1.73928426999999999e2,1.26740089679646104e2,7.28691059108158901e-1,false,false,false,false,,,4,20000,14060000,20000,0,0.104975395,0.054700865,0.050274530,437861,0,true
