optimizer,evaluations,elapsed_seconds,best_objective
cma,62,1.8781262060000001,0.05830103369882185
cma,124,1.924263595,0.054025871558076644
de,50,0.445556256,0.04568314076278932
bite,40,0.992636328,0.05012001343347635
