seed,evaluations,elapsed_seconds,occupied,coverage,qd_score,best_quality,invalid_evaluations,clipped_descriptors
42,200192,11.415679495,160,0.4,957.4898660939612,0.04476814761842527,50138,44
43,200192,11.117484483,158,0.395,979.5056147144197,0.039480277189178556,51112,55
44,200192,12.040849706,169,0.4225,979.9965162432312,0.03956724495959012,55270,31
