niche_id,grid_x,grid_y,quality_train,descriptor_battery_capacity_mw_train,descriptor_capacitor_mvar_train,category_battery_bus,category_capacitor_bus_1,category_capacitor_bus_2,visit_count,objective_loss_mw,objective_voltage_deviation_mpu,objective_lifecycle_cost_musd,objective_security_index,constraint_voltage,constraint_thermal,constraint_power_flow,decision_generator_vm_1_pu,decision_generator_vm_2_pu,decision_generator_vm_3_pu,decision_generator_vm_4_pu,decision_generator_vm_5_pu,decision_generator_vm_6_pu,decision_generator_vm_7_pu,decision_generator_vm_8_pu,decision_generator_vm_9_pu,decision_tap_offset_1,decision_tap_offset_2,decision_tap_offset_3,decision_capacitor_bus_index_1,decision_capacitor_steps_1,decision_capacitor_bus_index_2,decision_capacitor_steps_2,decision_battery_bus_index,decision_battery_capacity_mw,decision_renewable_curtailment_1,decision_renewable_curtailment_2
318,18,15,14.644767389981,273.852127966882,225.000000000000,14,3,7,3810,36.112288554340,14.156748092688,105.282451783144,0.999984394205,-0.012860702879,-0.000015605795,-1.000000000000,0.991858358199,1.002194545335,0.985378814167,1.001034771830,1.004285954233,1.002548695036,0.994418428522,0.986013125900,0.994235576823,0.000000000000,0.000000000000,2.000000000000,0.000000000000,3.000000000000,1.000000000000,6.000000000000,2.000000000000,273.852127966882,0.374436824819,0.489975657711
338,18,16,14.648400177159,274.196898855091,250.000000000000,14,3,7,4649,36.029678245430,14.182964110815,105.362594913077,0.999981217751,-0.013879994595,-0.000018782249,-1.000000000000,0.989605906468,1.000228011330,0.986150979950,1.002351081263,1.003164492754,1.002990997517,0.994360206797,0.986002683263,0.994298856820,0.000000000000,0.000000000000,1.000000000000,0.000000000000,4.000000000000,1.000000000000,6.000000000000,2.000000000000,274.196898855091,0.367466857582,0.489932459597
378,18,18,14.670905022512,274.197744416169,275.000000000000,14,3,7,5517,35.976469801633,14.321611524125,105.199306688922,0.999996904926,-0.015773609738,-0.000003095074,-1.000000000000,0.989603268886,1.002195038052,0.985373668521,1.002273257830,1.003165297203,1.000646609016,0.994371459288,0.985536494740,0.991369472463,0.000000000000,0.000000000000,1.000000000000,0.000000000000,5.000000000000,1.000000000000,6.000000000000,2.000000000000,274.197744416169,0.355721717238,0.489932252049
278,18,13,14.688956181622,271.702608717096,200.000000000000,14,3,7,2927,36.201601809259,14.169122726843,105.562376618785,0.999989881119,-0.010773240115,-0.000010118881,-1.000000000000,0.991841732451,1.002502820879,0.986304624812,1.000911228503,1.004425925115,1.003995893673,0.995209539223,0.986043446273,0.994609542955,1.000000000000,0.000000000000,2.000000000000,0.000000000000,2.000000000000,1.000000000000,6.000000000000,2.000000000000,271.702608717096,0.395942739967,0.489963461925
317,17,15,14.691443116722,269.986782483394,225.000000000000,14,3,7,2931,36.120351850159,14.226443865434,105.517628180815,0.999999886738,-0.012608143119,-0.000000113262,-1.000000000000,0.991667941349,1.002552123426,0.985698043549,1.000914865756,1.004414701387,1.002990078700,0.995198940465,0.986039689197,0.994321125038,0.000000000000,0.000000000000,2.000000000000,0.000000000000,3.000000000000,1.000000000000,6.000000000000,2.000000000000,269.986782483394,0.395153524968,0.490066722931
337,17,16,14.694239926609,269.984607342339,250.000000000000,14,3,7,3411,36.054754496578,14.289688833915,105.431253607571,0.999999057337,-0.014157308085,-0.000000942663,-1.000000000000,0.989810519407,1.002413031069,0.985449486230,1.002533457386,1.003762188074,1.002520026478,0.994415131698,0.985664757943,0.994241683974,0.000000000000,0.000000000000,1.000000000000,0.000000000000,4.000000000000,1.000000000000,6.000000000000,2.000000000000,269.984607342339,0.386374322788,0.490136034722
277,17,13,14.708624210645,269.987522210584,200.000000000000,14,3,7,2448,36.215773681288,14.204260173706,105.623154514362,0.999999765252,-0.010874847193,-0.000000234748,-1.000000000000,0.992259236561,1.003503419086,0.986258737159,1.000939304304,1.004426270584,1.003636047605,0.995289716107,0.986044050353,0.994322015285,1.000000000000,0.000000000000,2.000000000000,0.000000000000,2.000000000000,1.000000000000,6.000000000000,2.000000000000,269.987522210584,0.404311197537,0.489989565176
238,18,11,14.710764539173,271.583905017687,175.000000000000,14,7,7,2838,36.283047934378,14.320136101281,105.130435503353,0.999999222001,-0.012534562069,-0.000000777999,-1.000000000000,0.992015788038,1.008574674433,0.986305227655,1.000911231379,1.006272087691,1.003304294372,0.995210973367,0.986075533636,0.994361230106,1.000000000000,0.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,271.583905017687,0.397199271429,0.489403276859
377,17,18,14.719856637107,269.979242171800,275.000000000000,14,3,7,4243,36.013597982600,14.310244478414,105.696750951980,0.999998403355,-0.015060404508,-0.000001596645,-1.000000000000,0.989597819081,0.999592599037,0.985373665203,1.002319685479,1.003373983518,1.002386707364,0.993390607796,0.985664080849,0.994142820370,0.000000000000,0.000000000000,1.000000000000,0.000000000000,5.000000000000,1.000000000000,6.000000000000,2.000000000000,269.979242171800,0.382933007767,0.490042640910
398,18,19,14.728132578041,274.166858515227,300.000000000000,14,3,7,4005,36.014682201717,14.379434855921,105.539898949388,0.999995256462,-0.016655140703,-0.000004743538,-1.000000000000,0.986991034266,0.999591408354,0.985373629723,1.001144269952,1.003154933001,1.002400353316,0.993387810965,0.985409185086,0.991485049803,0.000000000000,0.000000000000,1.000000000000,0.000000000000,6.000000000000,1.000000000000,6.000000000000,2.000000000000,274.166858515227,0.373800967283,0.462599759638
237,17,11,14.729817588741,269.987127061640,175.000000000000,14,7,7,2505,36.334642227992,14.353705168046,105.132156819846,0.999980003374,-0.012772906803,-0.000019996626,-1.000000000000,0.992994189072,1.007762179869,0.985715476592,1.000890351773,1.006277174736,1.003577734824,0.995172808227,0.986039416341,0.996784351810,1.000000000000,0.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,269.987127061640,0.412081464349,0.478325667143
218,18,10,14.758028450672,271.357319924084,150.000000000000,14,7,7,1421,36.352722461131,14.480848072571,104.954411929727,0.999999363138,-0.010919112109,-0.000000636862,-1.000000000000,0.992059300847,1.008574680262,0.986305068014,1.000905069792,1.006293484163,1.003634490830,0.995097763565,0.986074988420,1.001852579454,1.000000000000,0.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,5.000000000000,2.000000000000,271.357319924084,0.403869855099,0.488761306782
397,17,19,14.762126376664,269.979242171800,300.000000000000,14,3,7,2983,35.927318907122,14.483417816892,105.675791120437,0.999999523965,-0.016861890769,-0.000000476035,-1.000000000000,0.986867909297,0.999591408351,0.985092441988,1.001144304050,1.003151436125,1.002386730050,0.993387809544,0.985529280012,0.994140156998,0.000000000000,0.000000000000,1.000000000000,0.000000000000,6.000000000000,1.000000000000,6.000000000000,2.000000000000,269.979242171800,0.374186533156,0.489674045603
217,17,10,14.794386160974,269.873734207318,150.000000000000,14,7,7,1061,36.361795754655,14.643116054553,104.758048715457,0.999985419308,-0.011937720237,-0.000014580692,-1.000000000000,0.995638946144,1.009060509232,0.986345296369,1.000893807113,1.006272088639,1.003631182865,0.995208798561,0.986075527953,1.003975817404,0.000000000000,0.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,5.000000000000,2.000000000000,269.873734207318,0.407430149831,0.489389613868
178,18,8,14.900722289128,271.695144010392,125.000000000000,14,3,7,309,36.437841853820,14.875010919737,104.942134821012,0.999991935503,-0.008024360081,-0.000008064497,-1.000000000000,0.991444013687,1.008576031343,0.987271764595,1.000905021066,1.006253408326,1.003628293057,0.995095121256,0.986040448510,1.010222276172,1.000000000000,0.000000000000,2.000000000000,0.000000000000,1.000000000000,1.000000000000,4.000000000000,2.000000000000,271.695144010392,0.411467231947,0.487888771751
177,17,8,14.998711400486,269.976677571411,125.000000000000,14,7,7,284,36.498528457685,15.334051825278,104.284135043014,0.999999838474,-0.011353994302,-0.000000161526,-1.000000000000,0.992021507265,1.008884960433,0.986345425833,1.000903554487,1.006276452125,1.003630707735,0.995095265459,0.986040744455,1.016778746874,1.000000000000,0.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,4.000000000000,2.000000000000,269.976677571411,0.413166614488,0.478262959203
