candidate_id,feasible,scalar_fitness,log_loss,brier,pr_auc,roc_auc,ece,recall,precision,predicted_positive_rate,sharpness,error_ratio,false_positives,false_negatives,mean_model_bytes,mean_structural_cost,estimated_structural_cost,recall_violation,structural_violation,model_fits,trees_fitted,elapsed_seconds,failure,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index
191,0,15.800736781417644,0.5555802835792817,0.14467523704797364,0.3188013612770437,0.6654872546318753,0.07935861148550923,0.003693444136657433,0.4,0.0016666666666666668,0.08940013519682614,-2.188325715472693,6,1079,2252945.4,736,374578,0.24630655586334257,-0.812711,5,230,4.088730028,,46,15,1,14,0.8485363427087769,0.6900374589645253,0.5187225306693244,1
192,0,15.582823577354855,0.4514942051132709,0.13856255637674464,0.3242951540096843,0.6737820113045531,0.023491216403508357,0.05817174515235457,0.5575221238938053,0.018833333333333334,0.11668916207339187,-1.301455565988974,50,1020,3268772.6,608,119358,0.19182825484764543,-0.940321,5,190,3.335634395,,38,15,3,8,0.982094974390245,0.4346739551753272,1.8112546296658214,1
193,0,14.97340529480638,0.4484918271576342,0.14135630911188068,0.353003845673015,0.6973211450427982,0.059717645725490626,0.21052631578947367,0.47107438016528924,0.08066666666666666,0.161632779321974,-0.5225406413458586,256,855,4704728.8,1444.8,231115,0.03947368421052633,-0.8844425,5,425,10.021134268,,85,16,3,33,0.8502902576647554,0.8620556682731524,2.073667590719436,1
194,0,15.494180918075077,0.6095381720665497,0.14424745909264117,0.3352358815179517,0.68886282370452,0.08052024882993246,0.08033240997229917,0.5087719298245614,0.0285,0.13796631239854487,-1.069276232597363,84,996,289302,735,4557,0.16966759002770082,-0.9977215,5,735,1.949834524,,147,4,7,4,0.7100738491182469,0.353319946977061,2.4298032281256177,0
195,1,0.6676063652627688,0.6676063652627688,0.16325544532894504,0.3273332744495165,0.6877454761036906,0.13415664024509777,0.3268698060941828,0.36122448979591837,0.16333333333333333,0.2388389549143773,-0.06605531928973948,626,729,29486,102,238,-0.07686980609418281,-0.999881,5,170,0.312522199,,34,2,7,3,0.6102833808500625,0.3280367623998286,3.2358235342991666,0
196,0,15.789656449007671,0.7062092234228591,0.14676958376606458,0.28827142587927357,0.6465138473169855,0.07893160318181879,0.006463527239150508,0.3181818181818182,0.0036666666666666666,0.09845894116161111,-1.8280957206420567,15,1076,601898.2,286,37972,0.2435364727608495,-0.981014,5,110,0.576075829,,22,12,3,26,0.5399404763612415,0.3920869463835358,0.9833296602725695,0
197,0,15.457246476708503,0.7639015128907513,0.14835161809538522,0.3369731184608133,0.6848994321432924,0.1046154640740749,0.08956602031394276,0.5,0.03233333333333333,0.13689425942606873,-1.003091076977142,97,986,999048.6,864,27540,0.16043397968605724,-0.98623,5,540,7.38350923,,108,7,5,47,0.9475027720165379,0.9323360136861636,1.243364166727558,0
198,0,15.4313923677519,1.089648812270927,0.15489053668908315,0.31542394900675497,0.6662213238371932,0.12452401397058856,0.09602954755309326,0.5123152709359606,0.03383333333333333,0.1367592235839529,-0.9912260756924949,99,979,238658.2,408,4284,0.15397045244690674,-0.997858,5,340,2.121570588,,68,5,4,7,0.6462377528001391,0.8035623319002991,1.3549911966095245,0
199,0,15.372297261565382,0.72825153290485,0.148944950666881,0.2612287965965328,0.6247268836274024,0.061749784666667404,0.11080332409972299,0.37267080745341613,0.05366666666666667,0.14888504739343755,-0.6765809959896179,202,963,642604.6,229,25840,0.139196675900277,-0.98708,5,50,0.544849673,,10,24,3,30,0.8080611428560144,0.3757016812348887,1.3017190894169561,0
200,0,15.435085811888559,0.7970131892604274,0.14069716450094388,0.3319887543463254,0.6903666421225774,0.06681336132352858,0.0951061865189289,0.5,0.034333333333333334,0.15413501362750717,-0.9746356680811682,103,980,483540.8,256,4386,0.15489381348107112,-0.997807,5,85,1.825731126,,17,15,30,5,0.8124692156929225,0.8072120018061496,1.2192530332138036,0
201,0,15.808123669690959,1.2901257433311957,0.16357281571353874,0.3142994178490572,0.6696126146478449,0.1536864454965992,0.0018467220683287165,1,0.0003333333333333333,0.05702585547007175,-3.0342272607705505,0,1081,1073366,710.4,9457,0.24815327793167127,-0.9952715,5,245,4.7110668780000005,,49,17,46,9,0.9330761982699567,0.6734472801069341,0.5868693538339447,1
202,1,0.5174578524495671,0.5174578524495671,0.16634246873598463,0.2864033710095535,0.6530031956141383,0.1446159391956494,0.2566943674976916,0.3470661672908864,0.1335,0.1513186943309562,-0.18700375482136397,523,805,1855028.8,414,26887,-0.006694367497691589,-0.9865565,5,115,2.084264056,,23,17,5,3,0.6098762131154434,0.40649227527564885,3.4063653916871894,1
203,1,0.604502387702449,0.604502387702449,0.1520852195936709,0.3388182356470599,0.7013806848345508,0.09704745754761948,0.27516158818097874,0.40821917808219177,0.12166666666666667,0.2315856174444054,-0.25893464968604246,432,785,1070184.6,784,24990,-0.025161588180978745,-0.987505,5,490,8.563380906,,98,7,1,6,0.6873927128987347,0.9838708585976388,2.235046538596404,1
204,0,15.815510557964274,1.2516823978601728,0.1661992234684951,0.32067830539386233,0.6703633971197971,0.15891206924193627,0,0,0,0.048520886801468266,-3.0350292822023683,0,1083,673914.4,868,15748,0.25,-0.992126,5,620,3.784654121,,124,6,24,50,0.44461581527930866,0.7576226539735174,0.6533246200915339,1
205,1,0.5383249848077633,0.5383249848077633,0.16087396186016104,0.32876948660823846,0.6970419020373472,0.12223140981481481,0.3988919667590028,0.34340222575516693,0.20966666666666667,0.216190918630879,0.10325791382062643,826,651,661284.2,198,16830,-0.1488919667590028,-0.991585,5,90,1.713894741,,18,10,7,6,0.6833141564157212,0.7653888631826516,3.3085536084720846,0
206,0,15.782269560734356,2.0191336497871903,0.17246512092477898,0.23043508053947473,0.575269510813953,0.16647950199019615,0.008310249307479225,0.5,0.003,0.05954875429428197,-2.031408464251624,9,1074,34514.8,85,527,0.24168975069252077,-0.9997365,5,85,0.467145993,,17,4,25,14,0.68961953029568,0.6339549578334494,1.1037500635560313,0
207,0,15.712094122137865,0.5794237711760342,0.14222840568849593,0.34682437287415807,0.6948640131632937,0.08326268917948709,0.02585410895660203,0.6086956521739131,0.007666666666666666,0.10475101893166208,-1.7449103172449645,18,1055,1732411.6,676,22672,0.22414589104339797,-0.988664,5,260,6.361959088,,52,12,20,9,0.9112194702388244,0.6623901173863477,0.900336003151442,1
