point_id,feasible,selected,objective_cutoff_error,objective_passband_ripple_db,objective_total_capacitance_nf,constraint_peak_db,cutoff_hz,peak_above_dc_db,r1_ohm,r2_ohm,r3_ohm,r4_ohm,c1_f,c2_f,c3_f,c4_f
100,1,1,0.921323801944532,0.031060449314665818,0.040543722396324304,-3,834302.9936891376,0,7182.365287169914,8353.206547191647,11695.586594807239,4553.192530861772,0.000000000010302501613001546,0.000000000010125984652268642,0.000000000010026584782069124,0.000000000010088651348984997
101,1,0,0.9251612245465762,0.02547207798890542,0.16844941848146675,-3,841707.553472944,0,1032.2136205388845,1520.181822112769,953.2711427317328,10220.825720352235,0.000000000012391081748321715,0.000000000050457504904834454,0.00000000008798033451851178,0.000000000017620497309798787
102,1,0,0.9531322244394947,0.03086492014863809,0.044509801722660114,-3,897702.0654952462,0,5836.591850170928,10864.467485970816,2879.088560402359,756.9599419871179,0.000000000010090297641588806,0.000000000012371924395617836,0.000000000010196114666018432,0.000000000011851465019435047
103,1,0,1.0547883364545787,0.02058070773522958,0.04474130375639178,-3,1134457.7764570587,0,2548.771121354094,346.9676795598336,12369.3549524725,1237.97109725657,0.000000000010534329036424344,0.00000000001022909265781148,0.00000000001296075144516968,0.000000000011017130616986274
104,1,0,1.0647239294889101,0.01832448696352617,0.044741303756391786,-3,1160710.543624672,0,4810.346897321438,346.9676795598336,11001.969291730189,1237.97109725657,0.000000000010534329036424345,0.00000000001022909265781148,0.000000000012960751445169683,0.000000000011017130616986274
105,1,0,1.1067214411072945,0.01658745407172977,0.04637016446660003,-3,1278560.9649966988,0,554.3406739570775,10148.668447439906,845.511237774587,1275.1717958325148,0.000000000013291377380650152,0.000000000012049761060950072,0.000000000010020711516117632,0.000000000011008314508882175
106,1,0,1.1188775579510113,0.013252737812421738,0.08692630001541839,-3,1314854.078864534,0,313.8258916991171,159.09019188852994,9813.579242588858,1032.503924534172,0.00000000001853278346404554,0.000000000011996031536437014,0.00000000004202132171385157,0.000000000014376163301084259
107,1,0,1.1678695620138018,0.012600760017064543,0.08087754153037713,-3,1471870.3677778875,0,1034.9529074616908,344.341024201178,1630.720444296596,741.2282378356892,0.000000000011397916578843261,0.000000000011664661633596704,0.000000000010602336074668158,0.000000000047212627243269
108,1,0,1.209980450036753,0.010368075857808924,0.04641957397672516,-3,1621737.092484377,0,554.3406739570775,8209.9736373385,586.1107993305782,750.1543780451789,0.00000000001333830328250872,0.000000000011843753548153763,0.00000000001019480612933529,0.000000000011042711016727388
109,1,0,1.2699517702108332,0.006487130852988627,0.050567650937251504,-3,1861880.3574215882,0,2539.37574956904,493.0899915219663,1754.1067798231247,6703.3918958385175,0.000000000011113796477970214,0.00000000001184439221865326,0.0000000000162089943547721,0.000000000011400467885855931
110,1,0,1.3118104178103784,0.0038922704293003975,0.6337581634263196,-1.1273797835741541,2050266.98220095,1.8726202164258459,4747.332149215388,282.1640813254901,8078.616513559231,3825.335140807278,0.0000000005985193229779392,0.000000000010367213729741728,0.000000000013018797517079769,0.00000000001185282920155901
111,1,0,1.3201728786068534,0.004756596449545819,0.0506514935824621,-3,2090127.977720517,0,2092.789412644146,4258.111574595245,1122.8263840947625,2896.8094147769566,0.000000000015500569001698625,0.000000000011978273989679628,0.000000000010206474242656652,0.000000000012966176348427196
112,1,0,1.361872340274703,0.0038617803771577378,0.0506514935824621,-3,2300765.414033407,0,2092.789412644146,4258.111574595245,1122.8263840947625,1993.2959934030116,0.000000000015500569001698625,0.00000000001197827398967963,0.000000000010206474242656652,0.000000000012966176348427196
113,1,0,1.4008835196753677,0.0035782441582186604,0.045705956704210814,-3,2517001.7626011185,0,863.8240265021476,3331.8738922030534,1551.120074327742,2797.1868723071443,0.000000000011092870924051185,0.00000000001313291074553583,0.000000000011035098423244419,0.000000000010445076611379385
114,1,0,1.4395320145800459,0.0008074198897695053,0.1332521956407553,-2.9194687664971175,2751262.410386081,0.08053123350288233,1028.9871228559325,1458.605111322603,890.4036519807502,2531.2273928645345,0.000000000011301446963994851,0.000000000021273345532892094,0.00000000008197635668541296,0.000000000018701046458455413
115,1,0,1.4481356861417658,0.00293041317581432,0.050515988344738666,-3,2806310.2733977577,0,1140.1968103370355,4258.111574595245,1122.826384094762,745.4050755428631,0.000000000015500569001698625,0.000000000011842768751956192,0.000000000010206474242656656,0.000000000012966176348427196
116,1,0,1.5587572164100505,0.000012230791844200381,0.19887107022822376,-3,3620405.5035108984,0,808.2903477000256,372.40050226085646,2614.1381349349517,724.4523875908448,0.00000000013134551719152954,0.00000000004382864317183486,0.000000000012787627040229589,0.000000000010909282824629738
117,1,0,1.6333083542655922,0.00133674316383346,0.04491671615635986,-3,4298415.110484672,0,1034.9529074616908,294.41269375594214,2800.4511182195165,721.2471157531736,0.000000000012205306970115479,0.000000000011011616675732058,0.000000000010482900785578342,0.000000000011216891724933975
118,1,0,1.6667871443281916,0.0011269218780792498,0.044560604901185984,-3,4642876.635700636,0,1034.9529074616908,294.41269375594214,2632.298924820934,721.2471157531736,0.00000000001220530697011548,0.000000000011011616675732058,0.000000000010482900785578342,0.000000000010860780469760102
119,1,0,1.7125200589460794,0.0008596862791841246,0.05413084585918157,-3,5158459.9012276735,0,1372.274010218448,194.72554765501354,1215.9622924787254,261.8557626832357,0.000000000014578613026085215,0.00000000001375282531565714,0.000000000010259335397912882,0.000000000015540072119526337
120,1,0,1.7401251357517322,0.0007512808584721865,0.05348888306093832,-3,5496992.39025316,0,962.4535399557997,199.60614068237018,831.476911272823,1034.650762486955,0.000000000011977085732144807,0.000000000019540950046441022,0.00000000001040615175072088,0.000000000011564695531631614
121,1,0,1.773587560034787,0.00069746572483231,0.09463121189570703,-3,5937280.4026605375,0,232.70689960548657,332.1034051303702,946.2155869579757,272.1747845260401,0.000000000021652098478645535,0.000000000046909770414231345,0.000000000015196374920318736,0.000000000010872968082511401
122,1,0,1.8050993058775164,0.0005348682722195892,0.044560604901185984,-3,6384094.483553898,0,1034.9529074616908,302.18240641677744,1199.8074801643663,1210.3123194128486,0.000000000012205306970115482,0.000000000011011616675732058,0.000000000010482900785578342,0.000000000010860780469760102
123,1,0,1.8533231864371769,0.00046324696037623,0.04560623949389047,-3,7133837.073140956,0,1360.4934855445367,293.4178735935783,916.051079410191,388.5716064277014,0.000000000011397916578843261,0.000000000012748232970544233,0.000000000011315049046802885,0.000000000010145040897700088
124,1,1,1.8675191513000333,0.000004527930886416716,0.07086402531792878,-3,7370876.783436765,0,1028.9871228559325,316.6070938072935,896.1178253706425,997.1493629729193,0.000000000012247238400539574,0.000000000011049808444050847,0.000000000033439106132205153,0.000000000014127872341133204
125,1,0,1.9039114625683515,0.00034282447479212937,0.04377621351045611,-3,8015146.459712173,0,685.1603770095851,648.8292862748181,1219.6638630760617,479.32947598070007,0.000000000011397916578843261,0.000000000011036299183981734,0.000000000010481217277871011,0.000000000010860780469760102
126,1,0,1.9232195657181597,0.00018838544939777323,0.06682806398174428,-2.76871765170913,8379528.178129555,0.23128234829087,1028.9871228559325,316.5085005703237,1202.4180868504252,993.5043455912057,0.000000000012247238400539574,0.00000000001105862282321637,0.000000000033196470810304425,0.0000000000103257319476839
127,1,0,1.9988941443034618,0.00022594055305611446,0.045463326713398027,-3,9974569.122984549,0,544.4719143172618,199.60614068237015,831.476911272823,601.0644244483383,0.000000000011573601492447395,0.000000000012052381386047384,0.000000000010272648303271634,0.000000000011564695531631614
