point_id,feasible,selected,objective_cutoff_error,objective_passband_ripple_db,objective_total_capacitance_nf,constraint_peak_db,cutoff_hz,peak_above_dc_db,r1_ohm,r2_ohm,r3_ohm,r4_ohm,c1_f,c2_f,c3_f,c4_f
10,1,0,0.004061833588094313,0.5476789309570065,2.6040738454512558,-2.4523210690429935,100939.65908038346,0.5476789309570065,1265.7455220201177,27346.8478073425,54279.340562937636,405.2627611334099,0.0000000018883070971970373,0.000000000046909770414231345,0.0000000006284933711263022,0.0000000000403636067136853
11,1,0,0.004649201282859535,0.5330540970977153,2.4152153538119268,-2.5578214563232806,101076.26870434391,0.4421785436767192,1360.345590067503,27346.8478073425,54279.340562937636,412.00336994347896,0.0000000017197735011111782,0.000000000046909770414231345,0.0000000006081684755728319,0.0000000000403636067136853
12,1,0,0.004686058913562745,1.3592472603250099,0.41559200060275137,-2.542827865875887,98926.79543751098,0.45717213412411317,5192.871519368439,980.6675289314388,58957.47263391717,28281.688381646505,0.0000000002353239000531513,0.00000000007110580141731152,0.00000000008407931830032558,0.00000000002508298083196299
13,1,0,0.005389417097693381,2.0880901788582773,0.04738819621534977,-3,98766.70899882024,0,100000,11212.561512889519,89757.27441580861,102.62726549154021,0.00000000001495469763980385,0.000000000011854815770205803,0.000000000010524813943017059,0.000000000010053868862323065
14,1,0,0.0058604655736560225,1.0434831266561218,0.8062758413011069,-2.917670386238296,101358.56785850356,0.08232961376170367,9031.825615474228,3093.8132136944537,47967.34424090824,3833.6460432570943,0.0000000006196473706251909,0.0000000001474611724486309,0.000000000015832497848240216,0.000000000023334800379044937
15,1,0,0.007880532592348014,0.4350491118079593,2.3408285334335415,-2.5940745637765223,101831.12285265983,0.40592543622347765,1265.7455220201177,26383.276683760785,54206.59714944686,436.1966871445298,0.0000000018883070971970373,0.000000000046909770414231345,0.00000000036533079458586887,0.00000000004028087123640428
16,1,0,0.007899572901661083,1.9763412202936756,0.06523478975228322,-3,101835.58742373016,0,88489.61823411589,2981.4879510743413,51842.68919608908,247.0133246727369,0.000000000023324773844281437,0.000000000011347348623728425,0.000000000010524813943017059,0.000000000020037853341256287
17,1,0,0.00840624060520757,0.5036176958051893,2.3007405921139306,-2.806899299686859,101954.46278288747,0.19310070031314094,1360.345590067502,27346.8478073425,54279.340562937636,412.003369943479,0.0000000016052987394131822,0.000000000046909770414231345,0.0000000006081684755728319,0.0000000000403636067136853
18,1,0,0.010392560954010975,1.9250887503550231,0.07466008473716793,-3,102421.83700975693,0,35543.20743410521,11800.928188844431,100000,27179.995568711052,0.00000000002543891708337782,0.000000000024513242764658888,0.00000000001386556939121495,0.000000000010842355497916272
19,1,0,0.011511817718541007,0.5159675242117214,2.194831159272624,-2.5083909438561514,102686.13735234251,0.4916090561438486,1277.485952604515,23791.523624865884,52724.393845098326,7428.137285903412,0.0000000020866773971647657,0.000000000046909770414231345,0.00000000002125959538984302,0.000000000039984396303784095
