seed,evaluations,elapsed_seconds,validation_elapsed_seconds,occupied,coverage,qd_score,best_quality,invalid_evaluations,clipped_descriptors,validation_same_niche_fraction
42,100096,9.978202466,0.026622652,132,0.33,5.082907025304464,18.886870447893592,0,0,0.2878787878787879
43,100096,9.648362346,0.023832213,115,0.2875,5.09178165257545,16.824223703871883,0,0,0.30434782608695654
44,100096,10.094098988,0.024820654,120,0.3,4.854387276527202,18.551502647305966,0,0,0.575
