point_id,feasible,selected,objective_rise_time_ns,objective_overshoot_percent,constraint_peak_current_a,constraint_settling_time_ns,u_resistance,u_snubber,resistance_ohm,snubber_resistance_ohm,peak_driver_current_a,settling_time_ns,final_gate_voltage_v
10,1,0,7.880760197280534,28.660191575278112,-0.12107285162408132,-14.875000000001108,0.4114478440598068,0.8371178611045909,0.8105659411359712,13.264010469836297,4.878927148375919,60.12499999999889,9.983133415457553
11,1,0,7.885039188289775,28.587004064489197,-0.13398889213880505,-14.975000000001117,0.41347722009133325,0.8427222380936246,0.8161800702128934,13.64176273555742,4.866011107861195,60.02499999999888,9.98235258745791
12,1,0,7.929406630300112,27.999853442538928,-0.09099061998261604,-14.875000000001108,0.4078927129701668,0.8053232762799118,0.800823836887666,11.310633702612305,4.909009380017384,60.12499999999889,9.987765834602659
13,1,0,7.948585443430346,27.664370442477946,-0.12576698597103064,-15.32500000000114,0.4134772200913333,0.8164524643766204,0.8161800702128936,11.959280902708059,4.874233014028969,59.67499999999886,9.986848802786122
14,1,0,7.968931087459162,27.312936743972234,-0.20972482968811335,-16.475000000001224,0.426385695668787,0.8556746102463348,0.8528121310156177,14.556468858906735,4.790275170311887,58.524999999998776,9.981193875414304
15,1,0,7.985517394048817,27.06814545615863,-0.19532844459555765,-16.42500000000122,0.4245316380581602,0.8412466230339009,0.8474512049731759,13.541270659917288,4.804671555404442,58.57499999999878,9.983853190931363
16,1,0,8.003029958616022,26.811767080473224,-0.207649515570977,-16.87500000000125,0.426679417688122,0.8421214888282078,0.8536645216326115,13.600760923108318,4.792350484429023,58.12499999999875,9.983888713533485
17,1,0,8.045813663670687,26.259873533354625,-0.30646369081292857,-26.825000000001147,0.44205464769427216,0.8880657535643587,0.8994940844098432,17.1215121931793,4.693536309187071,48.17499999999885,9.974902368058059
18,1,0,8.06052618344345,26.037876618137403,-0.3063311504335333,-26.825000000001147,0.442268347818485,0.8819911097964278,0.9001481070195614,16.608221957563398,4.693668849566467,48.17499999999885,9.97638577533659
19,1,0,8.083502611629031,25.692203507922322,-0.30192780333702807,-26.875000000001144,0.44198460492937475,0.8700962767847562,0.8992798241145782,15.647281585404674,4.698072196662972,48.124999999998856,9.97914702884647
20,1,0,8.096277305647323,25.49164506010788,-0.27966988757596134,-27.025000000001135,0.43891239022005657,0.8515538828355969,0.8899319854324719,14.25899631300332,4.720330112424039,47.974999999998865,9.982958703982508
21,1,0,8.137949063679134,24.979828474574823,-0.2183431928191224,-27.32500000000112,0.43060095599155124,0.8046942310649718,0.8651269079883103,11.27503965770564,4.781656807180878,47.67499999999888,9.990210728656791
22,1,0,8.147403259990625,24.807283595738028,-0.2558083844112451,-27.175000000001127,0.4362443661511157,0.8212126040776154,0.8818928492062874,12.247954525201871,4.744191615588755,47.82499999999887,9.98823324134524
23,1,0,8.173864218613257,24.468126062923314,-0.25574157418627497,-27.225000000001124,0.43666890991009605,0.8131503248226416,0.8831671844875854,11.76303284880867,4.744258425813725,47.774999999998876,9.989476212101273
24,1,0,8.176425065649626,24.407798245061407,-0.2860477041701772,-27.075000000001133,0.44113159912969435,0.8285897925085717,0.8966745775868242,12.709164485229268,4.713952295829823,47.92499999999887,9.987334127668047
25,1,0,8.205081225469938,24.034521168077827,-0.34289162197677214,-26.825000000001147,0.44987293181757426,0.852307496776143,0.9237338641352686,14.312941275787862,4.657108378023228,48.17499999999885,9.983290244701383
26,1,0,8.23411770987611,23.74426537320076,-0.24926237557155684,-27.375000000001116,0.43670540777953026,0.7927519526181543,0.8832768245386735,10.620148521784772,4.750737624428443,47.624999999998884,9.992125846537874
27,1,0,8.261246523196057,23.30887368074686,-0.3249869698587027,-27.025000000001135,0.4481120480917651,0.8240079837615275,0.9182180514329114,12.420714134675729,4.675013030141297,47.974999999998865,9.988427250429261
28,1,0,8.293079294371575,22.969923060708837,-0.42800702012701564,-26.42500000000117,0.46351284886731386,0.8766045389033544,0.9675973640158446,16.165958903628972,4.571992979872984,48.57499999999883,9.97800095330974
29,1,0,8.320791691223503,22.58859706813471,-0.3269587213157976,-27.12500000000113,0.4492888370489163,0.8078460566051493,0.9219005761178893,11.454515865603163,4.673041278684202,47.87499999999887,9.9908951478897
30,1,0,8.344164337565056,22.273740296997904,-0.37762511682066346,-26.875000000001144,0.45693041267551404,0.8285897925085717,0.9461753296182702,12.709164485229268,4.6223748831793365,48.124999999998856,9.987946106340084
31,1,0,8.360190559357294,22.07957118407096,-0.38601339337241924,-26.825000000001147,0.4583635546664393,0.8285897925085717,0.9507986242341366,12.709164485229268,4.613986606627581,48.17499999999885,9.987976645625096
32,1,0,8.388008411716124,21.78511239529051,-0.3508920904893911,-27.12500000000113,0.4537101274651234,0.8018795013262924,0.9358685832560495,11.117137298824415,4.649107909510609,47.87499999999887,9.991855801718756
33,1,0,8.420353089896459,21.364716890994266,-0.4123162183600284,-26.77500000000115,0.46296234374347534,0.8259423033262957,0.9657873524074599,12.541683084958976,4.587683781639972,48.22499999999885,9.988500902075694
34,1,0,8.447924124173257,21.048270631825687,-0.41357339246364333,-26.825000000001147,0.4635128488673138,0.8188835572015221,0.9675973640158445,12.105851624512503,4.586426607536357,48.17499999999885,9.989660688954471
35,1,0,8.483365826111623,20.729019796500125,-0.3656480365157311,-27.225000000001124,0.4571657442645346,0.7848966214990969,0.9469329602089417,10.210256981680931,4.634351963484269,47.774999999998876,9.993945636318399
36,1,0,8.506884192610666,20.47291343012848,-0.3717881303163093,-27.27500000000112,0.4583635546664393,0.78216168163938,0.9507986242341366,10.071292149967345,4.628211869683691,47.72499999999888,9.99426172740968
37,1,0,8.53050135835965,20.123736291947854,-0.4946600349106127,-26.375000000001172,0.47615456781849474,0.8424495590068367,1.0101085061319937,13.623136784290791,4.505339965089387,48.62499999999883,9.985407536609976
38,1,0,8.552370058916692,19.94981132910171,-0.3999109134573322,-27.175000000001127,0.46296234374347534,0.7849268699978524,0.9657873524074599,10.211804608345211,4.600089086542668,47.82499999999887,9.994095804266143
39,1,0,8.576014683825047,19.6848721809965,-0.553365277324283,-25.975000000001195,0.4850715737177063,0.8664272400512816,1.0412128691814122,15.362246850224782,4.446634722675717,49.024999999998805,9.979775639703826
40,1,0,8.597525048494058,19.39265668753677,-0.4644169496313886,-26.825000000001147,0.47267566845834585,0.806889213026689,0.9982269072913029,11.39972983896208,4.535583050368611,48.17499999999885,9.991526755668888
41,1,0,8.654720989413219,18.80032371585198,-0.5563890487167882,-26.125000000001187,0.48638749210890236,0.8447932166158661,1.0458834680305547,13.784059212453423,4.443610951283212,48.87499999999881,9.984628430088788
42,1,0,8.710794135606614,18.250674585437316,-0.5963514243130064,-25.8750000000012,0.49266389429271507,0.854314488676023,1.0684502508330136,14.457602731507649,4.403648575686994,49.1249999999988,9.982230369060945
43,1,0,8.761145055847537,17.75015681479804,-0.49714789935283754,-27.025000000001135,0.47924993025431517,0.7849268699978524,1.0207990423882332,10.211804608345211,4.5028521006471625,47.974999999998865,9.994284296448905
44,1,0,8.788661290620709,17.44673785120316,-0.6069482518567471,-25.975000000001195,0.49497808585249137,0.8394510483732616,1.0768932304069414,13.419986669484894,4.393051748143253,49.024999999998805,9.985371114379385
45,1,0,8.847784390946792,16.875007583911295,-0.6276651585563826,-25.925000000001198,0.4985037778117249,0.8367578961634459,1.0898846134395863,13.240108359083656,4.372334841443617,49.0749999999988,9.985750813766028
46,1,0,8.86686962759928,16.67469098670507,-0.6057759768760986,-26.275000000001178,0.4956204259924678,0.8188835572015221,1.079248518510563,12.105851624512503,4.394224023123901,48.72499999999882,9.989270535294919
47,1,0,8.883913121902138,16.5735248760806,-0.5415431496758787,-27.025000000001135,0.48682982749582215,0.7804650514322201,1.0474581525254103,9.986037028180753,4.458456850324121,47.974999999998865,9.994743063171715
48,1,0,8.90590309853753,16.35058001041349,-0.5603325513177344,-26.92500000000114,0.4896828679481514,0.7853068742050718,1.0576719041847003,10.231267045449947,4.439667448682266,48.07499999999886,9.994192473895357
49,1,0,8.922915725488146,16.187358987413347,-0.6653779850324506,-25.72500000000121,0.5045354853551265,0.8409821051351398,1.1124745510227043,13.523334911630208,4.334622014967549,49.27499999999879,9.984501542776702
50,1,0,8.951095921151143,15.913603164503929,-0.5950061462466429,-26.675000000001155,0.49497808585249137,0.793639347940815,1.0768932304069414,10.667475241419076,4.404993853753357,48.324999999998845,9.993101498959092
51,1,0,8.97259288281887,15.702732775965307,-0.6359125081526305,-26.275000000001178,0.5008906584242402,0.8113088294896282,1.0987685838435375,11.654993829038476,4.3640874918473695,48.72499999999882,9.990351658192271
52,1,0,9.015757248318993,15.524870452907908,-0.7640638156111832,-24.625000000001272,0.5192591591559159,0.8839996393975984,1.1696037077287738,16.77621116252276,4.235936184388817,50.37499999999873,9.97199636393263
53,1,0,9.036521097806025,15.139771514058769,-0.6477255762145404,-26.375000000001172,0.5031537507682633,0.8036824402502335,1.1072586846732981,11.218023073688276,4.35227442378546,48.62499999999883,9.99146829143001
54,1,0,9.06135965858796,14.923455457223458,-0.6723736626839107,-26.125000000001187,0.5068164996712832,0.8121418408531487,1.1211388950571213,11.703742461453539,4.327626337316089,48.87499999999881,9.989967394248804
55,1,0,9.096402956314492,14.643591625113093,-0.6436318487801191,-26.675000000001155,0.5031537507682633,0.7888230328745114,1.1072586846732981,10.413120701273174,4.356368151219881,48.324999999998845,9.993522183788288
56,1,0,9.101031684828886,14.63139267999269,-0.7349964942892413,-25.37500000000123,0.5159035440745657,0.8409821051351398,1.1563307796237505,13.523334911630208,4.265003505710759,49.62499999999877,9.983673080080356
57,1,0,9.138414746099087,14.334162945106248,-0.7560019782326952,-25.17500000000124,0.5191609813000246,0.845569074288863,1.1692132162084408,13.83774958590656,4.243998021767305,49.82499999999876,9.982322906357023
58,1,0,9.18289274499026,13.905343972325479,-0.7091984194625338,-26.07500000000119,0.5130224890531736,0.8068892130266889,1.1450551869649337,11.399729838962074,4.290801580537466,48.92499999999881,9.990548765491905
59,1,0,9.21734883877856,13.720148474611005,-0.7950733191807888,-24.82500000000126,0.5252603542129924,0.852447035340247,1.1937220859070778,14.322952052287025,4.204926680819211,50.17499999999874,9.980021595367447
60,1,0,9.228637338394604,13.548319719886432,-0.7503574958262265,-25.625000000001215,0.5191194882290087,0.8212126040776154,1.1690482213213451,12.247954525201871,4.2496425041737735,49.374999999998785,9.987626029317433
61,1,0,9.26292786170961,13.283050825299904,-0.7674213163445289,-25.475000000001224,0.5217733383345075,0.8241346620695269,1.1796481307514044,12.428600546514875,4.232578683655471,49.524999999998776,9.986857666256022
62,1,0,9.285509848852529,13.140374648185826,-0.6842308706025042,-26.92500000000114,0.5104834669693306,0.773278257755623,1.1352093903452514,9.632833487886455,4.315769129397496,48.07499999999886,9.99511397670573
63,1,0,9.302315949785536,12.958359870269547,-0.7469620631509093,-26.025000000001192,0.5192591591559159,0.803823694483432,1.1696037077287738,11.225965702999364,4.253037936849091,48.97499999999881,9.990731846239242
64,1,0,9.399095092190509,12.231780667502843,-0.7946728957429547,-25.625000000001215,0.5266208488464594,0.8120742782952478,1.1992586087164765,11.699781048437139,4.205327104257045,49.374999999998785,9.988854950349236
65,1,1,9.455854076661774,11.812149511985712,-0.7996137615908223,-25.775000000001207,0.5277357284351033,0.803823694483432,1.2038147408588944,11.225965702999364,4.200386238409178,49.22499999999879,9.990244734404452
66,1,0,9.504900220396513,11.533869884216568,-0.8743930695967386,-24.47500000000128,0.5384321201039328,0.8400261533185909,1.2484165704374086,13.458714027503147,4.125606930403261,50.52499999999872,9.981746386302087
67,1,0,9.537146789567506,11.236871948050933,-0.8068075327429289,-26.025000000001192,0.5293351870611982,0.7927519526181543,1.2103814281619947,10.620148521784772,4.193192467257071,48.97499999999881,9.99192266626259
68,1,0,9.572192488138334,11.012100244855905,-0.79322393156529,-26.475000000001167,0.5277357284351032,0.7791458963144665,1.2038147408588937,9.920248931562329,4.20677606843471,48.52499999999883,9.993864295185668
69,1,0,9.596388441098362,10.82844937004042,-0.8258348953964845,-25.975000000001195,0.5323757053314458,0.7927519526181543,1.2229634155964417,10.620148521784772,4.1741651046035155,49.024999999998805,9.991753534884623
70,1,0,9.6126926712997,10.719718150103077,-0.8256775968420733,-26.07500000000119,0.532472482325263,0.7897839705802351,1.2233660296282205,10.463379822873641,4.174322403157927,48.92499999999881,9.992192821923382
71,1,0,9.682775326156383,10.283378734830428,-0.814788043408651,-26.675000000001155,0.5314938559011554,0.7720602829507717,1.2193008230794156,9.57422498703519,4.185211956591349,48.324999999998845,9.994553105917811
72,1,0,9.708046400314425,10.105350554649135,-0.8319828747779514,-26.42500000000117,0.5340150363771757,0.7770439231494997,1.2298013239086218,9.816314966659192,4.168017125222049,48.57499999999883,9.993846950954467
73,1,0,9.757223983206012,9.801344982370175,-0.9228401008814577,-24.625000000001272,0.5467960612388395,0.8209979703686217,1.284440762521143,12.234789527775103,4.077159899118542,50.37499999999873,9.985366637893302
74,1,0,9.820325326950616,9.51169551084238,-0.8058751585086243,-27.6250000000011,0.5312813741953206,0.7462720062386453,1.2184199621928569,8.413679902635657,4.194124841491376,47.3749999999989,9.996979097131
75,1,0,9.839071006335375,9.2712176135643,-0.8747925705136366,-26.22500000000118,0.5407409359067822,0.7789836526615144,1.2582586520779255,9.912187604106556,4.125207429486363,48.77499999999882,9.993262705484899
76,1,0,9.881428703214171,9.005440768327766,-0.9285464769695206,-25.125000000001243,0.5483533786689242,0.8025265608153438,1.2912621660450525,11.15323954251896,4.071453523030479,49.87499999999876,9.989001478134773
77,1,0,9.895894496223136,8.94884399362649,-0.8713454515418375,-26.625000000001158,0.5406461811491452,0.7682957797622079,1.257853206277563,9.395323241307748,4.1286545484581625,48.37499999999884,9.994592084917148
78,1,0,9.943538626115922,8.661635840719821,-0.8865644616193356,-26.525000000001164,0.5430208988626966,0.7691620168012474,1.268053879669924,9.436191310074271,4.1134355383806644,48.474999999998836,9.994382319857124
79,1,0,9.981332098853091,8.427965259499732,-0.9699211143013038,-24.575000000001275,0.5546245853421942,0.8106052439298322,1.3191001176168866,11.613977531929976,4.030078885698696,50.424999999998725,9.986848421604941
80,1,0,10.022799197140587,8.1795725686578,-0.96878395780241,-24.875000000001258,0.5547063692360501,0.8030735655597601,1.3194670937186563,11.183850732889027,4.03121604219759,50.12499999999874,9.988361167576485
81,1,0,10.051977920632481,8.041054851775211,-0.911835999457308,-26.57500000000116,0.5471234245473036,0.7665756379614879,1.2858716903075234,9.314692895814437,4.088164000542692,48.42499999999884,9.994489388573445
82,1,0,10.071950789486094,7.901907406269686,-0.9419968199867457,-25.8750000000012,0.5513368593066986,0.7800212236938311,1.3044318341669523,9.963854165476485,4.058003180013254,49.1249999999988,9.992507521094177
83,1,0,10.10482403380903,7.7135147103335555,-0.9653718908433762,-25.425000000001226,0.55470636923605,0.788214158184038,1.3194670937186561,10.381400254002726,4.034628109156624,49.574999999998774,9.991018307165898
84,1,0,10.198945748408418,7.262697891270503,-1.048652422334361,-23.42500000000134,0.5666256001701466,0.8240079837615273,1.374056886766031,12.420714134675716,3.951347577665639,51.57499999999866,9.982436620518646
85,1,0,10.243294995050507,7.034016939014727,-1.0610203246909502,-23.22500000000135,0.568552754982516,0.824796051102382,1.3830929081739178,12.469856994345845,3.93897967530905,51.77499999999865,9.981992373738066
86,1,0,10.264602126737152,6.903982004618037,-1.0557744238824718,-23.57500000000133,0.56793449684753,0.8179874739312447,1.3801875713480145,12.051618841115928,3.944225576117528,51.42499999999867,9.983759449017866
87,1,0,10.315913894067474,6.599166118996874,-1.0160986048706548,-25.17500000000124,0.5627674271705623,0.7863320103411602,1.3561437406686103,10.283956005711175,3.983901395129345,49.82499999999876,9.990722412235025
88,1,0,10.354343796190745,6.434333648032933,-1.0671925490847554,-23.725000000001323,0.5699444065751966,0.8113083288760748,1.389654994449402,11.65496459378257,3.9328074509152446,51.27499999999868,9.985094601435929
89,1,0,10.358993337410274,6.386680680821151,-1.013746949261527,-25.52500000000122,0.5626736774204149,0.778985892420019,1.3557113877044409,9.912298845376363,3.986253050738473,49.47499999999878,9.991907233987288
90,1,0,10.45396260332966,5.952874050633383,-1.0927244202142266,-23.375000000001343,0.5739245982399653,0.8124821387190304,1.4085952460421853,11.723715635549965,3.9072755797857734,51.62499999999866,9.984359660698708
91,1,0,10.491867910653204,5.742818148105382,-1.0422182654577132,-25.425000000001226,0.5672097313142543,0.7771271969696094,1.3767895014582077,9.820411725265679,3.9577817345422868,49.574999999998774,9.991866805520699
92,1,0,10.535901261199061,5.569003011712503,-1.1119585190760484,-23.175000000001354,0.5769361242652398,0.8126713900532204,1.4230973417878277,11.734838149248324,3.8880414809239516,51.824999999998646,9.98395062603931
93,1,0,10.541812667071538,5.508814754782243,-1.0536060802731693,-25.37500000000123,0.568999857994603,0.7770194913202051,1.3851977576361094,9.815113336885771,3.9463939197268307,49.62499999999877,9.991752051025726
94,1,0,10.593451912782294,5.275789449112587,-1.0587453073390813,-25.52500000000122,0.5699444065751966,0.773278257755623,1.389654994449402,9.632833487886455,3.9412546926609187,49.47499999999878,9.99225146277399
95,1,0,10.60180458668557,5.239690922923614,-1.058452732839648,-25.575000000001218,0.5699444065751966,0.7720602829507717,1.389654994449402,9.57422498703519,3.941547267160352,49.42499999999878,9.99243091608796
96,1,0,10.659797797938118,4.987550246141019,-1.1234231221905908,-23.525000000001334,0.5790515134062512,0.8025265608153438,1.4333732447393839,11.15323954251896,3.876576877809409,51.474999999998666,9.986043265731894
97,1,0,10.702257617493618,4.80655464394685,-1.136599558361584,-23.22500000000135,0.5810390715906455,0.8049516367465106,1.4430957847738568,11.28959120245041,3.863400441638416,51.77499999999865,9.985269759569578
98,1,0,10.735634039301232,4.6524018752336005,-1.1348873495377347,-23.525000000001334,0.5809442172907973,0.7994469117247962,1.4426302909071425,10.982454997570024,3.8651126504622653,51.474999999998666,9.986505709765906
99,1,0,10.844687645714172,4.212964660181928,-1.1720915046361169,-22.625000000001386,0.5864905050958942,0.8082978031593168,1.4701023994697562,11.480472955033402,3.827908495363883,52.374999999998614,9.983810850501941
100,1,0,10.879218621376083,4.116478541686757,-1.0720211407873004,-26.92500000000114,0.5730643098903316,0.7466699180496007,1.404479705580565,8.430471755758699,3.9279788592126996,48.07499999999886,9.995382377172742
101,1,0,10.890759422666596,3.999225979254195,-1.1590469308879454,-23.525000000001334,0.5848886374264444,0.7943722191786321,1.4621146668422833,10.70671982776984,3.8409530691120546,51.474999999998666,9.987155320831382
102,1,0,10.933861113646538,3.829591950022273,-1.1230179941612972,-25.325000000001232,0.5801677012566708,0.768258918141528,1.438825209674072,9.393588084059331,3.876982005838703,49.67499999999877,9.992251135587779
103,1,0,10.963237296746014,3.710778845747047,-1.1748853081021409,-23.27500000000135,0.5873388285691319,0.7950727095012954,1.4743502340459123,10.74436538757294,3.825114691897859,51.72499999999865,9.986736486482235
104,1,0,11.0032759055908,3.5902139619516937,-1.2095917299242127,-21.925000000001425,0.5922505211976529,0.8117966151476587,1.499187072528171,11.68351482644869,3.7904082700757873,53.074999999998575,9.982160705776876
105,1,0,11.032573332855403,3.4319942066567144,-1.1624736040926642,-24.32500000000129,0.5859171748092674,0.7794858298451871,1.4672384791127797,9.937160320746061,3.837526395907336,50.67499999999871,9.989940192062003
106,1,0,11.068556679725408,3.3219986550317593,-1.2111741907265268,-22.275000000001405,0.5927068241152124,0.8046942310649718,1.5015155817448522,11.27503965770564,3.7888258092734732,52.724999999998595,9.983883376319882
107,1,0,11.117405491466053,3.1115088559311133,-1.174781026769519,-24.32500000000129,0.5879191612685927,0.7770439231494997,1.4772632188732742,9.816314966659192,3.825218973230481,50.67499999999871,9.990188499894465
108,1,0,11.17282524997993,3.0153959107374284,-1.1155740392739055,-27.225000000001124,0.5801677012566708,0.7385642864309838,1.438825209674072,8.094933467358365,3.8844259607260945,47.774999999998876,9.99583040134018
109,1,0,11.180637831180285,2.905131073354301,-1.1550399895790169,-25.625000000001215,0.5854911781782123,0.75901664791228,1.4651141386448006,8.968493313042876,3.844960010420983,49.374999999998785,9.993178909487053
110,1,0,11.247296765824057,2.6554303617155384,-1.2354088751583938,-22.275000000001405,0.5966630556086203,0.7987646499153473,1.521856406982677,10.944974860823415,3.764591124841606,52.724999999998595,9.98479114981737
111,1,0,11.271979693916524,2.5547114451557817,-1.224510774682043,-23.025000000001363,0.595258441245569,0.7893126571236123,1.514603274031116,10.438698870512518,3.775489225317957,51.97499999999864,9.987069920617374
112,1,0,11.349844414648356,2.2801796868842494,-1.222142474259401,-23.62500000000133,0.595205564809749,0.7794858298451871,1.5143309074314353,9.937160320746061,3.777857525740599,51.37499999999867,9.989042975861263
113,1,0,11.398814395902116,2.1154755200976183,-1.240014383543501,-23.07500000000136,0.5978094006399082,0.7849268699978524,1.5278016250151687,10.211804608345211,3.759985616456499,51.92499999999864,9.987695962226937
114,1,0,11.490470824591801,1.8631723080831541,-1.2984699780006954,-20.475000000001508,0.6061214367339124,0.8114446099635348,1.571610250719651,11.66292596053047,3.7015300219993046,54.52499999999849,9.980193598002954
115,1,0,11.514111071734817,1.7360138660612279,-1.2403539788644338,-23.825000000001317,0.598241836900399,0.773278257755623,1.5300503706138966,9.632833487886455,3.7596460211355662,51.17499999999868,9.98988408297782
116,1,0,11.583910852690414,1.511852593219345,-1.2619262183289282,-23.175000000001354,0.6014008249683016,0.778985892420019,1.5465783873203858,9.912298845376363,3.738073781671072,51.824999999998646,9.9884927244711
117,1,0,11.593206142236227,1.492999847646228,-1.2402604126637442,-24.32500000000129,0.5984908784655001,0.7654807736949693,1.5313469327862703,9.263732722294089,3.759739587336256,50.67499999999871,9.99119137255287
118,1,0,11.660533671680968,1.2985664228324012,-1.2386233322447016,-24.875000000001258,0.5984908784655001,0.7581757171576637,1.5313469327862703,8.930783197078956,3.7613766677552984,50.12499999999874,9.992321563666467
119,1,0,11.70315354577032,1.181219594553884,-1.237590161104103,-25.17500000000124,0.5984908784655001,0.7536674903973838,1.5313469327862703,8.731306499585072,3.762409838895897,49.82499999999876,9.992964500997493
120,1,0,11.738353738872588,1.0391283569251186,-1.2872510012750973,-22.825000000001374,0.6053368053766877,0.778985892420019,1.5674217077001866,9.912298845376363,3.7127489987249027,52.174999999998626,9.988061333498061
121,1,0,11.802533168826658,0.9316749049814099,-1.360407098542678,-18.77500000000139,0.6155822848815627,0.8186603726331569,1.6230043083731915,12.092321260199164,3.639592901457322,56.22499999999861,9.976465629469994
122,1,0,11.889044769547299,0.6038138024222839,-1.3002611186956576,-23.07500000000136,0.6075568987218143,0.7726435642380678,1.579302068592882,9.602247640547219,3.6997388813043424,51.92499999999864,9.989053688178934
123,1,0,11.90671728875624,0.5522772960176603,-1.3132159261608298,-22.425000000001397,0.609372328549073,0.7786981592140494,1.5890838510883711,9.898018321629749,3.68678407383917,52.5749999999986,9.987659619590119
124,1,0,11.957301169123209,0.413179277638136,-1.310713698791603,-22.92500000000137,0.6091762414785978,0.7726435642380678,1.5880243954066473,9.602247640547219,3.689286301208397,52.07499999999863,9.988879932556673
125,1,0,12.035397775727857,0.19946343748650008,-1.3327818696590357,-22.125000000001414,0.61240421084561,0.7788123130039863,1.6055553127805542,9.90368143937981,3.6672181303409643,52.874999999998586,9.987277900770888
126,1,0,12.066249461975634,0.12300216303080092,-1.352719885973095,-21.075000000001474,0.6152193679530459,0.7881695858489148,1.6210021855019279,10.379081975435858,3.647280114026905,53.924999999998526,9.984836978707516
127,1,1,12.11278268417661,0,-1.3499157992277397,-21.575000000001445,0.6149573290050592,0.7823164399778325,1.6195581170960063,10.079104837241774,3.6500842007722603,53.424999999998555,9.986207500382458
