point_id,time_ns,drive_v,trace_v,gate_v
0,5.424999999999997,4.249999999999972,4.166082211391751,0.003975813506970603
0,5.474999999999997,4.749999999999968,4.645352884542955,0.005535835708695807
0,5.524999999999997,5.249999999999964,5.122379589060366,0.007456909413583345
0,5.574999999999996,5.74999999999996,5.5971746527337025,0.009775851080832662
0,5.624999999999996,6.2499999999999565,6.069750517877381,0.012529242931386058
0,5.674999999999995,6.749999999999953,6.540119739687762,0.01575343129563583
0,5.724999999999995,7.2499999999999485,7.0082949846004094,0.019484524989313416
0,5.774999999999995,7.749999999999945,7.474289028647507,0.023758393717535096
0,5.824999999999994,8.249999999999941,7.938114755815558,0.02861066650697669
0,5.874999999999994,8.749999999999938,8.399785156403503,0.034076730166147554
0,5.924999999999994,9.249999999999932,8.859313325381384,0.040191727773732186
0,5.974999999999993,9.749999999999929,9.316712460749685,0.046990557194965484
0,6,9.999999999999998,9.544617374241465,0.05065617190419575
0,6.005,10,9.540148009046407,0.05141482699962404
0,6.015,10,9.531214208241376,0.052946834092954635
0,6.035,10,9.513376239191327,0.056098917560190815
0,6.075,10,9.47781937867642,0.06275423709034544
0,6.124999999999999,10,9.433597997883135,0.07172883330727635
0,6.174999999999999,10,9.389628292189421,0.08142744851433412
0,6.224999999999999,10,9.345912470016408,0.09184532573295677
0,6.274999999999999,10,9.302452706979665,0.10297767633750937
0,6.3249999999999975,10,9.25925114589595,0.11481968061687207
0,6.374999999999997,10,9.216309896792596,0.1273664883354183
0,6.424999999999997,10,9.173631036919462,0.14061321929334133
0,6.474999999999997,10,9.13121661076346,0.1545549638862877
0,6.524999999999997,10,9.089068630065666,0.16918678366425616
0,6.574999999999996,10,9.047189073840949,0.1845037118897213
0,6.624999999999996,10,9.005579888400137,0.2005007540949411
0,6.674999999999995,10,8.964242987374703,0.21717288863840786
0,6.724999999999995,10,8.923180251743938,0.23451506726040267
0,6.774999999999994,10,8.882393529864608,0.2525222156376136
0,6.824999999999994,10,8.841884637503078,0.2711892339367779
0,6.874999999999994,10,8.801655357869882,0.290510997367309
0,6.924999999999994,10,8.761707441656721,0.3104823567328699
0,6.9749999999999925,10,8.722042607075888,0.3310981389818532
0,7.024999999999992,10,8.682662539902083,0.3523531477567312
0,7.074999999999992,10,8.6435688935166,0.37424216394223647
0,7.124999999999992,10,8.60476328895391,0.39675994621233573
0,7.174999999999992,10,8.566247314950562,0.4199012315759602
0,7.224999999999991,10,8.528022527996427,0.4436607359214545
0,7.274999999999991,10,8.490090452388264,0.46803315455970756
0,7.32499999999999,10,8.452452580285568,0.4930131627659299
0,7.37499999999999,10,8.415110371768714,0.5185954163200396
0,7.424999999999989,10,8.378065254899349,0.5447745520456223
0,7.474999999999989,10,8.341318625783044,0.5715451883474295
0,7.52499999999999,10,8.304871848634157,0.5989019257473795
0,7.57499999999999,10,8.268726255842928,0.6268393474190269
0,7.62499999999999,10,8.232883148044742,0.6553520197204646
0,7.674999999999991,10,8.197343794191585,0.6844344927256264
0,7.724999999999992,10,8.162109431625659,0.7140813007539536
0,7.7749999999999915,10,8.127181266155109,0.7442869628983934
0,7.824999999999992,10,8.092560472131911,0.7750459835516962
0,7.874999999999993,10,8.058248192531828,0.8063528529309787
0,7.924999999999994,10,8.024245539036475,0.8382020476005182
0,7.974999999999993,10,7.990553592117438,0.8705880309927485
0,8.024999999999993,10,7.957173401122443,0.9035052539274233
0,8.074999999999994,10,7.924105984363566,0.9369481551289173
0,8.124999999999995,10,7.891352329207432,0.9709111617416318
0,8.174999999999995,10,7.858913392167439,1.0053886898434752
0,8.224999999999996,10,7.826790098997927,1.0403751449573857
0,8.274999999999997,10,7.794983344790321,1.0758649225608696
0,8.324999999999998,10,7.76349399407121,1.1118524085935209
0,8.374999999999996,10,7.7323228809023385,1.148331979962494
0,8.424999999999997,10,7.701470808982505,1.1852980050459032
0,8.474999999999998,10,7.670938551751337,1.222744844194114
0,8.524999999999999,10,7.640726852494936,1.2606668502289022
0,8.575,10,7.6108364244533595,1.2990583689404511
0,8.625,10,7.581267950929931,1.3379137395821579
0,8.675,10,7.552022085402358,1.377227295363222
0,8.725,10,7.523099451635635,1.4169933639389896
0,8.775,10,7.494500643796714,1.4572062678990232
0,8.825000000000001,10,7.46622622657093,1.4978603252528748
0,8.875000000000002,10,7.438276735280146,1.5389498499135321
0,8.925000000000002,10,7.41065267600262,1.5804691521785132
0,8.975000000000003,10,7.38335452569456,1.6224125392085837
0,9.025000000000004,10,7.356382732313346,1.6647743155040722
0,9.075000000000003,10,7.32973771494242,1.707548783378757
0,9.125000000000004,10,7.303419863917785,1.7507302434313012
0,9.175000000000004,10,7.2774295409561525,1.7943129950142103
0,9.225000000000005,10,7.251767079284655,1.8382913367002884
0,9.275000000000006,10,7.226432783772157,1.8826595667465713
0,9.325000000000006,10,7.201426931062105,1.9274119835557093
0,9.375000000000005,10,7.176749769706934,1.9725428861347818
0,9.425000000000006,10,7.15240152030397,2.0180465745515153
0,9.475000000000007,10,7.12838237563286,2.0639173503878863
0,9.525000000000007,10,7.104692500794453,2.110149517191087
0,9.575000000000008,10,7.081332033351156,2.156737380921829
0,9.625000000000009,10,7.058301083468736,2.2036752503999675
0,9.67500000000001,10,7.035599734059529,2.2509574377474237
0,9.725000000000009,10,7.013228040927057,2.298578258828379
0,9.77500000000001,10,6.991186032912035,2.346532033686733
0,9.82500000000001,10,6.969473712039731,2.3948130869807915
0,9.87500000000001,10,6.948091053668671,2.4434157484151786
0,9.925000000000011,10,6.927038006640675,2.4923343531699373
0,9.975000000000012,10,6.906314493432191,2.5415632423268155
0,10.025000000000013,10,6.885920410306914,2.59109676329271
0,10.075000000000012,10,6.865855627469681,2.640929270220249
0,10.125000000000012,10,6.846119989221598,2.691055124425501
0,10.175000000000013,10,6.8267133141164,2.741468694802788
0,10.225000000000014,10,6.807635395118028,2.7921643582365876
0,10.275000000000015,10,6.788885999759376,2.843136500010505
0,10.325000000000015,10,6.770464870302227,2.8943795142132998
0,10.375000000000016,10,6.752371723898318,2.9458878041419534
0,10.425000000000015,10,6.734606252751556,2.9976557827017536
0,10.475000000000016,10,6.717168124281324,3.049677872803388
0,10.525000000000016,10,6.7000569812868935,3.10194850775703
0,10.575000000000017,10,6.683272442112905,3.154462131663397
0,10.625000000000018,10,6.666814100815904,3.2072131998017737
0,10.675000000000018,10,6.650681527331898,3.2601961790149763
0,10.725000000000017,10,6.634874267644945,3.3134055480912563
0,10.775000000000018,10,6.619391843956729,3.3668357981431156
0,10.825000000000019,10,6.604233754857109,3.420481432983034
0,10.87500000000002,10,6.589399475495628,3.4743369694960853
0,10.92500000000002,10,6.574888457753962,3.52839693800943
0,10.975000000000021,10,6.560700130419281,3.582655882658681
0,11.025000000000022,10,6.546833899358522,3.6371083617511224
0,11.07500000000002,10,6.533289147693521,3.691748948125766
0,11.125000000000021,10,6.520065235977032,3.746572229510245
0,11.175000000000022,10,6.50716150236957,3.8015728088745293
0,11.225000000000023,10,6.494577262817083,3.8567453047814424
0,11.275000000000023,10,6.482311811229435,3.912084351733984
0,11.325000000000024,10,6.47036441965966,3.967584600519439
0,11.375000000000025,10,6.4587343384840015,4.023240718550267
0,11.425000000000024,10,6.447420796582689,4.0790473902017546
0,11.475000000000025,10,6.436423001521441,4.134999317146437
0,11.525000000000025,10,6.425740139733689,4.191091218685264
0,11.575000000000026,10,6.41537137670349,4.247317832075508
0,11.625000000000027,10,6.405315857149107,4.303673912855406
0,11.675000000000027,10,6.395572705207252,4.360154235165534
0,11.725000000000028,10,6.386141024617964,4.41675359206689
0,11.775000000000027,10,6.3770198989101035,4.473466795855692
0,11.825000000000028,10,6.368208391587443,4.530288678374881
0,11.875000000000028,10,6.3597055463153485,4.587214091322319
0,11.92500000000003,10,6.351510387108021,4.644237906555672
0,11.97500000000003,10,6.3436219185162805,4.701355016393986
0,12.02500000000003,10,6.336039125815867,4.758560333915936
0,12.07500000000003,10,6.3287609751962774,4.815848793254747
0,12.12500000000003,10,6.321786413950068,4.8732153498897866
0,12.175000000000031,10,6.315114370662637,4.930654980934809
0,12.225000000000032,10,6.308743755402471,4.988162685422869
0,12.275000000000032,10,6.302673459911814,5.045733484587884
0,12.325000000000033,10,6.296902357797762,5.10336242214284
0,12.375000000000034,10,6.291429304723768,5.161044564554651
0,12.425000000000033,10,6.286253138601513,5.21877500131565
0,12.475000000000033,10,6.281372679783158,5.2765488452117255
0,12.525000000000034,10,6.276786731253939,5.334361232587097
0,12.575000000000035,10,6.272494078825089,5.39220732360571
0,12.625000000000036,10,6.268493491327087,5.450082302509275
0,12.675000000000036,10,6.264783720803185,5.507981377871918
0,12.725000000000037,10,6.261363502703235,5.565899782851475
0,12.775000000000036,10,6.25823155607776,5.623832775437403
0,12.825000000000037,10,6.255386583772274,5.6817756386953135
0,12.875000000000037,10,6.252827272621847,5.739723681008125
0,12.925000000000038,10,6.250552293645855,5.79767223631385
0,12.975000000000039,10,6.2485603022429395,5.855616664339988
0,13.02500000000004,10,6.246849938386147,5.913552350834549
0,13.07500000000004,10,6.245419826818219,5.971474707793699
0,13.125000000000039,10,6.244268577247033,6.029379173686021
0,13.17500000000004,10,6.243394784541164,6.0872612136734
0,13.22500000000004,10,6.2427970289255725,6.145116319828533
0,13.275000000000041,10,6.242473876177366,6.20294001134907
0,13.325000000000042,10,6.2424238778216505,6.260727834768364
0,13.375000000000043,10,6.242645571327456,6.318475364162864
0,13.425000000000043,10,6.243137480303677,6.376178201356134
0,13.475000000000042,10,6.243898114695073,6.4338319761194995
0,13.525000000000043,10,6.244925970978267,6.491432346369329
0,13.575000000000044,10,6.24621953235775,6.548974998360959
0,13.625000000000044,10,6.247777268961853,6.606455646879251
0,13.675000000000045,10,6.249597638038715,6.663870035425803
0,13.725000000000046,10,6.251679084152166,6.721213936402793
0,13.775000000000045,10,6.254020039377575,6.778483151293483
0,13.825000000000045,10,6.256618923497598,6.8356735108393805
0,13.875000000000046,10,6.259474144197846,6.89278087521405
0,13.925000000000047,10,6.262584097262431,6.949801134193592
0,13.975000000000048,10,6.265947166769395,7.0067302073237965
0,14.025000000000048,10,6.26956172528599,7.063564044083958
0,14.075000000000049,10,6.273426134063808,7.120298624047381
0,14.125000000000048,10,6.277538743233738,7.176929957038563
0,14.175000000000049,10,6.281897892000745,7.233454083287069
0,14.22500000000005,10,6.286501908838434,7.289867073578092
0,14.27500000000005,10,6.291349111683413,7.346165029399743
0,14.32500000000005,10,6.296437808129424,7.402344083087016
0,14.375000000000052,10,6.301766295621222,7.458400397962487
0,14.425000000000052,10,6.307332861648212,7.514330168473738
0,14.475000000000051,10,6.313135783937803,7.570129620327495
0,14.525000000000052,10,6.319173330648471,7.625795010620515
0,14.575000000000053,10,6.325443760562541,7.681322627967215
0,14.625000000000053,10,6.331945323278635,7.736708792624043
0,14.675000000000054,10,6.338676259403806,7.791949856610622
0,14.725000000000055,10,6.3456348007453265,7.847042203827654
0,14.775000000000055,10,6.352819170502121,7.901982250171605
0,14.825000000000054,10,6.360227583455831,7.956766443646169
0,14.875000000000055,10,6.367858246161495,8.011391264470532
0,14.925000000000056,10,6.375709357137843,8.065853225184437
0,14.975000000000056,10,6.38377910705718,8.120148870750059
0,15.025000000000057,10,6.392065678934833,8.174274778650702
0,15.075000000000058,10,6.400567248318193,8.228227558986323
0,15.125000000000057,10,6.409281983475281,8.282003854565914
0,15.175000000000058,10,6.418208045582874,8.335600340996722
0,15.225000000000058,10,6.427343588914155,8.389013726770319
0,15.275000000000059,10,6.436686761025868,8.44224075334557
0,15.32500000000006,10,6.446235702944993,8.495278195228476
0,15.37500000000006,10,6.455988549354892,8.548122860048888
0,15.425000000000061,10,6.465943428780957,8.600771588634156
0,15.47500000000006,10,6.476098463775701,8.65322125507968
0,15.52500000000006,10,6.486451771103318,8.705468766816384
0,15.575000000000061,10,6.497001461923684,8.757511064675137
0,15.625000000000062,10,6.507745641975784,8.809345122948121
0,15.675000000000063,10,6.518682411760559,8.860967949447165
0,15.725000000000064,10,6.529809866723168,8.912376585559045
0,15.775000000000064,10,6.541126097434637,8.963568106297782
0,15.825000000000063,10,6.552629189772899,9.014539620353936
0,15.875000000000064,10,6.5643172251032045,9.06528827014091
0,15.925000000000065,10,6.5761882804579015,9.115811231838272
0,15.975000000000065,10,6.588240428715553,9.166105715432133
0,16.025000000000066,10,6.600471738779411,9.21616896475256
0,16.075000000000067,10,6.612880275755218,9.265998257508066
0,16.125000000000068,10,6.625464101128314,9.315590905317164
0,16.175000000000068,10,6.638221272940076,9.364944253737026
0,16.22500000000007,10,6.6511498459636345,9.414055682289241
0,16.27500000000007,10,6.6642478718788905,9.462922604482705
0,16.325000000000067,10,6.677513399446809,9.511542467833618
0,16.375000000000068,10,6.69094447468298,9.559912753882642
0,16.425000000000068,10,6.7045391410304385,9.608030978209236
0,16.47500000000007,10,6.71829543953173,9.65589469044315
0,16.52500000000007,10,6.732211409000218,9.703501474273125
0,16.57500000000007,10,6.746285086190623,9.750848947452784
0,16.62500000000007,10,6.760514505968773,9.797934761803747
0,16.67500000000007,10,6.774897701480574,9.844756603215997
0,16.725000000000072,10,6.789432704320182,9.891312191645493
0,16.775000000000073,10,6.80411754469735,9.937599281109039
0,16.825000000000074,10,6.818950251603981,9.983615659676433
0,16.875000000000075,10,6.833928852979844,10.029359149459946
0,16.925000000000075,10,6.849051375877451,10.074827606601087
0,16.975000000000072,10,6.864315846626102,10.1200189212547
0,17.025000000000073,10,6.879720290995074,10.164931017570417
0,17.075000000000074,10,6.895262734355937,10.209561853671486
0,17.125000000000075,10,6.910941201844026,10.253909421630945
0,17.175000000000075,10,6.926753718519016,10.297971747445214
0,17.225000000000076,10,6.94269830952462,10.341746891005107
0,17.275000000000077,10,6.958773000247395,10.385232946064248
0,17.325000000000077,10,6.974975816474645,10.428428040204945
0,17.375000000000078,10,6.991304784551416,10.471330334801541
0,17.42500000000008,10,7.007757931536578,10.513938024981226
0,17.47500000000008,10,7.024333285357978,10.556249339582347
0,17.52500000000008,10,7.041028874966667,10.598262541110238
0,17.57500000000008,10,7.0578427304901865,10.63997592569058
0,17.62500000000008,10,7.074772883384916,10.681387823020316
0,17.67500000000008,10,7.091817366587449,10.722496596316121
0,17.72500000000008,10,7.108974214665042,10.76330064226046
0,17.77500000000008,10,7.126241463965063,10.803798390945246
0,17.82500000000008,10,7.143617152763495,10.843988305813138
0,17.87500000000008,10,7.161099321412439,10.883868883596437
0,17.925000000000082,10,7.178686012486651,10.923438654253678
0,17.975000000000083,10,7.196375270929066,10.96269618090387
0,18.025000000000084,10,7.214165144195341,11.001640059758435
0,18.075000000000085,10,7.232053682397392,11.040268920050858
0,18.125000000000085,10,7.250038938445906,11.078581423964074
0,18.175000000000086,10,7.268118968191848,11.116576266555581
0,18.225000000000087,10,7.286291830566951,11.154252175680343
0,18.275000000000087,10,7.304555587723165,11.191607911911461
0,18.325000000000088,10,7.322908305171085,11.228642268458653
0,18.375000000000085,10,7.341348051917331,11.265354071084555
0,18.425000000000086,10,7.359872900600891,11.301742178018856
0,18.475000000000087,10,7.378480927628405,11.337805479870301
0,18.525000000000087,10,7.397170213308412,11.373542899536575
0,18.575000000000088,10,7.415938841984521,11.408953392112073
0,18.62500000000009,10,7.43478490216752,11.444035944793598
0,18.67500000000009,10,7.45370648666643,11.478789576783981
0,18.72500000000009,10,7.472701692718472,11.513213339193674
0,18.77500000000009,10,7.491768622117953,11.5473063149403
0,18.82500000000009,10,7.51090538134409,11.581067618646202
0,18.875000000000092,10,7.53011008168772,11.614496396534014
0,18.925000000000093,10,7.549380839376944,11.647591826320252
0,18.975000000000094,10,7.56871577570166,11.680353117106957
0,19.02500000000009,10,7.588113017137001,11.712779509271426
0,19.07500000000009,10,7.607570695465672,11.744870274354014
0,19.125000000000092,10,7.627086947899184,11.77662471494405
0,19.175000000000093,10,7.646659917197968,11.8080421645639
0,19.225000000000094,10,7.666287751790384,11.83912198755116
0,19.275000000000095,10,7.6859686058906105,11.869863578939016
0,19.325000000000095,10,7.7057006396154115,11.900266364334827
0,19.375000000000096,10,7.725482019099781,11.930329799796876
0,19.425000000000097,10,7.745310916611465,11.960053371709368
0,19.475000000000097,10,7.765185510664345,11.98943659665569
0,19.525000000000098,10,7.785103986130699,12.018479021289922
0,19.5750000000001,10,7.805064534352319,12.047180222206633
0,19.6250000000001,10,7.825065353250494,12.075539805809006
0,19.6750000000001,10,7.845104647434857,12.10355740817528
0,19.725000000000097,10,7.865180628311078,12.131232694923536
0,19.775000000000098,10,7.885291514187422,12.158565361074865
0,19.8250000000001,10,7.9054355303801565,12.185555130914913
0,19.8750000000001,10,7.925610909317806,12.212201757853842
0,19.9250000000001,10,7.945815890644258,12.238505024284724
0,19.9750000000001,10,7.9660487213207185,12.264464741440372
0,20.0250000000001,10,7.986307655726499,12.290080749248656
0,20.075000000000102,10,8.00659095575867,12.315352916186292
0,20.125000000000103,10,8.026896890930525,12.340281139131152
0,20.175000000000104,10,8.047223738468917,12.3648653432131
0,20.225000000000104,10,8.067569783410406,12.389105481663393
0,20.275000000000105,10,8.087933318696255,12.413001535662625
0,20.325000000000106,10,8.10831264526627,12.436553514187281
0,20.375000000000103,10,8.128706072151461,12.459761453854894
0,20.425000000000104,10,8.149111916565534,12.48262541876784
0,20.475000000000104,10,8.169528503995242,12.50514550035578
0,20.525000000000105,10,8.18995416828953,12.527321817216768
0,20.575000000000106,10,8.210387251747548,12.54915451495706
0,20.625000000000107,10,8.230826105205463,12.57064376602963
0,20.675000000000107,10,8.251269088122129,12.59178976957142
0,20.725000000000108,10,8.271714568663564,12.612592751239339
0,20.77500000000011,10,8.292160923786271,12.633052963045028
0,20.82500000000011,10,8.312606539319384,12.653170683188442
0,20.87500000000011,10,8.33304981004564,12.672946215890212
0,20.92500000000011,10,8.35348913978118,12.692379891222862
0,20.97500000000011,10,8.37392294145419,12.711472064940866
0,21.025000000000112,10,8.394349637182355,12.730223118309583
0,21.07500000000011,10,8.414767658349154,12.748633457933096
0,21.12500000000011,10,8.435175445678983,12.766703515580943
0,21.17500000000011,10,8.455571449311105,12.78443374801379
0,21.22500000000011,10,8.475954128872425,12.801824636808053
0,21.275000000000112,10,8.496321953549122,12.818876688179508
0,21.325000000000113,10,8.516673402157078,12.835590432805866
0,21.375000000000114,10,8.537006963211166,12.851966425648392
0,21.425000000000114,10,8.55732113499336,12.868005245772531
0,21.475000000000115,10,8.577614425619686,12.883707496167593
0,21.525000000000116,10,8.597885353105998,12.89907380356553
0,21.575000000000117,10,8.618132445432613,12.914104818258766
0,21.625000000000117,10,8.638354240607752,12.92880121391716
0,21.675000000000118,10,8.65854928672986,12.943163687404114
0,21.725000000000115,10,8.678716142048724,12.957192958591813
0,21.775000000000116,10,8.698853375025474,12.970889770175633
0,21.825000000000117,10,8.718959564391394,12.984254887487753
0,21.875000000000117,10,8.739033299205612,12.997289098309958
0,21.925000000000118,10,8.7590731789116,13.009993212685682
0,21.97500000000012,10,8.77907781339256,13.022368062731314
0,22.02500000000012,10,8.799045823025635,13.034414502446747
0,22.07500000000012,10,8.818975838734989,13.046133407525216
0,22.12500000000012,10,8.838866502043732,13.057525675162456
0,22.17500000000012,10,8.85871646512471,13.068592223865187
0,22.225000000000122,10,8.878524390850147,13.079333993258924
0,22.275000000000123,10,8.898288952840163,13.089751943895159
0,22.325000000000124,10,8.91800883551014,13.09984705705794
0,22.375000000000124,10,8.937682734116965,13.109620334569838
0,22.42500000000012,10,8.957309354804137,13.119072798597339
0,22.475000000000122,10,8.976887414645756,13.128205491455669
0,22.525000000000123,10,8.996415641689378,13.1370194754131
0,22.575000000000124,10,9.015892774997742,13.145515832494691
0,22.625000000000124,10,9.0353175646894,13.153695664285557
0,22.675000000000125,10,9.054688771978203,13.161560091733659
0,22.725000000000126,10,9.074005169211691,13.169110254952113
0,22.775000000000126,10,9.093265539908376,13.176347313021038
0,22.825000000000127,10,9.112468678793897,13.183272443788999
0,22.875000000000128,10,9.13161339183609,13.189886843674033
0,22.92500000000013,10,9.150698496278954,13.19619172746427
0,22.97500000000013,10,9.169722820675513,13.202188328118185
0,23.02500000000013,10,9.18868520491959,13.207877896564497
0,23.075000000000127,10,9.207584500276486,13.213261701501732
0,23.125000000000128,10,9.226419569412576,13.218341029197452
0,23.17500000000013,10,9.245189286423823,13.223117183287194
0,23.22500000000013,10,9.26389253686321,13.227591484573123
0,23.27500000000013,10,9.282528217767089,13.231765270822416
0,23.32500000000013,10,9.301095237680475,13.235639896565393
0,23.37500000000013,10,9.319592516681256,13.239216732893428
0,23.425000000000132,10,9.338018986403352,13.242497167256628
0,23.475000000000133,10,9.356373590058801,13.245482603261332
0,23.525000000000134,10,9.3746552824588,13.248174460467425
0,23.575000000000134,10,9.392863030033688,13.250574174185497
0,23.625000000000135,10,9.410995810851883,13.252683195273839
0,23.675000000000136,10,9.429052614637785,13.254502989935327
0,23.725000000000136,10,9.447032442788617,13.256035039514195
0,23.775000000000134,10,9.464934308390259,13.257280840292713
0,23.825000000000134,10,9.48275723623203,13.258241903287797
0,23.875000000000135,10,9.500500262820466,13.258919754047538
0,23.925000000000136,10,9.51816243639205,13.259315932447699
0,23.975000000000136,10,9.535742816924952,13.2594319924882
0,24.025000000000137,10,9.55324047614974,13.259269502089575
0,24.075000000000138,10,9.570654497559097,13.258830042889446
0,24.12500000000014,10,9.58798397641652,13.25811521003902
0,24.17500000000014,10,9.605228019764045,13.257126611999611
0,24.22500000000014,10,9.622385746428948,13.255865870339235
0,24.27500000000014,10,9.639456287029494,13.254334619529265
0,24.32500000000014,10,9.656438783979679,13.2525345067412
0,24.375000000000142,10,9.673332391492998,13.250467191643509
0,24.42500000000014,10,9.690136275585258,13.24813434619858
0,24.47500000000014,10,9.7068496140764,13.245537654459852
0,24.52500000000014,10,9.723471596591374,13.24267881236908
0,24.57500000000014,10,9.740001424560054,13.239559527553734
0,24.625000000000142,10,9.75643831121621,13.236181519124614
0,24.675000000000143,10,9.772781481595516,13.232546517473667
0,24.725000000000144,10,9.78903017253263,13.228656264071994
0,24.775000000000144,10,9.805183632657346,13.224512511268085
0,24.825000000000145,10,9.821241122389798,13.220117022086312
0,24.875000000000146,10,9.837201913934754,13.21547157002567
0,24.925000000000146,10,9.85306529127499,13.2105779388588
0,24.975000000000147,10,9.868830550163745,13.205437922431274
0,25.025000000000148,10,9.884496998116278,13.20005332446121
0,25.07500000000015,10,9.900063954400514,13.194425958339181
0,25.125000000000146,10,9.915530750026802,13.188557646928468
0,25.175000000000146,10,9.930896727736783,13.182450222365661
0,25.225000000000147,10,9.94616124199137,13.176105525861603
0,25.275000000000148,10,9.961323658957847,13.169525407502707
0,25.32500000000015,10,9.976383356496113,13.162711726052676
0,25.37500000000015,10,9.991339724144035,13.155666348754607
0,25.42500000000015,10,10.00619216310196,13.148391151133538
0,25.47500000000015,10,10.020940086216369,13.140888016799382
0,25.52500000000015,10,10.035582917962667,13.133158837250312
0,25.575000000000152,10,10.050120094427168,13.12520551167662
0,25.625000000000153,10,10.064551063288194,13.117029946765049
0,25.675000000000153,10,10.078875283796389,13.108634056503577
0,25.725000000000154,10,10.093092226754187,13.100019761986712
0,25.77500000000015,10,10.10720137449446,13.091188991221284
0,25.825000000000152,10,10.121202220858374,13.082143678932773
0,25.875000000000153,10,10.135094271172413,13.072885766372158
0,25.925000000000153,10,10.148877042224637,13.063417201123324
0,25.975000000000154,10,10.162550062240117,13.053739936911008
0,26.025000000000155,10,10.1761128708556,13.043855933409322
0,26.075000000000156,10,10.189565019093402,13.033767156050871
