arm,feasible,objective,operating_cost,violation,actual_evaluations,elapsed_seconds
seed,true,71.82135886617240317,71.82135886617240317,0.00000000000000000,1,0.00000000000000000
cma,true,69.51295937961452864,69.51295937961452864,0.00000000000000000,4216,4.66446468899999989
de,true,71.82135886617240317,71.82135886617240317,0.00000000000000000,4044,4.73019311200000026
bite,true,67.16891367245949596,67.16891367245949596,0.00000000000000000,4000,4.08068226400000000
