evaluations,elapsed_seconds,best_quality
256,0.019763049000,-0.568602416548
512,0.038780441000,-0.568602416548
768,0.053411391000,-0.449261760339
1024,0.066179802000,-0.449261760339
1280,0.075860875000,-0.449261760339
1536,0.086224464000,-0.424483812397
1792,0.095708585000,-0.424483812397
2048,0.105696360000,-0.398167755193
2304,0.115795696000,-0.287343941583
2560,0.125844182000,-0.287343941583
2816,0.135643306000,-0.287343941583
3072,0.146852703000,-0.262903400486
3328,0.157120831000,-0.262903400486
3584,0.168864743000,-0.262903400486
3840,0.181170101000,-0.234232503191
4096,0.192653201000,-0.230448559466
4352,0.203857388000,-0.230448559466
4608,0.215909233000,-0.216773695535
4864,0.226938058000,-0.198204736695
5120,0.237803782000,-0.186250464847
5376,0.248088190000,-0.186250464847
5632,0.259060035000,-0.186250464847
5888,0.270459614000,-0.186250464847
6144,0.281658311000,-0.132028546363
6400,0.291420954000,-0.132028546363
6656,0.301720813000,-0.132028546363
6912,0.312029051000,-0.132028546363
7168,0.322102387000,-0.126505078621
7424,0.332706959000,-0.126505078621
7680,0.342776895000,-0.111709151121
7936,0.355403876000,-0.111709151121
8192,0.365657934000,-0.111709151121
8448,0.374790971000,-0.111709151121
8704,0.384729516000,-0.111709151121
8960,0.395042184000,-0.111709151121
9216,0.404451024000,-0.104581934840
9472,0.414405179000,-0.104581934840
9728,0.426671857000,-0.104581934840
9984,0.436669522000,-0.104581934840
10240,0.446876809000,-0.091726884370
10496,0.456399410000,-0.091726884370
10752,0.466349495000,-0.091726884370
11008,0.475949427000,-0.090101964862
11264,0.485738021000,-0.090101964862
11520,0.495519064000,-0.090101964862
11776,0.505043015000,-0.090101964862
12032,0.515263843000,-0.090101964862
12288,0.524772384000,-0.090101964862
12544,0.534496796000,-0.090101964862
12800,0.544172049000,-0.090101964862
13056,0.555122274000,-0.090101964862
13312,0.564767946000,-0.090101964862
13568,0.575044964000,-0.090101964862
13824,0.585106020000,-0.089588168001
14080,0.595418299000,-0.089588168001
14336,0.605039231000,-0.089588168001
14592,0.615150247000,-0.089523725312
14848,0.625138052000,-0.089523725312
15104,0.635821915000,-0.087589772429
15360,0.646569897000,-0.083515004432
15616,0.657407301000,-0.078866805335
15872,0.668095853000,-0.078866805335
16128,0.678008978000,-0.078866805335
16384,0.688794641000,-0.075955092593
16640,0.698824897000,-0.074352667260
16896,0.708580400000,-0.071055634026
17152,0.719523314000,-0.070766229161
17408,0.730070555000,-0.069383018593
17664,0.744069009000,-0.069383018593
17920,0.754652300000,-0.069383018593
18176,0.764629465000,-0.069383018593
18432,0.774494460000,-0.069383018593
18688,0.784651187000,-0.069383018593
18944,0.794597732000,-0.067573335603
19200,0.805579617000,-0.067573335603
19456,0.816996746000,-0.067573335603
19712,0.827082292000,-0.063576923751
19968,0.838130088000,-0.061603981699
20224,0.848627398000,-0.061603981699
20480,0.859098158000,-0.061603981699
20736,0.869049333000,-0.061603981699
20992,0.879345461000,-0.061603981699
21248,0.890423877000,-0.061603981699
21504,0.900419693000,-0.061603981699
21760,0.910700151000,-0.060105932888
22016,0.920917999000,-0.060105932888
22272,0.930814933000,-0.060105932888
22528,0.940935180000,-0.060105932888
22784,0.951617482000,-0.059540596922
23040,0.965504605000,-0.059540596922
23296,0.975592101000,-0.044174883636
23552,0.985616567000,-0.044174883636
23808,0.995699343000,-0.044174883636
24064,1.006212294000,-0.044174883636
24320,1.016590973000,-0.044123206138
24576,1.026752680000,-0.044123206138
24832,1.037284560000,-0.044123206138
25088,1.047916912000,-0.044123206138
25344,1.058178690000,-0.044123206138
25600,1.068763461000,-0.044123206138
25856,1.079972848000,-0.044123206138
26112,1.090531969000,-0.044123206138
26368,1.100949779000,-0.044123206138
26624,1.111766082000,-0.044123206138
26880,1.123079770000,-0.044123206138
27136,1.133458920000,-0.044123206138
27392,1.144523045000,-0.044123206138
27648,1.155649322000,-0.043936049831
27904,1.168355943000,-0.043936049831
28160,1.178419829000,-0.043936049831
28416,1.189985550000,-0.043936049831
28672,1.200411589000,-0.041884522910
28928,1.210500976000,-0.041884522910
29184,1.221619482000,-0.041434473303
29440,1.232772008000,-0.041434473303
29696,1.244209358000,-0.041434473303
29952,1.254941500000,-0.041434473303
30208,1.265746503000,-0.041434473303
30464,1.276185283000,-0.041434473303
30720,1.287300689000,-0.041434473303
30976,1.298035312000,-0.041434473303
31232,1.308699904000,-0.041434473303
31488,1.319803550000,-0.041434473303
31744,1.331080238000,-0.041434473303
32000,1.341501297000,-0.041288904239
32256,1.351969527000,-0.041288904239
32512,1.362693180000,-0.041288904239
32768,1.373669795000,-0.041288904239
33024,1.384974343000,-0.041288904239
33280,1.395872207000,-0.041288904239
33536,1.407159135000,-0.041288904239
33792,1.418597634000,-0.041288904239
34048,1.429015074000,-0.041288904239
34304,1.440440793000,-0.041288904239
34560,1.451687160000,-0.041288904239
34816,1.461940308000,-0.041288904239
35072,1.472945203000,-0.041288904239
35328,1.484046249000,-0.041288904239
35584,1.494374728000,-0.041288904239
35840,1.505162611000,-0.041288904239
36096,1.516517929000,-0.041288904239
36352,1.527061670000,-0.041052102912
36608,1.538194117000,-0.041052102912
36864,1.548745857000,-0.041052102912
37120,1.559883814000,-0.041052102912
37376,1.570611196000,-0.041052102912
37632,1.581287008000,-0.040479229490
37888,1.591881520000,-0.040479229490
38144,1.602280449000,-0.040479229490
38400,1.612727869000,-0.040479229490
38656,1.623707164000,-0.040479229490
38912,1.635040192000,-0.040479229490
39168,1.645655904000,-0.040479229490
39424,1.656974572000,-0.040479229490
39680,1.668161999000,-0.040479229490
39936,1.678498707000,-0.040479229490
40192,1.689566303000,-0.040479229490
40448,1.699861471000,-0.040479229490
40704,1.710113519000,-0.040479229490
40960,1.721283596000,-0.040479229490
41216,1.732587114000,-0.040479229490
41472,1.742741931000,-0.040479229490
41728,1.753853797000,-0.040479229490
41984,1.765149425000,-0.040479229490
42240,1.776334502000,-0.040479229490
42496,1.787219476000,-0.040479229490
42752,1.797757667000,-0.040479229490
43008,1.808202827000,-0.040479229490
43264,1.819535835000,-0.040479229490
43520,1.830051716000,-0.040479229490
43776,1.841901699000,-0.040479229490
44032,1.852797763000,-0.040479229490
44288,1.863733127000,-0.040479229490
44544,1.874192707000,-0.040479229490
44800,1.884897470000,-0.040479229490
45056,1.896122107000,-0.040479229490
45312,1.906528346000,-0.040479229490
45568,1.917271549000,-0.040479229490
45824,1.928013252000,-0.040479229490
46080,1.939544702000,-0.040479229490
46336,1.950878360000,-0.040479229490
46592,1.961643633000,-0.040479229490
46848,1.972442416000,-0.040479229490
47104,1.983026397000,-0.040479229490
47360,1.993398297000,-0.040479229490
47616,2.004123769000,-0.040479229490
47872,2.015017393000,-0.040479229490
48128,2.026214950000,-0.040479229490
48384,2.037780441000,-0.040479229490
48640,2.049394442000,-0.040479229490
48896,2.059928032000,-0.040479229490
49152,2.070507363000,-0.040479229490
49408,2.081112065000,-0.040408030136
49664,2.092165530000,-0.040408030136
49920,2.103326997000,-0.040408030136
50176,2.114191281000,-0.040408030136
50432,2.124799762000,-0.040408030136
50688,2.136285192000,-0.040408030136
50944,2.147991874000,-0.040408030136
51200,2.159432633000,-0.040408030136
51456,2.170245597000,-0.040408030136
51712,2.181753646000,-0.040408030136
51968,2.192458089000,-0.040408030136
52224,2.203732627000,-0.040408030136
52480,2.214101496000,-0.040408030136
52736,2.225294763000,-0.040408030136
