point_id,feasible,selected,objective_target_error,objective_input_energy,objective_peak_joint_force,decision_arm_length,decision_counterweight_mass,decision_projectile_mass,decision_sling_length,decision_initial_arm_angle,decision_release_angle,decision_joint_damping,decision_pivot_friction
79,1,0,7.310185449242976,265.7506883171511,72.44004668739606,2.16729927556457,20.042329427422402,0.500018959933727,5.906106288347729,-1.2497143275000724,0.4444175685010399,0.21149423276725793,0.003983924540058761
80,1,0,7.383886408854583,254.85060138841305,73.18027913830852,2.0784738678011956,20.041664057046518,0.500018959933727,6,-1.2497143275000724,0.4999334983054036,0.21149423276725793,0.003983924540058761
81,1,0,7.528009474226671,254.543811551815,73.05232481282957,2.0759717953917045,20.041664057046518,0.500018959933727,6,-1.2497143275000724,0.49993349830540357,0.21149423276725793,0.006932355017910299
82,1,0,7.887684757910993,257.44035101969246,72.47292347573935,2.1025628226241375,20.019801182782942,0.500018959933727,5.906106288347729,-1.247737812410357,0.4310387982165027,0.21149423276725793,0.0003507085623631681
83,1,0,7.952096280795882,257.72111260057125,72.35813256133379,2.1025628226241375,20.041634555083338,0.500018959933727,5.906106288347729,-1.247737812410357,0.4310387982165027,0.21149423276725793,0.0034882345432923675
84,1,0,7.983885872530276,249.43842302443622,73.5246519833854,2.033793282386039,20.046992839742636,0.5003252919449319,5.871108079470323,-1.2497142187677723,0.5456959521851834,0.22163180275615185,0.0004980078061703926
85,1,0,8.102162153755074,265.2441376361829,71.35504193268834,2.16729927556457,20.00419856858816,0.500018959933727,5.906106288347729,-1.2496920789581973,0.42610666035073974,0.21149423276725793,0.01872339055179345
86,1,0,8.265372676198947,241.96336431179526,92.87546011306036,2.000003931937914,20.000066705014525,0.5034159339102424,4.24655651211687,-1.1861751446691855,0.5342785512186399,0.03446021064271182,0.003409318248473181
87,1,0,8.347692373583751,239.6554700305191,97.58806282916105,2.00014355477838,20.008260206341006,0.5023479674334236,4.46756737613789,-1.137642165553803,0.5492364870633082,0.003296111998059764,0.021442938527325553
88,1,0,8.843188678856752,243.56629758156058,89.42768847626158,2.020711537651694,20.001810074624103,0.5002914154047522,5.473770732755576,-1.1672169109575907,0.5499644865302205,0.015003878223229211,0.06806848465958694
89,1,0,8.919783712885387,244.7373140647091,74.60567053874415,2.001127738240016,20.00162266065481,0.5974411497817762,5.291146548942474,-1.246219142042102,0.5442978973247836,0.13647866699171246,0.002105553122527303
90,1,0,9.218203021624305,238.74677763482964,99.18697199124584,2.0002999515839366,20.004362643692417,0.5061184172663489,4.717384335204567,-1.1212281712131786,0.55,0.013284042036075529,0.0006859832709401048
91,1,0,9.353838115306548,244.9526373851002,72.67391644826031,2.0008525341989305,20.016631157959242,0.5515436256194342,5.814417219422387,-1.2478533351034309,0.5483178102232549,0.1762642708468246,0.030661219001048026
92,1,0,9.4666351692507,251.5145431893507,70.97601759232394,2.05972336488808,20.00003228719668,0.5047396990044797,6,-1.237388158125494,0.49560611439767327,0.10643698450376557,0.10698352853126482
93,1,0,9.614423638426665,241.09581931401974,90.90687116397551,2.020711537651694,20.000131125356823,0.5039141724208953,4.828889297973214,-1.1205724788236058,0.5493435994502341,0.008027781285217056,0.06806848465958694
94,1,0,9.792084581320136,254.61391504219566,70.70472186189679,2.0850521604918804,20.00003228719668,0.5047396990044797,6,-1.237538778554931,0.4956061143976732,0.10630474300452103,0.1102015265669313
95,1,0,9.837276477787608,239.06503848658477,87.16074856404605,2.0002120477923064,20.000027241664377,0.5061595297142223,4.604218234319244,-1.1282512824386606,0.5481159067008823,0.009221238097541384,0.08851761165051897
96,1,0,9.966214508174232,287.3427338160328,70.18738093287935,2.3381458425821853,20.088527186863523,0.5002284602081728,5.984879928898261,-1.2493336136264532,0.2778416607828331,0.3119230492767641,0.004693766498528088
97,1,0,10.121830003922572,247.85057720533644,71.62181080142088,2.026940833534564,20.005154193053116,0.5002462282161946,5.164044923011982,-1.2440720221406139,0.4257262004028505,0.20782662476697483,0.007110036606118503
98,1,0,10.165305056723565,247.96041165843593,71.59651693085785,2.026940833534564,20.005154193053116,0.5002462282161946,5.164044923011982,-1.2467712731139948,0.4257262004028505,0.20782662476697483,0.007110036606118503
99,1,0,10.375851850126423,238.986435477356,86.79234483221525,2.0038112579599234,20.001101170583425,0.5837264056650826,4.358734911565558,-1.1186663301110242,0.5376941090500147,0.06458529217872078,0.003967964351064041
100,1,0,10.338343068547452,271.19975771630993,69.94551901830103,2.2066372532374308,20.090309659956347,0.500018959933727,5.906106288347729,-1.2492085932059358,0.2778416607828331,0.3119230492767641,0.0002903495328105965
101,1,0,10.473577626788021,240.69776851825375,77.62501289815391,2.0137502898295714,20.001243897855275,0.5018136918940462,4.830074111684197,-1.1282512824386606,0.5482370474194742,0.15438475447476413,0.003094081729408124
102,1,0,10.539668762170859,239.8636792730977,77.43898730409352,2.006772047075113,20.001243897855275,0.5018391433310301,4.716823283944434,-1.1282512824386606,0.5482370474194742,0.15436428713060835,0.0031190651237607767
103,1,0,10.566135733866748,286.25395727661044,69.85234159949123,2.3381458425821853,20.01240931597764,0.5002284602081728,5.984879928898261,-1.2493336136264532,0.35196121641671596,0.3119230492767641,0.0004774699925187741
104,1,0,10.753121284517395,238.34821977276906,86.05444664900891,2.0042534827976652,20.0002426409939,0.5594989359512184,4.21863893602459,-1.1064381910436185,0.55,0.07417292586682804,0.0019263923439131747
105,1,0,10.860827393456752,235.39689069267376,94.81876149971455,2.000003931937914,20.000066705014525,0.5034159339102425,4.24655651211687,-1.0647066220173858,0.5486817461294629,0.03446021064271182,0.003409318248473174
106,1,0,10.978768774042582,236.99230420891885,86.72043389545965,2.0009519896375014,20.0054413299616,0.5124155516171474,4.345520687894066,-1.088541007156139,0.55,0.04798810446010188,0.04735091819964192
107,1,0,11.17365450369401,237.5261105340222,84.7564463165604,2.0009519896375014,20.0054413299616,0.5610236731536176,4.345520687894066,-1.0977821554577942,0.55,0.04915296068018221,0.047548104793004475
