niche_id,grid_x,grid_y,quality_train,descriptor_mean_voltage_pu_train,descriptor_security_spread_train,asset_battery_capacity_mw,asset_capacitor_mvar,category_battery_bus,category_capacitor_bus_1,category_capacitor_bus_2,visit_count,objective_loss_mw,objective_voltage_deviation_mpu,objective_lifecycle_cost_musd,objective_security_index,constraint_voltage,constraint_thermal,constraint_power_flow,decision_generator_vm_1_pu,decision_generator_vm_2_pu,decision_generator_vm_3_pu,decision_generator_vm_4_pu,decision_generator_vm_5_pu,decision_generator_vm_6_pu,decision_generator_vm_7_pu,decision_generator_vm_8_pu,decision_generator_vm_9_pu,decision_tap_offset_1,decision_tap_offset_2,decision_tap_offset_3,decision_capacitor_bus_index_1,decision_capacitor_steps_1,decision_capacitor_bus_index_2,decision_capacitor_steps_2,decision_battery_bus_index,decision_battery_capacity_mw,decision_renewable_curtailment_1,decision_renewable_curtailment_2
362,2,18,14.755087954776,1.001380295794,0.271722124890,270.831663375443,175.000000000000,14,7,7,54,36.242608546266,14.520621940173,104.984315032025,0.999714315562,-0.012744072000,-0.000285684438,-1.000000000000,0.994595451299,1.006662298232,0.990948877314,1.007394024934,1.002260611432,1.007185649214,0.999803930740,0.985280722695,0.996338356967,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.831663375443,0.404579310826,0.486111171576
342,2,17,14.761038495625,1.001238147642,0.268505398703,270.841370014362,175.000000000000,14,7,7,114,36.273053398626,14.505468801867,105.028718454669,0.999996055521,-0.012713625156,-0.000003944479,-1.000000000000,0.994595451299,1.006635525676,0.991315486634,1.007394024934,1.000129111775,1.007185649214,0.999905213209,0.985277856467,0.996338356967,0.000000000000,1.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.841370014362,0.403856910782,0.486111171576
343,3,17,14.768375843157,1.001985284837,0.269262165714,270.837634454503,175.000000000000,14,7,7,625,36.219138395267,14.547824429809,105.083672043069,0.999499072828,-0.013221345970,-0.000500927172,-1.000000000000,0.996975609504,1.006684610083,0.990948498494,1.007068972949,1.006359455273,1.004585009607,0.999905213209,0.985277371656,0.996319478372,0.000000000000,1.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.837634454503,0.404494485684,0.486697910459
363,3,18,14.769738248840,1.001881268363,0.271569892815,270.832621401908,175.000000000000,14,7,7,396,36.274253371409,14.642236131325,104.662854888016,0.999738399754,-0.014106300508,-0.000261600246,-1.000000000000,0.995766033340,1.008385015872,0.990628492054,1.007070641620,1.001328245735,1.004353587675,1.000358507681,0.985917210302,0.999059622230,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.832621401908,0.404543512760,0.477761948586
364,4,18,14.815675224437,1.004298748908,0.276482876815,270.833543383457,200.000000000000,14,7,7,795,36.081505433307,14.996425924088,104.219757285839,0.999890075696,-0.018061941499,-0.000109924304,-1.000000000000,0.997324704276,1.008224002005,0.990777632601,1.006725665296,1.006639536847,1.005675892792,0.999340625456,0.985370990174,0.999386461573,0.000000000000,0.000000000000,2.000000000000,1.000000000000,2.000000000000,1.000000000000,6.000000000000,2.000000000000,270.833543383457,0.378241570069,0.486129142926
344,4,17,14.881355025401,1.004034475811,0.269279986161,270.837660126893,175.000000000000,14,7,7,559,36.069844319484,14.937545822371,105.265670900252,0.998081071059,-0.015137712971,-0.001918928941,-1.000000000000,0.994595451299,1.008394172791,0.990948498494,1.007068972949,1.006638550509,1.004585009607,0.999905213209,0.992006658688,0.999316749615,0.000000000000,1.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.837660126893,0.404915557437,0.486697910459
323,3,16,14.944272093363,1.003049942166,0.250801984282,271.302172703994,175.000000000000,14,7,7,93,36.364638644996,15.061940037978,104.898647138840,0.999595121145,-0.011107126411,-0.000404878855,-1.000000000000,0.989489760917,1.006575813906,1.005326379612,1.006431355112,1.000011669044,1.006462454492,0.998892916163,0.983664460880,0.999544416793,0.000000000000,1.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,271.302172703994,0.401938600274,0.478507304729
303,3,15,14.971419375580,1.003516987443,0.239174245433,270.831195566762,175.000000000000,14,7,7,113,36.328848099500,15.159615177417,104.901064935458,0.999606235171,-0.010405532128,-0.000393764829,-1.000000000000,0.989408496996,1.006636220122,1.005847464780,1.007402204728,1.001268652912,1.006630583563,0.998762646912,0.985260831189,0.999551744127,0.000000000000,1.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.831195566762,0.404820031149,0.477346336296
324,4,16,14.979922308262,1.004266614890,0.254857615894,270.815268612910,175.000000000000,14,7,7,195,36.392209895519,15.282438992091,104.468434593320,0.999588255568,-0.011364365552,-0.000411744432,-1.000000000000,0.997377795427,1.008943116809,1.003570238308,1.007561082505,1.001403785016,1.004907137875,0.998851639271,0.983934676353,1.000046051072,0.000000000000,0.000000000000,2.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.815268612910,0.406038154413,0.466570424751
283,3,14,14.993683689248,1.003121207423,0.224269153785,270.833638270346,175.000000000000,14,7,7,112,36.327301265076,15.140535964755,105.264636732115,0.998767126922,-0.009528071762,-0.001232873078,-1.000000000000,0.987639752239,1.004065785435,1.003455299802,1.007925014186,1.006341634575,1.001900845772,0.998786344298,0.984102507859,0.999695653665,0.000000000000,0.000000000000,3.000000000000,1.000000000000,1.000000000000,1.000000000000,6.000000000000,2.000000000000,270.833638270346,0.404848475837,0.486785485952
