angle_deg,nominal_db,envelope_min_db,envelope_max_db
-37.55335848461365,-26.29578217897757,-43.035864990193375,-17.746429370385517
-37.51723152576138,-26.279183934258473,-42.76220482822569,-17.737542933828244
-37.481122048501426,-26.263424264254596,-42.48435789288396,-17.72893043526501
-37.44503001315913,-26.248501116795527,-42.20375923177599,-17.720594120080694
-37.40895538018326,-26.23441246346495,-41.9216500692357,-17.712536176314746
-37.37289811014538,-26.22115629998661,-41.63909198025361,-17.704758735715238
-37.33685816373934,-26.208730646468336,-41.35698335546962,-17.697263874782525
-37.30083550178074,-26.19713354750859,-41.07607672912917,-17.690053615802068
-37.264830085206334,-26.186363072169826,-40.79699596411202,-17.683129927865775
-37.22884187507355,-26.176417313822235,-40.520252631303734,-17.67649472788152
-37.19287083255987,-26.1672943898602,-40.24626118475788,-17.67014988157009
-37.15691691896235,-26.15899244129499,-39.97535272800001,-17.664097204449494
-37.120980095697085,-26.151509632225856,-39.70778730266123,-17.65833846280605
-37.08506032429864,-26.144844149190757,-39.44376472101954,-17.652875374651934
-37.049157566419545,-26.138994200398432,-39.1834340203612,-17.64770961066879
-37.01327178382976,-26.13395801484362,-38.926901648851924,-17.642842795137494
-36.97740293841616,-26.129733841305047,-38.67423850733201,-17.63827650685334
-36.94155099218202,-26.12631994722701,-38.42548597481946,-17.634012280026727
-36.90571590724648,-26.123714617485113,-38.18066104167639,-17.63005160516916
-36.86989764584402,-26.12191615303469,-37.93976066632949,-17.626395929964257
-36.834096170323996,-26.120922869442357,-37.70276546116912,-17.62304666012376
-36.798311443150084,-26.12073309529879,-37.46964280213481,-17.620005160228313
-36.7625434268998,-26.121345170512413,-37.24034944540064,-17.617272754553127
-36.72679208426398,-26.12275744448101,-37.01483372401351,-17.614850727878107
-36.691057378046295,-26.12496827414082,-36.79303738760847,-17.612740326282832
-36.65533927116277,-26.127976021889722,-36.57489713955042,-17.61094275792597
-36.6196377266412,-26.131779053381877,-36.36034591807273,-17.609459193809236
-36.583952707620796,-26.136375735192168,-36.149313961161496,-17.608290768526068
-36.54828417735158,-26.141764432345823,-35.94172968901046,-17.60743858099482
-36.512632099193986,-26.14794350570982,-35.73752043276409,-17.6069036951764
-36.476996436618286,-26.154911309243577,-35.53661303388342,-17.60668714077683
-36.44137715320416,-26.162666187102786,-35.33893433472777,-17.60678991393428
-36.40577421264027,-26.171206470593486,-35.144411577758554,-17.60721297789096
-36.37018757872364,-26.18053047497058,-34.95297272806561,-17.60795726364978
-36.33461721535936,-26.19063649607626,-34.76454673162462,-17.609023670615997
-36.299063086559954,-26.201522806812413,-34.57906371975209,-17.610413067223764
-36.26352515644502,-26.213187653441498,-34.39645516858546,-17.61212629154781
-36.22800338924073,-26.225629251709613,-34.21665402102931,-17.614164151900304
-36.19249774927937,-26.238845782785557,-34.03959477743889,-17.61652742741304
-36.15700820099884,-26.252835389008567,-33.86521356032553,-17.619216868604994
-36.12153470894227,-26.267596169438058,-33.69344815753449,-17.62223319793541
-36.08607723775751,-26.283126175197864,-33.52423804764398,-17.625577110342622
-36.05063575219671,-26.29942340460694,-33.35752441073988,-17.629249273768586
-36.015210217115836,-26.31648579808809,-33.19325012722053,-17.63325032966924
-35.97980059747423,-26.334311232847387,-33.08258977846019,-17.637580893511146
-35.944406858334204,-26.352897517313902,-33.01813185836731,-17.642241555254106
-35.90902896486057,-26.372242385331504,-32.94910128379637,-17.647232879820113
-35.87366688232016,-26.392343490093243,-32.875656396463654,-17.652555407548892
-35.83832057608144,-26.41319839780785,-32.79796643996475,-17.658209654639897
-35.802990011614085,-26.43480458108872,-32.71620989360835,-17.664196113581106
-35.7676751544885,-26.457159412054494,-32.630572800781216,-17.670515253564652
-35.73237597037542,-26.480260155130992,-32.54124712030129,-17.677167520889576
-35.69709242504544,-26.504103959542313,-32.632221729620234,-17.684153339351532
-35.66182448436864,-26.528687851480996,-32.762442952562395,-17.691473110620006
-35.626572114314165,-26.55400872594477,-32.89446852887628,-17.699127214602868
-35.59133528094973,-26.58006333822772,-33.02833161826782,-17.7071160097984
-35.55611395044128,-26.606848295054792,-33.16406644740877,-17.71543983363522
-35.520908089052526,-26.634360045346384,-33.301708351167335,-17.724099002799928
-35.48571766314456,-26.662594870600493,-33.44129381545645,-17.733093813552642
-35.450542639175424,-26.691548874880805,-33.582860521726154,-17.742424542030847
-35.41538298369967,-26.7212179743968,-33.72644739311835,-17.752091444541268
-35.38023866336804,-26.751597886663955,-33.872094642291316,-17.762094757840174
-35.34510964492698,-26.78268411923097,-34.01984382090875,-17.772434699402083
-35.30999589521824,-26.81447195796194,-34.16973787077199,-17.783111467677205
-35.274897381178505,-26.84695645486032,-34.32182117655254,-17.794125242337397
-35.239814069839,-26.88013241542292,-34.476139620059314,-17.805476184510972
-35.20474592832505,-26.913994385512492,-34.632740635944636,-17.817164437006518
-35.16969292385574,-26.94853663773668,-34.79167326871607,-17.829190124525635
-35.13465502374344,-26.983753157323108,-34.952988230877544,-17.841553353864757
-35.09963219539351,-27.019637627480503,-35.116737961971765,-17.854254214106287
-35.06462440630386,-27.05618341423623,-35.282976688229574,-17.86729277679894
-35.02963162406454,-27.093383550742203,-35.45176048245728,-17.880669096127516
-34.994653816357406,-27.131230721041668,-35.62314732369982,-17.894383209072032
-34.95969095095571,-27.169717243291764,-35.797197156106556,-17.908435135556566
-34.924742995723726,-27.208835052436555,-35.9739719462947,-17.922824878587512
-34.88980991861636,-27.24857568232892,-36.15353573834555,-17.937552424381607
-34.85489168767876,-27.288930247300552,-36.3359547053774,-17.95261774248373
-34.819988271046014,-27.329889423181378,-36.52129719641032,-17.9680207858743
-34.785099636942675,-27.371443427773553,-36.70963377696644,-17.983761491066687
-34.750225753682464,-27.413582000786775,-36.90103726151698,-17.999839778194396
-34.71536658966785,-27.456294383245407,-37.09558273549719,-18.016255551088182
-34.680522113389756,-27.499569296381424,-37.293347564138436,-18.033008697343057
-34.64569229342709,-27.54339492003137,-37.494411384801694,-18.050099088375305
-34.610877098446466,-27.587758870559327,-37.69885607881954,-18.067526579469444
-34.57607649720181,-27.63264817833328,-37.906765718043644,-18.085291009815133
-34.541290458534,-27.678049264786925,-38.11822648031891,-18.10339220253407
-34.50651895137052,-27.723947919105733,-38.333326526942926,-18.121829964696975
-34.471761944725095,-27.770329274580735,-38.552155833764694,-18.140604087330345
-34.437019407697306,-27.817177784681743,-38.77480596590115,-18.159714345413253
-34.402291309472304,-27.86447719890878,-39.00136978403803,-18.17916049786411
-34.367577619320436,-27.91221053848735,-39.23194106786643,-18.19894228751717
-34.33287830659685,-27.960360071983214,-39.46661403931989,-18.219059441088948
-34.29819334074117,-28.00890729092062,-39.705482764818385,-18.239511669134487
-34.26352269127722,-28.05783288549712,-39.948640411591825,-18.260298665993105
-34.22886632781258,-28.107116720500024,-40.19617832823024,-18.281420109724056
-34.19422422003831,-28.156737811538722,-40.448184913738984,-18.302875662031582
-34.15959633772856,-28.206674301719747,-40.704744232422875,-18.324664968179498
-34.12498265074029,-28.256903438902853,-40.96593432370581,-18.34678765689509
-34.09038312901291,-28.307401553689637,-41.23182514634796,-18.369243340262372
-34.05579774256791,-28.358144038308417,-41.5024760852694,-18.392031613604402
-34.021226461508554,-28.4091053265732,-41.77793293620972,-18.415152055354632
-33.98666925601959,-28.46025887510805,-42.058224268653426,-18.43860422691709
-33.952126096366854,-28.511577146042328,-42.34335705088597,-18.46238767251537
-33.917596952896965,-28.563031591395944,-42.633311402955655,-18.486501919030015
-33.883081796037004,-28.614592639388455,-42.928034324267664,-18.496757850758186
-33.84858059629421,-28.666229682919287,-43.22743222360158,-18.497660933539844
-33.81409332425562,-28.717911070479815,-43.531362062332725,-18.498395522664723
-33.77961995058778,-28.769604099771268,-43.83962090946984,-18.498959476445307
-33.74516044603635,-28.821275014314168,-44.15193370424238,-18.49935075256894
-33.710714781425935,-28.872889003345968,-44.467939034958746,-18.499567410415764
-33.67628292765961,-28.924410205313684,-44.78717278106121,-18.499607613293982
-33.6418648557187,-28.975801715275267,-45.109049541557084,-18.499469630588543
-33.60746053666242,-29.027025596530326,-45.43284190419419,-18.49915183981922
-33.57306994162762,-29.078042896803474,-45.75765781684288,-18.49865272860431
-33.53869304182842,-29.12881366930459,-46.08241662969162,-18.497970896526294
-33.50432980855591,-29.17929699898825,-46.40582480840125,-18.49710505689594
-33.469980213177834,-29.229451034327198,-46.72635289271235,-18.496054038411593
-33.43564422713836,-29.27923302490626,-47.042215993948716,-18.49481678671043
-33.40132182195768,-29.328599365127808,-47.351360956991265,-18.49339236580881
-33.36701296923175,-29.377505644300417,-47.65146417126311,-18.49177995942892
-33.33271764063199,-29.425906703358862,-47.93994473636852,-18.489978872209285
-33.29843580790497,-29.473756698433476,-48.2139980129039,-18.48798853079668
-33.264167442872164,-29.52100917145078,-48.47065417531867,-18.485808484817564
-33.22991251742956,-29.567617127907173,-48.706864862280106,-18.48343840772705
-33.195671003547425,-29.613533121908695,-48.91961811700729,-18.48087809753385
-33.161442873270026,-29.658709348516865,-49.10607752915256,-18.478127477400005
-33.127228098715314,-29.703097743381317,-49.26373630223334,-18.47518659611405
-33.09302665207462,-29.74665008957382,-49.390571906251395,-18.472055628436983
-33.05883850561238,-29.78931813146759,-49.48518348730037,-18.46873487532045
-33.02466363166585,-29.831053695429897,-49.54689374672364,-18.465224763996744
-32.99050200264485,-29.87180881701564,-49.5758004075182,-18.461525847940706
-32.956353591031395,-29.91153587426524,-49.572769351685864,-18.45763880670364
-32.92221836937947,-29.950187726623604,-49.53937049895778,-18.45356444561982
-32.888096310314786,-29.9877178589092,-49.4777662060461,-18.449303695386302
-32.85398738653441,-30.024080529673046,-49.39056820411917,-18.444857611517026
-32.819891570806554,-30.05923092320066,-49.28068158418612,-18.440227373672556
-32.78580883597024,-30.093125304325262,-49.15115307395712,-18.435414284866884
-32.751739154935095,-30.125721175139862,-49.00503685933218,-18.43041977055312
-32.71768250068103,-30.15697743262196,-48.845285992345225,-18.425245377590105
-32.68363884625795,-30.186854526117738,-48.6746723780442,-18.419892773092037
-32.649608164785505,-30.215314613575202,-48.49573434811845,-18.414363743163758
-32.61559042945285,-30.24232171536984,-48.31074825840897,-18.408660191524312
-32.581585613518314,-30.267841864532844,-48.12171931239984,-18.402784138021563
-32.54759369030918,-30.291843252172143,-47.93038660310256,-18.396737717041102
-32.513614633221366,-30.314296366872142,-47.73823781002116,-18.390523175812653
-32.479648415719225,-30.33517412687003,-47.54652976029167,-18.38414287261743
-32.44569501133523,-30.354452003834606,-47.35631192727314,-18.377599274900017
-32.41175439366974,-30.37210813711928,-47.16845075112465,-18.370894957288606
-32.3778265363907,-30.38812343742343,-46.98365335268676,-18.364032599527455
-32.34391141323342,-30.402481678874956,-46.80248975235039,-18.35701498432567
-32.310008998000306,-30.415169578642306,-46.62541310637302,-18.349844995126276
-32.276119264560585,-30.42617686329315,-46.452777754921264,-18.342525613800085
-32.24224218685005,-30.4354963212395,-46.28485506358024,-18.335059918268524
-32.20837773887084,-30.443123840742842,-46.121847156844915,-18.327451080059852
-32.174525894691136,-30.449058433095413,-45.963898708218586,-18.31970236180336
-32.140686628444925,-30.453302240743234,-45.81110698289624,-18.31181711466597
-32.106859914331764,-30.455860530269575,-45.66353033760752,-18.303798775735803
-32.07304572661652,-30.456741670313114,-45.52119537666335,-18.295650865357445
-32.039244039629104,-30.455957094647715,-45.38410294960472,-18.287376984423258
-32.00545482776425,-30.45352125080123,-45.25223315818622,-18.27898081162566
-31.971678065481232,-30.449451534733033,-45.12554952130042,-18.270466100674664
-31.93791372730365,-30.443768212224832,-45.0040024275496,-18.26183667748545
-31.90416178781918,-30.436494327761597,-44.887531987358614,-18.253096437340318
-31.870422221679323,-30.42765560179045,-44.77607038035127,-18.244249342029704
-31.83669500359915,-30.41728031734005,-45.36109065191741,-18.235299416976527
-31.802980108357072,-30.40539919706311,-46.45295405133009,-18.22625074834821
-31.769277510794613,-30.392045271828575,-47.612947544891746,-18.21710748016082
-31.73558718581616,-30.377253742035162,-48.80028373955129,-18.207873811379315
-31.701909108388715,-30.361061832848158,-49.91701909175421,-18.198553993018077
-31.66824325354165,-30.343508644573713,-50.78059388505277,-18.18915232524584
-31.63458959636651,-30.324634999380592,-51.156529319461,-18.17967315449863
-31.60094811201676,-30.30448328556137,-50.910656704166584,-18.17012087060474
-31.567318775707513,-30.283097300491683,-50.13806148865256,-18.160499903925253
-31.533701562715358,-30.26052209340047,-49.06893449622399,-18.15081472251365
-31.50009644837809,-30.236803809007597,-47.9015498166615,-18.141069829297866
-31.466503408094507,-30.211989533019224,-46.74839516209333,-18.13126975928811
-31.432922417324136,-30.186127140396785,-45.65857593059428,-18.121419076813503
-31.399353451587043,-30.159265147235523,-44.647728233008515,-18.111522372790414
-31.3657964864636,-30.131452567004526,-43.71641640156814,-18.101584262025504
-31.332251497594267,-30.102738771812213,-43.60739581100926,-18.091609380555948
-31.298718460679325,-30.073173359273028,-43.56851125182291,-18.081602383029406
-31.265197351478694,-30.042806025463822,-43.533156189491685,-18.071567940126293
-31.231688145811695,-30.011686444369325,-43.50125082526346,-18.061510736026097
-31.198190819556842,-29.979864154135214,-43.472715051604716,-18.051435465920452
-31.1647053486516,-29.947388450363185,-43.44746818210305,-18.041346833574217
-31.13123170909215,-29.91430828660932,-43.425428657802385,-18.0312495489368
-31.09776987693323,-29.880672182173775,-43.406513730505466,-18.02114832580518
-31.064319828287875,-29.84652813720448,-43.390639123353445,-18.01104787953989
-31.030881539327186,-29.81192355507914,-43.377718668844814,-18.000952924835744
-30.997454986280143,-29.776905171973212,-43.367663924342914,-17.99086817354794
-30.96404014543338,-29.741518993476475,-43.360383765118044,-17.980798332574995
-30.930636993130985,-29.705810238077515,-43.355783955,-17.97074810179925
-30.897245505774258,-29.669823287299767,-43.35376669483541,-17.960722172085664
-30.863865659821517,-29.633601642243832,-43.35423014914557,-17.950725223339653
-30.830497431787894,-29.59718788626446,-43.35706795165315,-17.940761922624358
-30.797140798245117,-29.560623653493202,-43.362168690731046,-17.930836922337914
-30.763795735821287,-29.523949602901162,-43.369415376299045,-17.920954858450784
-30.730462221200682,-29.487205397587168,-43.37868489028992,-17.911120348803436
-30.69714023112357,-29.450429688970694,-43.38984742353391,-17.90133799146445
-30.663829742385975,-29.41366010556525,-43.402765902756386,-17.891612363148948
-30.630530731839475,-29.376933246008477,-43.41729541238841,-17.881948017697063
-30.597243176390986,-29.34028467603043,-43.43328261705493,-17.872349484612542
-30.56396705300262,-29.303748929044723,-43.45056519190475,-17.86282126766079
-30.530702338691416,-29.267359510056398,-43.468971269427996,-17.85336784352615
-30.497449010529145,-29.231148902590263,-43.48831891302771,-17.843993660527776
-30.46420704564213,-29.195148578353166,-43.50841562936931,-17.83470313739371
-30.430976421211067,-29.159389009356623,-43.52905793339866,-17.82550066209221
-30.39775711447079,-29.12389968223924,-43.55003098186171,-17.816390590720005
-30.36454910271005,-29.08870911454057,-43.57110829309338,-17.80737724644633
-30.33135236327139,-29.053844872693148,-43.59205157273399,-17.798464918511986
-30.2981668735509,-29.01933359151431,-43.612610666755074,-17.789657861282933
-30.26499261099804,-28.985200994989782,-43.63252366458701,-17.7809602933567
-30.23182955311542,-28.95147191816022,-43.651517176182736,-17.772376396721363
-30.198677677458626,-28.918170329931797,-43.669306807243515,-17.76391031596568
-30.16553696163604,-28.885319356646644,-43.68559785648628,-17.7555661575394
-30.132407383308635,-28.85294130626243,-43.70008625751922,-17.74734798906259
-30.09928892018976,-28.821057693002853,-43.71245978542092,-17.739259838683065
-30.066181550044995,-28.789689262351807,-43.72239954432098,-17.73130569448042
-30.03308525069193,-28.75885601627757,-43.729581747037685,-17.723489503915854
-30.000000000000004,-28.728577238581977,-43.733679791015504,-17.71581517332627
-29.966925775890267,-28.69887152028253,-43.73436662647848,-17.708286567461762
-29.933862556335253,-28.669756784941967,-43.73131740290571,-17.7009075090649
-29.900810319358758,-28.641250313872384,-43.72421236895257,-17.693681778490877
-29.867769043035672,-28.6133687711472,-43.71273998906304,-17.686613113367233
-29.83473870549178,-28.58612822836251,-43.69660022780337,-17.679705208291697
-29.80171928490358,-28.55954418909829,-43.67550794102837,-17.672961714567187
-29.76871075949813,-28.53363161303452,-43.64919630205959,-17.666386239972507
-29.73571310755282,-28.50840493968581,-43.617420181979554,-17.65998234856763
-29.702726307395228,-28.483878111722085,-43.57995939665368,-17.65375356053228
-29.669750337402906,-28.46006459784911,-43.53662172996205,-17.647703352036505
-29.63678517600325,-28.436977415227823,-43.48724564349957,-17.641835155142182
-29.60383080167327,-28.414629151414985,-43.431702588037346,-17.636152357734126
-29.570887192939445,-28.393031985811625,-43.3698988413972,-17.630658303479567
-29.537954328377523,-28.37219771061093,-43.30177681082955,-17.625356291814956
-29.505032186612382,-28.352137751238324,-43.22731575488157,-17.620249577958784
-29.472120746317795,-28.33286318628062,-43.146531899267835,-17.615341372949246
-29.439219986216322,-28.31438476690435,-43.05947794227704,-17.610634843705842
-29.406329885079092,-28.296712935763722,-42.96624196652304,-17.60613311311344
-29.373450421725636,-28.27985784540263,-42.86694579414458,-17.60183926012797
-29.34058157502373,-28.263829376156334,-42.761742840670664,-17.597756319902572
-29.307723323889217,-28.248637153559308,-42.65081553773163,-17.59388728393307
-29.274875647285814,-28.234290565268093,-42.534372405902666,-17.590235100221836
-29.242038524224995,-28.22079877750952,-42.41264486581631,-17.58680267345906
-29.209211933765747,-28.208170751062987,-42.28588387818826,-17.58359286522011
-29.176395855014487,-28.196415256791,-42.1543565018562,-17.580608494178463
-29.14359026712481,-28.185540890728298,-42.01834245373989,-17.577852336332956
-29.11079514929739,-28.175556088743214,-41.8781307465434,-17.575327125248442
-29.078010480779767,-28.16646914078465,-41.73401646976168,-17.573035552309033
-29.045236240866217,-28.158288204728272,-41.58629776795024,-17.570980266982993
-29.012472408897537,-28.151021319836175,-41.43527305803468,-17.569163877098454
-28.979718964260964,-28.144676419844078,-41.281238515358076,-17.56758894912909
-28.946975886389914,-28.13926134569019,-41.12448584674516,-17.56625800848882
-28.914243154763895,-28.134783857901013,-40.965300358539245,-17.565173539835087
-28.881520748908294,-28.131251648647634,-40.80395931859254,-17.56433798737952
-28.848808648394265,-28.128672353486724,-40.64073060375012,-17.563753755205415
-28.816106832838503,-28.127053562801837,-40.47587161847679,-17.56342320759149
-28.783415281903167,-28.12640283295758,-40.30962846588246,-17.563348669340918
-28.750733975295635,-28.126727697181288,-40.142235349406604,-17.56353242611508
-28.71806289276841,-28.128035676185995,-39.973914181647544,-17.56397672477144
-28.685402014118925,-28.130334288547335,-39.80487437608786,-17.56468377370468
-28.652751319189413,-28.133631060849417,-39.63531279759253,-17.565655743191044
-28.62011078786671,-28.1379335376092,-39.465413848328446,-17.566894765734283
-28.58748040008216,-28.143249290995747,-39.295349667048136,-17.56840293641383
-28.55486013581139,-28.14958593035326,-39.125280421280436,-17.570182313233648
-28.522249975074217,-28.156951111541453,-38.955354673813865,-17.572234917471825
-28.48964989793445,-28.165352546104067,-38.785709806784055,-17.57456273403013
-28.45705988449976,-28.174798010276167,-38.61647248863209,-17.577167711783076
-28.424479914921513,-28.185295353841013,-38.44775917110677,-17.580051763926058
-28.391909969394654,-28.196852508846586,-38.2796766053019,-17.583216768322103
-28.359350028157476,-28.209477498190555,-38.112322367405596,-17.586664567846697
-28.326800071491583,-28.223178444083175,-37.945785386392274,-17.590396970730296
-28.294260079721624,-28.237963576396822,-37.780146467278314,-17.5944157508983
-28.261730033215233,-28.253841240908542,-37.61547880480237,-17.59872264830767
-28.229209912382817,-28.27081990744425,-37.45184848347878,-17.60331936928024
-28.19669969767747,-28.288908177930672,-37.28931496091513,-17.608207586832208
-28.164199369594748,-28.308114794359632,-37.127931532090024,-17.6133889409992
-28.13170890867261,-28.32844864667134,-36.96774577297572,-17.618865039157026
-28.099228295491184,-28.349918780559968,-36.80879996245984,-17.6246374563375
-28.0667575106727,-28.37253440520424,-36.65113148199665,-17.63070773553895
-28.034296534881282,-28.396304900926577,-36.494773192806555,-17.637077388031443
-28.001845348822847,-28.42123982678097,-36.339753790753356,-17.643747893656055
-27.96940393324493,-28.44734892807051,-36.186098139277036,-17.650720701118274
-27.936972268936582,-28.474642143792526,-36.03382758095061,-17.657997228274922
-27.90455033672816,-28.503129614009843,-35.88296022837508,-17.665578862414623
-27.872138117491268,-28.532821687143578,-35.73351123523124,-17.6734669605314
-27.839735592138535,-28.563728927182133,-35.58549304837962,-17.681662849591284
-27.807342741623547,-28.595862120798706,-35.438915641946444,-17.690167826791495
-27.774959546940636,-28.62923228436904,-35.293786734356594,-17.698983159812457
-27.742585989124816,-28.663850670876098,-35.15011198928185,-17.708110087061687
-27.710222049251563,-28.699728776689945,-35.00789520146449,-17.717549817910164
-27.677867708436757,-28.7368783482044,-34.867138468359364,-17.72730353292037
-27.645522947836465,-28.77531138831239,-34.72784234850964,-17.737372384066163
-27.61318774864688,-28.815040162697052,-34.59000600754099,-17.747757494944292
-27.58086209210412,-28.85607720591096,-34.45362735261935,-17.758459960976968
-27.548545959484134,-28.898435327215857,-34.31870315618176,-17.76948084960607
-27.51623933210254,-28.942127616145733,-34.51960247981496,-17.780821200478165
-27.483942191314522,-28.987167447754437,-34.72418020956334,-17.792482025620405
-27.451654518514644,-29.03356848750384,-34.932474462337254,-17.8044643096074
-27.419376295136775,-29.08134469573929,-35.14451391423854,-17.81676900971846
-27.387107502653908,-29.13051033169618,-35.36031558117314,-17.829397056085547
-27.35484812257806,-29.18107995697103,-35.57988219854864,-17.842349351831427
-27.32259813646011,-29.233068438383807,-35.80319913500847,-17.855626773198175
-27.2903575258897,-29.286490950147005,-36.030230766875306,-17.869230169665617
-27.258126272495073,-29.341362975249563,-36.26091623171058,-17.883160364060046
-27.22590435794297,-29.397700305947826,-36.49516447173069,-17.897418152652484
-27.193691763938464,-29.45551904324672,-36.73284847169619,-17.912004305246928
-27.161488472224885,-29.514835595237628,-36.97379859266969,-17.92691956525825
-27.129294464583616,-29.575666674143015,-37.21779490471734,-17.94216464977952
-27.09710972283405,-29.638029291901017,-37.46455843094842,-17.957740249638903
-27.064934228833376,-29.70194075410266,-37.713741236014414,-17.97364702944587
-27.032767964476538,-29.767418652070283,-37.96491532923311,-17.989885627626684
-27.00061091169602,-29.834480852842887,-38.21756041212507,-18.006456656449032
-26.968463052461793,-29.903145486803822,-38.47105058989185,-18.023360702035692
-26.936324368781143,-29.97343093265682,-38.72464029480126,-18.04059832436736
-26.904194842698576,-30.045355799418573,-38.97744984531866,-18.058170057274165
-26.872074456295664,-30.118938905059597,-39.22845129547123,-18.076076408416107
-26.839963191690945,-30.19419925137938,-39.47645551748147,-18.094317859252275
-26.807861031039774,-30.271155994653647,-39.72010180191228,-18.112894864998637
-26.77576795653425,-30.349828411536187,-39.957851633990884,-18.13180785457442
-26.743683950403007,-30.43023585963837,-40.187988672049926,-18.15105723053705
-26.71160899491118,-30.512397732138915,-40.40862724628112,-18.170643369005475
-26.679543072360232,-30.596333405702808,-40.617731814749646,-18.190566619571825
-26.64748616508785,-30.682062180902708,-40.813149634282595,-18.210827305201406
-26.61543825546781,-30.769603214241755,-40.99265829363639,-18.23142572212079
-26.58339932590988,-30.85897544077341,-41.15402860963841,-18.252362139694306
-26.551369358859667,-30.95019748619417,-41.29510167755085,-18.273636800288166
-26.519348336798537,-31.04328756716157,-41.41387670591492,-18.295249919123137
-26.487336242243458,-31.13826337843923,-41.50860394343372,-18.317201684114703
-26.455333057746916,-31.235141965318498,-41.57787498152548,-18.33949225570134
-26.42333876589676,-31.333939579588094,-41.62070154012126,-18.362121766660614
-26.39135334931612,-31.434671517129907,-41.63657399746393,-18.385090321912923
-26.35937679066326,-31.537351935009212,-41.62549263426142,-18.40839799831305
-26.327409072631493,-31.641993645693876,-41.58796766353866,-18.432044844429353
-26.29545017794902,-31.748607885784512,-41.524988042389026,-18.456030880310518
-26.26350008937888,-31.857204056363248,-41.43796298748967,-18.480356097239856
-26.231558789718747,-31.96778943177239,-41.32864321941455,-18.505020457477148
-26.19962626180091,-32.0803688333162,-41.199030673263515,-18.530023893987934
-26.16770248849207,-32.194944264041524,-41.051285569111435,-18.555366310160114
-26.135787452693307,-32.31151450039971,-40.88763856179036,-18.581047579508084
-26.103881137339897,-32.43007463622148,-40.710313666685934,-18.607067545364025
-26.071983525401254,-32.550615574064906,-40.52146533557683,-18.633426020556623
-26.04009459988077,-32.67312345862029,-40.32313089495764,-18.660122787076933
-26.008214343815748,-32.7975790464994,-40.11719784881623,-18.68715759573157
-25.976342740277243,-32.923957006405864,-39.9053844000857,-18.714530165783053
-25.94447977237001,-33.05222514340824,-39.68923093385,-18.742240184577273
-25.912625423232324,-33.18234354084266,-39.47010002537049,-18.77028730715828
-25.880779676035914,-33.31426361329067,-39.24918265432337,-18.798671155870032
-25.848942513985868,-33.44792706416681,-39.027508598664355,-18.827391319945388
-25.817113920320462,-33.583264741753936,-38.80595934874509,-18.85644735508219
-25.78529387831112,-33.72019538812517,-38.58528225676262,-18.885838783006548
-25.753482371262244,-33.858624276368076,-38.36610497791527,-18.915565091023105
-25.721679382511166,-33.99844173299222,-38.14894954828962,-18.945625731552592
-25.689884895427976,-34.13952154446756,-37.934245675265494,-18.976020121656493
-25.65809889341548,-34.28171924966277,-37.72234299219006,-19.006747642548852
-25.62632135990903,-34.424870323681006,-37.51352215759108,-19.037807639095277
-25.594552278376472,-34.56878826340815,-37.30800476900399,-19.069199419299302
-25.562791632318,-34.713262591176566,-37.10596212116062,-19.100922253775874
-25.531039405266085,-34.858056800496186,-36.907522875365004,-19.132975375212254
-25.49929558078532,-35.002906276975914,-36.71277972763311,-19.165357977816356
-25.467560142472372,-35.14751623847897,-36.52179517251689,-19.19806921675232
-25.43583307395584,-35.2915597512843,-36.33460646121209,-19.23110820756395
-25.404114358896177,-35.434675893479536,-36.15122984934979,-19.264474025585365
-25.372403980985542,-35.57646815277545,-35.971664223737505,-19.2981657053397
-25.340701923947755,-35.7165031629074,-35.79589418966386,-19.33218223992531
-25.30900817153814,-35.85430990002332,-35.623892692103894,-19.366522580390072
-25.277322707543476,-35.98937947677806,-35.455623235892915,-19.40118563509364
-25.245645515781835,-36.12116568569547,-35.291041762026,-19.4361702690578
-25.213976580102543,-36.24908645268007,-35.13009822990887,-19.4714753033052
-25.182315884386014,-36.372526363902395,-34.97273794873553,-19.507099514186528
-25.150663412543715,-36.49084042186655,-34.81890269522737,-19.543041632696205
-25.119019148518007,-36.60335916641354,-34.66853164972235,-19.57930034377695
-25.087383076282087,-36.70939526106459,-34.52156217801765,-19.615874285613337
-25.055755179839856,-36.80825159251954,-34.377930482385125,-19.65276204891446
-25.02413544322586,-36.89923086061623,-34.23757214173455,-19.689962176186015
-24.992523850505133,-36.98164654882864,-34.100422557939936,-19.72747316099212
-24.960920385773164,-37.054835065051215,-33.966417322807445,-19.765293447206716
-24.929325033155745,-37.11816873534845,-33.835492517987106,-19.803421428255582
-24.897737776808903,-37.171069228570445,-33.70758495828716,-19.84185544634811
-24.866158600918784,-37.21302089840052,-33.582632387260986,-19.880593791700424
-24.834587489701583,-37.2435834635844,-33.46057363260433,-19.91963470174896
-24.803024427403415,-37.26240341816174,-33.34134872774955,-19.9589763603557
-24.77146939830024,-37.26922358014404,-33.22489900507949,-19.998616897004908
-24.739922386697753,-37.26389025335638,-33.11116716535727,-20.03855438599185
-24.708383376931312,-37.246357591241555,-33.000097327267426,-20.078786845603936
-24.676852353365803,-37.21668890507858,-32.891635060371634,-20.11931223729465
-24.64532930039559,-37.175054838394516,-32.78572740427781,-20.160128464850438
-24.61381420244438,-37.12172851659953,-32.68232287639079,-20.201233373551393
-24.58230704396517,-37.05707795709555,-32.58137147025175,-20.242624749325856
