angle_deg,uniform_db,optimized_db,chebyshev_reference_db
-34.750225753682464,-26.505123348161437,-27.413582000786775,-31.565001440088896
-34.71536658966785,-26.59304749789072,-27.456294383245407,-31.635985291569604
-34.680522113389756,-26.683362246269546,-27.499569296381424,-31.708867549491035
-34.64569229342709,-26.776119445860544,-27.54339492003137,-31.783680388903445
-34.610877098446466,-26.87137349718878,-27.587758870559327,-31.860457403163753
-34.57607649720181,-26.969181499987926,-27.63264817833328,-31.93923367421187
-34.541290458534,-27.069603416360827,-27.678049264786925,-32.02004584762685
-34.50651895137052,-27.1727022469831,-27.723947919105733,-32.10293221284713
-34.471761944725095,-27.27854422160182,-27.770329274580735,-32.187932788972205
-34.437019407697306,-27.387199005227796,-27.817177784681743,-32.27508941660845
-34.402291309472304,-27.498739921582267,-27.86447719890878,-32.364445856264695
-34.367577619320436,-27.613244195541814,-27.91221053848735,-32.456047893852464
-34.33287830659685,-27.73079321653764,-27.960360071983214,-32.54994345390592
-34.29819334074117,-27.851472825104096,-28.00890729092062,-32.64618272119694
-34.26352269127722,-27.975373625043485,-28.05783288549712,-32.74481827149066
-34.22886632781258,-28.102591323990417,-28.107116720500024,-32.84590521226889
-34.19422422003831,-28.23322710551599,-28.156737811538722,-32.9495013343351
-34.15959633772856,-28.3673880363269,-28.206674301719747,-33.05566727531503
-34.12498265074029,-28.505187512590872,-28.256903438902853,-33.164466696179666
-34.09038312901291,-28.646745749973455,-28.307401553689637,-33.27596647204509
-34.05579774256791,-28.79219032260736,-28.358144038308417,-33.390236898645654
-34.021226461508554,-28.941656756962566,-28.4091053265732,-33.50735191604009
-33.98666925601959,-29.09528918745053,-28.46025887510805,-33.62738935129596
-33.952126096366854,-29.253241081610927,-28.511577146042328,-33.750431182106425
-33.917596952896965,-29.415676043918204,-28.563031591395944,-33.87656382353205
-33.883081796037004,-29.58276870864749,-28.614592639388455,-34.005878440336716
-33.84858059629421,-29.75470573389197,-28.666229682919287,-34.13847128769629
-33.81409332425562,-29.931686910785864,-28.717911070479815,-34.27444408342025
-33.77961995058778,-30.113926404319397,-28.769604099771268,-34.413904415238676
-33.74516044603635,-30.30165414491823,-28.821275014314168,-34.556966187184685
-33.710714781425935,-30.495117393300855,-28.872889003345968,-34.70375010965218
-33.67628292765961,-30.694582505150855,-28.924410205313684,-34.85438423834921
-33.6418648557187,-30.900336927007146,-28.975801715275267,-35.00900456810972
-33.60746053666242,-31.112691460689458,-29.027025596530326,-35.16775568839249
-33.57306994162762,-31.331982840798215,-29.078042896803474,-35.33079150830972
-33.53869304182842,-31.55857667869187,-29.12881366930459,-35.49827606021678
-33.50432980855591,-31.792870837288497,-29.17929699898825,-35.6703843922942
-33.469980213177834,-32.035299314611926,-29.229451034327198,-35.84730356220395
-33.43564422713836,-32.28633673096465,-29.27923302490626,-36.02923374586385
-33.40132182195768,-32.54650353591674,-29.328599365127808,-36.21638947771268
-33.36701296923175,-32.81637207825884,-29.377505644300417,-36.40900104162215
-33.33271764063199,-33.09657371642359,-29.425906703358862,-36.60731603494901
-33.29843580790497,-33.387807190997485,-29.473756698433476,-36.8116011322431
-33.264167442872164,-33.69084853804444,-29.52100917145078,-37.02214407998197
-33.22991251742956,-34.00656289653806,-29.567617127907173,-37.23925595961803
-33.195671003547425,-34.33591866147325,-29.613533121908695,-37.463273763432994
-33.161442873270026,-34.68000456504435,-29.658709348516865,-37.69456333654869
-33.127228098715314,-35.04005044428848,-29.703097743381317,-37.93352274937812
-33.09302665207462,-35.417452693141634,-29.74665008957382,-38.18058617835514
-33.05883850561238,-35.81380572697931,-29.78931813146759,-38.43622838972176
-33.02466363166585,-36.23094124887904,-29.831053695429897,-38.7009699424343
-32.99050200264485,-36.67097776059834,-29.87180881701564,-38.97538325317398
-32.956353591031395,-37.13638370312628,-29.91153587426524,-39.26009970075944
-32.92221836937947,-37.630058992846706,-29.950187726623604,-39.555817991307734
-32.888096310314786,-38.15544178471551,-29.9877178589092,-39.86331406252316
-32.85398738653441,-38.716650449990325,-30.024080529673046,-40.183452879947986
-32.819891570806554,-39.31867569714646,-30.05923092320066,-40.5172025761366
-32.78580883597024,-39.96764571330422,-30.093125304325262,-40.86565151433426
-32.751739154935095,-40.6712003901297,-30.125721175139862,-41.23002903395387
-32.71768250068103,-41.43903335727782,-30.15697743262196,-41.61173087429381
-32.68363884625795,-42.28370109479076,-30.186854526117738,-42.01235060249069
-32.649608164785505,-43.2218744792225,-30.215314613575202,-42.43371883200137
-32.61559042945285,-44.276359129084206,-30.24232171536984,-42.87795267042036
-32.581585613518314,-45.47953166968574,-30.267841864532844,-43.34751877541177
-32.54759369030918,-46.879579808845094,-30.291843252172143,-43.845314775789646
-32.513614633221366,-48.552836989863934,-30.314296366872142,-44.37477587555747
-32.479648415719225,-50.63113043169846,-30.33517412687003,-44.940016607459924
-32.44569501133523,-53.373363427612276,-30.354452003834606,-45.54602263142322
-32.41175439366974,-57.41047229135379,-30.37210813711928,-46.19891540098631
-32.3778265363907,-65.20536178957629,-30.38812343742343,-46.906325670366485
-32.34391141323342,-72.0497359585454,-30.402481678874956,-47.677934405547674
-32.310008998000306,-59.58112311810205,-30.415169578642306,-48.52628007933027
-32.276119264560585,-54.658299723684024,-30.42617686329315,-49.46800714527765
-32.24224218685005,-51.534094068803626,-30.4354963212395,-50.52588091395882
-32.20837773887084,-49.24035883323769,-30.443123840742842,-51.732213443529474
-32.174525894691136,-47.4271431490059,-30.449058433095413,-53.13508230199305
-32.140686628444925,-45.927726956801536,-30.453302240743234,-54.81061664106601
-32.106859914331764,-44.64952167515448,-30.455860530269575,-56.89021767079001
-32.07304572661652,-43.535742260314265,-30.456741670313114,-59.631728879789264
-32.039244039629104,-42.54903758531532,-30.455957094647715,-63.66251806697097
-32.00545482776425,-41.66352368876546,-30.45352125080123,-71.42123866512183
-31.971678065481232,-40.860522510860626,-30.449451534733033,-78.48846467525507
-31.93791372730365,-40.12611283497926,-30.443768212224832,-65.90841583814613
-31.90416178781918,-39.44964068215085,-30.436494327761597,-60.97402367399812
-31.870422221679323,-38.822770696542385,-30.42765560179045,-57.84758103477014
-31.83669500359915,-38.23885863413225,-30.41728031734005,-55.554433003105814
-31.802980108357072,-37.69252275344347,-30.40539919706311,-53.743023607636175
-31.769277510794613,-37.17934294257652,-30.392045271828575,-52.246045352639015
-31.73558718581616,-36.69564445867866,-30.377253742035162,-50.97064378797594
-31.701909108388715,-36.23833924004767,-30.361061832848158,-49.85989608049745
-31.66824325354165,-35.80480732465941,-30.343508644573713,-48.8763726045235
-31.63458959636651,-35.392806794477345,-30.324634999380592,-47.99414143499049
-31.60094811201676,-35.000404387636046,-30.30448328556137,-47.19449358310957
-31.567318775707513,-34.625921335476995,-30.283097300491683,-46.46348701792516
-31.533701562715358,-34.26789058369903,-30.26052209340047,-45.790453260298364
-31.50009644837809,-33.92502264179816,-30.236803809007597,-45.16704656144378
-31.466503408094507,-33.596178053193185,-30.211989533019224,-44.586615049595565
-31.432922417324136,-33.28034500311978,-30.186127140396785,-44.043771272446286
-31.399353451587043,-32.97662095498207,-30.159265147235523,-43.53409076994048
-31.3657964864636,-32.684197475604336,-30.131452567004526,-43.053895441145926
-31.332251497594267,-32.40234760712111,-30.102738771812213,-42.60009459955018
-31.298718460679325,-32.130415289271305,-30.073173359273028,-42.17006621065898
-31.265197351478694,-31.867806445137475,-30.042806025463822,-41.76156670634032
-31.231688145811695,-31.613981425972028,-30.011686444369325,-41.372661502001634
-31.198190819556842,-31.368448573813016,-29.979864154135214,-41.00167076309333
-31.1647053486516,-31.130758709132294,-29.947388450363185,-40.647126573141996
-31.13123170909215,-30.900500388464632,-29.91430828660932,-40.30773874268081
-31.09776987693323,-30.67729580646125,-29.880672182173775,-39.982367248113
-31.064319828287875,-30.46079724006787,-29.84652813720448,-39.669999815221175
-31.030881539327186,-30.250683950989952,-29.81192355507914,-39.36973353631656
-30.997454986280143,-30.046659477349035,-29.776905171973212,-39.080759680223885
-30.96404014543338,-29.84844925729661,-29.741518993476475,-38.80235105193908
-30.930636993130985,-29.655798536934252,-29.705810238077515,-38.53385140504451
-30.897245505774258,-29.46847052268298,-29.669823287299767,-38.2746665194091
-30.863865659821517,-29.286244744617782,-29.633601642243832,-38.024256639435684
-30.830497431787894,-29.108915602512333,-29.59718788626446,-37.782130031253175
-30.797140798245117,-28.936291070660886,-29.560623653493202,-37.54783746587305
-30.763795735821287,-28.76819154112176,-29.523949602901162,-37.32096747307503
-30.730462221200682,-28.604448788008657,-29.487205397587168,-37.10114224032559
-30.69714023112357,-28.444905037951187,-29.450429688970694,-36.88801405432246
-30.663829742385975,-28.289412133932203,-29.41366010556525,-36.681262201232045
-30.630530731839475,-28.137830781475582,-29.376933246008477,-36.48059025645685
-30.597243176390986,-27.99002986765055,-29.34028467603043,-36.28572370664313
-30.56396705300262,-27.845885844616948,-29.303748929044723,-36.09640785622746
-30.530702338691416,-27.705282170516952,-29.267359510056398,-35.912405978629806
-30.497449010529145,-27.568108801436843,-29.231148902590263,-35.733497678577194
-30.46420704564213,-27.43426172894935,-29.195148578353166,-35.559477437278005
-30.430976421211067,-27.303642558423636,-29.159389009356623,-35.39015331649137
-30.39775711447079,-27.17615812387423,-29.12389968223924,-35.22534580112089
-30.36454910271005,-27.051720135621334,-29.08870911454057,-35.06488676294247
-30.33135236327139,-26.93024485747321,-29.053844872693148,-34.90861853057395
-30.2981668735509,-26.81165281052147,-29.01933359151431,-34.756393052889514
-30.26499261099804,-26.695868500963726,-28.985200994989782,-34.60807114483677
-30.23182955311542,-26.58282016966448,-28.95147191816022,-34.463521806119665
-30.198677677458626,-26.472439561410333,-28.918170329931797,-34.32262160446453
-30.16553696163604,-26.36466171203839,-28.885319356646644,-34.18525411626884
-30.132407383308635,-26.25942475181092,-28.85294130626243,-34.05130941835189
-30.09928892018976,-26.156669723579988,-28.821057693002853,-33.92068362531484
-30.066181550044995,-26.05634041443458,-28.789689262351807,-33.79327846769246
-30.03308525069193,-25.95838319965854,-28.75885601627757,-33.6690009066662
-30.000000000000004,-25.862746897942003,-28.728577238581977,-33.54776278160755
-29.966925775890267,-25.769382636897447,-28.69887152028253,-33.42948048716275
-29.933862556335253,-25.678243728019496,-28.669756784941967,-33.31407467696189
-29.900810319358758,-25.58928555031523,-28.641250313872384,-33.20146999137353
-29.867769043035672,-25.502465441901897,-28.6133687711472,-33.09159480700786
-29.83473870549178,-25.41774259893534,-28.58612822836251,-32.9843810059247
-29.80171928490358,-25.335077981293285,-28.55954418909829,-32.879763762726824
-29.76871075949813,-25.25443422448724,-28.53363161303452,-32.777681347907034
-29.73571310755282,-25.17577555732715,-28.50840493968581,-32.6780749459946
-29.702726307395228,-25.099067724903115,-28.483878111722085,-32.58088848719187
-29.669750337402906,-25.02427791648769,-28.46006459784911,-32.4860684913277
-29.63678517600325,-24.951374697997405,-28.436977415227823,-32.39356392307266
-29.60383080167327,-24.88032794868196,-28.414629151414985,-32.30332605746342
-29.570887192939445,-24.811108801738033,-28.393031985811625,-32.215308354877465
-29.537954328377523,-24.743689588571275,-28.37219771061093,-32.12946634468332
-29.505032186612382,-24.67804378645119,-28.352137751238324,-32.04575751686315
-29.472120746317795,-24.614145969325506,-28.33286318628062,-31.964141220970667
-29.439219986216322,-24.551971761580567,-28.31438476690435,-31.88457857184907
-29.406329885079092,-24.491497794549012,-28.296712935763722,-31.807032361581363
-29.373450421725636,-24.43270166558431,-28.27985784540263,-31.731466977197442
-29.34058157502373,-24.375561899534542,-28.263829376156334,-31.65784832370283
-29.307723323889217,-24.320057912461394,-28.248637153559308,-31.58614375203172
-29.274875647285814,-24.26616997746164,-28.234290565268093,-31.51632199156253
-29.242038524224995,-24.21387919246145,-28.22079877750952,-31.448353086866273
-29.209211933765747,-24.163167449859287,-28.208170751062987,-31.382208338381346
-29.176395855014487,-24.11401740790845,-28.196415256791,-31.31786024674184
-29.14359026712481,-24.066412463733542,-28.185540890728298,-31.255282460501718
-29.11079514929739,-24.02033672788514,-28.175556088743214,-31.194449727022363
-29.078010480779767,-23.975775000344264,-28.16646914078465,-31.135337846309397
-29.045236240866217,-23.932712747893707,-28.158288204728272,-31.077923627601102
-29.012472408897537,-23.891136082780346,-28.151021319836175,-31.02218484852726
-28.979718964260964,-23.85103174259719,-28.144676419844078,-30.968100216671264
-28.946975886389914,-23.812387071319492,-28.13926134569019,-30.915649333380514
-28.914243154763895,-23.775190001434613,-28.134783857901013,-30.864812659685015
-28.881520748908294,-23.739429037108366,-28.131251648647634,-30.815571484190837
-28.848808648394265,-23.705093238335387,-28.128672353486724,-30.767907892827836
-28.816106832838503,-23.672172206025756,-28.127053562801837,-30.72180474034093
-28.783415281903167,-23.64065606798168,-28.12640283295758,-30.67724562341948
-28.750733975295635,-23.61053546572272,-28.126727697181288,-30.634214855369777
-28.71806289276841,-23.581801542121042,-28.128035676185995,-30.59269744224205
-28.685402014118925,-23.55444592980982,-28.130334288547335,-30.55267906032875
-28.652751319189413,-23.528460740333294,-28.133631060849417,-30.514146034960447
-28.62011078786671,-23.503838554004535,-28.1379335376092,-30.477085320524036
-28.58748040008216,-23.48057241044615,-28.143249290995747,-30.441484481643755
-28.55486013581139,-23.458655799784545,-28.14958593035326,-30.40733167545899
-28.522249975074217,-23.43808265447503,-28.156951111541453,-30.374615634945794
-28.48964989793445,-23.418847341735464,-28.165352546104067,-30.34332565322884
-28.45705988449976,-23.40094465656723,-28.174798010276167,-30.313451568835262
-28.424479914921513,-23.384369815345583,-28.185295353841013,-30.28498375184568
-28.391909969394654,-23.369118449962087,-28.196852508846586,-30.257913090901404
-28.359350028157476,-23.355186602503505,-28.209477498190555,-30.23223098102803
-28.326800071491583,-23.342570720453306,-28.223178444083175,-30.207929312240683
-28.294260079721624,-23.33126765240385,-28.237963576396822,-30.185000458898465
-28.261730033215233,-23.3212746442669,-28.253841240908542,-30.163437269775734
-28.229209912382817,-23.312589335973843,-28.27081990744425,-30.14323305882398
-28.19669969767747,-23.305209758657213,-28.288908177930672,-30.12438159659831
-28.164199369594748,-23.29913433230484,-28.308114794359632,-30.106877102322724
-28.13170890867261,-23.294361863882557,-28.32844864667134,-30.090714236575124
-28.099228295491184,-23.290891545919695,-28.349918780559968,-30.07588809457055
-28.0667575106727,-23.288722955553474,-28.37253440520424,-30.062394200024166
-28.034296534881282,-23.287856054030748,-28.396304900926577,-30.05022849957888
-28.001845348822847,-23.28829118666532,-28.42123982678097,-30.039387357781457
-27.96940393324493,-23.29002908325083,-28.44734892807051,-30.02986755259492
-27.936972268936582,-23.29307085893006,-28.474642143792526,-30.021666271434242
-27.90455033672816,-23.297418015523338,-28.503129614009843,-30.014781107715976
-27.872138117491268,-23.303072443318875,-28.532821687143578,-30.00921005791239
-27.839735592138535,-23.31003642333,-28.563728927182133,-30.004951519102452
-27.807342741623547,-23.318312630024455,-28.595862120798706,-30.002004287012966
-27.774959546940636,-23.327904134533878,-28.62923228436904,-30.00036755454638
-27.742585989124816,-23.338814408349894,-28.663850670876098,-30.00004091078854
-27.710222049251563,-23.3510473275183,-28.699728776689945,-30.001024340497366
-27.677867708436757,-23.36460717734058,-28.7368783482044,-30.003318224067957
-27.645522947836465,-23.37949865759588,-28.77531138831239,-30.00692333797621
-27.61318774864688,-23.395726888297315,-28.815040162697052,-30.01184085570159
-27.58086209210412,-23.413297415996126,-28.85607720591096,-30.018072349129707
-27.548545959484134,-23.43221622065308,-28.898435327215857,-30.025619790441638
-27.51623933210254,-23.452489723093063,-28.942127616145733,-30.03448555449178
-27.483942191314522,-23.474124793064014,-28.987167447754437,-30.044672421681412
-27.451654518514644,-23.49712875792263,-29.03356848750384,-30.056183581336732
-27.419376295136775,-23.52150941196946,-29.08134469573929,-30.06902263559773
-27.387107502653908,-23.547275026460348,-29.13051033169618,-30.083193603830082
-27.35484812257806,-23.57443436032188,-29.18107995697103,-30.0987009275708
-27.32259813646011,-23.602996671601375,-29.233068438383807,-30.1155494760209
-27.2903575258897,-23.632971729683643,-29.286490950147005,-30.133744552099127
-27.258126272495073,-23.664369828311436,-29.341362975249563,-30.15329189907446
-27.22590435794297,-23.697201799446095,-29.397700305947826,-30.174197707793446
-27.193691763938464,-23.731479028010934,-29.45551904324672,-30.196468624522996
-27.161488472224885,-23.767213467561817,-29.514835595237628,-30.220111759431013
-27.129294464583616,-23.80441765693199,-29.575666674143015,-30.24513469572601
-27.09710972283405,-23.843104737903932,-29.638029291901017,-30.27154549948351
-27.064934228833376,-23.883288473963763,-29.70194075410266,-30.299352730186293
-27.032767964476538,-23.924983270197572,-29.767418652070283,-30.328565452007847
-27.00061091169602,-23.968204194395476,-29.834480852842887,-30.35919324587276
-26.968463052461793,-24.012966999432223,-29.903145486803822,-30.39124622232809
-26.936324368781143,-24.059288147000764,-29.97343093265682,-30.424735035265495
-26.904194842698576,-24.107184832778657,-30.045355799418573,-30.459670896533094
-26.872074456295664,-24.156675013116274,-30.118938905059597,-30.496065591483262
-26.839963191690945,-24.207777433340475,-30.19419925137938,-30.533931495503275
-26.807861031039774,-24.260511657776686,-30.271155994653647,-30.57328159158073
-26.77576795653425,-24.31489810159935,-30.349828411536187,-30.61412948895906
-26.743683950403007,-24.370958064630805,-30.43023585963837,-30.65648944294404
-26.71160899491118,-24.428713767217456,-30.512397732138915,-30.70037637592495
-26.679543072360232,-24.488188388323646,-30.596333405702808,-30.74580589968081
-26.64748616508785,-24.54940610599499,-30.682062180902708,-30.792794339047212
-26.61543825546781,-24.61239214035565,-30.769603214241755,-30.841358757024068
-26.58339932590988,-24.67717279931898,-30.85897544077341,-30.891516981414235
-26.551369358859667,-24.74377552720408,-30.95019748619417,-30.943287633083713
-26.519348336798537,-24.812228956471923,-31.04328756716157,-30.99669015595164
-26.487336242243458,-24.88256296280831,-31.13826337843923,-31.051744848814813
-26.455333057746916,-24.954808723805357,-31.235141965318498,-31.1084728991308
-26.42333876589676,-25.02899878151438,-31.333939579588094,-31.166896418887667
-26.39135334931612,-25.105167109167283,-31.434671517129907,-31.227038482700298
-26.35937679066326,-25.183349182392753,-31.537351935009212,-31.288923168286672
-26.327409072631493,-25.263582055282686,-31.641993645693876,-31.352575599488695
-26.29545017794902,-25.34590444169893,-31.748607885784512,-31.418021992016428
-26.26350008937888,-25.43035680224729,-31.857204056363248,-31.485289702111228
-26.231558789718747,-25.51698143738825,-31.96778943177239,-31.55440727833914
-26.19962626180091,-25.605822587199526,-32.0803688333162,-31.62540451674552
-26.16770248849207,-25.69692653835698,-32.194944264041524,-31.698312519620778
-26.135787452693307,-25.790341738959683,-32.31151450039971,-31.77316375815332
-26.103881137339897,-25.88611892188673,-32.43007463622148,-31.84999213926586
-26.071983525401254,-25.984311237448466,-32.550615574064906,-31.92883307696463
-26.04009459988077,-26.084974396172832,-32.67312345862029,-32.0097235685558
-26.008214343815748,-26.188166822660722,-32.7975790464994,-32.09270227612352
-25.976342740277243,-26.293949821544665,-32.923957006405864,-32.17780961369558
-25.94447977237001,-26.402387756700925,-33.05222514340824,-32.265087840569336
-25.912625423232324,-26.513548244995867,-33.18234354084266,-32.3545811613155
-25.880779676035914,-26.627502365992335,-33.31426361329067,-32.446335833027284
-25.848942513985868,-26.744324889210823,-33.44792706416681,-32.5404002804442
-25.817113920320462,-26.86409452072787,-33.583264741753936,-32.636825219641224
-25.78529387831112,-26.986894171109927,-33.72019538812517,-32.73566379104889
-25.753482371262244,-27.11281124692611,-33.858624276368076,-32.836971702648285
-25.721679382511166,-27.241937968364745,-33.99844173299222,-32.94080738428025
-25.689884895427976,-27.374371715798787,-34.13952154446756,-33.047232154106545
-25.65809889341548,-27.51021540851523,-34.28171924966277,-33.156310398379574
-25.62632135990903,-27.649577919247843,-34.424870323681006,-33.26810976580566
-25.594552278376472,-27.792574528643208,-34.56878826340815,-33.38270137793762
-25.562791632318,-27.939327424356193,-34.713262591176566,-33.500160057195664
-25.531039405266085,-28.08996625012972,-34.858056800496186,-33.620564574310215
-25.49929558078532,-28.244628710978628,-35.002906276975914,-33.743997917194505
-25.467560142472372,-28.403461241488777,-35.14751623847897,-33.87054758350081
-25.43583307395584,-28.566619745290946,-35.2915597512843,-34.000305899400466
-25.404114358896177,-28.73427041498994,-35.434675893479536,-34.13337036744534
-25.372403980985542,-28.90659064328044,-35.57646815277545,-34.26984404674573
-25.340701923947755,-29.083770037682648,-35.7165031629074,-34.40983596912223
-25.30900817153814,-29.26601155336034,-35.85430990002332,-34.553461595385755
-25.277322707543476,-29.453532760891825,-35.98937947677806,-34.70084331646834
-25.245645515781835,-29.646567268748434,-36.12116568569547,-34.85211100479079
-25.213976580102543,-29.845366323691174,-36.24908645268007,-35.00740262202304
-25.182315884386014,-30.050200616466704,-36.372526363902395,-35.166864890292665
-25.150663412543715,-30.261362325226315,-36.49084042186655,-35.33065403494709
-25.119019148518007,-30.479167435232423,-36.60335916641354,-35.49893660821308
-25.087383076282087,-30.70395838091665,-36.70939526106459,-35.67189040455115
-25.055755179839856,-30.93610706557177,-36.80825159251954,-35.84970548022042
-25.02413544322586,-31.17601832534774,-36.89923086061623,-36.03258529161427
-24.992523850505133,-31.42413391837268,-36.98164654882864,-36.220747969354015
-24.960920385773164,-31.680937137506405,-37.054835065051215,-36.41442774803125
-24.929325033155745,-31.946958167499204,-37.11816873534845,-36.61387657498243
-24.897737776808903,-32.222780335515594,-37.171069228570445,-36.81936592567035
-24.866158600918784,-32.509047439979504,-37.21302089840052,-37.03118885835121
-24.834587489701583,-32.80647238895628,-37.2435834635844,-37.24966234688166
-24.803024427403415,-33.11584743929279,-37.26240341816174,-37.47512993810216
-24.77146939830024,-33.438056406203145,-37.26922358014404,-37.70796478952734
-24.739922386697753,-33.77408931660205,-37.26389025335638,-37.948573154573104
-24.708383376931312,-34.12506011767272,-37.246357591241555,-38.19739839683794
-24.676852353365803,-34.49222823846727,-37.21668890507858,-38.45492563282243
-24.64532930039559,-34.8770250564842,-37.175054838394516,-38.721687124955935
-24.61381420244438,-35.28108667227827,-37.12172851659953,-38.99826857530278
-24.58230704396517,-35.70629488692726,-37.05707795709555,-39.285316506692105
-24.550807809440094,-36.15482897637349,-36.981556173024934,-39.58354696481106
-24.519316483380415,-36.62923186720504,-36.8956895103731,-39.89375583550224
-24.487833050326337,-37.13249580554523,-36.8000648161332,-40.21683115092267
-24.45635749484699,-37.66817484315298,-36.69531604387799,-40.55376786312958
-24.424889801540278,-38.24053489109878,-36.582110867338656,-40.90568570364616
-24.393429955032843,-38.85475748144153,-36.46113780171214,-41.27385093637084
-24.36197793997992,-39.51722209590383,-36.33309423802117,-41.659703068924486
-24.330533741065288,-40.235906474792955,-36.198675689971616,-42.06488794375345
-24.29909734300114,-41.02096950821412,-36.05856644624059,-42.49129912959625
-24.26766873052804,-41.885626763339644,-35.91343172260827,-42.94113024427225
-24.236247888414777,-42.84751482480618,-35.76391132371481,-43.41694186719372
-24.20483480145833,-43.93091357930909,-35.61061475665856,-43.921748213267634
-24.17342945448372,-45.17056823689381,-35.454117689014446,-44.45913101361423
-24.142031832343992,-46.618729122384565,-35.29495961119992,-45.033391541837595
-24.110641919920052,-48.35933123342609,-35.133642545350156,-45.649757226465724
-24.07925970212063,-50.5402703358645,-34.97063063727098,-46.31466820119063
-24.047885163882164,-53.461331972686295,-34.806350471721544,-47.03618404216595
-24.016518290168737,-57.89725921858685,-34.64119196151029,-47.82457676872086
-23.985159065971942,-67.43908804686059,-34.4755096752671,-48.69322287997078
-23.95380747631087,-67.43894344006941,-34.309624485327305,-49.65999588860126
-23.922463506231946,-57.89682560633821,-34.143825434417735,-50.74953942022978
-23.891127140808894,-53.460609979427815,-33.97837173669517,-51.997187115502534
-23.85979836514261,-50.53926100256324,-33.81349484441725,-53.456207512676485
-23.828477164361125,-48.358036017907864,-33.64940052571414,-55.21246350400791
-23.79716352361947,-46.61714989980499,-33.486270911351376,-57.417996257893435
-23.765857428099633,-45.16870730034448,-33.32426647900088,-60.383428989991835
-23.734558863010427,-43.92877364055983,-33.16352795243183,-64.92367879860977
-23.70326781358746,-42.84509901518312,-33.004178100321454,-75.00654536795345
-23.671984265092988,-41.88293863474034,-32.84632342525568,-73.47510605189855
-23.640708202815905,-41.01801303426151,-32.69005573811066,-64.41405904926495
-23.609439612071576,-40.23268605212336,-32.53545361657198,-60.07733870579388
-23.578178478201835,-39.51374254559902,-32.382583749236545,-57.19897040535059
-23.54692478657482,-38.85102405059713,-32.23150216869695,-55.041698135183346
-23.51567852258498,-38.23655325453599,-32.08225537838577,-53.316067416591856
-23.4844396716529,-37.66395110527108,-31.93488137886451,-51.87817734947268
-23.453208219225296,-37.128036502319056,-31.789410599788503,-50.64596351429438
-23.421984150774872,-36.624543968325995,-31.645866744041143,-49.56816825929232
-23.390767451800293,-36.149919887538154,-31.504267550589976,-48.610622137342986
-23.35955810782605,-35.70117245227327,-31.36462548251094,-47.749402230068256
-23.32835610440243,-35.27575917696979,-31.22694834642065,-46.9671050734233
-23.297161427105383,-34.87150122944917,-31.091239849267186,-46.250673825063195
-23.265974061536504,-34.48651725528852,-30.957500098095494,-45.59006143282752
-23.23479399332287,-34.11917160363272,-30.825726048041346,-44.97737125054989
-23.20362120811705,-33.76803334988763,-30.695911903434485,-44.40628404982742
-23.17245569159695,-33.43184352126769,-30.568049476513977,-43.871664017787
-23.1412974294658,-33.109488630382174,-30.44212850789866,-43.36928057554013
-23.110146407451996,-32.7999791137982,-30.318136952596202,-42.89560742022168
-23.079002611309107,-32.50243162364128,-30.19606123500669,-42.447674413343975
-23.047866026815722,-32.21605437443096,-30.075886476057683,-42.02295646894798
-23.01673663977543,-31.94013493366849,-29.957596695317843,-41.61928887586431
-22.98561443601669,-31.674029982872618,-29.841174990663628,-41.234801849048324
-22.95449940139281,-31.41715667937627,-29.72660369782548,-40.867869296899116
-22.9233915217818,-31.168985327664494,-29.613864531909098,-40.51706825293246
-22.892290783086374,-30.929033129035655,-29.502938712782463,-40.181146414145175
-22.861197171233798,-30.6968588246329,-29.393807076024512,-39.85899591661702
-22.83011067217587,-30.47205808288322,-29.286450170964304,-39.54963196331074
-22.799031271888808,-30.254259510574176,-29.180848347179477,-39.252175265073184
-22.767958956373203,-30.04312118905856,-29.076981830684133,-38.96583750648513
-22.736893711653902,-29.83832765476842,-28.974830790909316,-38.68990923204368
-22.70583552377998,-29.639587257366806,-28.874375399463542,-38.42374968457336
-22.67478437882463,-29.446629840256012,-28.775595881558864,-38.16677823009813
-22.643740262885103,-29.259204697377758,-28.678472560896118,-37.918467080943856
-22.612703162082624,-29.07707876774193,-28.58298589871798,-37.67833508814029
-22.58167306256234,-28.900035035259553,-28.489116527666475,-37.445942419953184
-22.55064995049321,-28.72787110649962,-28.396845281012794,-37.220885978966315
-22.519633812067962,-28.560397943158673,-28.306153217768397,-37.002795438037154
-22.488624633502994,-28.397438729489654,-28.217021644132608,-36.7913297974819
-22.457622401038336,-28.238827857819082,-28.129432131684105,-36.586174383360586
-22.426627100937527,-28.084410017690313,-28.04336653267952,-36.387038220742504
-22.3956387194876,-27.934039376200328,-27.95880699278653,-36.19365172712252
-22.364657242998945,-27.787578838798517,-27.875735961540403,-36.00576468027963
-22.3336826578053,-27.644899381267454,-27.79413620078666,-35.8231444223175
-22.302714950263628,-27.505879444826355,-27.713990791340855,-35.645574267699985
-22.27175410675408,-27.37040438734642,-27.635283138074477,-35.47285208810433
-22.240800113679892,-27.238365984558026,-27.557996973612756,-35.304789051045944
-22.20985295746736,-27.10966197589695,-27.482116360810792,-35.14120849265957
-22.1789126245657,-26.984195650290886,-27.407625694155744,-34.98194490787871
-22.147979101447053,-26.86187546775974,-27.33450970022887,-34.82684304365145
-22.11705237460635,-26.74261471318846,-27.26275343734492,-34.67575708283641
