evaluations,elapsed_seconds,best_quality
64,0.486137309000,2.732672524349
128,0.965000989000,2.732672524349
192,1.465451366000,2.732672524349
256,1.954783006000,2.761100063956
320,2.448299447000,2.761100063956
384,2.947236540000,2.761100063956
448,3.445960012000,2.761100063956
512,3.942759325000,3.345155794769
