niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_precision_train,descriptor_sharpness_train,descriptor_precision_validation,descriptor_sharpness_validation,visit_count,retained_niche,decision_n_trees,decision_max_depth,decision_min_samples_leaf,decision_min_samples_split,decision_row_sample_fraction,decision_feature_fraction,decision_positive_sampling_weight,decision_criterion_index,selection_feasible
95,15,4,0.43882695046468323,0.4324723670093706,0.45652173913043476,0.17444731006089706,0.4638887693374104,0.17539895127810418,50,1,212,19,49,17,0.6691055809777494,0.6022734761182225,2.4673380191751573,0,1
94,14,4,0.4396309151523204,0.43201219728072626,0.44680851063829785,0.1803734583818813,0.4696339344215774,0.17888595968105564,98,0,197,24,64,11,0.7051980927060101,0.5408511361235445,2.5322614769021032,0,1
96,16,4,0.4401295629164971,0.43165610315711833,0.46621621621621623,0.18165655491378258,0.46949496498540366,0.18020483540033902,6,1,256,24,58,64,0.4481020497546624,0.5291570291314516,2.4607531394099658,0,1
76,16,3,0.4410291150875878,0.43199977745258716,0.4664371772805508,0.16801327543814254,0.4674125240532857,0.16805256995836743,9,1,256,23,64,34,0.6857234730246726,0.4664404211334803,2.6805487364364584,0,1
74,14,3,0.44148968857629645,0.4350509754513351,0.44958677685950416,0.16850419900449995,0.46122312105116625,0.171337874190699,72,0,110,23,52,34,0.4358022398829736,0.4606681088164333,2.707767038570405,0,1
114,14,5,0.4421419769689709,0.43390558197319584,0.44462025316455694,0.18830522558210758,0.4665265073324483,0.18497683294496045,76,0,212,20,59,20,0.6972905608981494,0.6406322722899073,2.381522387955232,0,1
115,15,5,0.4433457809459784,0.4370668636461211,0.45310015898251194,0.19001739482394647,0.46500802549089004,0.18998463118973322,14,0,228,15,52,17,0.6393798547093854,0.6965001606183457,2.320934919962997,0,1
93,13,4,0.4434806758081206,0.43523864948364366,0.431784107946027,0.17558202095187045,0.46685966147730384,0.17540587909146255,129,0,256,13,52,11,0.6671730097914429,0.5346818863905286,2.63131863458243,0,1
75,15,3,0.44415078213510656,0.43615958662750476,0.45088566827697263,0.168439272020541,0.4752472211932952,0.16893032901908941,28,0,208,23,34,34,0.7425912201705844,0.6401591936507971,2.528592938018577,0,1
113,13,5,0.4445522593269324,0.43911206093258887,0.4269340974212034,0.1956256529522429,0.45984586703968444,0.1935961690315687,127,0,213,13,58,21,0.6839025313421914,0.6749360526376965,2.4837240110105623,0,1
112,12,5,0.4484161186318452,0.440784975679463,0.414021164021164,0.1937571108546149,0.4454504283944133,0.19487697082006752,138,0,256,13,64,19,0.5923686696395123,0.5677042082916923,2.688279176308952,0,1
92,12,4,0.4487853657896817,0.43832955697149406,0.42013422818791946,0.1871594685029361,0.4512271342816672,0.18610216813188205,152,0,256,13,64,20,0.6669423481165065,0.5376919958458464,2.719747486404326,0,1
73,13,3,0.4513202078405697,0.44012065872954204,0.43157894736842106,0.16787017729449208,0.45817052147304427,0.17038119487843817,83,0,110,23,51,27,0.49954870889397923,0.4703289412572954,2.8072207547168238,0,1
111,11,5,0.45149590958446,0.44216523227567245,0.40632603406326034,0.19628927155768133,0.44259765487448616,0.19517258985946517,176,0,256,22,64,64,0.4527537201870596,0.5247853104720389,2.776426925925226,0,1
133,13,6,0.4528102683987111,0.4446571443458117,0.42216358839050133,0.205745652237749,0.44610262529270067,0.20431354950480457,37,0,256,21,58,41,0.4,0.6577881081295169,2.523026745405632,0,1
132,12,6,0.4534493971362424,0.44402909695298876,0.4119897959183674,0.2059579685592244,0.4452994240259745,0.203312936810017,79,0,202,13,64,22,0.5876950751889677,0.6749613631009195,2.566579542051654,0,1
55,15,2,0.4538977575617478,0.4458521242394609,0.4595959595959596,0.15104021165467202,0.4760298615633469,0.15459868010637992,24,0,105,24,47,29,0.4575050731881374,0.3879959778582655,2.9288193573445174,0,1
72,12,3,0.4563220590710157,0.4483544422524266,0.4181326116373478,0.16519491033586917,0.45361606667960375,0.1686132137945235,103,0,116,24,44,30,0.47408754379706575,0.44756183684907275,2.9420632929166244,0,1
91,11,4,0.45648015118959523,0.44671963369235873,0.4079110012360939,0.18029898011082524,0.4465495124155184,0.1795588238442807,166,0,256,23,52,61,0.4759174709279289,0.5084820780454568,2.9378166040406684,0,1
131,11,6,0.4566260011419784,0.44495490310165353,0.40644361833952913,0.20634387477428176,0.4392466250090882,0.20434908932860957,124,0,187,21,63,39,0.5941743400928714,0.6661600517672593,2.6153537663151765,0,1
54,14,2,0.4569732528700018,0.44699683179925337,0.44901315789473684,0.15246938307972988,0.47802270392039087,0.1553633784575325,84,0,187,15,1,4,0.47444612813524195,0.7760056611654202,2.516545576884707,1,1
110,10,5,0.45896130517095773,0.4498942003672201,0.3933333333333333,0.20028013445882734,0.42697063521502876,0.20084781648420869,186,0,222,22,64,64,0.42851316655139876,0.5382097171327078,2.931942239963573,0,1
53,13,2,0.4594126149381855,0.4519758706716894,0.43238993710691825,0.14982619172222697,0.46287327669490164,0.15015610621455988,72,0,92,23,43,24,0.5088853331595228,0.35674126117341354,2.9876533396366542,0,1
56,16,2,0.4601623379630144,0.45306628693128,0.4722222222222222,0.1433409155459684,0.47804581233704013,0.1446071449444672,6,0,248,24,17,3,0.40728125414069155,0.5462319444833118,2.7004987555463997,0,1
130,10,6,0.4607953520427329,0.4542533878071629,0.39101123595505616,0.21702670287942083,0.42759709317979155,0.2169454957298187,147,0,156,19,64,59,0.7159311389326616,0.7650131693199813,2.661958424038945,0,1
90,10,4,0.46356154691914747,0.4543967706797754,0.3895410885805763,0.18696190969058774,0.42380452218723974,0.19043061949015322,162,0,164,24,64,61,0.4299971061967821,0.4441032121095834,3.109517440102606,0,1
71,11,3,0.464705209823376,0.4542515437869797,0.40298507462686567,0.16685506561981545,0.44430932389528993,0.17211715975842465,96,0,94,23,45,15,0.5117580668482399,0.4379559043149476,3.026737235622433,0,1
134,14,6,0.46535711873235497,0.445144099113876,0.4423897581792319,0.2072964641483702,0.4607471819744939,0.2026929251476785,2,0,256,19,59,39,0.4,0.7025436055077307,2.3749900086073246,0,1
151,11,7,0.46546350260370706,0.45708939290391554,0.4023109243697479,0.22279580221864415,0.42251109222286276,0.2207311442379806,65,0,256,14,64,23,0.5966319527233624,0.7626076135326549,2.7351729045344575,0,1
150,10,7,0.46826972745752377,0.45742881797697144,0.3909853249475891,0.22630391366722552,0.42634022298851953,0.22218471588626124,141,0,199,19,58,59,0.5505121329835383,0.7731967307139769,2.684408705391707,0,1
70,10,3,0.469555930136946,0.44807511085573964,0.3911290322580645,0.16452562706196935,0.42760294319612413,0.16844362045858657,103,0,28,12,64,12,0.5528187112818318,0.3233494519254971,3.039279244882585,0,1
52,12,2,0.46959955236175277,0.46074552542362246,0.4200848656294201,0.15108287286699373,0.45880599290984103,0.1539002866882148,80,0,101,24,45,28,0.518783342941587,0.3608231039458909,3.1506631028153222,0,1
152,12,7,0.47037410257564033,0.45906216070709643,0.413953488372093,0.22288915959459235,0.4364643883248534,0.21860386527976777,21,0,256,16,46,10,0.4659086080247599,0.8991874174414952,2.4157645845995117,0,1
129,9,6,0.4707193311597448,0.4641137086491634,0.37825278810408924,0.21345030370301854,0.400228262494152,0.21418081668920164,138,0,152,19,64,38,0.5610004093028116,0.6298906740346747,3.086239157164171,0,1
35,15,1,0.4707675443854108,0.4641830708375753,0.46153846153846156,0.13434942124568836,0.47537306596313356,0.13431767942995299,19,0,118,23,5,7,0.4,0.6447651930594239,2.732826016342403,0,0
109,9,5,0.4713665273040642,0.46071941983686715,0.3751274209989806,0.20102984442815214,0.4112445435019428,0.20627954987619496,182,0,120,6,9,14,0.9381317236974928,0.3366909751751268,3.4885101328048598,0,1
50,10,2,0.474603037580542,0.4603390449056896,0.3884992987377279,0.14827655571497858,0.42332835123532797,0.14803502967654067,73,0,30,24,38,9,0.982883844508808,0.3649492440844387,2.953354437558544,1,0
36,16,1,0.4756804903590323,0.46876538692440045,0.46733668341708545,0.13107344491879075,0.4802882709528914,0.13169396866636282,6,0,235,24,9,2,0.41527342115740234,0.5592085063658131,2.975102257958808,0,1
51,11,2,0.4758733783443337,0.45977437967660817,0.40691489361702127,0.15210216364639903,0.44562874908202643,0.1508003275571756,73,0,44,15,52,3,1,0.36613433284143426,3.1457394325392762,1,1
89,9,4,0.47642912742540794,0.46494477563745146,0.3714859437751004,0.18415165134783917,0.4094777239704161,0.1943609538526722,160,0,148,5,8,4,0.7757779594422043,0.26271878309863433,3.8443752853268554,0,1
34,14,1,0.4770445287255077,0.46746989024967905,0.4440894568690096,0.13491302856910947,0.45715776417044723,0.13608696791124184,44,0,112,24,5,9,0.40061627945479117,0.6213965532599071,2.816769225254022,0,0
149,9,7,0.4783561025679216,0.47166435938183454,0.37971274685816875,0.22419850413914813,0.39898264861367694,0.2313410768987086,168,0,256,8,6,2,0.46630707117462167,0.7242957447034807,3.1601118737291976,1,1
49,9,2,0.47842799533444674,0.46151885301381224,0.36933333333333335,0.15156729416090223,0.44849295841837017,0.14544983180359494,52,0,40,18,44,8,1,0.35950909990543173,3.060055821082633,1,0
69,9,3,0.4786255391580244,0.4550556322964641,0.3732303732303732,0.1636722856506632,0.41106168606351867,0.16616066521357536,102,0,28,20,64,2,0.9588485882703353,0.377153718520136,3.0591284632113633,1,1
108,8,5,0.4800306952397274,0.46698195366958406,0.3659574468085106,0.19898252304538985,0.4135881683071645,0.19999589154927838,190,0,247,4,8,17,0.9829459151532611,0.25900240740763947,3.7763247124248656,0,1
128,8,6,0.48023006694823367,0.46585979268273287,0.3643122676579926,0.20806276151221662,0.40627756290414513,0.21113296034173393,177,0,88,6,7,17,1,0.3229323329245749,3.5723570500754382,0,1
68,8,3,0.48035338895944224,0.4622466167402127,0.3609271523178808,0.16983276054075933,0.4132684421875436,0.17250581098660672,84,0,32,21,64,4,1,0.41065834756707875,3.1623217601600926,1,1
33,13,1,0.48045094768411034,0.46621107789911315,0.43569131832797425,0.1335049055142497,0.4649563977845216,0.13935643641485096,72,0,96,19,64,22,0.47812033409722754,0.26538466549551964,3.3589083163242988,0,1
67,7,3,0.4853350297731749,0.4555257477260159,0.3462819089900111,0.1667273451471481,0.40036044685649275,0.17342947059069022,89,0,22,11,35,14,0.4873704929487938,0.43342590189131813,3.0618536860523675,0,1
170,10,8,0.48570781075391506,0.46647050391360245,0.387192118226601,0.2401957506021981,0.424378630609289,0.2327414849321868,64,0,240,14,64,56,0.4,0.7829649577224553,2.7080519478379323,0,1
148,8,7,0.48585863681021524,0.47606058013997515,0.36596523330283626,0.22312728322316425,0.39916404504853686,0.2266874021864859,187,0,249,5,16,11,0.6315006585532489,0.38213009777927676,3.5296810804886283,0,1
169,9,8,0.48739944486289416,0.4755902854302489,0.37037037037037035,0.24105325638885042,0.3986958959747489,0.236985330466903,139,0,256,17,56,41,0.4646996556037619,0.8352649469466193,2.940875821728844,0,1
32,12,1,0.4885228807758867,0.4764390431264861,0.42045454545454547,0.13448694746993334,0.455521816035201,0.13358892849323714,68,0,90,24,35,6,0.6308974739925802,0.3505320756971921,3.312820427451585,0,1
88,8,4,0.48913939333569595,0.4623501458419986,0.3659531090723751,0.1782090023116759,0.38938366867065244,0.19683149933879476,108,0,22,9,27,11,0.496599098581519,0.46808504736301243,3.2413999137480616,1,1
31,11,1,0.4896990746686661,0.4766840657643391,0.4069767441860465,0.133775815283491,0.44088029472208523,0.13468847643124535,54,0,54,22,6,2,0.529279622376122,0.5454655685645279,3.3970795248833703,1,0
107,7,5,0.49073537537056205,0.4828800403502074,0.3510830324909747,0.19825980175880795,0.3772328409068909,0.21269835763162764,128,0,116,4,9,14,0.9529237774433907,0.25,3.9473728458199533,0,1
168,8,8,0.4934462636958391,0.48046131545335957,0.3628173628173628,0.2438593229599485,0.39040796583669846,0.24168089906838203,178,0,214,21,64,42,0.4063972634112489,0.7568459182472212,3.1038495950101184,0,1
48,8,2,0.49399306595417464,0.466054981302379,0.3646759847522236,0.1503753319064914,0.38250014195624016,0.15256885651264454,53,0,18,20,36,9,1,0.3232908911769877,3.0335200037426833,1,0
127,7,6,0.4956292850802874,0.48243666959215625,0.3504587155963303,0.21610072835528188,0.384824442176716,0.22009721979694338,156,0,111,4,5,26,0.936437886913308,0.29042105016032377,3.786833917738568,0,1
171,11,8,0.49818535432178346,0.47392490263879633,0.39546858908341914,0.2426444097573829,0.4248754275431197,0.23618769066260356,31,0,256,17,55,64,0.4,0.8977089478964454,2.5591428301571453,0,1
47,7,2,0.4982987777597967,0.4657353722637641,0.3483652762119504,0.14961319840145,0.3821442684215545,0.1525145742549129,62,0,18,21,33,7,0.8985148802218181,0.32210972414349887,3.127404939409305,1,0
147,7,7,0.498476024518803,0.4891291546909114,0.35125448028673834,0.22721368515183293,0.38768256898088743,0.230265274653271,174,0,246,4,8,17,0.9802760129313359,0.337444588509296,3.66375989573552,0,1
87,7,4,0.4985299702355886,0.46687963118668513,0.34363295880149813,0.1788922921705978,0.37117047628079874,0.18518968166471067,109,0,18,14,64,5,1,0.4259354989488192,3.267566878737612,1,1
66,6,3,0.4985522169558329,0.4696949535072937,0.33166833166833165,0.16460972853752381,0.37535327056556483,0.17090284798541683,77,0,18,21,64,3,1,0.33387640687176334,3.3112038275647095,1,1
16,16,0,0.49901433695037417,0.48978642278200957,0.46815834767641995,0.11462392408200021,0.480155869807729,0.11457807539552796,2,0,245,23,18,16,0.6970428154401742,0.3909692303310952,3.54121689143505,1,1
30,10,1,0.4990620187419613,0.47650675652597346,0.38936781609195403,0.1308404010506317,0.41265852436442196,0.14199080691718008,33,0,30,11,33,35,0.5627519693575254,0.2552736690840916,3.4669994519234923,0,0
13,13,0,0.5007709985787512,0.4912203024245977,0.4352409638554217,0.11683643090307766,0.4753378747848001,0.11698083727819138,39,0,254,18,18,15,0.6613746555667396,0.3745531648313155,3.593729223125415,1,1
15,15,0,0.5011586892415567,0.493066883933322,0.45588235294117646,0.11459474244809312,0.4803697258599128,0.11557707046328844,17,0,256,16,12,19,0.6771896045997915,0.380058315616874,3.7830677882112145,0,1
14,14,0,0.502587003745797,0.4942494650047627,0.4442836468885673,0.11727497393373953,0.46427928001938473,0.11874886848036012,32,0,256,16,15,16,0.6634779331277622,0.3777716117633051,3.7316251553011637,1,1
46,6,2,0.5026592795398098,0.47230524446189953,0.33666666666666667,0.1517094817290808,0.37771480778493116,0.15420983430110685,70,0,20,18,36,4,0.8901734022266997,0.3525076570574924,3.2436769242554773,1,1
146,6,7,0.5056024006348366,0.49243792788752855,0.3367108339828527,0.2232115206442079,0.3742505410546735,0.22434996941122404,130,0,256,4,14,19,0.9589120738091079,0.28893191707125987,3.8903329940543663,0,1
167,7,8,0.5066743856309758,0.5006641042017114,0.35143066764490094,0.24130457120546703,0.3714063938267891,0.2502815153367444,185,0,153,8,1,3,0.41114629808982983,0.7983048094177647,3.4663383530974694,1,1
28,8,1,0.5067136375458144,0.48220667466138895,0.36387434554973824,0.12912749016959835,0.4061553958526714,0.13764049210644472,31,0,32,12,34,36,0.5942514829211774,0.25,3.495780043033295,0,0
29,9,1,0.5076010105918889,0.4847414568269088,0.3686868686868687,0.13389519961124813,0.3815816252442308,0.14223746616963046,23,0,28,11,30,35,0.4746905223413646,0.25,3.470289217861104,0,0
65,5,3,0.5084779189033052,0.4744766049357554,0.317545748116254,0.15369535340808366,0.35195200502054746,0.15567429742925126,73,0,16,17,30,7,0.9180592746861569,0.3270334468620474,3.2198257149275302,1,0
126,6,6,0.510258747028397,0.5000097660771258,0.33429394812680113,0.21957704397165861,0.3572649399354814,0.2282483435720589,89,0,120,4,6,64,0.8075575461879118,0.2912691640250602,4,0,1
86,6,4,0.5104117569553043,0.46823381861396546,0.3370253164556962,0.18692796379410923,0.37385944457695136,0.18995936947154393,76,0,18,14,51,5,0.5287625961144687,0.40732122773214036,3.32941857676758,0,1
12,12,0,0.5113831647085946,0.5024667789767696,0.421957671957672,0.11721085428100377,0.44727528587408544,0.11982275399522371,31,0,180,16,13,21,0.7195019846331353,0.3624758114997184,3.9788804248118557,0,1
106,6,5,0.5122735381440162,0.49524304994261764,0.33548850574712646,0.19030639244890427,0.376643625173403,0.19023721341987038,120,0,36,7,9,37,0.5456770952111343,0.275166148205407,4,0,1
45,5,2,0.5124933624760969,0.47321309476054413,0.3185840707964602,0.14952919334638828,0.37864039797020155,0.15418506436662457,59,0,20,19,46,4,0.932286242418502,0.2934738104291875,3.277812079581538,1,1
189,9,9,0.5133584977941599,0.49401216368784684,0.37510513036164844,0.25926809249998484,0.392657153586116,0.25513452702699607,73,0,231,18,59,40,0.4,0.8999542209059026,2.952847986075263,0,1
188,8,9,0.5139336019655381,0.4998295936261958,0.3645833333333333,0.2603357204963493,0.3747647369296352,0.25667380763543673,157,0,249,18,64,64,0.4,0.8525326293225451,3.2250608174468023,0,1
44,4,2,0.5141974106763421,0.4718691919878306,0.3088888888888889,0.1475787344299597,0.3591238478101672,0.14889554727776472,53,0,16,15,20,9,0.46905345756105893,0.31242441046159714,3.020749851638325,1,0
26,6,1,0.5142816257781808,0.4871786944370095,0.3281437125748503,0.134916856588222,0.36713974512095343,0.1400835958720304,52,0,22,24,28,4,0.834891821913947,0.312295694502019,3.3480224859212826,1,0
27,7,1,0.51494719645605,0.4932983885503867,0.3446601941747573,0.12865029740788292,0.36411702215209385,0.13800839081088795,53,0,24,17,17,2,0.9454317985777035,0.28969105186908933,3.700145684086791,1,0
85,5,4,0.516170572745972,0.4664088598183667,0.32241379310344825,0.17791975789329462,0.37524516829216,0.18037817023703145,89,0,18,7,13,32,0.49534336655487887,0.25,3.835659986952731,0,1
11,11,0,0.51641610795383,0.5045277228725231,0.40027137042062416,0.11491599172578593,0.43085884057820145,0.11390890664441675,20,0,60,24,10,23,0.49759439713591835,0.3191662047163665,3.70130982071382,0,0
105,5,5,0.516825058745822,0.47684959452168435,0.3142857142857143,0.20098290611655867,0.36983776381014916,0.2050545619946166,120,0,20,5,4,17,0.5429229495584482,0.25,4,1,1
166,6,8,0.5181856286323412,0.5117525814728392,0.33560606060606063,0.2419619644972241,0.3580343192564512,0.2478961727179672,123,0,201,4,17,12,0.6560794235160716,0.383514391433937,3.751373118763908,0,1
25,5,1,0.5192335262001856,0.4931124267343382,0.3231441048034934,0.13428649739909942,0.3520357163832234,0.1394097960804752,43,0,20,21,31,4,0.9415451556153779,0.25,3.457558326242169,1,0
