niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_period_train,descriptor_amplitude_train,descriptor_period_validation,descriptor_amplitude_validation,validation_niche_id,same_niche,visit_count,decision_log10_alpha_a,decision_log10_alpha_prime_a,decision_log10_alpha_r,decision_log10_alpha_prime_r,decision_log10_beta_a,decision_log10_beta_r,decision_log10_delta_ma,decision_log10_delta_mr,decision_log10_delta_a,decision_log10_delta_r,decision_log10_gamma_a,decision_log10_gamma_r,decision_log10_gamma_c,decision_log10_theta_a,decision_log10_theta_r
3,3,0,1.823373814973568,2.0424569482237844,18.533483174295625,382.25,18.230740131766026,384,3,1,82,1.9684184777283622,3.0095350910934857,-2.1298769939469753,1.617072738283651,1.1989700043360187,0.19897000433601886,1.324818912287489,-0.33623272744525196,-0.010444226185237201,-0.5580564914812731,0.5,-0.4913826602044441,-0.07310562114409237,1.9072699879007475,1.5774588834571135
4,4,0,2.0179495385826147,2.7869752085280917,21.212593367298986,704.25,20.424069870576787,678.875,4,1,94,1.7341846244724015,2.906160223905817,-2.087781775056932,1.874699744469609,1.3387143678550966,0.19897000433601886,1.1040179653998121,-0.43695367909031707,0.13506470627190947,-0.6668188153075958,0.5,-0.4629019447188811,0.035918901219141236,2.0723492852035523,1.6255183859621392
6,6,0,2.0623294537097303,2.7630701738449712,25.482700728572006,352,25.528708148194923,359.875,6,1,105,1.6604811522046201,3.1080690118151337,-2.2835718477403963,1.7514312925902265,1.3699793708246548,0.19897000433601886,1.196571434706275,-0.534790840022752,0.48061167963667234,-0.7005007859780115,0.4447565421951789,-0.08414586301657506,0.6989875625318782,2.1739869502837106,2.4889250241114635
5,5,0,2.1163461782491773,2.8081435793592258,24.63078064649944,721.25,24.32466181270674,721.25,5,1,74,1.5534396896663436,3.042039237254718,-1.9864641391693918,1.9089672259444619,1.601350022795871,0.19897000433601886,1.478669211189418,-0.5424993854520898,0.18016176135304107,-0.608490225319705,0.3124046607883906,-0.14041459368011588,0.24632107480557852,1.8621166215058051,1.817748153840433
24,4,1,2.1429738637111866,3.015479600605614,21.46676839446819,1028.5,21.974603343750164,1032.75,24,1,96,1.6719799426695765,3.090261914917545,-1.9463613559418562,2.020665956349109,1.4685592399199534,0.2827302960360665,1.2126120243264782,-0.5314427877011851,0.22558563443182483,-0.5629636223566025,0.3047025241897069,-0.11508356527822892,0.2525567811384933,1.9167016563172092,1.9070861656496483
2,2,0,2.21368975404531,2.6182637417134376,16.178924381495058,376.75,15.797937223955994,365.125,2,1,99,1.8500232481811172,3.0249578924694145,-2.1148050518333283,1.6277322148631737,1.1989700043360187,0.19897000433601886,1.2898435472058258,-0.4022578781772086,0.09615975330773804,-0.4947423146159776,0.4648184455556205,-0.40696123099220466,-0.16522226981058563,1.9620287712226938,1.5
26,6,1,2.2434305196966386,2.777655523162955,25.67898030968996,1247,26.264333422200654,1231,26,1,83,1.5932835580182998,2.9735202401836203,-2.043735234177062,2.04789265373047,1.673800531157741,0.4819152302846978,1.011425174654748,-0.5516875107746261,0.4983008027297128,-0.6956464365616134,0.3154842235483948,-0.14964163571006478,0.6530106476365009,2.1047524866342537,2.316997648926498
8,8,0,2.2590893562547265,3.5446001834716876,30.844187569950265,344.75,32.60553028816677,351.5,8,1,99,1.5306411411025864,2.984217865048634,-1.988388105133071,1.8965488154269505,1.280830840055125,0.4537424462182113,1.1425472470423423,-0.4519427357020348,0.47419486918525794,-0.8014760732244565,0.28448333461941727,-0.08548232828849475,0.8010299956639813,2.0386597404708353,2.3593798059180258
7,7,0,2.26328714805319,2.6989946646850163,28.436686583908685,423.5,28.367198221155586,418.875,7,1,76,1.611477267761318,3.1237510604315566,-2.349618373460535,1.7534606420134535,1.364588712360765,0.401605283511737,1.1594909816996166,-0.5670969729459111,0.5,-0.7102113172229308,0.3416622153202834,-0.09668822106007426,0.7455811939086514,2.1989700043360187,2.4877201187772493
25,5,1,2.2702132375868733,2.705066663890244,22.08836902018025,1133,21.694552382855427,1116.625,24,0,79,1.584432759664677,2.981126049230892,-2.034512087523917,2.024187008850384,1.6419572282290178,0.48037727838318783,0.978465670328977,-0.550930333405475,0.5,-0.5509035625444563,0.34827510047958654,-0.11832544783842835,0.678811291781166,2.1259982313961445,2.3299936615972854
28,8,1,2.5613923979192346,3.5978168426029185,32.20248319013999,1049,32.47883885662491,1080.375,28,1,108,1.6731717137105355,2.9289922100935795,-1.974632649217801,1.9142782494620902,1.5288309670778795,0.5653787528155342,1.0519329488090372,-0.6324559231642339,0.4172170695614712,-0.7980174937093251,0.3245988556763673,0.030279467471584366,0.6125492504023591,1.9587059167255323,2.3084529937190394
23,3,1,2.5889107755851066,3.024818820989906,18.386755071998973,1010.5,18.03481621546407,1015.125,23,1,59,1.983806456361851,3.156221410860031,-2.3330909014315093,1.8540146210708028,1.6543953049609275,0.6202364905102222,1.2983879637202198,-0.48142568985167866,0.431896842808707,-0.6151092957997922,0.30781290412050816,-0.24314822799740374,0.15124578133434058,1.9427539164264696,1.9955419998758974
11,11,0,2.5923087400022577,3.523246552927428,40.57745770645182,547.75,39.57851589703345,539.5,11,1,81,1.536175882097787,2.98985940696831,-2.02688797124444,1.882412838230779,1.1989700043360187,0.6473751873972087,1.1827572290807238,-0.5481082680362062,0.2710411474069392,-0.8692721879492542,0.3336224809086792,-0.2505876113389518,0.7482900359551756,2.0039421210393926,2.351302030448274
1,1,0,2.6359408508245767,3.0650379480796293,13.41995997822232,348.75,13.516806740084771,348.25,1,1,104,1.7251775913902934,2.871127165944405,-2.125463888576899,1.6022266883798335,1.3060220152505075,0.4122364003996476,1.1490398208867745,-0.468271514701541,0.2842898660623011,-0.449329732468542,0.45010585350511245,-0.5,-0.0676091857636919,1.8902265158779668,1.5382632975284287
13,13,0,2.7563365077759565,3.22244010996399,44.867051983493866,418,43.491786743403054,417.5,12,0,53,1.5148893342808483,3.022189437500852,-2.0113957429365428,2.045703891363525,1.1989700043360187,0.19897000433601886,1.1883530278139927,-0.5562994386950367,0.3131698782839846,-0.9550319512720312,0.24994816749768,-0.08946692068334289,0.7877391520291319,2.029241758142318,2.5
27,7,1,2.774778115903765,3.3332985499836454,29.931017134325966,1147.5,27.6945157600543,1175.125,27,1,73,1.6364789695846456,2.927163453274098,-2.0511503918075262,2.049828095613596,1.675965401170505,0.46929028728751127,1.0256926786632585,-0.6404028582688663,0.4854138960602417,-0.6758351975298138,0.31608444862207274,-0.14507940925993942,0.6586920085085933,2.088456869861524,2.3108497197437825
12,12,0,2.786239165236122,2.884711157608348,42.663356466715754,473,41.120804332275995,491.75,11,0,98,1.5521135975983327,3.0293804891617038,-2.021065791826599,1.904908177838202,1.1989700043360187,0.3783663132561831,1.2902464280478838,-0.5713594556139238,0.2023506276205438,-0.8809986276873681,0.3072444772201136,-0.2450363432202515,0.6463451895638341,2.003095542266419,2.2437778830308734
9,9,0,2.8299842245790066,3.4807249919095447,35.90561046733469,622.5,36.91548264381121,615.75,10,0,68,1.4395756514034357,2.927561593675796,-2.0641370882179157,2.0867421431495083,1.390476094952562,0.3157515603309002,1.179321700431798,-0.5026214342310982,0.29190662681730706,-0.9163448113346101,0.2820484986984264,-0.21318188193294807,0.46425266583598546,1.950267660416993,2.5
32,12,1,2.8482567539992623,3.9284174720628418,43.20253542934289,1583.5,42.4136239422969,1590.75,32,1,131,1.5885850021755206,3.035791718054006,-2.1352009973305766,1.5434006640975255,1.7262149195396561,0.8779843852568323,1.1251181379619069,-0.8010299956639813,0.5,-0.8571762615167574,0.2681963225055237,-0.17970496940932162,0.5596693589606004,2.008754553946329,2.175666651385436
29,9,1,2.8670480663898763,2.9079058800319952,33.20107458632626,1391,32.8237056881909,1360.625,28,0,64,1.6110856642040496,2.937837584173856,-1.9584247314540957,1.9485917999272426,1.6416312948631218,0.5337020599909882,1.0174617514080744,-0.608441181003971,0.45166187678446873,-0.7988412643931129,0.32182822487115326,0.017883139065013265,0.8010299956639813,1.9951122768563758,2.2913383671714804
