evaluations,elapsed_seconds,coverage,qd_score,best_quality,invalid_fraction
128,0.892234313,0.2,9.159543738511859,4.992847283973778,0.296875
256,1.788490548,0.3825,17.616418628300888,4.992847283973778,0.16015625
384,2.686464625,0.495,23.30800105771378,4.992847283973778,0.11458333333333333
512,3.591387814,0.58,27.674585274096156,4.992847283973778,0.09375
640,4.499818026,0.6475,31.453489280165964,4.7487009636695605,0.0765625
768,5.417147461,0.7175,35.685474695161844,4.7487009636695605,0.06770833333333333
896,6.352313173,0.76,38.44880152605027,4.7487009636695605,0.06138392857142857
1024,7.256595416,0.79,40.57929403859941,4.345955360419476,0.0546875
1152,8.165956341,0.835,43.35807358361375,4.345955360419476,0.052083333333333336
1280,9.082030979,0.845,44.50471061184246,4.345955360419476,0.0484375
1408,9.998235428,0.855,45.443775728513,4.345955360419476,0.045454545454545456
1536,10.909911076,0.88,47.028242017520434,4.345955360419476,0.041666666666666664
1664,11.825703036,0.91,48.77964628170865,4.345955360419476,0.040865384615384616
1792,12.739348166,0.9325,50.195377539957164,4.345955360419476,0.03794642857142857
1920,13.647497945,0.94,50.85266518275224,4.345955360419476,0.0359375
2048,14.553815334,0.95,51.802203056368384,4.345955360419476,0.03466796875
2176,15.460428444,0.96,52.806872655197665,4.2509851832172405,0.03354779411764706
2304,16.368175316,0.9625,53.210737039928226,4.2509851832172405,0.031684027777777776
2432,17.294500594,0.965,53.62812890791326,4.2509851832172405,0.030016447368421052
2560,18.209995409,0.9675,53.99080966499518,4.2509851832172405,0.028515625
2688,19.124519965,0.975,54.43815752041421,4.2509851832172405,0.027157738095238096
2816,20.03503949,0.9775,54.85967799099002,4.2509851832172405,0.025923295454545456
2944,20.949219877,0.98,55.255442223148926,4.2509851832172405,0.024796195652173912
3072,21.863613985,0.9825,55.56047084685762,4.0577044018195085,0.023763020833333332
3200,22.773544962,0.985,55.76785457053781,4.0577044018195085,0.0228125
3328,23.693411662,0.985,55.96667736544444,4.0577044018195085,0.021935096153846152
3456,24.602351208,0.985,56.24240233630315,4.045865922212197,0.021122685185185185
3584,25.516901628,0.9875,56.573850666448074,4.045865922212197,0.020368303571428572
3712,26.427905748,0.9875,56.87705076027282,4.045865922212197,0.01966594827586207
3840,27.348583383,0.9875,56.9934192937805,4.045865922212197,0.019010416666666665
3968,28.280160492,0.9875,57.275361972265046,4.045865922212197,0.01839717741935484
4096,29.189810934,0.99,57.52361059881911,4.045865922212197,0.017822265625
