station,satellite,open_seconds,close_seconds,duration_seconds,accepted
Svalbard,SAT-2,718.359375,1077.656250,359.296875,true
Troll,SAT-3,1022.109375,1416.562500,394.453125,true
Svalbard,SAT-4,1080.937500,1481.718750,400.781250,true
Troll,SAT-1,1462.265625,1749.375000,287.109375,true
Hartebeesthoek,SAT-3,1771.640625,2179.687500,408.046875,true
Singapore,SAT-2,2101.640625,2507.578125,405.937500,true
Svalbard,SAT-3,3410.859375,3789.140625,378.281250,true
Svalbard,SAT-1,3934.687500,4217.578125,282.890625,true
Fairbanks,SAT-3,4007.109375,4330.781250,323.671875,true
Fairbanks,SAT-1,4412.343750,4836.093750,423.750000,true
Cordoba,SAT-4,4968.515625,5188.593750,220.078125,true
Svalbard,SAT-2,6405.703125,6773.437500,367.734375,true
Troll,SAT-3,6662.343750,7079.062500,416.718750,true
Svalbard,SAT-4,6778.828125,7147.031250,368.203125,true
Troll,SAT-1,7094.296875,7495.078125,400.781250,true
Hartebeesthoek,SAT-1,7843.828125,8249.062500,405.234375,true
Singapore,SAT-4,8331.562500,8465.859375,134.296875,false
Svalbard,SAT-3,9009.609375,9430.312500,420.703125,true
Svalbard,SAT-1,9476.718750,9862.031250,385.312500,true
Fairbanks,SAT-1,10086.796875,10385.859375,299.062500,true
Cordoba,SAT-4,10553.906250,10867.031250,313.125000,true
Svalbard,SAT-2,12070.546875,12472.031250,401.484375,true
Troll,SAT-3,12323.203125,12632.812500,309.609375,true
Svalbard,SAT-4,12474.140625,12834.609375,360.468750,true
Troll,SAT-1,12735.234375,13148.671875,413.437500,true
Singapore,SAT-4,13900.781250,14135.625000,234.843750,true
Svalbard,SAT-3,14662.031250,15075.703125,413.671875,true
Svalbard,SAT-1,15081.093750,15503.203125,422.109375,true
Fairbanks,SAT-2,17221.171875,17538.281250,317.109375,true
Svalbard,SAT-2,17719.687500,18144.140625,424.453125,true
Svalbard,SAT-4,18148.125000,18535.312500,387.187500,true
Troll,SAT-1,18399.609375,18690.937500,291.328125,true
Hartebeesthoek,SAT-2,19409.296875,19744.687500,335.390625,true
Troll,SAT-2,20256.093750,20399.296875,143.203125,false
Svalbard,SAT-3,20351.953125,20732.812500,380.859375,true
Svalbard,SAT-1,20738.203125,21148.828125,410.625000,true
Fairbanks,SAT-2,22787.578125,23206.171875,418.593750,true
Svalbard,SAT-2,23361.796875,23768.437500,406.640625,true
Fairbanks,SAT-4,23430.703125,23553.515625,122.812500,false
Svalbard,SAT-4,23802.890625,24221.718750,418.828125,true
Cordoba,SAT-3,24117.187500,24527.343750,410.156250,true
Hartebeesthoek,SAT-2,25180.781250,25236.328125,55.546875,false
Troll,SAT-2,25720.546875,26102.812500,382.265625,true
Svalbard,SAT-3,26051.953125,26410.312500,358.359375,true
Svalbard,SAT-1,26430.468750,26807.343750,376.875000,true
Singapore,SAT-3,27420.234375,27834.375000,414.140625,true
Fairbanks,SAT-2,28537.968750,28806.562500,268.593750,true
Fairbanks,SAT-4,28881.093750,29289.375000,408.281250,true
Svalbard,SAT-2,29003.906250,29332.968750,329.062500,true
Svalbard,SAT-4,29447.343750,29867.578125,420.234375,true
Cordoba,SAT-1,30190.078125,30596.484375,406.406250,true
Hartebeesthoek,SAT-4,31093.359375,31488.281250,394.921875,true
Troll,SAT-2,31327.734375,31750.781250,423.046875,true
Svalbard,SAT-3,31736.015625,32107.968750,371.953125,true
Troll,SAT-4,31855.781250,32175.703125,319.921875,true
Svalbard,SAT-1,32130.000000,32486.953125,356.953125,true
Singapore,SAT-1,33495.234375,33900.468750,405.234375,true
Fairbanks,SAT-4,34552.968750,34919.765625,366.796875,true
Svalbard,SAT-2,34664.062500,34824.375000,160.312500,false
Svalbard,SAT-4,35088.750000,35457.656250,368.906250,true
Troll,SAT-2,37033.593750,37386.562500,352.968750,true
Svalbard,SAT-3,37398.046875,37804.453125,406.406250,true
Troll,SAT-4,37414.453125,37835.390625,420.937500,true
Svalbard,SAT-1,37811.718750,38185.781250,374.062500,true
Svalbard,SAT-4,40737.187500,40982.812500,245.625000,true
Cordoba,SAT-2,41979.609375,42324.375000,344.765625,true
Fairbanks,SAT-3,42523.359375,42873.515625,350.156250,true
Troll,SAT-2,42822.187500,43015.078125,192.890625,true
Svalbard,SAT-3,43045.781250,43470.703125,424.921875,true
Troll,SAT-4,43080.703125,43475.390625,394.687500,true
Svalbard,SAT-1,43471.875000,43880.859375,408.984375,true
Singapore,SAT-2,44286.562500,44631.796875,345.234375,true
Hartebeesthoek,SAT-3,44703.750000,45091.406250,387.656250,true
Troll,SAT-3,45539.296875,45745.781250,206.484375,true
Cordoba,SAT-2,47695.781250,47878.125000,182.343750,true
Fairbanks,SAT-3,48117.421875,48530.390625,412.968750,true
Fairbanks,SAT-1,48583.125000,48951.093750,367.968750,true
Svalbard,SAT-3,48687.421875,49086.796875,399.375000,true
Troll,SAT-4,48836.250000,49107.890625,271.640625,true
Svalbard,SAT-1,49118.671875,49543.359375,424.687500,true
Hartebeesthoek,SAT-1,50764.218750,51170.859375,406.640625,true
Troll,SAT-3,51034.687500,51430.546875,395.859375,true
Troll,SAT-1,51588.750000,51828.515625,239.765625,true
Cordoba,SAT-4,53665.781250,54067.265625,401.484375,true
Fairbanks,SAT-3,53899.921875,54115.546875,215.625000,true
Fairbanks,SAT-1,54194.531250,54601.171875,406.640625,true
Troll,SAT-2,54290.625000,54475.078125,184.453125,true
Svalbard,SAT-3,54330.468750,54642.421875,311.953125,true
Troll,SAT-4,54664.921875,54728.203125,63.281250,false
Svalbard,SAT-1,54759.609375,55154.531250,394.921875,true
Singapore,SAT-4,56001.093750,56345.390625,344.296875,true
Troll,SAT-3,56656.875000,57076.171875,419.296875,true
Svalbard,SAT-2,56849.765625,57023.906250,174.140625,false
Troll,SAT-1,57100.781250,57504.609375,403.828125,true
Fairbanks,SAT-2,57243.281250,57626.718750,383.437500,true
Troll,SAT-2,59918.906250,60265.546875,346.640625,true
Svalbard,SAT-3,60000.703125,60116.484375,115.781250,false
Fairbanks,SAT-1,60004.218750,60170.156250,165.937500,false
Troll,SAT-4,60383.437500,60480.000000,96.562500,false
Svalbard,SAT-1,60402.890625,60704.296875,301.406250,true
Hartebeesthoek,SAT-2,60752.109375,60986.718750,234.609375,true
Svalbard,SAT-2,62347.031250,62681.484375,334.453125,true
Troll,SAT-3,62375.625000,62711.015625,335.390625,true
Troll,SAT-1,62733.046875,63148.359375,415.312500,true
Fairbanks,SAT-2,62878.125000,63283.593750,405.468750,true
Fairbanks,SAT-4,63350.390625,63651.562500,301.171875,true
Troll,SAT-2,65554.453125,65973.984375,419.531250,true
Troll,SAT-4,66007.968750,66298.125000,290.156250,true
Svalbard,SAT-1,66081.562500,66165.234375,83.671875,false
Hartebeesthoek,SAT-2,66369.375000,66618.750000,249.375000,true
Cordoba,SAT-3,67277.109375,67667.812500,390.703125,true
Svalbard,SAT-2,67916.015625,68323.359375,407.343750,true
Troll,SAT-3,68174.296875,68338.593750,164.296875,false
Troll,SAT-1,68460.468750,68781.796875,321.328125,true
Svalbard,SAT-4,68483.203125,68763.281250,280.078125,true
Fairbanks,SAT-4,68959.453125,69383.437500,423.984375,true
Singapore,SAT-3,69586.406250,69976.875000,390.468750,true
Troll,SAT-2,71202.187500,71584.218750,382.031250,true
Troll,SAT-4,71641.171875,72042.656250,401.484375,true
Hartebeesthoek,SAT-4,72391.171875,72796.171875,405.000000,true
Cordoba,SAT-1,73338.515625,73746.328125,407.812500,true
Svalbard,SAT-2,73543.828125,73965.937500,422.109375,true
Svalbard,SAT-4,74024.296875,74408.671875,384.375000,true
Troll,SAT-1,74267.109375,74406.796875,139.687500,false
Fairbanks,SAT-4,74635.546875,74931.562500,296.015625,true
Singapore,SAT-1,75650.625000,76053.515625,402.890625,true
Troll,SAT-2,76902.187500,77054.765625,152.578125,false
Fairbanks,SAT-3,77023.828125,77113.359375,89.531250,false
Troll,SAT-4,77282.812500,77695.546875,412.734375,true
Svalbard,SAT-2,79218.281250,79616.015625,397.734375,true
Troll,SAT-3,79613.671875,79826.718750,213.046875,true
Svalbard,SAT-4,79628.203125,80050.312500,422.109375,true
Svalbard,SAT-3,82149.140625,82354.687500,205.546875,true
Fairbanks,SAT-3,82564.453125,82965.234375,400.781250,true
Troll,SAT-4,82948.359375,83236.640625,288.281250,true
Fairbanks,SAT-1,83069.062500,83228.671875,159.609375,false
Cordoba,SAT-2,83074.921875,83352.890625,277.968750,true
Svalbard,SAT-2,84917.109375,85282.500000,365.390625,true
Troll,SAT-3,85243.359375,85606.406250,363.046875,true
Svalbard,SAT-4,85285.078125,85696.406250,411.328125,true
Troll,SAT-1,85685.859375,85913.906250,228.046875,true
Hartebeesthoek,SAT-3,86030.859375,86362.031250,331.171875,true
