variable,value
altitude_km,450.000000000000
inclination_deg,85.740078996488
raan_1_deg,162.345623765382
raan_2_deg,36.744316678410
raan_3_deg,139.164858671023
raan_4_deg,72.014530704318
mean_anomaly_1_deg,178.415185403437
mean_anomaly_2_deg,30.777152013445
mean_anomaly_3_deg,207.555245340861
mean_anomaly_4_deg,0.000000000000
