evaluations,elapsed_seconds,best_quality,feasible_fraction
15232,26.939872593,1.1161399787063313,0.8984375
15360,27.16818058,1.1160718632900954,0.9375
15488,27.393682248,1.1160718632900954,0.9140625
15616,27.609624992,1.1160718632900954,0.9453125
15744,27.825675205,1.1160718632900954,0.90625
15872,28.059924279,1.1160718632900954,0.8671875
16000,28.289011321,1.1160718632900954,0.9375
16128,28.52021274,1.1160718632900954,0.90625
16256,28.747309924,1.1160718632900954,0.9375
16384,28.975794474,1.1160718632900954,0.9453125
16512,29.200099873,1.1160718632900954,0.859375
16640,29.424047686,1.1160718632900954,0.921875
16768,29.656495754,1.1160718632900954,0.9375
16896,29.888120373,1.1160718632900954,0.9140625
17024,30.115759688,1.1160718632900954,0.953125
17152,30.336322962,1.1160718632900954,0.9296875
17280,30.57909169,1.1160718632900954,0.9296875
17408,30.812536951,1.1160718632900954,0.9140625
17536,31.035697499,1.1160718632900954,0.9375
17664,31.269268573,1.1160718632900954,0.9140625
17792,31.494813815,1.1160718632900954,0.90625
17920,31.719087021,1.1160718632900954,0.890625
18048,31.946590763,1.1160718632900954,0.921875
18176,32.179537988,1.1160718632900954,0.9375
18304,32.40538733,1.1160718632900954,0.8671875
18432,32.639063267,1.1160718632900954,0.9296875
18560,32.876113356,1.1160718632900954,0.890625
18688,33.11310157,1.1160718632900954,0.9453125
18816,33.338166955,1.1160718632900954,0.90625
18944,33.562188521,1.1160718632900954,0.9296875
19072,33.799752109,1.1160718632900954,0.8828125
19200,34.02531818,1.1160718632900954,0.8671875
19328,34.251101911,1.1160718632900954,0.8828125
19456,34.474527167,1.1160718632900954,0.84375
19584,34.698944453,1.1146426070063529,0.9140625
19712,34.929778939,1.1146426070063529,0.921875
19840,35.152551366,1.1146426070063529,0.921875
19968,35.377740197,1.1146426070063529,0.9296875
20096,35.60732462,1.1146426070063529,0.890625
