evaluations,elapsed_seconds,best_quality,feasible_fraction
128,0.219380097,1.4288571147464895,0.4453125
256,0.430835845,1.4288571147464895,0.421875
384,0.639817922,1.3124994509645342,0.75
512,0.837735366,1.3124994509645342,0.8828125
640,1.043251316,1.3124994509645342,0.953125
768,1.252951308,1.2954918787744503,0.8828125
896,1.461212857,1.2954918787744503,0.890625
1024,1.668250029,1.2947703099685939,0.8828125
1152,1.87802687,1.2947703099685939,0.8984375
1280,2.091532592,1.2947703099685939,0.828125
1408,2.320931641,1.2947703099685939,0.9140625
1536,2.537488238,1.2791024188575326,0.875
1664,2.752780259,1.2791024188575326,0.90625
1792,2.975534626,1.2791024188575326,0.8671875
1920,3.193637659,1.2791024188575326,0.8984375
2048,3.417000151,1.2791024188575326,0.90625
2176,3.641146414,1.2768648405897864,0.8671875
2304,3.863546617,1.2768352056996766,0.9296875
2432,4.090790448,1.2764730359141052,0.90625
2560,4.316710255,1.2563732650918709,0.8984375
2688,4.538882565,1.2290343136414865,0.8984375
2816,4.766842598,1.2231023104347705,0.9296875
2944,4.996361995,1.2231023104347705,0.921875
3072,5.230540401,1.207128411552284,0.9296875
3200,5.460612834,1.207128411552284,0.90625
3328,5.691442558,1.207128411552284,0.921875
3456,5.912226918,1.207128411552284,0.90625
3584,6.136476321,1.188538300136304,0.890625
3712,6.362082089,1.188538300136304,0.890625
3840,6.587098934,1.1709432982484014,0.9140625
3968,6.816250481,1.1709432982484014,0.8984375
4096,7.041240339,1.1705142214797126,0.8984375
4224,7.265674104,1.1705142214797126,0.875
4352,7.4966639950000005,1.1692797058495952,0.9453125
4480,7.7291683970000005,1.1692797058495952,0.890625
4608,7.957966634,1.1601437868838655,0.8984375
4736,8.192219741,1.1601437868838655,0.921875
4864,8.419543957,1.1601437868838655,0.921875
4992,8.647201399,1.1601437868838655,0.9375
5120,8.874687523,1.14560761652799,0.9375
5248,9.098308515,1.14560761652799,0.90625
5376,9.323012035,1.14560761652799,0.9296875
5504,9.548888211,1.14560761652799,0.9140625
5632,9.772496253,1.14560761652799,0.875
5760,9.999311771,1.14560761652799,0.8984375
5888,10.228990268,1.14560761652799,0.921875
6016,10.460991018,1.14560761652799,0.890625
6144,10.686014718,1.14560761652799,0.9296875
6272,10.906399201,1.1336169479927736,0.9140625
6400,11.143857314,1.1336169479927736,0.9375
6528,11.373855141,1.1336169479927736,0.9453125
6656,11.595210496,1.1336169479927736,0.90625
6784,11.819937773,1.1336169479927736,0.890625
6912,12.044591814,1.1336169479927736,0.921875
7040,12.269136047,1.1336169479927736,0.828125
7168,12.504089062,1.1336169479927736,0.921875
7296,12.727032933,1.133384786412918,0.9453125
7424,12.950175683,1.13075073754616,0.921875
7552,13.179147819,1.13075073754616,0.953125
7680,13.412332598,1.13075073754616,0.9140625
7808,13.642855877,1.13075073754616,0.8984375
7936,13.8721638,1.13075073754616,0.90625
8064,14.098974854,1.13075073754616,0.9140625
8192,14.328799685,1.13075073754616,0.921875
8320,14.548941545,1.13075073754616,0.921875
8448,14.777743428,1.13075073754616,0.9296875
8576,15.000742698,1.13075073754616,0.96875
8704,15.234187671,1.13075073754616,0.9453125
8832,15.470196936,1.13075073754616,0.9375
8960,15.700486585,1.13075073754616,0.90625
9088,15.931646096,1.13075073754616,0.90625
9216,16.161560673,1.1251790265201413,0.8671875
9344,16.393920413,1.1251790265201413,0.890625
9472,16.620052213,1.1251790265201413,0.890625
9600,16.854501349,1.1251790265201413,0.8671875
9728,17.085873034,1.1251790265201413,0.8671875
9856,17.312785599,1.1251790265201413,0.8984375
9984,17.543477741,1.1227966842736707,0.9140625
10112,17.773512711,1.1227966842736707,0.921875
10240,18.005309083,1.1227966842736707,0.8984375
10368,18.239958575,1.1227966842736707,0.9140625
10496,18.463361743,1.1227966842736707,0.8828125
10624,18.689212134,1.1227417258976349,0.8359375
10752,18.915331262,1.1214973959971017,0.859375
10880,19.156603323,1.1214973959971017,0.84375
11008,19.396399481,1.1214973959971017,0.8984375
11136,19.624056076,1.1214973959971017,0.8671875
11264,19.857620674,1.1214973959971017,0.828125
11392,20.086139121,1.1214973959971017,0.8515625
11520,20.307933315,1.1214973959971017,0.8046875
11648,20.534589164,1.1214973959971017,0.875
11776,20.765237619,1.1214973959971017,0.8359375
11904,20.990285448,1.1214973959971017,0.8125
12032,21.218684111,1.1214973959971017,0.8125
12160,21.443218148,1.1177104968634586,0.7890625
12288,21.672048567,1.1177104968634586,0.8203125
12416,21.902994482,1.1177104968634586,0.8046875
12544,22.137527381,1.1177104968634586,0.8125
12672,22.367386602,1.1177104968634586,0.8359375
12800,22.594098568,1.1177104968634586,0.828125
12928,22.820334829,1.1177104968634586,0.828125
13056,23.050686837,1.1177104968634586,0.765625
13184,23.284440038,1.1177104968634586,0.78125
13312,23.515604309,1.1177104968634586,0.8359375
13440,23.744089789,1.1177104968634586,0.796875
13568,23.985818141,1.1177104968634586,0.8203125
13696,24.212746722,1.1177104968634586,0.8828125
13824,24.443076044,1.1177104968634586,0.90625
13952,24.667170637,1.1177104968634586,0.859375
14080,24.893426916,1.1177104968634586,0.890625
14208,25.114076401,1.1177104968634586,0.921875
14336,25.342160723,1.1177104968634586,0.9140625
14464,25.564962214,1.1177104968634586,0.90625
14592,25.798236368,1.1161399787063313,0.90625
14720,26.018060384,1.1161399787063313,0.8828125
14848,26.252897785,1.1161399787063313,0.8828125
14976,26.482528183,1.1161399787063313,0.9140625
15104,26.715478115,1.1161399787063313,0.9140625
