point_id,selected,quality,exposure,maximum_receptor,fan_power,final_mass_fraction,clearance_time,flow_rate_m2_s,low_velocity_fraction,decision_inlet_y,decision_inlet_width,decision_outlet_y,decision_outlet_width,decision_inlet_velocity,decision_baffle_x,decision_baffle_y,decision_baffle_length,decision_baffle_angle
27,0,1.2538541522337983,0.6610372276154578,0.24591165075446156,0.537505125478346,0.724720148290881,1,1.6180602322771005,0.1738095238095238,0.3075639770957804,0.43631540887971626,0.3714554955354188,0.40140274385516195,1.2361548544523737,0.3591644607107698,0.2922186032762679,0.6334277656679832,0.7313899439629421
28,0,1.2558275378372923,0.68221026742788,0.5082475360979374,0.5622576926395343,0.41408392766507346,1,1.6766931558134317,0.0389908256880734,0.262969800137257,0.45,0.3534533472340684,0.3587398508386148,1.2419949302321716,0.5784929269451644,0.6742586625323477,0.4911404765117557,-0.8245162802410841
29,0,1.2572807668486923,0.6039916444834064,0.5071125716412609,0.7334257867193131,0.5060953584015858,1,1.7078675521180213,0.10208816705336426,0.26212916838952494,0.40504476442131887,0.16078857987159,0.44056402088013147,1.4054969574848721,0.5477205388745265,0.6299789794954342,0.6499999999999999,-0.8683544160365277
30,0,1.270028640724926,0.5675897518916195,0.5033288594647639,0.8206310492981757,0.5732964984825788,1,1.9019150038321624,0.06192660550458716,0.30680870718012254,0.45,0.3009104725439713,0.37259717432959716,1.4088259287645646,0.36739031804886857,0.6716665446023058,0.5993808445210471,1.190255742735904
31,0,1.271973885546124,0.6061073006713352,0.5079112216454713,0.5900833762457306,0.5877885976058141,1,1.6804173568118541,0.05069124423963134,0.26528168121350043,0.4407262086664867,0.2915184362221357,0.4179852332067636,1.27094578884271,0.5207987666866616,0.6652120615051342,0.65,-0.9863354437873852
32,0,1.276628200876801,0.6952660406722224,0.5075877770722447,0.5761670397194173,0.4246697274491457,1,1.6023450297946071,0.06636155606407322,0.24199665631766235,0.41529784797389635,0.29623945819625297,0.4349082178388051,1.2861010779066393,0.5140966713578479,0.7048671185206425,0.5688918488847836,-0.6362152482850194
33,0,1.2786826076575863,0.6440910075469628,0.5031078940053291,0.8035839427565346,0.44464172911330424,1,1.8624062041941272,0.06422018348623854,0.30680870718012254,0.44065207446111265,0.30091047254397124,0.3883742310357482,1.4088259287645644,0.36739031804886857,0.6716665446023059,0.5993808445210471,0.6689253062593914
34,0,1.2789903525809596,0.5551415479385509,0.5040747674475425,0.8470676461938136,0.6047957833597494,1,1.9153585415628314,0.05581395348837209,0.28509910608381994,0.44762662076626536,0.48470477826685066,0.3376834266173888,1.4263066975209853,0.22907317781521017,0.6017671986298287,0.6386780986263212,-1.0277029216999265
35,0,1.2809381514408829,0.6037760858071516,0.5044133253051754,0.6952612478747013,0.5718063068124069,1,1.7698714054027627,0.05504587155963303,0.2784293479201844,0.4388725183612662,0.3534533472340684,0.3587763404487978,1.3442562713590096,0.23404332501308242,0.674021554362631,0.547763806709147,-0.8405873693353316
36,0,1.2816295008390979,0.5451726789380477,0.504725946293062,0.9852651163605297,0.5740816509648264,1,2.0143197934481942,0.057736720554272515,0.28509910608381994,0.44762662076626536,0.4847047782668506,0.3376834266173888,1.5,0.3461989209317537,0.643462038076402,0.6005855698480829,-1.0277029216999265
37,0,1.2842537677349126,0.6732119710235853,0.3234193015321116,0.5298054072764419,0.6867421289799662,1,1.6291536051196172,0.24523809523809523,0.26294573898579643,0.44400175515435425,0.5319628128731885,0.3373468718901982,1.2230834572213594,0.38308690394356015,0.29237396003067556,0.6327018817961214,0.6259368196647803
38,0,1.2856339783409596,0.5885546947882757,0.5053885726786024,0.8761335467924558,0.5383165757097829,1,1.9163771641486433,0.03225806451612903,0.2629482489569255,0.44049010321961857,0.41655528592222246,0.33608464756632117,1.4501855623554387,0.396655227635711,0.710405244517829,0.65,-0.786907517751283
39,0,1.288061601530845,0.5864309656978868,0.507909056569721,0.6653490575467949,0.6292125920774776,1,1.7721321921216768,0.04861111111111111,0.26212916838952494,0.4494891664033742,0.16078857987159,0.44056402088013147,1.3141823537902988,0.5101013145710066,0.6299789794954342,0.6499999999999999,-0.8683544160365277
40,0,1.291478218081892,0.6509377247388963,0.49948056691661685,0.783101025660718,0.46836000950508716,1,1.8712768903962318,0.10321100917431193,0.28083179331197056,0.44957071586589237,0.4552423479266692,0.3549026441628542,1.387454612705421,0.3444789360967044,0.6490419710806503,0.5870398381015762,0.8450413867201272
41,0,1.2953419417443506,0.7022049029860005,0.23814764689297277,0.4507866913531211,0.767811754082479,1,1.5532790213651575,0.25118483412322273,0.3039588950211226,0.44811398884804016,0.6100269730545116,0.4311294024219309,1.1554195733085297,0.35916824238012945,0.30487733420177526,0.6135098396029945,0.6438484186993865
42,0,1.2963046548366475,0.6874052155709799,0.29367317510116375,0.9670629600013688,0.5373005194296239,1,1.9771064960027984,0.1876484560570071,0.323720234099258,0.439356999111733,0.3776300381597223,0.38155207201370034,1.5,0.35500276455637914,0.21182235289333018,0.6499476951007648,0.33779497057967167
43,0,1.2966797518952657,0.6846331705010978,0.2549237187809537,0.38920684477513506,0.8134867060973279,1,1.4642604592096669,0.20476190476190476,0.3075639770957804,0.44140484628208043,0.33325409313518345,0.40140274385516195,1.105757727509505,0.3635868129195179,0.2963895098074907,0.6499999999999999,0.7313899439629421
44,0,1.3010213931653727,0.6414902504859263,0.5056582077293368,0.509874820977776,0.6094541492384455,1,1.5978719263865973,0.05517241379310345,0.26155669253098246,0.43962359799909007,0.34252346338788486,0.4073620482895255,1.211545462724004,0.2200180912505032,0.6246235231843436,0.561267997576014,-0.8152102360268003
45,0,1.3040678378349806,0.6994357682448045,0.2946962061223489,0.853490824615115,0.573171603211957,1,1.896464709092216,0.18527315914489312,0.323720234099258,0.439356999111733,0.3776300381597223,0.38155207201370034,1.4388183283953448,0.35500276455637914,0.21182235289333018,0.6499476951007648,0.33779497057967167
