niche_id,grid_x,grid_y,selected,quality,descriptor_flow_rate_m2_s,descriptor_low_velocity_fraction,visits,exposure,maximum_receptor,fan_power,final_mass_fraction,clearance_time,decision_inlet_y,decision_inlet_width,decision_outlet_y,decision_outlet_width,decision_inlet_velocity,decision_baffle_x,decision_baffle_y,decision_baffle_length,decision_baffle_angle
18,18,0,1,1.2048458471263683,1.8889295782105586,0.034482758620689655,37,0.5537131873917908,0.5158756940452573,0.858649106600017,0.4429299827838911,1,0.4710737273711862,0.43542726434680323,0.2634380438541597,0.3288087306107451,1.4460352951976916,0.6040808415597874,0.6426665581885621,0.48450220201943506,1.4
19,19,0,0,1.20682970363245,1.9417693566330323,0.029748283752860413,53,0.6030332759385849,0.5162985988617047,0.9497784896574615,0.3113828606630409,1,0.48348812887089626,0.4315043014740072,0.28091105944956163,0.32539198704299616,1.5,0.690433736219244,0.6537845312800653,0.5127902683435022,1.4
36,16,1,0,1.2226489147562367,1.7016590249147998,0.06407322654462243,102,0.660128077808911,0.5085297271485234,0.5877494826304361,0.38141215369395376,1,0.27470967561389775,0.45,0.2895813470233529,0.40493844798167977,1.2604881666035554,0.7400231678287135,0.6470814979630738,0.5108045341577532,1.4
39,19,1,0,1.2276545341451328,2.0250000000000004,0.0576036866359447,90,0.5571396317929469,0.519831489293476,0.9904891304347828,0.42500266323698255,1,0.6147635183873688,0.45,0.2682876159740133,0.4040883646746275,1.5,0.597545115094475,0.6279289527883026,0.5412952478516203,1.4
38,18,1,0,1.2383595193607837,1.9089063350891484,0.07126436781609195,79,0.6104453891318552,0.5204247973340776,0.8297141355612646,0.40351780889927386,1,0.6436365674851153,0.45,0.307342845341859,0.4198300008536634,1.4140046926586285,0.6256233955885403,0.6300206358603212,0.5317547791761693,1.3287335434615513
17,17,0,0,1.2422790395235028,1.8296882070028624,0.045871559633027525,48,0.5710955183545474,0.5128044971561871,0.7306441275093933,0.5373048941779663,1,0.4222708306496935,0.45,0.3196392257749038,0.4495486964444367,1.355324597779898,0.47788549617289905,0.6959104026597174,0.5121607311079687,1.2427342001950026
99,19,4,0,1.2434373878787544,2.0248351241125073,0.23990498812351543,62,0.6439264377198606,0.2957560956178163,0.9902472126892377,0.5071669196242764,1,0.31641913849693715,0.45,0.5470340462384253,0.4212249448341236,1.4998778697129684,0.4098908176889942,0.27697468577870726,0.6005523565217553,0.4413707949330979
37,17,1,0,1.2454884195807219,1.7812268861905622,0.07093821510297482,120,0.6046500799833611,0.5141405164209182,0.6853943434961675,0.49337842537533677,1,0.44503340473224456,0.44628103770041383,0.30569865613653996,0.3932259302477426,1.3304224137693035,0.5791120678842555,0.7065172028815156,0.5707422247219833,0.981647443734654
16,16,0,0,1.2468546381129788,1.6851162192705496,0.04597701149425287,30,0.5995374985682139,0.5175360317562567,0.6198672612768443,0.5291513428225353,1,0.5258488394379486,0.4318125574471063,0.3535378006933224,0.45,1.3008084103536548,0.5613694246821922,0.6604729367726433,0.5705010510103936,1.3506517308710437
119,19,5,0,1.2521328768894213,2.000602605331261,0.2577565632458234,72,0.6411480071092883,0.2949324773556843,0.9785556221728994,0.535615013335422,1,0.30446490651420244,0.44457835674028023,0.6486312491069061,0.45,1.5,0.3787006182263845,0.2357518714640625,0.6083482253709702,0.3831042285891689
35,15,1,0,1.2552723255226994,1.6108219351231154,0.06451612903225806,118,0.6196442007453526,0.5125587474642163,0.5287149507904909,0.5472115217742809,1,0.4036250753533416,0.43697876821304843,0.4820722847577462,0.4308314447157377,1.2287568277899803,0.5216061245908131,0.6538538268131865,0.6169741616147493,1.0770966104381745
79,19,3,0,1.2555523342739539,2.0143199877060796,0.17339667458432304,59,0.6447338547166491,0.29666673504422525,0.9852652113779738,0.5308641395191946,1,0.2696377957866281,0.44762666393468437,0.6057771780288922,0.44666119448177954,1.5,0.40873122416868196,0.28038482984327584,0.6221956572144539,0.40945424579152295
118,18,5,0,1.257487984802155,1.8996400509636715,0.2863961813842482,51,0.6459189660817549,0.2966279319948272,0.8367810536400201,0.5917976839899649,1,0.31336142033736086,0.44483698281501216,0.6509512135749554,0.45,1.4234728109028403,0.3898678916423937,0.2613998630445766,0.65,0.4269271138243863
116,16,5,0,1.2620460065198005,1.648517418404869,0.2796208530805687,72,0.6729004047226002,0.3006294466351774,0.5576372429330682,0.654606859785996,1,0.30738853943829686,0.4405186039688714,0.59220657952828,0.4157186056031595,1.2474065821151707,0.3809563498022886,0.2670455514691198,0.5713840986231464,0.5237025926042876
34,14,1,0,1.262816818330924,1.537340508338076,0.07834101382488479,113,0.6458559867378668,0.5147127303127677,0.45365278679921023,0.5377478181536628,1,0.4392394219849792,0.4398384014780718,0.3581009931135025,0.41089321639558657,1.1650797983773595,0.5618104485534712,0.6408868294749528,0.5543784354208625,1.058850288753857
97,17,4,0,1.263520282396035,1.7415162315843262,0.2364066193853428,61,0.6646838931816268,0.30104710993509115,0.6735257159255542,0.6272153821235037,1,0.3125397126829748,0.43522519470090537,0.6264740088130825,0.45,1.3338047006378906,0.3708427586645954,0.26971079615487475,0.5418894153362923,0.5157037237664635
115,15,5,0,1.2636108192105524,1.6326650277747257,0.2720763723150358,67,0.6717563565750669,0.3040905638353273,0.5307577190650348,0.6673152738096297,1,0.2841612284309168,0.4450382150718046,0.5687078421206415,0.3242022994067587,1.2228650428078436,0.4411252902027437,0.31515644023714207,0.65,0.4922695003555211
78,18,3,0,1.2665660656786053,1.8483986563975705,0.16467780429594273,43,0.6674993725368681,0.30375068986212156,0.7663146142139016,0.5878568507357922,1,0.26305037464765124,0.4461590858992481,0.5635334958350694,0.4178530439469804,1.3809712834246581,0.4517804619665517,0.33348834029429897,0.65,0.5129213390557943
59,19,2,0,1.2690945008652816,1.9567724390972687,0.13411764705882354,57,0.6414132361081498,0.30480881897809203,0.9571169539062727,0.5677069289736626,1,0.3203895750819863,0.434838319799393,0.6932337501685366,0.4076210303885552,1.5,0.403890699325506,0.3182017016485009,0.5210959333336707,0.5465489813353828
15,15,0,0,1.2719037907645996,1.6188198341296356,0.041474654377880185,41,0.6335057189989115,0.5165445880648393,0.6411927748258349,0.5037744455362029,1,0.4692132266479133,0.3997636435309418,0.3810196034999383,0.42367881105124744,1.3498141216905823,0.6299953081353555,0.6351556399453003,0.5764114238851045,1.4
