optimizer,evaluations,elapsed_seconds,best_objective
cma,1333,0.38084173,572.2395189649936
cma,3844,0.713769008,564.8554311509022
cma,6355,0.742142138,122.4015645666514
cma,13888,1.157880903,21.950830529599514
cma,23932,1.215683897,18.592249784020453
de,2502,0.97141621,164.294706379492
de,5010,1.099016498,14.975158555471321
bite,2500,0.964038165,16.480286746263168
bite,10000,1.142306033,15.700411251399048
