design,field_deg,wavelength_um,ray_id,x_mm,y_mm
reference,0,0.5876,112,-0.0005386565768854545,0.001077313153770909
reference,0,0.5876,113,-0.00021606502230175906,0.00021606502230175906
reference,0,0.5876,114,-0.00010813089770411732,0
reference,0,0.5876,115,-0.00021606502230175906,-0.00021606502230175906
reference,0,0.5876,116,-0.0005386565768854545,-0.001077313153770909
reference,0,0.5876,117,-0.0010720856804377066,-0.003216257041314341
reference,0,0.5876,118,-0.0018093237175752508,-0.007237294870301003
reference,0,0.5876,119,-0.002738998390613201,-0.013694991953066893
reference,0,0.5876,120,-0.003843478076477669,-0.023060868458867567
reference,0,0.5876,121,-0.005095729729459597,-0.0356701081062174
reference,0,0.5876,122,-0.010750821640288288,0.037627875741008676
reference,0,0.5876,123,-0.008275822977267477,0.024827468931800656
reference,0,0.5876,124,-0.006087788341209377,0.015219470853022443
reference,0,0.5876,125,-0.004243208113499319,0.008486416226998639
reference,0,0.5876,126,-0.002778931603128143,0.0041683974046919925
reference,0,0.5876,127,-0.0017187335183088681,0.0017187335183088681
reference,0,0.5876,128,-0.001077313153770909,0.0005386565768854545
reference,0,0.5876,129,-0.0008626618428941857,0
reference,0,0.5876,130,-0.001077313153770909,-0.0005386565768854545
reference,0,0.5876,131,-0.0017187335183088681,-0.0017187335183088681
reference,0,0.5876,132,-0.002778931603128143,-0.0041683974046919925
reference,0,0.5876,133,-0.004243208113499319,-0.008486416226998639
reference,0,0.5876,134,-0.006087788341209377,-0.015219470853022443
reference,0,0.5876,135,-0.008275822977267477,-0.024827468931800656
reference,0,0.5876,136,-0.010750821640288288,-0.037627875741008676
reference,0,0.5876,137,-0.017498900376294424,0.0408307675446844
reference,0,0.5876,138,-0.013864630585697535,0.02772926117139507
reference,0,0.5876,139,-0.010638064689733717,0.017730107816222862
reference,0,0.5876,140,-0.007910368330056317,0.010547157773409754
reference,0,0.5876,141,-0.0057410166581342015,0.0057410166581342015
reference,0,0.5876,142,-0.0041683974046919925,0.002778931603128143
reference,0,0.5876,143,-0.003216257041314341,0.0010720856804377066
reference,0,0.5876,144,-0.0028975115737501778,0
reference,0,0.5876,145,-0.003216257041314341,-0.0010720856804377066
reference,0,0.5876,146,-0.0041683974046919925,-0.002778931603128143
reference,0,0.5876,147,-0.0057410166581342015,-0.0057410166581342015
reference,0,0.5876,148,-0.007910368330056317,-0.010547157773409754
reference,0,0.5876,149,-0.010638064689733717,-0.017730107816222862
reference,0,0.5876,150,-0.013864630585697535,-0.02772926117139507
reference,0,0.5876,151,-0.017498900376294424,-0.0408307675446844
reference,0,0.5876,152,-0.021130400985756914,0.031695601478636704
reference,0,0.5876,153,-0.01694144324430802,0.021176804055385468
reference,0,0.5876,154,-0.01338440921936046,0.01338440921936046
reference,0,0.5876,155,-0.010547157773409754,0.007910368330056317
reference,0,0.5876,156,-0.008486416226998639,0.004243208113499319
reference,0,0.5876,157,-0.007237294870301003,0.0018093237175752508
reference,0,0.5876,158,-0.006818900652950433,0
reference,0,0.5876,159,-0.007237294870301003,-0.0018093237175752508
reference,0,0.5876,160,-0.008486416226998639,-0.004243208113499319
reference,0,0.5876,161,-0.010547157773409754,-0.007910368330056317
reference,0,0.5876,162,-0.01338440921936046,-0.01338440921936046
reference,0,0.5876,163,-0.01694144324430802,-0.021176804055385468
reference,0,0.5876,164,-0.021130400985756914,-0.031695601478636704
reference,0,0.5876,165,-0.03051034214641568,0.03661241057569864
reference,0,0.5876,166,-0.025478648647299096,0.025478648647299096
reference,0,0.5876,167,-0.021176804055385468,0.01694144324430802
reference,0,0.5876,168,-0.017730107816222862,0.010638064689733717
reference,0,0.5876,169,-0.015219470853022443,0.006087788341209377
reference,0,0.5876,170,-0.013694991953066893,0.002738998390613201
reference,0,0.5876,171,-0.013183947216761194,0
reference,0,0.5876,172,-0.013694991953066893,-0.002738998390613201
reference,0,0.5876,173,-0.015219470853022443,-0.006087788341209377
reference,0,0.5876,174,-0.017730107816222862,-0.010638064689733717
reference,0,0.5876,175,-0.021176804055385468,-0.01694144324430802
reference,0,0.5876,176,-0.025478648647299096,-0.025478648647299096
reference,0,0.5876,177,-0.03051034214641568,-0.03661241057569864
reference,0,0.5876,178,-0.03661241057569864,0.03051034214641568
reference,0,0.5876,179,-0.031695601478636704,0.021130400985756914
reference,0,0.5876,180,-0.02772926117139507,0.013864630585697535
reference,0,0.5876,181,-0.024827468931800656,0.008275822977267477
reference,0,0.5876,182,-0.023060868458867567,0.003843478076477669
reference,0,0.5876,183,-0.022467931525037343,0
reference,0,0.5876,184,-0.023060868458867567,-0.003843478076477669
reference,0,0.5876,185,-0.024827468931800656,-0.008275822977267477
reference,0,0.5876,186,-0.02772926117139507,-0.013864630585697535
reference,0,0.5876,187,-0.031695601478636704,-0.021130400985756914
reference,0,0.5876,188,-0.03661241057569864,-0.03051034214641568
reference,0,0.5876,189,-0.0408307675446844,0.017498900376294424
reference,0,0.5876,190,-0.037627875741008676,0.010750821640288288
reference,0,0.5876,191,-0.0356701081062174,0.005095729729459597
reference,0,0.5876,192,-0.035011773150045666,0
reference,0,0.5876,193,-0.0356701081062174,-0.005095729729459597
reference,0,0.5876,194,-0.037627875741008676,-0.010750821640288288
reference,0,0.5876,195,-0.0408307675446844,-0.017498900376294424
reference,0,0.5876,196,-0.050934971077166935,0
reference,0,0.6563,0,0.051405304930794316,0
reference,0,0.6563,1,0.04105552123994727,0.017595223388548575
reference,0,0.6563,2,0.03770309068107247,0.010772311623163278
reference,0,0.6563,3,0.035658150650951015,0.005094021521564351
reference,0,0.6563,4,0.03497117120073856,0
reference,0,0.6563,5,0.035658150650951015,-0.005094021521564351
reference,0,0.6563,6,0.03770309068107247,-0.010772311623163278
reference,0,0.6563,7,0.04105552123994727,-0.017595223388548575
reference,0,0.6563,8,0.036884228049224976,0.030736856707688
reference,0,0.6563,9,0.03173498633365268,0.021156657555769343
reference,0,0.6563,10,0.02759797509747086,0.01379898754873543
reference,0,0.6563,11,0.024579338629207914,0.008193112876402342
reference,0,0.6563,12,0.02274456334600483,0.003790760557667583
reference,0,0.6563,13,0.02212921449453953,0
reference,0,0.6563,14,0.02274456334600483,-0.003790760557667583
reference,0,0.6563,15,0.024579338629207914,-0.008193112876402342
reference,0,0.6563,16,0.02759797509747086,-0.01379898754873543
reference,0,0.6563,17,0.03173498633365268,-0.021156657555769343
reference,0,0.6563,18,0.036884228049224976,-0.030736856707688
reference,0,0.6563,19,0.030736856707688,0.036884228049224976
reference,0,0.6563,20,0.02547010760782209,0.02547010760782209
reference,0,0.6563,21,0.020989231187728663,0.016791384950182398
reference,0,0.6563,22,0.01741087449274792,0.010446524695648884
reference,0,0.6563,23,0.014810000769331921,0.005924000307732991
reference,0,0.6563,24,0.013232833734597715,0.002646566746919432
reference,0,0.6563,25,0.012704462053412247,0
reference,0,0.6563,26,0.013232833734597715,-0.002646566746919432
reference,0,0.6563,27,0.014810000769331921,-0.005924000307732991
reference,0,0.6563,28,0.01741087449274792,-0.010446524695648884
reference,0,0.6563,29,0.020989231187728663,-0.016791384950182398
reference,0,0.6563,30,0.02547010760782209,-0.02547010760782209
reference,0,0.6563,31,0.030736856707688,-0.036884228049224976
