optimizer,rms_spot_um,efl_mm,bfl_mm,track_length_mm,glass_volume_mm3,minimum_edge_thickness_mm,lost_rays,total_rays,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10
cma,18.592249784020453,50.710632516968616,36.09418672626885,59.67404717161768,1026.7455777103048,3.7083393402545584,0,1773,0.06319505917813506,-0.016845582988498704,-0.03541236757800438,0.06856135846594759,0.021015697811648294,-0.023942437831451967,4.729989429924404,4.05746950941389,4.414476567010294,1.5691746755211815,8.80875026347906
de,14.975158555471321,50.736323866095425,36.85039246278943,61.125348169705966,1206.7333939847358,3.344682979127918,0,1773,0.06376692284843398,-0.002214895672350442,-0.02737784162220766,0.07028448442177501,0.024821228410153138,-0.02701966534429203,6.235611171373668,2.093344050241739,7.159565601716608,1.981233998536792,6.805200885047732
bite,15.700411251399048,49.07216120597009,34.88309197642407,58.825037880146915,1068.3112641817631,3.616690826966657,0,1773,0.06074771715526425,-0.009339325228774759,-0.03518116904435668,0.06585392222760433,0.02118620012062019,-0.0308853599567461,5.875093394739499,3.5866134901198667,4.270662015452395,2.326290795568857,7.883286207842227
