seed,sample,source,vehicles_train,imbalance_cv_train,mean_waiting_s_train,distance_km_train,vehicles_holdout,imbalance_cv_holdout,mean_waiting_s_holdout,distance_km_holdout,holdout_feasible
143,55,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
253,55,local,8.00000000000000000,0.33770887655458226,418.04611668990082762,600.08562552686498748,8.00000000000000000,0.32977014189723602,507.53846787408201635,2261.98852577014577037,false
143,67,local,8.00000000000000000,0.28629525961274110,334.27157435353092296,696.45704196344490811,8.00000000000000000,0.31696139682817426,251.36954194938653018,2144.22616292122438608,false
42,77,local,8.00000000000000000,0.32787181082819639,355.98589703149582419,604.01240714986420244,8.00000000000000000,0.34570218650725010,200.66750874548915817,2235.41065772759066022,false
143,77,local,8.00000000000000000,0.33867422167069933,440.74795794534838933,600.08628366913569607,8.00000000000000000,0.39471195000059695,654.76894072318600593,2246.88754747631446662,false
253,77,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
143,89,local,8.00000000000000000,0.29289065191956548,502.82394121322113278,609.52243567223570153,8.00000000000000000,0.31696999303349266,200.66750874548915817,2228.73996989451507034,false
42,99,local,8.00000000000000000,0.33300437213016160,484.59217122135396494,601.99778185243428652,8.00000000000000000,0.36653344456349640,654.76894072318600593,2232.04824682866592411,false
143,99,local,8.00000000000000000,0.33607246863841095,280.70860526392607426,600.68084099405996312,8.00000000000000000,0.33933464995340090,128.73154297106248123,2251.68977516095173996,false
253,99,local,8.00000000000000000,0.33546976077560475,370.50059392469211161,601.15714795515407332,8.00000000000000000,0.35964574440297614,128.73154297106248123,2236.49199579423611794,false
42,111,local,8.00000000000000000,0.28159092754142695,567.84445155730827537,585.60897760161685710,8.00000000000000000,0.19938597453709947,224.45791272393125837,2195.83549963039104114,false
253,111,local,8.00000000000000000,0.41206233159244354,636.16090890057148499,750.92786034868947809,8.00000000000000000,0.24259417194109523,377.20418250911643554,2145.03638231399008873,false
42,121,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
143,121,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
253,121,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
42,125,local,8.00000000000000000,0.25538069690399134,747.20029894968001827,1008.23046062273817824,8.00000000000000000,0.24607928211624583,413.78150475700476818,1978.35322370506696643,false
42,133,local,8.00000000000000000,0.23788335978754366,381.01607446707566851,717.95143303740849205,8.00000000000000000,0.32840412287624932,280.53121951492812514,2124.22178086179337697,false
143,139,local,8.00000000000000000,0.39342724856317013,1367.55417043919987918,1153.88920219516694488,8.00000000000000000,0.33513314991823995,1362.34671400286197240,1777.82899443015912766,false
42,143,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
143,143,local,8.00000000000000000,0.33230302906679005,360.95320337207476769,602.17553628076655059,8.00000000000000000,0.34109042760349617,200.66750874548915817,2242.16327460625961976,false
253,143,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
42,155,local,8.00000000000000000,0.28134745697434660,556.25350505842743587,719.24342540859299788,8.00000000000000000,0.28876438408328270,756.45139775247344005,2109.81425302571096836,false
42,159,local,8.00000000000000000,0.30921449589829575,1117.99483641551978508,999.00671488170348766,8.00000000000000000,0.31944747732806300,493.37797995127129980,2034.45611658856387294,false
42,165,local,8.00000000000000000,0.35683562159974835,150.54932298779431221,594.00577458703378397,8.00000000000000000,0.34850886978117190,128.73154297106248123,2263.72833945872935146,false
143,165,local,8.00000000000000000,0.34329279789608713,554.40285291661257361,598.55130913827326822,8.00000000000000000,0.35232563964702940,554.14369896047355724,2263.85259271833319872,false
253,165,local,8.00000000000000000,0.32907749014201365,470.75926424037697871,603.47329193040525297,8.00000000000000000,0.33812614381618200,128.73154297106248123,2250.12510337425283069,false
143,177,local,8.00000000000000000,0.35775609552429666,240.76826765956229792,712.63875192824809801,8.00000000000000000,0.34748343452489733,207.49474063759134879,2179.86333865034976043,false
253,177,local,8.00000000000000000,0.29288800237046786,247.14965943720926589,738.89875275188205705,8.00000000000000000,0.18646653129033719,207.49474063759134879,2083.70213124085012169,false
42,187,local,8.00000000000000000,0.32907749014201365,470.75926424037697871,603.47329193040525297,8.00000000000000000,0.33812614381618200,128.73154297106248123,2250.12510337425283069,false
143,187,local,8.00000000000000000,0.33461476125581124,418.04611668990082762,601.39265038630105664,8.00000000000000000,0.36626097910595218,507.53846787408201635,2256.96395231751102983,false
253,187,local,8.00000000000000000,0.33408119417966420,271.16121471130873033,601.69922931967232671,8.00000000000000000,0.35760531167363535,200.66750874548915817,2257.36105397297524178,false
143,199,local,8.00000000000000000,0.25534667523828514,228.47850116449126290,641.70911697562621612,8.00000000000000000,0.24889705066289616,128.73154297106248123,2258.87043428234164821,false
253,199,local,8.00000000000000000,0.27200973139588869,467.86264454419369940,734.94675153988669081,8.00000000000000000,0.16344334901868407,128.73154297106248123,2196.89662029822966360,false
42,209,local,8.00000000000000000,0.33135229497446400,355.98589703149582419,602.70538229042824696,8.00000000000000000,0.35590945873243313,200.66750874548915817,2240.43523118022494600,false
143,209,local,8.00000000000000000,0.32795106718733263,356.59326700595147486,603.94762101925573461,8.00000000000000000,0.37398298771888722,234.99951849857279740,2218.53592028627872423,false
253,209,local,8.00000000000000000,0.33230302906679005,360.95320337207476769,602.17553628076655059,8.00000000000000000,0.34109042760349617,200.66750874548915817,2242.16327460625961976,false
143,221,local,8.00000000000000000,0.37520311078245983,365.75976609734789236,782.39859237516907342,8.00000000000000000,0.19796107629277440,207.49474063759134879,2216.71656524077525319,false
253,221,local,8.00000000000000000,0.28010915883799475,330.04995300532345937,656.16849249867880189,8.00000000000000000,0.28209950178241844,128.73154297106248123,2197.42894649429808851,false
42,231,local,8.00000000000000000,0.33546976077560475,370.50059392469211161,601.15714795515407332,8.00000000000000000,0.35964574440297625,128.73154297106248123,2236.49199579423566320,false
143,231,local,8.00000000000000000,0.33881415558217198,440.74795794534838933,599.60997670804158588,8.00000000000000000,0.32525245813976150,654.76894072318600593,2262.08532684303008864,false
253,231,local,8.00000000000000000,0.33137797585634599,356.59326700595147486,602.64059615981977913,8.00000000000000000,0.35586249641593654,234.99951849857279740,2223.56049373891346477,false
42,253,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
143,253,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
253,253,local,8.00000000000000000,0.33408119417966420,271.16121471130873033,601.69922931967232671,8.00000000000000000,0.35760531167363535,200.66750874548915817,2257.36105397297524178,false
253,265,local,8.00000000000000000,0.29684228594596090,175.93924271357627731,701.23172099496991905,8.00000000000000000,0.22188527398046609,207.49474063759134879,2203.73040153576812372,false
42,275,local,8.00000000000000000,0.33461476125581124,418.04611668990082762,601.39265038630105664,8.00000000000000000,0.36626097910595218,507.53846787408201635,2256.96395231751102983,false
253,275,local,7.00000000000000000,0.29038614596570633,0.00000000000000000,560.02074442333059778,7.00000000000000000,0.14916413757946667,125.74860534227056519,2260.19254432525985976,false
143,277,local,8.00000000000000000,0.32918383406539087,576.06779527862317991,752.43587358301533641,8.00000000000000000,0.19309529401195136,200.66750874548915817,2076.55976449680292717,false
143,287,local,8.00000000000000000,0.50635185598736421,244.11004928318834573,762.30948060215462192,8.00000000000000000,0.27299071298253202,110.03002967448674099,2115.48831652797980496,false
42,297,local,8.00000000000000000,0.33408119417966420,271.16121471130873033,601.69922931967232671,8.00000000000000000,0.35760531167363535,200.66750874548915817,2257.36105397297524178,false
143,297,local,8.00000000000000000,0.33546976077560475,370.50059392469211161,601.15714795515407332,8.00000000000000000,0.35964574440297614,128.73154297106248123,2236.49199579423611794,false
