nx,ny,flow_steps,iterations,symmetry_relative_l2,maximum_transverse_velocity,maximum_to_mean_axial_velocity,mass_imbalance,residual
48,20,1200,980,0.000000000000005832811554187457,0.00003253403522102959,1.492362503593061,0.004139621344481854,0.0000009897290100815282
