evaluations,elapsed_seconds,coverage,qd_score,best_quality,invalid_fraction
256,0.029821361,0.17,1.9033339232476318,22.80315518117589,0
512,0.057276493,0.2175,2.5796044459024414,21.738585388951215,0
768,0.083528565,0.24,3.005278213842051,20.72926560149918,0
1024,0.110299237,0.2525,3.2697441401366785,19.243300847611902,0
1280,0.136663669,0.2575,3.4922754092607247,19.084105130633652,0
1536,0.162845851,0.26,3.649567801908024,18.985469463213946,0
1792,0.188138254,0.26,3.7398117227498506,18.985469463213946,0
2048,0.214665766,0.26,3.8176732422577144,18.891103513201355,0
2304,0.239767248,0.26,3.8756586985818227,18.891103513201355,0
2560,0.265014851,0.2625,3.941892891432519,18.22758679005309,0
2816,0.290269603,0.2625,4.017475645220318,17.946410301593982,0
3072,0.315559956,0.2625,4.076804767828476,17.946410301593982,0
3328,0.340682338,0.2625,4.120764264991605,17.823560567589944,0
3584,0.36622922,0.2625,4.164795736156513,17.823560567589944,0
3840,0.397117191,0.2625,4.202664637857742,17.823560567589944,0
4096,0.422400764,0.2625,4.218467861496701,17.823560567589944,0
4352,0.447176856,0.2625,4.241780133357425,17.823560567589944,0
4608,0.471862849,0.2625,4.255452842982717,17.823560567589944,0
4864,0.496540952,0.2625,4.269087799369964,17.823560567589944,0
5120,0.520547634,0.265,4.317738616068736,17.823560567589944,0
5376,0.545641457,0.265,4.325380948730457,17.823560567589944,0
5632,0.570761289,0.27,4.410902326274178,17.823560567589944,0
5888,0.595166012,0.2725,4.4591651677937465,17.823560567589944,0
6144,0.619869595,0.275,4.501430641876504,17.823560567589944,0
6400,0.644589477,0.275,4.506990800315485,17.823560567589944,0
6656,0.66906865,0.275,4.512584978284967,17.823560567589944,0
6912,0.693331853,0.2775,4.569826623145762,17.823560567589944,0
7168,0.722612774,0.2775,4.574445025926922,17.823560567589944,0
7424,0.748224897,0.2775,4.5838670846322245,17.822457568644857,0
7680,0.772394749,0.28,4.617319272494244,17.822457568644857,0
7936,0.796996152,0.28,4.624199333772899,17.81786919498447,0
8192,0.821425465,0.28,4.6283212251216135,17.81786919498447,0
8448,0.845725907,0.28,4.651742291386406,17.81786919498447,0
8704,0.87046474,0.28,4.654685365764968,17.792638978361886,0
8960,0.895241003,0.28,4.664329104741057,17.792638978361886,0
9216,0.919913215,0.28,4.669371351148326,17.792638978361886,0
9472,0.944555608,0.28,4.670906354888042,17.792638978361886,0
9728,0.9690301,0.28,4.676193898253043,17.792638978361886,0
9984,0.993518323,0.28,4.682300543113594,17.67925361820424,0
10240,1.017789916,0.28,4.684262944652041,17.67925361820424,0
10496,1.042375719,0.28,4.684614221762678,17.67925361820424,0
10752,1.066792171,0.28,4.6851388089194455,17.67925361820424,0
11008,1.091151104,0.28,4.692688291914764,17.67925361820424,0
11264,1.115379817,0.28,4.696803237512073,17.67925361820424,0
11520,1.13989831,0.28,4.6996805285315615,17.579328646469413,0
11776,1.164765292,0.28,4.700566592074074,17.579328646469413,0
12032,1.1889075550000001,0.2825,4.736743867364034,17.579328646469413,0
12288,1.213425398,0.2825,4.737315541730651,17.579328646469413,0
12544,1.23854252,0.2825,4.7414535503085125,17.579328646469413,0
12800,1.263080473,0.2825,4.743858636330888,17.579328646469413,0
13056,1.288139406,0.2825,4.746524883603847,17.575581560667267,0
13312,1.312363758,0.2825,4.747860630701396,17.575581560667267,0
13568,1.336203421,0.2825,4.749452482992117,17.575581560667267,0
13824,1.361022324,0.2825,4.7519780027212155,17.575581560667267,0
14080,1.3853754870000001,0.2825,4.756460600004724,17.575581560667267,0
14336,1.4096328200000001,0.2825,4.75719544325189,17.575581560667267,0
