niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_throughput_per_hour_train,descriptor_mean_wip_train,descriptor_throughput_per_hour_validation,descriptor_mean_wip_validation,validation_niche_id,same_niche,visit_count,decision_buffer_capacity,decision_speed_a,decision_speed_b,decision_maintenance_threshold_a,decision_maintenance_threshold_b,decision_rework_probability,decision_dispatch_priority,decision_staff_a,decision_staff_b
225,5,11,16.824223703871883,18.303133792841958,25.9375,111.57226330159378,26.6875,111.08640792732712,225,1,2012,1,0.7,1.0031589877158702,0.3497316554565762,0.4386975283204623,0.5411291955697705,1,1,1
205,5,10,16.85803762204337,19.407078631783996,27.1875,109.83823958887707,27.21875,109.77820499638956,205,1,1542,1,0.7309902880252529,1.0664445913476415,0.3441627811172464,0.39480191641435974,0.8726413275755185,1,1,1
185,5,9,17.248141722011358,19.62911926377623,29.9375,99.42603669749376,30.3125,100.61129813255883,206,0,1038,1,0.8352024364643164,0.9871664079954895,0.4896090708731826,0.6978013594813698,0.9623537498527687,1,1,1
226,6,11,17.38986612722754,19.170437441830252,30.25,110.06302850787185,30.28125,109.97173720249792,206,0,493,1,0.7208797971331209,0.9249416553346995,0.3723522969362916,0.43123317368261854,0.6730485123828069,1,1,2
187,7,9,17.48079942960582,19.912900160087673,36.4375,97.9140193582896,35.53125,99.66903918982449,187,1,2633,1,0.8493113263622695,0.9462654117554344,0.7757792568335998,0.6808349560266616,0.9996835169008367,1,1,2
206,6,10,17.51632196116705,19.529595038378602,30.875,109.25811754369795,30.78125,109.24719350823442,206,1,2468,1,0.7354081952317512,1.090301211560498,0.3501220662392428,0.3754630711081545,0.7130296617334199,1,1,2
224,4,11,17.624674438646064,19.82192438573421,24.875,110.38683064656145,25.34375,110.39653461643019,225,0,787,1,0.7172201108151972,0.8832833352872506,0.372957344339432,0.15,0.47547693770232324,1,1,1
186,6,9,17.66540222689372,18.989881636435587,30.8125,98.02694724461358,30.15625,100.04099328625362,206,0,825,1,0.8455074023072829,1.0248379116920963,0.6442864556000502,0.7020572254833601,0.9137057223893466,1,1,1
207,7,10,17.789594636661636,19.97013069957164,35,100.31879435150415,34.59375,101.7829953412224,206,0,335,1,0.8193404523406765,0.937433909732735,0.7849965354611363,0.6913954006554287,1,1,1,2
204,4,10,17.816631080544,19.843823033097618,24.3125,109.51364583329061,25.65625,109.02119473260053,205,0,1128,1,0.7354396754085096,0.8783924917649022,0.3686440181038837,0.15,0.5016161047124066,0.9999344365485856,1,1
166,6,8,18.283121775232615,20.509830789882642,30.4375,89.02743497030202,31.3125,92.95946552150262,186,0,716,1,0.9552247634982995,1.1438882644456339,0.6269454755808737,0.31829534697341,0.43518947898844407,1,1,1
167,7,8,18.82567206368102,21.193294456388305,39.5,88.48438961912919,38.9375,91.84837959670156,187,0,669,27,0.9704311618621235,0.891693892844843,0.6553591032596763,0.36726604698968135,0.13925218565065128,1,1,2
165,5,8,18.860057105290153,20.35889693871192,29.875,89.03279302824372,30.09375,92.19959860356616,186,0,1003,1,0.9553494313412935,1.0479451797344497,0.6515887371749789,0.4434187967868977,0.3697683799961762,1,1,1
