point_id,feasible,selected,objective_rms_spot_um,objective_track_length_mm,objective_glass_volume_mm3,constraint_edge_thickness_mm,constraint_efl_mm,constraint_lost_rays,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10
47,1,0,62.74674226802904,57.70348651399031,328.8236343423451,-0.04433815087444204,-0.8509230019165628,0,0.04232560145192849,-0.010259347606794932,-0.05663575642651546,0.03291815876047463,0.00126070037933501,-0.0614112309607488,1.5077947610941604,1.068823532617209,1.773207013743701,2.2510778766981883,2.623316798867847
48,1,0,67.36267044733302,56.558223978984394,346.12048597470977,-0.03594243046595502,-0.12318929342394114,0,0.04292106961939851,-0.010598149199293808,-0.05682239998661748,0.0323907355130269,0.0012626193868927904,-0.06212685758350124,1.5113496193043399,1.261569960741439,1.8099014831448146,1.2472710365721058,2.0237145976893824
49,1,0,67.63513506241692,55.029782100475536,592.7133199449871,-0.033071406846689744,-0.13014413486861542,0,0.04174564862622028,-0.01034416333391392,-0.05552168666258203,0.032268342939939666,0.0012555175560002275,-0.06146864509229688,1.4900915341964038,4.081884140023637,2.146332485178365,4.764493964269718,1.1316005853199629
50,1,0,69.62331647172593,58.635755308136154,318.64867433464235,-0.01745400866925606,-0.4853279373812498,0,0.039897231895097085,-0.010562051549220366,-0.054443197104981356,0.031999066385242816,0.0013363101242249717,-0.06100739278853312,1.453350041420376,1.000342052930976,1.7708722444221188,1.4361516783618014,2.476952235432578
51,1,0,69.87449269336766,56.27413174237591,404.6159531707029,-0.33194443833604015,-0.2347957799338687,0,0.0428872643975577,-0.01024829440613479,-0.056815027747919716,0.03239349718944193,0.0012621350461913725,-0.061747017504967486,1.9318106935067052,1.4520405353538393,1.9388839141383993,2.2432653636305675,2.067066616142636
52,1,0,75.85879139675824,54.79013170234488,560.5170483288565,-0.13978598069651826,-0.16380676641464476,0,0.041714169246055754,-0.01034168631091751,-0.055493895028731574,0.032034664369742546,0.0012540738406610701,-0.061441053126494935,1.5963682582692673,3.740697668754458,1.9725601526649132,4.492928789281184,1.14037407843111
53,1,0,77.25586711822928,54.73093011441379,562.4370772729201,-0.1641326215572707,-0.14051062058852182,0,0.041714169246055754,-0.010343461847028439,-0.05550892184117058,0.032034664369742546,0.0012555002554122375,-0.061441053126494935,1.6207371379449835,3.740697668754458,1.9725601526649132,4.540238065103514,1.14037407843111
54,1,0,77.7606547198202,58.015651797932904,318.64867433464235,-0.01745400866925606,-0.7249301975751692,0,0.039897231895097085,-0.010562051549220366,-0.054443197104981356,0.031999066385242816,0.0013363101242249717,-0.06100739278853312,1.453350041420376,1.000342052930976,1.7708722444221188,1.859193823644619,2.476952235432578
55,1,0,78.0378026976984,55.6479059438649,411.90652182330217,-0.3006840260841013,-0.13229825147437424,0,0.043567820002443275,-0.01052448850901248,-0.05678035790422818,0.03221511292250952,0.0012688737743696858,-0.06175165970740272,1.7835478992581866,1.7117791215643612,1.927746841203253,1.646612196567999,1.4713469309557112
56,1,0,80.61965627863201,55.4721937525088,420.243554167289,-0.12266136649671844,-0.20179033715445627,0,0.04171539755154333,-0.010364399854295683,-0.055508932746915304,0.032042263074777456,0.00125538655067326,-0.0616901309871186,1.5795440088924013,2.122489665109662,1.823222230119949,2.870515267249301,1.6582514023110893
57,1,0,83.56443784437289,54.55659470869597,554.7180638161608,-0.033071406846689744,-0.07284391478386709,0,0.04174564862622028,-0.01034416333391392,-0.05552168666258203,0.03226834293993967,0.0012555175560002275,-0.06146864509229688,1.4900915341964038,3.5981135138680083,2.146332485178365,4.764493964269718,1.1316005853199629
58,1,0,83.93802625745718,56.16309836897199,319.88415155269155,-0.03423538113128899,-0.1305420630773071,0,0.0429066033016327,-0.010353756904081598,-0.05555326726489433,0.0323907355130269,0.001259429352298232,-0.0614902454590872,1.5177060426705422,1.0958188214014601,1.6376831691024354,1.1146840935049793,2.0237145976893824
59,1,0,86.29788430654305,55.94810523396988,324.16552530045055,-0.039222039338541625,-0.1709935110334797,0,0.04292106961939851,-0.010336690599049354,-0.05681166352037445,0.0323907355130269,0.0012635677452416097,-0.06212176764476837,1.511354265768884,1.0040960883009573,1.786237594902457,1.6811328546299755,2.0237145976893824
