hour,load_kw,renewable_kw,import_kw,export_kw,battery_soc_kwh,electrolyser_kw,hydrogen_store_kwh,hydrogen_buy_kw,hydrogen_demand_kw
16,1142.496945366306,2410.170081217689,0,890.4972207646981,106.32127489985919,377.17591508669534,1875.2446578581125,0,128.6815159915747
17,1102.029549188909,1906.2127561311213,0,427.00729185552814,106.32127489985919,377.17591508669534,2005.6247716164073,0,126.09950850060437
18,1063.4326571464262,1274.4994886469005,0,0,106.32127489985919,211.0668315005023,2025.1352275959468,0,124.01498944083028
19,1029.3332282796196,1112.7592606703458,0,0,106.32127489985919,83.42603239073651,1959.2949178377673,0,122.57001178388198
20,1002.0517241615296,1046.7327315560174,0,0,106.32127489985919,44.681007394508924,1867.8149583950146,0,121.86304447107263
21,983.443973277745,1116.0676356742206,0,0,106.32127489985919,132.62366239645053,1836.0567868849957,0,121.94226193961057
22,974.7746993837411,1281.116155255538,0,0,106.32127489985919,306.3414558718214,1921.5667157285493,0,122.802261149195
23,976.6313326727284,1446.160049929211,0,92.35280216980505,106.32127489985919,377.17591508669534,2053.661908151308,0,124.38442983609742
24,988.8839773804918,1515.4810794410635,0,243.54853190574568,106.32127489985919,283.0485701548191,2119.5539949608738,0,126.58094089566887
25,1010.694263968793,1449.4314263714386,0,248.67524964001495,106.32127489985919,190.06191276264144,2119.5539949608738,0,129.24210067873096
26,1040.5724826256642,1287.6588256735604,0,52.69435713166604,106.32127489985919,194.39198591624154,2119.5539949608738,0,132.18655042308896
27,1076.479104528968,1125.881435137248,0,0,106.32127489985919,49.40233060828177,2017.933954169741,0,135.21362560477814
28,1115.9637723668845,1059.8174126730646,0,0,47.21984364318439,0,1879.8169232345908,0,138.11703093518463
29,1156.3322881410418,1129.1144935964653,0,0,18.569533596250324,0,1739.1180241629295,0,140.69889907165594
30,1194.830218309474,1294.1248610914997,0,0,18.569533596250267,99.2946427820134,1663.85510629402,0,142.78327496068783
31,1228.8306038823314,1929.161927526729,0,323.1554085576838,18.569533596250267,377.17591508669534,1776.1066216768481,0,144.22810687615845
32,1256.0129833375277,2436.453729145549,0,803.2648307213142,18.569533596250267,377.17591508669534,1887.6513169530415,0,144.9349269827368
33,1274.5215282404686,2746.5022464303984,0,1094.8048031032133,18.569533596250267,377.17591508669534,1999.275377500865,0,144.85556171112376
34,1283.0915148867175,2873.3207929210303,0,1213.0533629476024,18.569533596250267,377.17591508669534,2111.7595851132637,0,143.99541464666655
35,1281.1355131341427,2892.955882346514,0,1390.926975007208,18.569533596250267,220.89339420515626,2119.5539949608738,0,142.41309821177276
36,1268.78341879808,2888.7575021415973,0,1413.7734373915591,18.569533596250267,206.20064595196163,2119.5539949608738,0,140.21643924730733
37,1246.8736014679314,2896.1517148678863,0,1446.9911564709037,18.569533596250267,202.28695692907786,2119.5539949608738,0,137.55513071169818
38,1216.895771006869,2879.7034206788912,0,1464.8509874978918,18.569533596250267,197.95666217413964,2119.5539949608738,0,134.61053027835175
39,1180.8894562882758,2756.0546146680617,0,1381.660303900484,18.569533596250267,193.50485447928077,2119.5539949608738,0,131.58330104603172
40,1141.3050146752607,2449.1527078640297,0,1118.612786376034,18.569533596308474,189.23490681272233,2119.5539949608738,0,128.67973663271852
41,1100.8366442175245,1944.980989876139,0,658.7065477474825,18.569533596308474,185.43779791111592,2119.5539949608738,0,126.09770257955196
42,1062.2387785084043,1313.037239178099,0,68.42617811402306,18.569533596308474,182.37228255567607,2119.5539949608738,0,124.0131521379168
43,1028.1383765891628,1151.177729517826,0,0,18.569533596308474,123.03935292863753,2080.65261958465,0,122.56813536781144
44,1000.8559000333412,1085.0309502485036,0,0,18.569533596308474,84.17505021515534,2016.0305350238343,0,121.86111870712307
45,982.2471773270286,1154.2446387717607,0,0,18.569533596250267,171.99746144475648,2011.048534091551,0,121.94027471480574
46,973.5769322262001,1319.1709803738413,0,5.438665579888038,18.569533596308474,340.1553825677838,2119.5539949608738,0,122.80019927676942
47,975.4325949245658,1484.0917377639087,0,325.74402521317825,18.569533596308474,182.91511762619484,2119.5539949608738,0,124.38227998586724
48,987.6842696584105,1553.2886737918896,0,379.4592709206627,18.569533596308474,186.14513321284903,2119.5539949608738,0,126.57869058474743
49,1009.4935868899942,1487.1139741663364,0,287.56194720359053,18.569533596308474,190.058440072753,2119.5539949608738,0,129.23973924946912
50,1039.3708368078478,1325.2153769927065,0,91.45620204822626,18.569533596308474,194.38833813666133,2119.5539949608738,0,132.1840699329269
51,1075.2764905903332,1163.3110432369992,0,0,18.569533596308474,88.03455264668446,2044.2064692043703,0,135.21102155622506
52,1114.7601909261275,1097.1191340098235,0,0,0.00000000017462298274040222,0,1906.0921664210268,0,138.11430278332375
53,1155.127739817357,1166.2873878504656,0,0,0.00000000017462298274040222,11.159648033091798,1772.9846766226342,0,140.69605046089606
54,1193.6247037225532,1331.1679911905103,0,0,0.00000000017462298274040222,137.54328746796818,1723.733798439754,0,142.78031366102948
55,1227.6241236523636,1966.2406707892892,0,361.44063205022144,0.00000000017462298274040222,377.17591508669534,1835.988376288064,0,144.22504441074278
56,1254.8055380851981,2473.5632906082483,0,841.5818374363637,0.00000000017462298274040222,377.17591508669534,1947.5362205856698,0,144.93177796136268
57,1273.31311858696,2783.625991221029,0,1133.1369575473993,0.00000000017462298274040222,377.17591508669534,2059.163499937528,0,144.8523429070652
58,1281.8821414537078,2910.4308604100465,0,1327.9860146944268,0.00000000017462298274040222,300.56270426193055,2119.5539949608738,0,143.99214387477494
59,1279.925176543806,2930.0146493241523,0,1440.663306482078,0.00000000017462298274040222,209.42616629827535,2119.5539949608738,0,142.40979308288564
60,1267.572119673086,2925.7198206940216,0,1451.951942364918,0.00000000017462298274040222,206.19575865601655,2119.5539949608738,0,140.21311588600764
61,1245.6613404314448,2932.9677903903057,0,1485.0243874141015,0.00000000017462298274040222,202.28206254477846,2119.5539949608738,0,137.5518025304108
