seed,evaluations,elapsed_seconds,occupied,coverage,qd_score,best_quality,invalid_evaluations,clipped_descriptors
42,4096,31.90220134,397,0.9925,57.55834331415569,3.700971281028383,60,0
43,4096,31.674845877,397,0.9925,57.116250346808535,4.1923545558822575,82,0
44,4096,31.952114877,396,0.99,57.52361059881911,4.045865922212197,73,0
