accepted_index,structure_key,variant_key,niche,strategy,evaluation_found,objective_l0,constraint_l0,estimated_score_l0,fixed_mass_score_l0,flight_days,requested_evaluations,actual_evaluations,worker_seconds,l1_promoted,l1_threshold_passed,l1_score,surrogate_gap
0,3-2-1-3-1-1-1-1-3-1-3-10,3-2-1-3-1-1-1-1-3-1-3-10|00000000100,L12-I11-Tnone-R2-F13y,Evolutionary,false,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,4980.90996925441,1000,1055,0.118231894,false,false,,
1,3-2-1-3-1-1-1-1-3-1-3-10,3-2-1-3-1-1-1-1-3-1-3-10|00100000100,L12-I11-Tnone-R4-F17y,Evolutionary,false,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,6403.509630191107,1000,1058,0.116212686,false,false,,
2,3-2-1-3-1-1-1-3-1-3-10,3-2-1-3-1-1-1-3-1-3-10|0000000100,L11-I10-Tnone-R2-F20y,Evolutionary,false,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,7309.192613583132,1000,1058,0.11797005,false,false,,
