label,niche_id,quality_train,descriptor_mean_voltage_pu_train,descriptor_security_spread_train,category_battery_bus,objective_loss_mw,objective_voltage_deviation_mpu,objective_lifecycle_cost_musd,objective_security_index
best,343,14.745144285180,1.002032678139,0.269324388542,14,36.247339395160,14.525728253888,104.848790263547,0.999787985260
