accepted_index,structure_key,variant_key,niche,strategy,evaluation_found,objective_mga,mga_score,fixed_mass_score,launch_v_infinity_km_s,flyby_delta_v_km_s,charged_delta_v_km_s,flight_days,requested_evaluations,actual_evaluations,worker_seconds
86,3-3-3-3-6-3-2-3-2-3-5-6-5-10,3-3-3-3-6-3-2-3-2-3-5-6-5-10|0000000000011,L14-I9-TSJSJ-R1-F28y,Agent,true,-734503.3980634997,734503.3980634997,1851565.0436093647,0.0008726257673797116,23.61936650904013,23.61936650904013,10487.698930705501,3520000,2321476,6658.630554112
87,3-3-3-3-5-2-3-3-2-3-6-5-5-10,3-3-3-3-5-2-3-3-2-3-6-5-5-10|0000000000101,L14-I9-TJSJJ-R3-F29y,Agent,true,-530333.5906463739,530333.5906463739,1673929.833694322,0.00018216218080300243,29.13146877579376,29.13146877579376,10892.342143075206,3520000,2294655,5524.228220656
88,3-3-3-3-5-3-2-3-2-3-5-5-5-10,3-3-3-3-5-3-2-3-2-3-5-5-5-10|0000000000001,L14-I9-TJJJJ-R1-F29y,Agent,true,-445468.36111819494,445468.36111819494,1781412.4901770481,2.5000003128437447,34.93240905484405,34.9324093676878,10941.147220812776,3520000,2424721,5204.03550208
89,3-3-3-3-5-2-3-3-2-3-6-6-6-10,3-3-3-3-5-2-3-3-2-3-6-6-6-10|0000000000000,L14-I9-TJSSS-R0-F29y,Agent,true,-288045.3747174742,288045.3747174742,831131.1081589442,0.00003765713726053299,26.931014039500084,26.931014039500084,10956.20952121286,3520000,2384099,7461.132252352
90,3-3-3-3-5-3-2-3-2-3-6-6-5-10,3-3-3-3-5-3-2-3-2-3-6-6-5-10|0000000000011,L14-I9-TJSSJ-R1-F27y,Agent,true,-528721.1093633577,528721.1093633577,1638715.6651367452,2.573127573305475,28.611743509631438,28.684871082936912,10099.980854373483,3520000,2354228,7452.430535056
91,3-3-3-3-6-2-3-3-2-3-5-6-5-10,3-3-3-3-6-2-3-3-2-3-5-6-5-10|0000000000011,L14-I9-TSJSJ-R1-F29y,Agent,true,-829117.3614962292,829117.3614962292,1898716.7109372104,0.00009315403103417729,21.265277690403046,21.265277690403046,10957.49984607111,3520000,2279653,6088.908600384
92,3-3-3-3-6-2-3-2-3-5-5-6-10,3-3-3-3-6-2-3-2-3-5-5-6-10|000000000000,L13-I8-TSJJS-R0-F26y,Agent,true,-172301.2323271159,172301.2323271159,864038.1065578971,0.0018877215565857896,40.48142725128556,40.48142725128556,9856.188760296494,3520000,2306152,6407.20170984
93,3-3-3-3-5-2-3-3-2-3-5-5-6-10,3-3-3-3-5-2-3-3-2-3-5-5-6-10|0000000000000,L14-I9-TJJJS-R0-F25y,Agent,true,-179909.81445820566,179909.81445820566,592423.2246317362,5.699152459867178,26.970411054804494,30.169563514671673,9276.605044317505,3520000,2388856,5980.184402112
94,3-3-3-3-6-3-2-3-5-2-3-5-6-10,3-3-3-3-6-3-2-3-5-2-3-5-6-10|0000000000000,L14-I9-TSJJS-R0-F27y,Agent,true,-122150.57736223812,122150.57736223812,316975.4871627462,0.0003723141812128339,24.32980953729185,24.32980953729185,9990.508131112456,3520000,2181109,6688.535373472
95,3-3-3-3-6-3-2-3-5-2-3-6-5-10,3-3-3-3-6-3-2-3-5-2-3-6-5-10|0000000000011,L14-I9-TSJSJ-R1-F27y,Agent,true,-648138.4189882696,648138.4189882696,1701055.8701199524,0.0003177389377376427,24.60758866619253,24.60758866619253,10085.727001139254,3520000,2132508,6013.532948384
96,3-3-3-3-5-3-2-3-2-3-6-5-6-10,3-3-3-3-5-3-2-3-2-3-6-5-6-10|0000000000100,L14-I9-TJSJS-R2-F26y,Agent,true,-254600.06575924068,254600.06575924068,1075865.8695366376,0.000606562714729444,36.28453789226741,36.28453789226741,9591.450309900698,3520000,2397068,6894.57050992
97,3-3-3-3-5-2-3-3-3-2-5-6-5-10,3-3-3-3-5-2-3-3-3-2-5-6-5-10|0000000000011,L14-I9-TJJSJ-R1-F28y,Agent,true,-1164199.4851467207,1164199.4851467207,1884522.8292892985,0.0012924109655748643,12.759703593008208,12.759703593008208,10550.48314377441,3520000,2351767,6057.630540624
98,3-3-3-3-6-3-2-3-2-3-5-5-5-10,3-3-3-3-6-3-2-3-2-3-5-5-5-10|0000000000001,L14-I9-TSJJJ-R1-F28y,Agent,true,-340460.73104989517,340460.73104989517,1725122.3122027416,0.00014371507465361458,40.735931001957866,40.735931001957866,10368.75025469152,3520000,2319320,6505.53288376
99,3-3-3-3-6-3-2-3-2-3-6-6-5-10,3-3-3-3-6-3-2-3-2-3-6-6-5-10|0000000000011,L14-I9-TSSSJ-R1-F27y,Agent,true,-416228.44803727535,416228.44803727535,1669211.8253433877,0.001510195799591075,35.0019613859176,35.0019613859176,9998.33138160227,3520000,2172990,7617.858412368
