point_id,feasible,selected,objective_negative_peak_gain_db,objective_psll_db,objective_active_count,objective_robustness_margin_db,constraint_null_db,constraint_kernel,peak_deg,hpbw_deg,phase_codes,attenuator_codes
41,1,0,-18.31786211781528,-31.54704281223782,14,31.54704281223782,-25.737728849495564,-1,43.480114192277014,13.660712613880605,"37;15;58;35;13;55;33;11;53;31;9;51;29;7;49;27","31;31;23;15;10;4;2;0;0;2;4;9;15;23;31;31"
42,1,0,-18.297936400190263,-30.151295288453813,14,30.151295288453813,-25.7582375243814,-1,43.47540962946072,13.69083619157145,"37;15;58;35;13;55;33;11;53;31;9;51;29;7;49;27","31;31;25;15;10;4;2;0;0;2;4;9;15;23;30;31"
43,1,0,-18.28266433193912,-30.511453778615603,14,30.511453778615603,-26.617296166997306,-1,43.48024742300982,13.673860947849555,"37;15;58;35;13;55;33;11;53;31;9;51;29;7;49;27","31;31;23;15;10;4;2;0;0;2;4;10;15;23;31;31"
44,1,0,-18.280865611212878,-29.437047028801576,14,29.437047028801576,-23.437047028801594,-1,43.432536557789774,13.718137250255765,"37;15;57;35;13;55;33;11;53;31;9;51;29;7;49;27","27;31;23;17;9;4;2;0;0;2;4;9;16;23;31;31"
45,1,0,-18.232032086010566,-15.585289689435555,10,9.43131519563028,-11.392876758204359,-1,33.48884534077717,13.616009175256135,"30;49;32;14;61;44;27;9;55;34;22;3;45;32;15;39","30;20;16;5;7;3;1;0;0;0;0;9;13;10;30;30"
46,1,0,-18.156668583863816,-24.62888209985651,13,15.719941464299684,-20.73314643290415,-1,-26.245747153104677,11.425303180669815,"21;35;49;0;13;28;43;57;7;21;36;48;0;9;30;46","28;31;23;15;9;5;2;0;0;2;4;7;15;23;31;31"
47,1,0,-18.03015112728246,-25.295207016029842,12,25.295207016029842,-22.707117219685962,-1,-42.201076256500315,14.42198690188954,"31;52;10;31;53;10;32;53;11;32;54;11;33;54;12;33","31;31;23;15;9;4;2;0;0;2;4;8;15;23;31;31"
48,1,0,-17.991612577920378,-25.99466235814303,12,25.99466235814303,-22.354028400889955,-1,-42.20219588136752,14.44490898276868,"31;52;10;31;53;10;32;53;11;32;54;11;33;54;12;33","31;31;23;15;9;4;2;0;0;2;4;9;15;23;31;31"
49,1,0,-17.977874482337484,-24.43921761439806,12,24.43921761439806,-20.238593083130034,-1,42.04843550255009,14.59840510986507,"33;12;54;33;11;52;32;11;53;32;10;53;31;10;52;30","31;31;25;16;9;5;1;0;0;1;5;8;14;25;31;31"
50,1,0,-17.970329319579537,-24.869443228457257,12,24.869443228457257,-24.372976044872253,-1,-42.203762715780734,14.56878802619567,"31;52;10;31;53;10;32;53;11;32;54;11;33;54;12;33","31;31;23;15;9;4;2;0;0;2;4;8;15;27;31;31"
51,1,0,-17.945502539952493,-16.544351480828546,12,16.544351480828546,-14.937744360040995,-1,41.86512173309461,14.311425878368226,"33;12;53;26;11;52;32;6;53;32;10;48;31;10;52;30","14;31;19;16;9;5;1;0;0;1;5;7;14;25;25;31"
52,1,0,-17.933833617000783,-18.686143794132086,12,18.686143794132086,-15.665467201451417,-1,-42.4653649147499,14.616216051624122,"31;52;10;31;53;10;32;53;11;37;54;11;33;54;12;33","31;31;23;15;9;4;2;0;0;2;3;8;15;27;31;31"
53,1,0,-17.92834501370317,-20.62035927622087,12,20.62035927622087,-19.912933188397012,-1,42.581197287733225,14.414078519418993,"33;12;54;33;13;52;32;10;53;32;9;51;29;10;52;30","31;31;21;15;9;5;3;0;0;1;5;9;14;23;31;31"
54,1,0,-17.906630471826656,-22.547958880354237,12,22.547958880354237,-17.06451519622954,-1,42.35753948124741,14.720541890848502,"33;12;54;33;11;52;32;10;53;32;10;49;31;10;52;30","31;31;25;16;9;5;1;0;0;1;5;9;14;25;31;31"
55,1,0,-17.903783786030736,-22.340534834896758,12,22.340534834896758,-16.340534834896758,-1,42.3784863813558,14.726080020372187,"33;12;54;33;11;52;32;11;53;32;10;49;31;10;52;30","31;31;25;16;9;5;1;0;0;1;5;9;14;25;31;31"
56,1,0,-17.87905189931652,-16.927110313454886,10,10.479885823924443,-12.429217371512372,-1,18.848203808978422,12.28748980016266,"10;1;55;45;41;25;15;7;58;49;39;28;19;9;48;52","22;20;16;11;7;3;1;0;0;1;2;7;14;16;20;22"
57,1,0,-17.835831073850194,-26.684750604793166,12,26.684750604793166,-26.270889284431163,-1,42.199683320879984,14.709775455311409,"33;12;54;33;11;54;32;11;53;32;10;53;31;10;52;31","31;31;25;16;9;5;1;0;0;2;5;9;16;25;31;31"
58,1,0,-17.822484322984486,-27.38814472917074,12,27.38814472917074,-22.235679079766207,-1,42.20108126894241,14.798641383094946,"40;12;54;33;11;54;32;11;53;32;10;53;31;10;52;30","31;31;25;16;9;5;1;0;0;1;5;11;16;25;31;31"
59,1,0,-17.821701637813337,-23.09106109669285,12,23.09106109669285,-24.91028257923602,-1,42.363190714827276,14.831577042159878,"40;12;55;33;11;54;34;11;53;32;10;53;31;10;52;31","31;31;28;16;8;5;1;0;0;2;5;9;16;25;31;31"
60,1,0,-17.809477886010292,-26.454968496824172,12,26.454968496824172,-24.75621668034607,-1,42.199598992701354,14.855983152444288,"33;12;54;33;11;54;32;11;53;32;10;53;31;10;52;31","31;31;28;16;9;5;0;0;0;2;6;9;16;25;31;31"
61,1,0,-17.78232550103629,-23.603460363892587,12,23.603460363892587,-23.646559075787778,-1,42.36700718470491,14.859966734733256,"40;12;55;33;11;54;34;11;53;32;10;53;31;10;52;31","31;31;28;16;9;5;1;0;0;2;5;9;16;25;31;31"
62,1,0,-17.780361325719525,-12.867372939121326,11,8.020009372965518,-12.135038481006003,-1,-31.016747055490644,14.280962857144974,"10;18;36;60;6;22;39;53;9;25;41;60;14;60;17;56","22;21;17;8;2;3;1;0;0;2;2;7;14;23;30;30"
63,1,0,-17.746742748469106,-27.024627211091605,12,27.024627211091605,-27.106623724680517,-1,42.200449933585226,14.814406901390853,"33;12;54;33;11;54;32;11;53;32;10;53;31;10;52;31","31;31;28;16;9;5;1;0;0;2;6;9;16;25;31;31"
64,1,0,-17.664373406652068,-9.221056905585854,12,4.747934781456044,-4.247410185111384,-1,-30.54882288493707,10.2164619392979,"31;18;36;60;5;22;37;12;8;25;41;53;12;25;45;2","16;31;12;10;5;3;1;0;0;1;5;6;6;11;31;15"
