source,step,selected_count,cost,edge_coverage,group_coverage,coverage,roi,uncovered_edges
marginal-greedy-prefix,172,172,14.78983999267872385,2499,27820.38050440297229216,30319.38050440297229216,0.12653834125349353,27526
marginal-greedy-prefix,173,173,14.85540969295878178,2516,27915.23513691607149667,30431.23513691607149667,0.12700516806275738,27509
marginal-greedy-prefix,174,174,14.94492117263706099,2539,28044.70608460478615598,30583.70608460478615598,0.12764150760825291,27486
marginal-greedy-prefix,175,175,15.04271310758312730,2552,28198.04982139670028118,30750.04982139670028118,0.12833574542516674,27473
marginal-greedy-prefix,176,176,15.11374918142941404,2567,28303.71774785803063423,30870.71774785803063423,0.12883935463494917,27458
marginal-greedy-prefix,177,177,15.22105089881724460,2579,28473.81148897649472929,31052.81148897649472929,0.12959932530619780,27446
marginal-greedy-prefix,178,178,15.30346019055202511,2592,28600.65677418563063839,31192.65677418563063839,0.13018297147996827,27433
marginal-greedy-prefix,179,179,15.40066007179223995,2605,28752.56833229348194436,31357.56833229348194436,0.13087123207993226,27420
marginal-greedy-prefix,180,180,15.47742529041310355,2622,28865.64846502467844402,31487.64846502467844402,0.13141412325884172,27403
marginal-greedy-prefix,181,181,15.58243032486865154,2641,29024.17164293836322031,31665.17164293836322031,0.13215501862324353,27384
marginal-greedy-prefix,182,182,15.66051812570307966,2651,29146.12422804060042836,31797.12422804060042836,0.13270572450724147,27374
marginal-greedy-prefix,183,183,15.75081268023514802,2674,29275.63613376568173408,31949.63613376568173408,0.13334223499165121,27351
marginal-greedy-prefix,184,184,15.83915049632473959,2691,29407.83770367466058815,32098.83770367466058815,0.13396492974512605,27334
marginal-greedy-prefix,185,185,15.95814847238928458,2706,29593.50497504101440427,32299.50497504101440427,0.13480241729401829,27319
marginal-greedy-prefix,186,186,16.04964288229305680,2721,29732.72939335359114921,32453.72939335359114921,0.13544607497268438,27304
marginal-greedy-prefix,187,187,16.14887992120953442,2730,29890.76884374002111144,32620.76884374002111144,0.13614321635961757,27295
marginal-greedy-prefix,188,188,16.24250002003646287,2736,30041.79347206106103840,32777.79347206106467638,0.13679856075231733,27289
marginal-greedy-prefix,189,189,16.32111979289614467,2751,30158.61796276236418635,32909.61796276236418635,0.13734873203261466,27274
marginal-greedy-prefix,190,190,16.42161101047273064,2774,30304.07996638116674148,33078.07996638116310351,0.13805181046454590,27251
marginal-greedy-prefix,191,191,16.50655770451174575,2788,30432.26515374582231743,33220.26515374582231743,0.13864522225135101,27237
marginal-greedy-prefix,192,192,16.60880557653610623,2808,30583.38461074628867209,33391.38461074628867209,0.13935939160061897,27217
marginal-greedy-prefix,193,193,16.68598495009171501,2820,30700.12594179735606303,33520.12594179735606303,0.13989669527275711,27205
marginal-greedy-prefix,194,194,16.77986584697701389,2831,30845.54847950641851639,33676.54847950641851639,0.14054952683221103,27194
marginal-greedy-prefix,195,195,16.86885717768624104,2850,30974.69065787345607532,33824.69065787345607532,0.14116780020087444,27175
marginal-greedy-prefix,196,196,16.95430074045751212,2866,31100.86647333564178552,33966.86647333564178552,0.14176117287391882,27159
marginal-greedy-prefix,197,197,17.02675722029102445,2881,31206.36423457781347679,34087.36423457781347679,0.14226407189687643,27144
marginal-greedy-prefix,198,198,17.11888130635150063,2891,31349.49183316839480540,34240.49183316839480540,0.14290315198371953,27134
marginal-greedy-prefix,199,199,17.23615966926884013,2905,31530.39092739664920373,34435.39092739664920373,0.14371656596794885,27120
marginal-greedy-prefix,200,200,17.30494255527958458,2914,31635.46096450660479604,34549.46096450660843402,0.14419263879801617,27111
marginal-greedy-prefix,201,201,17.39285996720203542,2926,31769.16324853156402241,34695.16324853156402241,0.14480072923491299,27099
marginal-greedy-prefix,202,202,17.48712562749316035,2940,31911.16067925967581687,34851.16067925967217889,0.14545178660467933,27085
marginal-greedy-prefix,203,203,17.56283779509662679,2955,32021.34495529108608025,34976.34495529108971823,0.14597424485997695,27070
marginal-greedy-prefix,204,204,17.66339584797575313,2967,32174.41108955119852908,35141.41108955119852908,0.14666315058558593,27058
marginal-greedy-prefix,205,205,17.76720941772591900,2983,32328.54639498896358418,35311.54639498896722216,0.14737321256510513,27042
marginal-greedy-prefix,206,206,17.86579677886777873,2999,32474.03939481991619687,35473.03939481991983484,0.14804720576624233,27026
marginal-greedy-prefix,207,207,17.95277904954498283,3021,32594.23670138604938984,35615.23670138604938984,0.14864066813269733,27004
marginal-greedy-prefix,208,208,18.05642185806427946,3036,32748.51714901019659010,35784.51714901019295212,0.14934716235166387,26989
marginal-greedy-prefix,209,209,18.14096309531020523,3050,32872.49120444750587922,35922.49120444750587922,0.14992299892288008,26975
marginal-greedy-prefix,210,210,18.23152997027090194,3062,33007.56426969563472085,36069.56426969563472085,0.15053681033360011,26963
marginal-greedy-prefix,211,211,18.34567662921844899,3078,33176.73344727149378741,36254.73344727149378741,0.15130961638015902,26947
marginal-greedy-prefix,212,212,18.44204388057009680,3094,33316.76052627363969805,36410.76052627363969805,0.15196079748739477,26931
marginal-greedy-prefix,213,213,18.54884630150417024,3110,33473.67136986184050329,36583.67136986184050329,0.15268244321261717,26915
marginal-greedy-prefix,214,214,18.64961326214912418,3121,33625.52761575229669688,36746.52761575229669688,0.15336212593947093,26904
marginal-greedy-prefix,215,215,18.75478815751936779,3130,33785.98563447506603552,36915.98563447506603552,0.15406936125379961,26895
marginal-greedy-prefix,216,216,18.82382768077276936,3142,33885.02303712350112619,37027.02303712350112619,0.15453277734326057,26883
marginal-greedy-prefix,217,217,18.91039660014300239,3162,34003.88892547393334098,37165.88892547393334098,0.15511233599110316,26863
marginal-greedy-prefix,218,218,18.99453864351444210,3175,34125.83659924176026834,37300.83659924176026834,0.15567554191782448,26850
marginal-greedy-prefix,219,219,19.10080891952568649,3190,34281.13101730991184013,37471.13101730991184013,0.15638626795604096,26835
marginal-greedy-prefix,220,220,19.16770238332538412,3203,34375.09498501575581031,37578.09498501575581031,0.15683268351012605,26822
marginal-greedy-prefix,221,221,19.24483415660269259,3216,34485.27884388853271957,37701.27884388853271957,0.15734679299757756,26809
marginal-greedy-prefix,222,222,19.34669093919004013,3227,34636.21161288151051849,37863.21161288151051849,0.15802262158121175,26798
marginal-greedy-prefix,223,223,19.46801836022547505,3238,34817.90482357638393296,38055.90482357638393296,0.15882682928092376,26787
marginal-greedy-prefix,224,224,19.56460905514099480,3259,34949.99822817408130504,38208.99822817408130504,0.15946576665867887,26766
marginal-greedy-prefix,225,225,19.65206711152208996,3276,35071.41683397692395374,38347.41683397692395374,0.16004345856680904,26749
marginal-greedy-prefix,226,226,19.74683917475105943,3283,35214.19833733872656012,38497.19833733872656012,0.16066857368032875,26742
marginal-greedy-prefix,227,227,19.84767229633310492,3296,35360.50685633379180217,38656.50685633379180217,0.16133344992139373,26729
marginal-greedy-prefix,228,228,19.92220344819904199,3311,35463.13435174892219948,38774.13435174892219948,0.16182436985141907,26714
marginal-greedy-prefix,229,229,19.97799366041926916,3327,35535.01472776752052596,38862.01472776752052596,0.16219113977960120,26698
marginal-greedy-prefix,230,230,20.08500975586511927,3336,35694.26435046148981201,39030.26435046148981201,0.16289333183689370,26689
marginal-greedy-prefix,231,231,20.16881203793574784,3352,35809.87661077407392440,39161.87661077407392440,0.16344261737081678,26673
marginal-greedy-prefix,232,232,20.23588116567367479,3362,35905.05547105718142120,39267.05547105718142120,0.16388158275512679,26663
