niche_id,grid_x,grid_y,quality_train,quality_validation,validation_feasible_fraction,visit_count,feasible_train,forward_distance_m_train,lateral_drift_m_train,mechanical_work_j_train,descriptor_duty_factor_train,descriptor_body_height_std_mm_train,minimum_torso_height_m_train,terrain_contact_steps_train,constraint_fall_m_train,constraint_drift_m_train,score_train,feasible_validation,forward_distance_m_validation,lateral_drift_m_validation,mechanical_work_j_validation,descriptor_duty_factor_validation,descriptor_body_height_std_mm_validation,minimum_torso_height_m_validation,terrain_contact_steps_validation,constraint_fall_m_validation,constraint_drift_m_validation,score_validation,decision_0,decision_1,decision_2,decision_3,decision_4,decision_5,decision_6,decision_7,decision_8,decision_9,decision_10,decision_11,decision_12,decision_13,decision_14,decision_15,decision_16,decision_17,decision_18,decision_19,decision_20,decision_21,decision_22,decision_23,decision_24
35,5,3,9.356246240771418,inf,0.8,1,1,0.6441571844580074,0.01644469844405758,0.20171261471274593,0.5277777777777778,74.90289132308013,0.2770540227282021,686,-0.12705402272820213,-0.4835553015559424,-0.6437537592285819,0,0.025985501349489272,0.062092016934096037,0.5059174779269511,0.6004861111111112,98.47917688681262,0.12057906655304607,624,0.02942093344695393,-0.2571728964806159,206.05589796760177,1.4775337007696114,0.3496749397354008,-0.044692676703714296,-0.6,0.555841716807904,-0.6790184404277101,-0.2624780344772291,0.2160738808496451,-2.9028467689602224,-0.11928419272322234,0.645600454623923,0.9868185758932438,0.012042834237669078,0.21905239507536992,3.1228180308592406,0.6318926253783658,0.6065896941428847,-1.2847837751650766,0.2534327104370629,0.6637291027344285,-2.797025036018292,0.5208268075111225,0.7353458705521977,-2.9472677438230743,0.3057455359806668
44,4,4,9.36950180821839,inf,0.8,3,1,0.6311676511092417,0.1364441423115733,0.3347296638155446,0.48055555555555557,90.1471411500367,0.3585714294320537,720,-0.20857142943205373,-0.3635558576884267,-0.6304981917816106,0,-0.29147581048874616,0.1499856810561274,0.3835528465342048,0.6359027777777777,86.55054976332254,0.07828132347338188,592,0.07171867652661812,0.22186137483196167,218.96296081972105,2.353308845237112,0.5141713767878956,-2.567963622571009,0.707764001193415,0.29685962644077635,-0.06264962924699469,-0.32170333330112744,0.49711481703049426,-1.7044069623346907,-0.09016825072066663,0,0.32506396025977913,0.05986822261378694,0.21105589495993768,0.5550724641012599,-0.17724893535360278,0.13863507514338022,-0.10943258192629374,-0.457831643397833,0.4943021336088269,1.3948771754282587,0.49024080225597527,0.530961198336328,-1.9445826360576544,-0.326010232018178
58,8,5,9.458260256961143,inf,0.8,1,1,0.542174153256191,0.009939603826575813,0.2172051086668974,0.8447916666666667,110.74968267154871,0.27821784777295006,720,-0.12821784777295006,-0.4900603961734242,-0.5417397430388572,0,0.1634382249406429,0.397385564310602,0.35689992198773696,0.6117361111111111,1570.0036655934002,-25.397179389443043,559,25.54717938944304,1.447715028485388,5338.234509350679,2.9180088335385053,0.5728842055757475,1.5441514990105012,-0.37609938032803825,0.4930402473863553,-1.2618731034427373,0.32877463881730074,0.4377234962706999,-2.033301659416484,0.11846975852202751,0.28419024993164077,-0.1762366234384799,0.36680090341309957,0.35607186280259634,2.8791427147897632,0.2378124823881837,0.14411822371335378,0.9878783655600165,-0.5688227263998527,0.5865426174087439,-2.250944794017892,-0.6,0.13894538142150337,0.9838275208659665,-0.3128546494294259
45,5,4,9.469528313395495,inf,0.6,2,1,0.5311806321388524,0.1457695222290224,0.3544727671733549,0.5013888888888889,91.20999410112195,0.35649123376268493,720,-0.20649123376268494,-0.3542304777709776,-0.5304716866045056,0,-0.010091054597708515,0.5575591194139066,0.4782818143114085,0.4804861111111111,1656.2355437232188,-26.347077340110523,507,26.497077340110522,2.1668770835946147,5748.934041464863,2.0889772407151255,0.7314355358120039,-2.9468833829504604,-0.2666401788942071,0.39783991181155526,-2.412422674169428,0.35459901611205324,0.49182185129689016,-1.4770869770026305,0.07800184159811449,0.5029076508770609,2.3433478187088546,-0.14904811139378138,0.3134247252900027,-2.660760787447361,0.8,0.516023664639789,0.2125280763674423,0.001048413948009995,0.5914578370135078,1.0096042628979578,0.5442910664934362,0.41076884905256184,2.116466603753178,-0.4906868456559279
49,9,4,9.52527401847966,inf,0.4,45,1,0.4752971159390265,0.02102940414457024,0.28556720934314805,0.9822916666666667,91.71041011187276,0.28228384347310076,720,-0.13228384347310077,-0.4789705958554298,-0.47472598152034023,0,0.06414569009789992,0.6759601780447216,0.47082996587777853,0.39777777777777773,1000.6137897033711,-15.537042702918827,408,15.687042702918827,1.9997343397795566,3804.1757358762798,1.700161981382896,0.3956457881621282,0.2349596327984745,-0.27979812395730874,0.6022645274975558,-0.6220766786555125,-0.2544162885816708,0.1573008600867149,-2.6104185032160228,-0.15264562624099295,0.49146127935883044,1.0689533117499053,-0.004558589606892212,0.2063513990428512,3.141592653589793,0.8,0.6320013984163995,-1.3605407646758576,0.21487761989081877,0.7108235338621931,-3.141592653589793,0.506123998348848,0.6923906063342852,-2.9484256370595645,0.308503815467876
34,4,3,9.534197445586647,inf,0.8,1,1,0.46607823326137826,0.01455431397725563,0.1378394240125472,0.4996527777777778,78.65774635794118,0.3642793874453517,720,-0.21427938744535172,-0.48544568602274435,-0.46580255441335316,0,0.08553107619641524,0.01106795630258158,0.5087253206885001,0.664375,90.9539955334939,0.12041880083246664,637,0.02958119916753335,-0.47608354598293157,206.03258615474905,1.427280486764618,0.277829873435063,0.37796693656253555,-0.6,0.5314069473080177,-1.0339966657029425,-0.39108553733658225,0.28828533113618166,-2.730786472904715,-0.1435548773960468,0.6411469966018204,0.9795785140487067,-0.026459753686145462,0.24222348305729005,3.141592653589793,0.4211097145877712,0.6300956226997193,-0.9097931846003651,0.2918939956579386,0.6093525589153012,-1.8213372579050024,0.5104268975289897,0.696717318672617,-2.9330520897890358,0.3015710209299318
48,8,4,9.534313992426815,inf,0.6,4,1,0.4661380428976177,0.03525361866057099,0.22601766221652445,0.8760416666666667,87.59254802125174,0.276347635336761,720,-0.126347635336761,-0.464746381339429,-0.4656860075731846,0,0.14817342859712404,0.5280408334758708,0.34577618720872366,0.5234722222222222,1857.2195573877755,-29.674940596038038,529,29.824940596038036,1.4858578122609751,6396.80402574771,2.907175483860958,0.5724272590996711,2.4302295032468346,-0.25892595427548204,0.5481702283770651,-0.9720061654494316,0.649776918925744,0.40417332266417455,-2.1135542517802626,0.2028667987261173,0.21208386209860666,-0.4567558724216201,0.31937432634353163,0.3585918461808933,3.141592653589793,0.20933759658148357,0.17129534115406042,0.9907746483196349,-0.6,0.5958770615342656,-1.9818755789377314,-0.6,0.08691860647247937,0.7955138058468516,-0.32925669906799626
59,9,5,9.549380925779499,9.936929649880325,1,5,1,0.4511333458477771,0.08866650251297206,0.2571358136379855,0.9295138888888889,104.64123521869051,0.31338700768834066,720,-0.16338700768834066,-0.41133349748702797,-0.4506190742205011,1,0.06380411968257656,0.014651583576039313,0.36688478145026854,0.7190972222222223,59.44660690160369,0.2935663933298122,701,-0.14356639332981222,-0.4591098046530783,-0.06307035011967602,2.6781882029919375,0.5381248860796535,-3.141592653589793,0.8,0.30658309935184425,0.26697955835830356,0.09122442952584797,0.4395490965651791,-1.5315111898437077,-0.10719842148231264,0.18566971277474917,1.0296556081538015,0.05113284360260914,0.16871909579718838,0.9645939498988474,-0.29946296661368155,0.1405355907720477,-0.2979265626761818,-0.48948146472189946,0.43892415301465315,3.141592653589793,0.5168258239416373,0.5976099647041051,-1.5838480989026624,-0.34650151640478527
39,9,3,9.621102959690587,inf,0.8,25,1,0.37938586013284104,0.16056589256733217,0.24440991171384727,0.9326388888888889,74.83860424768118,0.31372277975303114,720,-0.16372277975303115,-0.33943410743266783,-0.37889704030941335,0,0.02903256484409853,0.14210209465222914,0.3893545731786303,0.642986111111111,87.80055583605744,0.20878310969945205,627,-0.05878310969945205,0.09347882273276953,201.97102329410322,2.8237062716752175,0.5861487241425902,2.5935591850335586,-0.2955636489222763,0.5876514200499837,-0.9166848050995805,0.6633894313387213,0.4129364957094172,-2.0614255157308734,0.22681357854060005,0.17958301685993636,-1.5115205170649229,0.469506017631075,0.34293800589157747,3.0985289470036137,-0.02379386897925989,0.17410213525903662,0.8414743292853387,-0.5574410768011727,0.5855570957078824,-3.141592653589793,-0.30142692778749425,0.03165701405111826,0.9969653037685509,-0.379876637641061
38,8,3,9.627966881692336,9.70586611828469,1,4,1,0.37274838373527447,0.1527449482574212,0.3576327138049441,0.8833333333333333,73.51478765545522,0.3130441395979903,707,-0.16304413959799033,-0.3472550517425788,-0.37203311830766456,1,0.2947907905773176,0.01610252201493733,0.328454431004269,0.7571527777777778,80.52117387037833,0.29308472429616295,695,-0.14308472429616295,-0.46449168027965354,-0.2941338817153091,2.5284142729178125,0.4876583903637792,-3.116973317621989,0.5753924609114847,0.3019428281726022,0.2861917803015235,-0.2711721923467111,0.3904021586950692,-1.6095864194268548,-0.10501262090385535,0,0.4480535206816204,0.041525128634510945,0.09343639914614957,0.3954236377274891,-0.1335170639295238,0,-0.4094352114880234,-0.4559464652503433,0.33905899240062287,3.141592653589793,0.48550607763753295,0.5321286175360489,-2.234851848066482,-0.24562366465028568
