time_s,torso_x_m,torso_y_m,torso_z_m,front_left,front_right,rear_left,rear_right
0.004166666666666667,0.000014662968775784286,0.7203166540782807,-0.000015440866155632197,1,1,1,1
0.020833333333333332,0.0004363618563737885,0.7283216642803806,-0.0002959289683410021,1,1,1,1
0.0375,0.0008645144154994639,0.7349449531951425,-0.000737719708516539,1,1,1,1
0.05416666666666667,0.0012349772137604663,0.7394993079615283,-0.0018315832526204618,1,1,1,1
0.07083333333333333,0.001643158043711,0.7427564271429355,-0.0031289752646969,1,1,1,1
0.0875,0.0020424565368499783,0.744547662954677,-0.005119511096894608,1,1,1,1
0.10416666666666667,0.002440241869047807,0.7450375415290951,-0.007291343045784386,1,1,1,1
0.12083333333333333,0.0028833387035687866,0.744657635499695,-0.009392166266489569,1,1,1,1
0.1375,0.0035008243530649827,0.7435826449909875,-0.011714063289635913,1,1,1,1
0.15416666666666667,0.004641144994598168,0.7423825139200656,-0.013996299051244868,1,1,1,1
0.17083333333333334,0.006024446545388259,0.7407482970459347,-0.016014735561749944,1,1,1,1
0.1875,0.007714416574453574,0.7388993815667997,-0.017631191879164173,1,1,1,1
0.2041666666666667,0.009812419034863039,0.736997441838911,-0.01893226226663767,1,1,1,1
0.22083333333333335,0.012397194719305003,0.7354081975487241,-0.02015710048454715,1,1,1,1
0.23750000000000002,0.015487890968647082,0.7337936824023266,-0.02117796422465176,1,1,1,1
0.25416666666666665,0.019013511675128453,0.731897427432858,-0.021814097473767,1,1,1,1
0.2708333333333333,0.022910036918940772,0.729306323168611,-0.02187504196719592,1,1,1,1
0.2875,0.027352970618733197,0.7266561281714061,-0.02149494834656992,1,1,1,1
0.30416666666666664,0.03241716648197875,0.723885614535913,-0.02079496454588698,1,1,0,1
0.3208333333333333,0.03824250374850206,0.7213402004299896,-0.019960267658725238,1,1,0,1
0.33749999999999997,0.044707403284163644,0.718489382506898,-0.018795805855692946,1,1,0,1
0.35416666666666663,0.051960071989319664,0.715763920085407,-0.017666143411272067,1,1,0,1
0.3708333333333333,0.059631404879982815,0.7119349554029795,-0.016206489748659566,1,1,0,1
0.38749999999999996,0.06827791500639975,0.7085219625031937,-0.01500028800373075,1,1,0,1
0.4041666666666667,0.07781791145180261,0.704971585927226,-0.013955437429283622,1,1,0,1
0.42083333333333334,0.08783237606606312,0.700506647007569,-0.012872514584152906,1,1,0,1
0.4375,0.09851303790813007,0.6952072759786029,-0.011882775096647483,1,1,0,1
0.45416666666666666,0.10976066765715414,0.6888622232072916,-0.010705601557877293,1,1,0,1
0.4708333333333333,0.12152883357888858,0.6811669193937832,-0.00931560287732837,1,1,0,1
0.4875,0.13438013868692528,0.672921243140732,-0.00739545957239297,1,1,0,1
0.5041666666666667,0.1482066197595987,0.6696407213778057,-0.004099912929158816,1,1,0,1
0.5208333333333333,0.16198663746816314,0.6692801849993972,0.0005049997426180714,1,1,1,1
0.5375,0.1755910004819261,0.6673011162010684,0.004810655200433233,1,1,1,1
0.5541666666666667,0.18917467801038912,0.6647185561583364,0.008466459395610528,1,1,1,1
0.5708333333333333,0.20260895183171537,0.6600094811791045,0.011315900716947498,1,1,1,1
0.5875,0.21600388730718034,0.6545314405824371,0.0140351890835609,1,1,1,1
0.6041666666666666,0.2295676647851941,0.6497537833757436,0.01725185452484935,1,1,1,1
0.6208333333333333,0.24301899267667693,0.6440791006617075,0.020435188791234914,1,1,1,1
0.6375,0.25654401244360026,0.6378210764601386,0.023553068695460793,1,1,1,1
0.6541666666666667,0.27005666342325146,0.631473004913683,0.026815421952726314,1,1,1,1
0.6708333333333333,0.28235914424830266,0.6301392500908832,0.031952946390977684,1,1,1,0
0.6875,0.2935462226369355,0.6304863297386625,0.03783453772571503,1,1,0,0
0.7041666666666666,0.3038756157617597,0.6299561576687024,0.04344977652148137,1,1,0,0
0.7208333333333333,0.31411141385528724,0.6289203254880281,0.04798633194180997,1,1,0,0
0.7374999999999999,0.32410118585013814,0.6272154912327083,0.05198238807018486,1,1,0,0
0.7541666666666667,0.33515562635022417,0.6280922246918198,0.055506461941074295,1,1,0,0
0.7708333333333333,0.3465534678927345,0.6310050664734057,0.058520105286028676,1,1,0,0
0.7875,0.35757789919071775,0.6393493921069272,0.0599795297249662,1,1,0,0
0.8041666666666667,0.36862213238617814,0.6470433323222589,0.06118176680212456,1,1,0,0
0.8208333333333333,0.37988074250035453,0.6542183651148447,0.062051113137031426,1,1,0,0
0.8375,0.3912646639609902,0.660386161449308,0.06260169086013567,1,1,0,0
0.8541666666666666,0.4027388098082685,0.6641991974907677,0.06306409077954231,1,1,0,0
0.8708333333333333,0.4143283522924036,0.6653414861346423,0.06345739331711907,1,1,0,0
0.8875,0.4260733423346237,0.6638885081528157,0.0638133819313321,1,1,0,0
0.9041666666666667,0.4382144475219247,0.6615307918290294,0.06382093790682704,1,1,0,0
0.9208333333333333,0.45078131682871864,0.6584505172157924,0.06347107324177559,1,1,0,0
0.9375,0.4638440706717357,0.6548005938649444,0.06279098467062409,1,1,1,0
0.9541666666666666,0.4776263571209508,0.65100871914243,0.061734384054350645,1,1,1,0
0.9708333333333333,0.4923473029658994,0.6463269721723685,0.060181705776927885,1,1,1,0
0.9874999999999999,0.5079264611843523,0.6402447537959435,0.058187709990831754,1,1,1,0
1.0041666666666667,0.5241448854523272,0.6327254977732499,0.05586438520973695,1,1,1,0
1.0208333333333333,0.5418888534484305,0.6233372260007336,0.05294291600098629,1,1,1,1
1.0374999999999999,0.5605582931121201,0.6128419259279705,0.050040139922807855,1,1,1,1
1.0541666666666667,0.5801914791406729,0.600965659439027,0.04758899482760194,1,1,1,1
1.0708333333333333,0.6003391413522775,0.5871150889515736,0.04543232976759149,1,1,1,1
1.0875,0.6212513688192246,0.5717406830369256,0.04329848549678163,1,1,1,1
1.1041666666666667,0.6428025531038629,0.5544802377132995,0.04114532570866082,1,1,1,1
1.1208333333333333,0.6647633113363048,0.5346812065024854,0.03888436364585123,1,1,1,1
1.1375,0.6872381529042232,0.5127467263698224,0.03686007052965864,1,1,1,1
1.1541666666666666,0.709887527742233,0.4882192411720209,0.034856230917443186,1,1,1,1
1.1708333333333334,0.7327443613048321,0.46118489932466555,0.03303997999481415,1,1,1,1
1.1875,0.7555202605159276,0.4313629771620311,0.031228974485417782,1,1,1,1
1.2041666666666666,0.7782093925581731,0.3987816262921353,0.02949578280994284,1,1,1,1
1.2208333333333332,0.8005685946073055,0.36326356770886487,0.027747282223515777,1,1,1,1
1.2375,0.8128642018316365,0.3454360793650657,0.02495170544906612,0,1,1,1
1.2541666666666667,0.8162640206217825,0.34635628042084105,0.021209262400233513,0,1,1,1
1.2708333333333333,0.8176431159313625,0.3473555942735732,0.01715256708631745,0,1,1,1
1.2874999999999999,0.8181059762262508,0.3480397327061809,0.013100842562588621,0,1,1,1
1.3041666666666667,0.8179748197609125,0.34821922529122096,0.009004536229763401,1,1,1,1
1.3208333333333333,0.8181299886582418,0.3484617625859715,0.005223630916036,1,1,1,1
1.3375,0.8183298891867927,0.34862716734032884,0.0016530977146222232,1,1,1,1
1.3541666666666667,0.8184873680751337,0.348689949002625,-0.0017362691897440919,1,1,1,1
1.3708333333333333,0.8186971905882614,0.3487210980078447,-0.004921956818092359,1,1,1,1
1.3875,0.8188854042036233,0.34868657210090176,-0.007955367055797519,1,1,1,1
1.4041666666666666,0.8191047277076026,0.34862767262041094,-0.010823452429967111,1,1,1,1
1.4208333333333334,0.8193139900906207,0.3485260745022353,-0.013560507861582628,1,1,1,1
1.4375,0.8195254710520204,0.34839560157076105,-0.016173344429700427,1,1,1,1
1.4541666666666666,0.8197338065126488,0.34823723438104953,-0.01867827469118499,1,1,1,1
1.4708333333333332,0.8199397309534617,0.34804691543103505,-0.021090836316510098,1,1,1,1
1.4875,0.8201417986720475,0.347842398554031,-0.023425331432048783,1,1,1,1
1.5041666666666667,0.8203386959078542,0.3476155894604034,-0.025696811939136577,1,1,1,1
1.5208333333333333,0.820530782191645,0.34736747714841854,-0.027917860562737044,1,1,1,1
1.5374999999999999,0.8207162908151951,0.3470971525802077,-0.030101729089308592,1,1,1,1
1.5541666666666667,0.8208952783701013,0.3468043761507688,-0.03226062902337111,1,1,1,1
1.5708333333333333,0.8210673726983957,0.3464881181442049,-0.0344066498046647,1,1,1,1
1.5875,0.821232334240124,0.34614724629878596,-0.03655133639330576,1,1,1,1
1.6041666666666667,0.8213618760274516,0.34576089471570987,-0.03871685843963503,1,1,1,1
1.6208333333333333,0.8214973840246241,0.3453538810143941,-0.04090117823715334,1,1,1,1
1.6375,0.8216233094389672,0.344912795790451,-0.04312382166557721,1,1,1,1
1.6541666666666666,0.8217489147361795,0.3444403627057738,-0.045394360457358084,1,1,1,1
1.6708333333333334,0.8218682377362454,0.34392810789702927,-0.04772973232350418,1,1,1,1
1.6875,0.8219835852323351,0.34337249587138635,-0.05014420854240017,1,1,1,1
1.7041666666666666,0.822091970851812,0.34276541228792967,-0.052655125238228184,1,1,1,1
1.7208333333333332,0.8221927300419336,0.34209943094424183,-0.055279722124023524,1,1,1,1
1.7375,0.8222831636012151,0.3413646071178696,-0.058036947899971894,1,1,1,1
1.7541666666666667,0.822360563961056,0.34054981929490385,-0.06094645372475091,1,1,1,1
1.7708333333333333,0.822420938125391,0.33964171225177714,-0.06402914616390731,1,1,1,1
1.7874999999999999,0.8224592092516514,0.3386246692057222,-0.06730687866583318,1,1,1,1
1.8041666666666667,0.8224686927071047,0.3374802363509919,-0.07080260259881921,1,1,1,1
1.8208333333333333,0.8224215995275184,0.3361739161294634,-0.07454078279452259,1,1,1,1
1.8375,0.8221095385061342,0.33455720971831393,-0.07857247852013156,1,1,1,1
1.8541666666666665,0.8216900555323923,0.33271307326738736,-0.08287186146596372,1,1,1,1
1.8708333333333333,0.8211723819705707,0.33062093952014504,-0.08747044052227232,1,1,1,1
1.8875,0.8205333877571838,0.3282295546560546,-0.09241502831119629,1,1,1,1
1.9041666666666666,0.819742849981603,0.32546575586457727,-0.09777558596761841,1,1,1,1
1.9208333333333334,0.8187438157386056,0.3222224840804439,-0.10363812239201119,1,1,1,1
1.9375,0.8175663989087962,0.31836429525804266,-0.11002388324338279,1,1,1,1
1.9541666666666666,0.8152077393441275,0.31812889265560396,-0.11461530968594481,1,1,1,1
1.9708333333333332,0.8132279815253253,0.31913319267793805,-0.1177153955717744,1,1,1,1
1.9875,0.811764678386324,0.3198730966806855,-0.12010131372438504,1,1,1,1
2.004166666666667,0.8106900704230139,0.3203410832446447,-0.12181210750236378,1,1,1,1
2.0208333333333335,0.8099934633536496,0.32057050939065623,-0.12287978581987946,1,1,1,1
2.0375,0.8096736168606091,0.32058419584146286,-0.12332445195535659,1,1,1,1
2.0541666666666667,0.8096775520428586,0.32035554249148435,-0.12314589929308495,1,1,1,1
2.0708333333333333,0.8099797638036507,0.3199502186390933,-0.12243188085034548,1,1,1,1
2.0875000000000004,0.8104121312876912,0.3193255672368943,-0.12126366530605694,1,1,1,1
2.104166666666667,0.8109115360900631,0.3184521688647033,-0.11964762299979666,1,1,1,1
2.1208333333333336,0.8114280266103491,0.317277119517174,-0.11756002016509658,1,1,1,1
2.1375,0.8119280511228417,0.3157447224981629,-0.1149648786399617,1,1,1,1
2.154166666666667,0.811972300930735,0.3148251620989266,-0.11239901302832689,1,1,1,1
2.1708333333333334,0.8117913432555987,0.31514639274600925,-0.11130473035446042,1,1,1,1
2.1875,0.8117874471750888,0.31503497323990926,-0.11131406218376431,1,1,1,1
2.204166666666667,0.8116669715086138,0.31478846850399084,-0.11185208737450002,1,1,1,1
2.2208333333333337,0.8116362325628588,0.3147140480952344,-0.11190465329862644,1,1,1,1
2.2375000000000003,0.811606384489837,0.31461940730521354,-0.11191708259643748,1,1,1,1
2.254166666666667,0.8115733522485477,0.3145197839456971,-0.11192389504289006,1,1,1,1
2.2708333333333335,0.8115589670491083,0.3144345556918028,-0.11193575398562118,1,1,1,1
2.2875,0.8115257987891845,0.3143358732042105,-0.11194982644176092,1,1,1,1
2.3041666666666667,0.811480723711542,0.3142294623738824,-0.11195374285973463,1,1,1,1
2.3208333333333333,0.8114579892705047,0.3141400668690682,-0.1119591717159103,1,1,1,1
2.3375000000000004,0.8114103043290113,0.3140366236689357,-0.11196092820497708,1,1,1,1
2.354166666666667,0.8113699140867409,0.31393683158548796,-0.11196825990174518,1,1,1,1
2.3708333333333336,0.8113187722147667,0.3138294997014066,-0.1119696553626864,1,1,1,1
2.3875,0.8112679465915308,0.31372570444188563,-0.1119716033946189,1,1,1,1
2.404166666666667,0.8112242524667652,0.3136346475122302,-0.11197615075120756,1,1,1,1
2.4208333333333334,0.8111862730827016,0.31355914777385585,-0.11197953349861096,1,1,1,1
2.4375,0.8111704683316064,0.3135010931729737,-0.11198642968988312,1,1,1,1
2.454166666666667,0.8111510672677724,0.31344895123656713,-0.11198479630613258,1,1,1,1
2.4708333333333337,0.8110991704458184,0.31338681156233644,-0.1119869611816243,1,1,1,1
2.4875000000000003,0.8110628869315094,0.31334184697710915,-0.11198706230191376,1,1,1,1
2.504166666666667,0.8110072487143122,0.3132809118866687,-0.11197751165638085,1,1,1,1
2.5208333333333335,0.8109539935585266,0.3132321706596295,-0.111979106704261,1,1,1,1
2.5375,0.8109013326442674,0.3131855188871424,-0.11197608651460862,1,1,1,1
2.5541666666666667,0.810855045306602,0.3131448396735002,-0.11197494018465987,1,1,1,1
2.5708333333333333,0.810802944822374,0.31310406693889026,-0.11197045978678072,1,1,1,1
2.5875000000000004,0.8107528476781234,0.31306594043244956,-0.11196470002821357,1,1,1,1
2.604166666666667,0.8106893723193386,0.3130225239219275,-0.11195589146652696,1,1,1,1
2.6208333333333336,0.8106098191948352,0.3129695879434682,-0.1119469519871174,1,1,1,1
2.6375,0.8105474067728096,0.31292765930870386,-0.11194382633255288,1,1,1,1
2.654166666666667,0.8104889468910448,0.312885069575612,-0.11193236573689981,1,1,1,1
2.6708333333333334,0.8104360949614329,0.31285085404272717,-0.11193361161129133,1,1,1,1
2.6875,0.810370419731806,0.3128056100582005,-0.11192235243718662,1,1,1,1
2.704166666666667,0.8103001418815098,0.3127607382006339,-0.11191216635810725,1,1,1,1
2.7208333333333337,0.8102435887799093,0.3127232809980364,-0.11190275113795578,1,1,1,1
2.7375000000000003,0.8101914451768643,0.31268925060939873,-0.11189533809779079,1,1,1,1
2.754166666666667,0.810151846515817,0.31266378240785514,-0.11189722945920975,1,1,1,1
2.7708333333333335,0.8101223978161989,0.31264190258423086,-0.1118859496765868,1,1,1,1
2.7875,0.810061098188661,0.31260113085143554,-0.11187685780462676,1,1,1,1
2.8041666666666667,0.8100061368906001,0.31256425286697054,-0.11187640297952117,1,1,1,1
2.8208333333333333,0.8099608975661989,0.31253561877943886,-0.11187130750880563,1,1,1,1
2.8375000000000004,0.8099416445532431,0.31251968097298444,-0.11187647457954675,1,1,1,1
2.854166666666667,0.8098889792223211,0.31248710629380644,-0.11186027077539548,1,1,1,1
2.8708333333333336,0.8098339134591074,0.31245390610896784,-0.11186210266051616,1,1,1,1
2.8875,0.8097925835216879,0.31242685085513794,-0.11185748905016601,1,1,1,1
2.904166666666667,0.8097465782187406,0.31239222314666315,-0.11184916306209253,1,1,1,1
2.9208333333333334,0.8097395897437647,0.31239154432772087,-0.11186291889427014,1,1,1,1
2.9375,0.8096742597298776,0.31235128564948195,-0.11184809707551079,1,1,1,1
