role,niche_id,quality,apex_height,release_time,landing_position
best_quality,63,0.039480277189178556,9.97699439855281,1.3611111111111112,35.00441842479354
lowest_apex,380,0.923453414034275,0.6007203039283243,7.616666666666667,5.935002401679583
highest_apex,79,0.34596330197531605,57.82230159627988,1.3277777777777777,34.92512188161492
earliest_release,2,0.8322569246962301,6.4644607950701465,0.3944444444444445,9.156908224238842
