niche_id,grid_x,grid_y,quality_train,quality_validation,descriptor_throughput_per_hour_train,descriptor_mean_wip_train,descriptor_throughput_per_hour_validation,descriptor_mean_wip_validation,validation_niche_id,same_niche,visit_count,decision_buffer_capacity,decision_speed_a,decision_speed_b,decision_maintenance_threshold_a,decision_maintenance_threshold_b,decision_rework_probability,decision_dispatch_priority,decision_staff_a,decision_staff_b
34,14,1,28.049789039187452,29.088588028421725,70.125,10.368895265765627,70.5625,11.090738981551036,34,1,724,3,0.8868913524561282,0.8883733757477541,0.748526987137133,0.400879050403204,0.2256439881272557,0.9149925148593532,3,3
15,15,0,28.058087782741264,28.6615097320004,75.1875,9.060648129782296,75.875,9.616824186225,15,1,800,4,0.9715321175277161,0.9525765560089436,0.750346735235675,0.8877851219418595,0,0.9802206187354454,3,3
72,12,3,28.265405478532276,29.771804950008452,61.4375,37.894784360568735,63,37.07670614106978,72,1,1053,1,0.9666534690126863,0.8063465464738959,0.891280416693842,0.7034323674492031,0.50304265769548,0.9808898416253763,2,3
73,13,3,28.416613020824336,29.871129329545315,69.125,38.15179348402605,70.0625,38.43412526054062,74,0,1108,10,0.9700682353151839,0.9159738352678928,0.8977735650381374,0.8931078871269278,0.5194011047113065,1,2,3
16,16,0,28.425850478672942,29.210956684444668,80.25,8.424551712767707,81.125,9.234436453139587,16,1,633,5,0.9862000123084824,0.8521966683440043,0.7547927658843202,0.7358463411406718,0.011539084343604573,1,3,4
35,15,1,28.471039407084422,29.26117723386127,76.625,10.263997797270832,78,10.886530684377085,35,1,730,5,0.9086203927706749,0.9817192334745704,0.753508356828195,0.7915857907659076,0.09791445692293628,0.9710090071861631,3,3
50,10,2,28.52688413383934,29.00715302130528,50.25,28.443072509391662,50.0625,28.285352460655734,50,1,513,1,1.0723232549844808,0.9499304234906064,0.95,0.5398651721953038,0.40036219991520633,1,2,2
36,16,1,29.13340711177685,29.410834881125044,81.25,10.051393368170835,82.84375,10.111067265780205,36,1,738,10,0.9206092495844155,0.8366210491233366,0.9136407634890646,0.9005120433201632,0.48741816128114657,0.853367391490621,3,4
74,14,3,29.205881643861932,30.266575224409642,70.125,35.62817400582083,72.03125,33.49429406562918,74,1,1588,13,1.009155934045258,0.9032541043996963,0.95,0.7761257516061014,0.13631269632879797,1,2,3
51,11,2,29.225081718504626,30.730182484376453,56.125,29.829407177632284,55.9375,29.474470147303126,51,1,423,1,1.0627169216691625,0.7,0.95,0.3545025605511448,0.31381999989522147,0.9980406131107372,2,3
52,12,2,29.571406297052288,30.423954940924393,64.4375,29.48051211493541,65.6875,29.111619720105722,53,0,364,1,1.0625003289819448,0.9267777261892859,0.95,0.46055393411877993,0.19798746287976857,1,2,3
53,13,2,29.787590105601005,30.40336362938834,65.0625,29.885351279544775,66.28125,29.377025581426032,53,1,309,1,1.0578245934497654,0.9337376926785581,0.95,0.5650568811601429,0.2053894243962961,1,2,3
54,14,2,29.980523035191723,30.39578105166256,72,29.527911181678107,72.5,29.085791346611455,54,1,691,3,1.06417717203648,0.9529683660358288,0.95,0.790427060903987,0.12242166693724249,1,2,3
94,14,4,30.03300876407976,31.349459637542274,70,40.19920956973646,71.78125,37.94152225204896,74,0,83,18,1.0196530701692794,0.9201035137230522,0.6993170267669904,0.8757405519765161,1,0.9505326601532658,2,3
55,15,2,31.118324482061016,30.966622998855808,75.5,22.63685114124167,76.4375,22.14341588909531,55,1,1192,30,0.8228504918060227,0.8432123775962008,0.6070714177559785,0.90955608015771,0,1,3,3
75,15,3,32.0418028808733,32.68271453762722,75,30.728257934370834,76.65625,28.59952207338229,55,0,114,18,1.1521196378647445,0.9948011542119005,0.668413790814245,0.7100845242060182,0.9088102210909313,0.9754250325370165,2,3
56,16,2,35.48504076666239,35.759647789593316,80.125,20.039538588909394,80.125,19.74410768725676,36,0,84,13,1.3966923199907495,0.9484953125028117,0.7307219923469991,0.7921650613367751,0.884867749609181,0.990907154137123,2,4
