maximum_gap_hours,negative_contact_hours,launch_complexity,quality,altitude_km,inclination_deg,raan_1_deg,raan_2_deg,raan_3_deg,raan_4_deg,mean_anomaly_1_deg,mean_anomaly_2_deg,mean_anomaly_3_deg,mean_anomaly_4_deg
5.017317708333,-17.435286458333,0.393618803081,2.079132405509,580.804399882540,90.091796122682,278.857494858157,312.441180216133,207.128508696848,260.546737977172,142.479040922109,61.967170469426,218.356923189326,114.035878062415
5.461263020833,-19.442838541667,0.518077891164,1.982203295997,642.746424687509,95.562973228685,254.693412800460,201.260017239669,230.184207430720,159.909272886299,2.433542315305,230.559500688317,96.572929531102,23.647434238031
5.462955729167,-19.413346354167,0.516800976618,1.980343933049,642.171813142062,95.536764436553,254.693412800460,201.260017239669,230.184207430720,159.909272886299,2.946494832853,229.083623197096,96.572929531102,23.647434238031
5.337760416667,-19.432291666667,0.564919882090,1.959278146108,659.891750284807,85.212549135014,152.834259881133,185.285057843134,113.725182066246,88.571740726169,354.601496495960,91.766513719676,118.522449035342,147.507327191114
4.935937500000,-14.753059895833,0.297111382887,1.916088284578,515.609171258873,91.052526475122,296.890036760285,355.390361254666,322.960444012782,227.144979277563,338.333200036333,56.665209953601,115.252953606523,47.534100771901
5.859440104167,-25.387500000000,0.981952943727,1.867402470735,857.591635673804,84.233377051928,142.461836098087,173.364308125692,106.050202217524,90.368039848206,216.465790433672,38.722476856188,195.203593269360,89.063280795798
5.965755208333,-16.342122395833,0.258972771998,1.863476468063,536.108707858021,88.620901944044,182.902346787339,142.597087118029,228.645096022888,179.781668737798,323.976731325600,5.820210266072,114.948833456403,179.746678295308
5.965625000000,-16.268945312500,0.258972771998,1.855166833731,536.108707858021,88.001049436813,182.902346787339,142.597087118029,228.645096022888,179.781668737798,323.976731325600,5.820210266072,114.948833456403,204.410669775337
6.864843750000,-27.149088541667,0.870762787883,1.845212688444,818.144180336194,90.091796122682,278.857494858157,260.877302197773,207.128508696848,260.286825715124,142.479040922109,69.265403455411,211.150800197159,33.137008113061
5.579882812500,-15.687955729167,0.312958090571,1.815922595104,536.473395300880,87.926052514261,276.269409044847,173.244316788894,225.217287830153,179.781668737798,332.317862740182,5.820210266072,203.222497405669,278.975377649051
