evaluations,elapsed_seconds,coverage,qd_score,best_quality,invalid_fraction
256,0.001432752,0.42,89.82083206014553,1.209518894430424,0
512,0.002103218,0.6075,132.5462849789307,1.147708327085558,0
768,0.002690353,0.74,164.0499810172666,1.147708327085558,0
1024,0.003292218,0.8275,187.16368960940605,0.9589557386241819,0
1280,0.003849453,0.885,203.8656210360017,0.9589557386241819,0
1536,0.004405738,0.9125,214.09725804265446,0.9507297853499248,0
1792,0.004955183,0.93,223.06952310653793,0.8579543594793964,0
2048,0.005512047,0.95,230.43014800753798,0.8579543594793964,0
2304,0.006059292,0.9575,235.29198922462612,0.8579543594793964,0
2560,0.006617997,0.9725,243.1320019486966,0.7070680816025646,0
2816,0.007188912,0.98,247.63564560997332,0.7070680816025646,0
3072,0.007735247,0.985,252.22400129231335,0.7070680816025646,0
3328,0.008283792,0.985,255.4499856402353,0.7070680816025646,0
3584,0.008847906,0.99,260.3812933188618,0.7070680816025646,0
3840,0.009392301,0.9925,264.90482548810616,0.6665970058255825,0
4096,0.009954196,0.9925,267.3892176508306,0.6665970058255825,0
4352,0.010514851,1,272.46905315685046,0.6665970058255825,0
4608,0.011108336,1,274.6356161297893,0.6665970058255825,0
4864,0.011682851,1,278.0122419280172,0.6551621086021667,0
5120,0.012258656,1,281.40528563727014,0.6551621086021667,0
5376,0.012836781,1,284.6248803469801,0.6024577319496914,0
5632,0.013397776,1,288.03992772446037,0.588194118171688,0
5888,0.013968631,1,291.1831995698113,0.588194118171688,0
6144,0.014560336,1,294.9187228726186,0.588194118171688,0
6400,0.015138011,1,297.3318100335793,0.5856209106876243,0
6656,0.015710496,1,300.8045171214772,0.5856209106876243,0
6912,0.016289611,1,303.08107077728727,0.5856209106876243,0
7168,0.016861096,1,304.94122464772175,0.576765933479504,0
7424,0.01742929,1,307.2749716717471,0.5345810042152093,0
7680,0.017996945,1,309.51771194925254,0.5345810042152093,0
7936,0.018595911,1,311.60495437199273,0.5345810042152093,0
8192,0.019212646,1,313.90825636422653,0.5345810042152093,0
8448,0.019774401,1,316.8103505844534,0.5276964579892537,0
8704,0.020353926,1,321.2648414108338,0.4358405857777247,0
8960,0.020914581,1,323.1310281410272,0.4358405857777247,0
9216,0.021484176,1,325.0269367559237,0.4358405857777247,0
9472,0.022055691,1,327.1272202666497,0.4358405857777247,0
9728,0.022671286,1,328.72425302661026,0.4358405857777247,0
9984,0.023264661,1,331.0235832456229,0.4358405857777247,0
10240,0.023851266,1,332.13970505195687,0.4358405857777247,0
10496,0.024420901,1,334.14039707216904,0.4333028763051766,0
10752,0.024997946,1,335.32980007540516,0.4238593758047071,0
11008,0.025599601,1,337.3238331286629,0.4238593758047071,0
11264,0.026240587,1,339.223579128593,0.4238593758047071,0
11520,0.026912372,1,340.91702617231203,0.4238593758047071,0
11776,0.027513798,1,343.1011018315801,0.4238593758047071,0
12032,0.028165183,1,344.93935762524006,0.4238593758047071,0
12288,0.028815569,1,346.43663875032166,0.4238593758047071,0
12544,0.029420104,1,347.8818642007185,0.4238593758047071,0
12800,0.030036219,1,349.05109680042676,0.4238593758047071,0
13056,0.030694325,1,352.7569211968866,0.2669404572510197,0
13312,0.031342761,1,354.03580469890187,0.2669404572510197,0
13568,0.031947906,1,355.7664563971183,0.2669404572510197,0
13824,0.032594521,1,358.0938849658784,0.2669404572510197,0
14080,0.033188107,1,360.55866807416726,0.2669404572510197,0
14336,0.033779512,1,362.5918768938917,0.2669404572510197,0
14592,0.034377307,1,364.8931648713222,0.2669404572510197,0
14848,0.034983072,1,365.8578546661046,0.2669404572510197,0
15104,0.035598847,1,367.7128513308251,0.2669404572510197,0
15360,0.036192312,1,369.3335560836983,0.2669404572510197,0
15616,0.036765677,1,372.80427635212504,0.2669404572510197,0
15872,0.037436093,1,374.6189935007966,0.2669404572510197,0
16128,0.038089509,1,376.7328866106639,0.2669404572510197,0
16384,0.038779615,1,378.0337210806982,0.2669404572510197,0
16640,0.03938684,1,379.0011055233356,0.2669404572510197,0
16896,0.039946785,1,381.0495713042588,0.2669404572510197,0
17152,0.04050368,1,381.98362187720727,0.2669404572510197,0
17408,0.041053214,1,382.34716201470155,0.2669404572510197,0
17664,0.041617309,1,384.1106382762064,0.2669404572510197,0
17920,0.042198194,1,386.16654222736423,0.2669404572510197,0
18176,0.042771559,1,388.64194432650334,0.2669404572510197,0
18432,0.043338904,1,392.8717173538334,0.2669404572510197,0
18688,0.043892329,1,394.3863671622674,0.2669404572510197,0
18944,0.044450864,1,395.04719114372296,0.2669404572510197,0
19200,0.045004189,1,396.49806973112203,0.2669404572510197,0
19456,0.045591624,1,397.88701999408073,0.2669404572510197,0
19712,0.046162439,1,400.4433774386576,0.2669404572510197,0
19968,0.046743434,1,402.6166258677761,0.24366192718319274,0
20224,0.047315968,1,404.9887816300205,0.24366192718319274,0
20480,0.047877733,1,405.8194163764382,0.24366192718319274,0
20736,0.048445768,1,407.01227125113064,0.24366192718319274,0
20992,0.049004643,1,407.83638422010586,0.24366192718319274,0
21248,0.049574748,1,408.68538359109635,0.24366192718319274,0
21504,0.050147773,1,410.00026533873944,0.24366192718319274,0
21760,0.050713458,1,412.48402376432324,0.24366192718319274,0
22016,0.051287983,1,414.25763595054883,0.24366192718319274,0
22272,0.051870898,1,416.27645555413426,0.24366192718319274,0
22528,0.052467953,1,417.52863915810315,0.24366192718319274,0
22784,0.053050548,1,418.3159249178321,0.24366192718319274,0
23040,0.053620453,1,419.66204749975714,0.2339333486719816,0
23296,0.054194938,1,421.54561085759315,0.2339333486719816,0
